-- Logs begin at Mon 2022-09-26 05:42:53 UTC, end at Mon 2022-09-26 13:12:43 UTC. --
Sep 26 12:34:23 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Sep 26 12:34:24 ubuntu dstat.sh[84514]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ----swap--- ------tcp-sockets-------
Sep 26 12:34:24 ubuntu dstat.sh[84514]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Sep 26 12:45:01 ubuntu dstat.sh[84514]: 26-09 12:45:01| 24   5  70   0   0|5103M  206M  175M 2362M|  18k   10k|   0   300k|   0  23.0 |2557  4050 |1.41 1.92 1.42|1.0   0  46|   0     0 |   0     0 | 25  291    0   13    0
Sep 26 12:45:02 ubuntu dstat.sh[84514]: 26-09 12:45:02| 25   6  66   0   0|5109M  200M  175M 2362M|8148  1843 |   0   208k|   0  7.99 |8954    18k|1.41 1.92 1.42|1.0   0  10|   0     0 |   0     0 | 25  291    0   13    0
Sep 26 12:45:03 ubuntu dstat.sh[84514]: 26-09 12:45:03| 25   4  69   1   0|5132M  177M  175M 2362M|  17k   11k|   0   400k|   0  29.0 |2111  3333 |1.41 1.92 1.42|1.0   0 7.0|   0     0 |   0     0 | 25  291    0   13    0
Sep 26 12:45:04 ubuntu dstat.sh[84514]: 26-09 12:45:04| 25   3  70   0   0|5139M  170M  175M 2362M|  14k 7958 |   0   392k|   0  25.0 |2022  3090 |1.38 1.91 1.41|1.0   0 4.0|   0     0 |   0     0 | 25  291    0   13    0
Sep 26 12:45:05 ubuntu dstat.sh[84514]: 26-09 12:45:05| 23   5  70   0   0|5102M  207M  175M 2362M|  18k 8986 |   0   212k|   0  11.0 |2275  3491 |1.38 1.91 1.41|2.0   0  75|   0     0 |   0     0 | 25  291    0   13    0
Sep 26 12:45:06 ubuntu dstat.sh[84514]: 26-09 12:45:06| 24   6  70   0   0|5127M  176M  175M 2368M|  12k 1621 |   0   752k|   0  12.0 |5964    13k|1.38 1.91 1.41|2.0   0  24|   0     0 |   0     0 | 25  291    0   13    0
Sep 26 12:45:07 ubuntu dstat.sh[84514]: 26-09 12:45:07| 24   5  70   0   0|5132M  162M  176M 2377M|  14k 7775 |   0   918k|   0  22.9 |3614  7136 |1.38 1.91 1.41|1.0   0 2.0|   0     0 |   0     0 | 25  291    0   11    0
Sep 26 12:45:08 ubuntu dstat.sh[84514]: 26-09 12:45:08| 26   3  70   0   0|5136M  156M  176M 2378M|  11k 3581 |   0   880k|   0  14.0 |1916  2726 |1.38 1.91 1.41|1.0   0 6.0|   0     0 |   0     0 | 25  291    0   12    0
Sep 26 12:45:09 ubuntu dstat.sh[84514]: 26-09 12:45:09|  4   0  93   0   0|5136M  156M  176M 2378M|  14k 8989 |   0   308k|   0  23.0 |1841  2974 |1.27 1.88 1.41|  0   0   0|   0     0 |   0     0 | 25  292    0   12    0
Sep 26 12:45:10 ubuntu dstat.sh[84514]: 26-09 12:45:10|  6   2  91   1   0|5136M  156M  176M 2378M|  39k   21k|4096B  524k|1.00  55.0 |2101  3475 |1.27 1.88 1.41|  0   0   0|   0     0 |   0     0 | 25  292    0    9    0
Sep 26 12:45:11 ubuntu dstat.sh[84514]: 26-09 12:45:11|  8   1  90   1   0|5136M  156M  176M 2379M|  17k   10k|   0   444k|   0  29.0 |1872  3016 |1.27 1.88 1.41|  0   0   0|   0     0 |   0     0 | 25  292    0    9    0
Sep 26 12:45:12 ubuntu dstat.sh[84514]: 26-09 12:45:12| 13   1  84   0   0|5141M  147M  176M 2382M|8741  3347 |   0   531k|   0  15.0 |1689  2592 |1.27 1.88 1.41|1.0   0   0|   0     0 |   0     0 | 25  292    0    9    0
Sep 26 12:45:13 ubuntu dstat.sh[84514]: 26-09 12:45:13| 10   2  87   1   0|5140M  146M  176M 2384M|  23k   16k|   0   732k|   0  49.0 |2194  3511 |1.27 1.88 1.41|  0   0   0|   0     0 |   0     0 | 25  292    0    9    0
Sep 26 12:45:14 ubuntu dstat.sh[84514]: 26-09 12:45:14|  8   1  88   1   1|5140M  146M  176M 2385M|  16k   10k|   0   704k|   0  46.0 |1903  3081 |1.17 1.84 1.40|  0   0   0|   0     0 |   0     0 | 25  292    0    8    0
Sep 26 12:45:15 ubuntu dstat.sh[84514]: 26-09 12:45:15|  9   1  89   1   0|5143M  142M  176M 2385M|  11k 6238 |   0   372k|   0  12.0 |1725  2566 |1.17 1.84 1.40|1.0   0   0|   0     0 |   0     0 | 25  292    0    8    0
Sep 26 12:45:16 ubuntu dstat.sh[84514]: 26-09 12:45:16|  6   1  91   1   0|5144M  141M  176M 2386M|  11k 4843 |   0   376k|   0  11.0 |1741  2615 |1.17 1.84 1.40|  0   0   0|   0     0 |   0     0 | 25  292    0    7    0
Sep 26 12:45:17 ubuntu dstat.sh[84514]: 26-09 12:45:17| 12   5  82   1   0|5147M  158M  176M 2367M|  31k 9652 |   0   813k|   0  48.1 |2408  3957 |1.17 1.84 1.40|  0 1.0 1.0|   0     0 |   0     0 | 25  292    0    8    0
Sep 26 12:45:18 ubuntu dstat.sh[84514]: 26-09 12:45:18| 11   6  81   2   0|5158M  156M  175M 2359M|  12k 2695 |8177B   87M|2.00   614 |3086  3053 |1.17 1.84 1.40|  0   0 6.0|   0     0 |   0     0 | 25  293    0    8    0
Sep 26 12:45:19 ubuntu dstat.sh[84514]: 26-09 12:45:19|  5   1  90   1   0|5158M  156M  175M 2359M|  32k   12k|4090B 1861k|1.00  32.0 |2231  3624 |1.07 1.81 1.39|  0   0 1.0|   0     0 |   0     0 | 25  293    0    8    0
Sep 26 12:45:20 ubuntu dstat.sh[84514]: 26-09 12:45:20| 13   4  81   0   1|5151M  163M  175M 2358M| 215k  112k|   0   360k|   0  39.0 |3334  6175 |1.07 1.81 1.39|1.0   0   0|   0     0 |   0     0 | 25  293    0    8    0
Sep 26 12:45:21 ubuntu dstat.sh[84514]: 26-09 12:45:21|  5   1  93   0   0|5151M  163M  175M 2359M| 287k   25k|   0   188k|   0  20.0 |2142  3242 |1.07 1.81 1.39|2.0   0   0|   0     0 |   0     0 | 25  293    0    8    0
Sep 26 12:45:22 ubuntu dstat.sh[84514]: 26-09 12:45:22|  5   1  91   0   0|5152M  160M  175M 2360M| 741k   16k|   0  1252k|   0  14.0 |1949  2590 |1.07 1.81 1.39|  0   0   0|   0     0 |   0     0 | 25  293    0    7    0
Sep 26 12:45:23 ubuntu dstat.sh[84514]: 26-09 12:45:23|  8   1  88   1   0|5152M  160M  175M 2360M| 149k   20k|   0   812k|   0  49.0 |2149  3246 |1.07 1.81 1.39|3.0   0 1.0|   0     0 |   0     0 | 25  293    0    7    0
Sep 26 12:45:24 ubuntu dstat.sh[84514]: 26-09 12:45:24|  4   1  93   1   0|5151M  159M  175M 2363M|1574k   29k|   0   448k|   0  29.0 |2404  2984 |0.99 1.78 1.38|1.0   0 1.0|   0     0 |   0     0 | 25  293    0    6    0
Sep 26 12:45:25 ubuntu dstat.sh[84514]: 26-09 12:45:25|  7   3  88   0   0|5163M  144M  176M 2366M|1621k   12k|   0  3226k|   0  8.01 |2127  2783 |0.99 1.78 1.38|1.0   0 2.0|   0     0 |   0     0 | 25  293    0    6    0
Sep 26 12:45:26 ubuntu dstat.sh[84514]: 26-09 12:45:26| 27   4  67   1   0|5170M  147M  175M 2356M|  19k 5016 | 256k  832k|2.00  9.00 |2030  2926 |0.99 1.78 1.38|2.0   0 4.0|   0     0 |   0     0 | 25  293    0    6    0
Sep 26 12:45:27 ubuntu dstat.sh[84514]: 26-09 12:45:27| 29   5  65   1   0|5175M  143M  175M 2356M|  24k 8771 | 256k 1180k|2.00  39.0 |2207  3207 |0.99 1.78 1.38|1.0   0 5.0|   0     0 |   0     0 | 25  293    0    6    0
Sep 26 12:45:28 ubuntu dstat.sh[84514]: 26-09 12:45:28| 28   5  67   1   1|5184M  133M  175M 2356M|  11k 4317 | 256k  792k|2.00  9.00 |2134  3113 |0.99 1.78 1.38|1.0   0 6.0|   0     0 |   0     0 | 25  293    0    6    0
Sep 26 12:45:29 ubuntu dstat.sh[84514]: 26-09 12:45:29| 14   2  80   1   0|5156M  159M  175M 2358M|  27k   21k| 255k  714k|2.00  38.9 |2187  3381 |0.91 1.75 1.37|1.0   0 1.0|   0     0 |   0     0 | 25  293    0    6    0
Sep 26 12:45:30 ubuntu dstat.sh[84514]: 26-09 12:45:30| 13   1  83   1   0|5158M  157M  175M 2358M|  23k   17k|   0   704k|   0  45.0 |2172  3414 |0.91 1.75 1.37|  0   0   0|   0     0 |   0     0 | 25  293    0    6    0
Sep 26 12:45:31 ubuntu dstat.sh[84514]: 26-09 12:45:31| 10   2  87   1   0|5158M  157M  175M 2358M|  18k   12k|   0   512k|   0  35.0 |2315  3763 |0.91 1.75 1.37|  0   0   0|   0     0 |   0     0 | 25  293    0    6    0
Sep 26 12:45:32 ubuntu dstat.sh[84514]: 26-09 12:45:32|  8   1  90   0   0|5158M  157M  175M 2359M|  10k 4339 |   0   428k|   0  17.0 |1757  2774 |0.91 1.75 1.37|  0   0 1.0|   0     0 |   0     0 | 25  293    0    6    0
Sep 26 12:45:33 ubuntu dstat.sh[84514]: 26-09 12:45:33| 10   1  87   0   0|5159M  155M  175M 2359M|  24k   20k|   0   688k|   0  37.0 |2072  3262 |0.91 1.75 1.37|  0   0   0|   0     0 |   0     0 | 25  293    0    6    0
Sep 26 12:45:34 ubuntu dstat.sh[84514]: 26-09 12:45:34| 15   4  80   0   0|5160M  154M  175M 2360M|  20k   11k|   0   520k|   0  29.0 |2910  8014 |1.00 1.76 1.38|  0   0  34|   0     0 |   0     0 | 25  293    0    6    0
Sep 26 12:45:35 ubuntu dstat.sh[84514]: 26-09 12:45:35|  9   1  89   0   1|5160M  154M  175M 2360M|9897  4437 |   0   384k|   0  9.00 |1771  2639 |1.00 1.76 1.38|  0   0   0|   0     0 |   0     0 | 25  293    0    6    0
Sep 26 12:45:36 ubuntu dstat.sh[84514]: 26-09 12:45:36| 10   1  86   0   0|5162M  151M  175M 2360M|  84k 6800 |   0   496k|   0  9.00 |1848  2803 |1.00 1.76 1.38|2.0   0   0|   0     0 |   0     0 | 25  293    0    6    0
Sep 26 12:45:37 ubuntu dstat.sh[84514]: 26-09 12:45:37| 10   2  87   1   0|5163M  150M  175M 2361M| 563k   22k|4099B 1133k|1.00  42.0 |2376  3417 |1.00 1.76 1.38|  0   0 1.0|   0     0 |   0     0 | 25  293    0    6    0
Sep 26 12:45:38 ubuntu dstat.sh[84514]: 26-09 12:45:38|  6   2  91   1   0|5163M  149M  176M 2361M|  40k 9504 |   0   724k|   0  33.0 |1836  2996 |1.00 1.76 1.38|1.0   0 2.0|   0     0 |   0     0 | 25  293    0    6    0
Sep 26 12:45:39 ubuntu dstat.sh[84514]: 26-09 12:45:39|  6   1  90   0   0|5162M  149M  176M 2361M| 257k   19k|   0   976k|   0  48.0 |2281  3514 |0.92 1.73 1.37|  0   0 2.0|   0     0 |   0     0 | 25  293    0    6    0
Sep 26 12:45:40 ubuntu dstat.sh[84514]: 26-09 12:45:40|  6   2  90   1   0|5162M  149M  176M 2362M| 131k   22k|   0   700k|   0  44.0 |2229  3471 |0.92 1.73 1.37|  0   0 1.0|   0     0 |   0     0 | 25  293    0    6    0
Sep 26 12:45:41 ubuntu dstat.sh[84514]: 26-09 12:45:41|  8   3  87   1   1|5162M  143M  176M 2368M|3271k   76k|   0   344k|   0  35.0 |4843  5026 |0.92 1.73 1.37|2.0   0 1.0|   0     0 |   0     0 | 25  293    0    6    0
Sep 26 12:45:42 ubuntu dstat.sh[84514]: 26-09 12:45:42|  9   3  85   0   0|5162M  134M  176M 2377M|5296k   84k|   0   160k|   0  9.00 |5065  4449 |0.92 1.73 1.37|1.0   0   0|   0     0 |   0     0 | 25  293    0    6    0
Sep 26 12:45:43 ubuntu dstat.sh[84514]: 26-09 12:45:43|  8   2  85   2   0|5167M  129M  176M 2378M|1393k   33k|4093B   10M|1.00  64.9 |3103  3933 |0.92 1.73 1.37|  0   0   0|   0     0 |   0     0 | 25  293    0    6    0
Sep 26 12:45:44 ubuntu dstat.sh[84514]: 26-09 12:45:44|  5   2  90   1   0|5165M  130M  176M 2378M| 138k   12k|   0   655k|   0  29.0 |2112  3346 |0.84 1.70 1.36|  0   0 1.0|   0     0 |   0     0 | 25  293    0    6    0
Sep 26 12:45:45 ubuntu dstat.sh[84514]: 26-09 12:45:45|  7   3  88   1   0|5179M  124M  176M 2370M|1265k   25k|   0  1509k|   0  9.01 |2791  3478 |0.84 1.70 1.36|  0   0  21|   0     0 |   0     0 | 25  293    0    6    0
Sep 26 12:45:46 ubuntu dstat.sh[84514]: 26-09 12:45:46|  5   1  91   1   0|5180M  123M  176M 2371M| 112k 6001 |   0   520k|   0  21.0 |1892  2660 |0.84 1.70 1.36|  0   0 1.0|   0     0 |   0     0 | 25  293    0    6    0
Sep 26 12:45:47 ubuntu dstat.sh[84514]: 26-09 12:45:47|  4   1  91   1   0|5179M  123M  176M 2371M| 365k   14k|   0   844k|   0  44.0 |2236  3188 |0.84 1.70 1.36|  0   0 2.0|   0     0 |   0     0 | 25  293    0    6    0
Sep 26 12:45:48 ubuntu dstat.sh[84514]: 26-09 12:45:48|  9   4  85   1   0|5196M  127M  175M 2352M| 394k   11k|   0   814k|   0  7.02 |2237  3074 |0.84 1.70 1.36|2.0   0 2.0|   0     0 |   0     0 | 25  293    0    6    0
Sep 26 12:45:49 ubuntu dstat.sh[84514]: 26-09 12:45:49| 10   1  86   2   0|5166M  157M  175M 2352M|  18k   12k|   0  5143k|   0   477 |2828  3252 |0.77 1.67 1.36|1.0   0   0|   0     0 |   0     0 | 25  293    0    6    0
Sep 26 12:45:50 ubuntu dstat.sh[84514]: 26-09 12:45:50| 14   2  84   1   0|5166M  156M  175M 2352M|  89k   18k|   0   600k|   0  42.0 |2192  3320 |0.77 1.67 1.36|  0 1.0   0|   0     0 |   0     0 | 25  293    0    6    0
Sep 26 12:45:51 ubuntu dstat.sh[84514]: 26-09 12:45:51| 15   1  81   1   0|5167M  155M  175M 2353M|  22k   10k|   0   448k|   0  35.0 |2192  3220 |0.77 1.67 1.36|1.0   0   0|   0     0 |   0     0 | 25  293    0    6    0
Sep 26 12:45:52 ubuntu dstat.sh[84514]: 26-09 12:45:52| 24   3  70   2   0|5167M  150M  176M 2357M|  13k 6338 |   0   632k|   0  31.0 |2002  2862 |0.77 1.67 1.36|1.0   0   0|   0     0 |   0     0 | 25  293    0    7    0
Sep 26 12:45:53 ubuntu dstat.sh[84514]: 26-09 12:45:53| 18   5  69   7   0|5166M  137M  177M 2370M|  18k   12k|   0  3364k|   0   120 |2423  3575 |0.77 1.67 1.36|1.0   0   0|   0     0 |   0     0 | 25  293    0    6    0
Sep 26 12:45:54 ubuntu dstat.sh[84514]: 26-09 12:45:54| 23   5  70   2   1|5166M  123M  179M 2382M|  16k 7567 |   0  6986k|   0  88.2 |2202  3240 |0.79 1.66 1.35|1.0   0   0|   0     0 |   0     0 | 25  293    0    6    0
Sep 26 12:45:55 ubuntu dstat.sh[84514]: 26-09 12:45:55| 23   5  69   1   0|5172M  142M  179M 2358M|  15k 5057 |   0  1408k|   0  53.9 |2169  3095 |0.79 1.66 1.35|2.0   0 1.0|   0     0 |   0     0 | 25  293    0    6    0
Sep 26 12:45:56 ubuntu dstat.sh[84514]: 26-09 12:45:56| 19   5  72   3   0|5173M  125M  179M 2374M|9847  1844 |  28k 1384k|7.00  48.0 |1866  2744 |0.79 1.66 1.35|2.0   0   0|   0     0 |   0     0 | 25  293    0    6    0
Sep 26 12:45:57 ubuntu dstat.sh[84514]: 26-09 12:45:57| 20   5  70   4   0|5175M  146M  180M 2352M|  13k 6278 |  44k 1915k|5.00  80.0 |2206  3265 |0.79 1.66 1.35|1.0   0   0|   0     0 |   0     0 | 25  293    0    6    0
Sep 26 12:45:58 ubuntu dstat.sh[84514]: 26-09 12:45:58| 21   3  72   4   0|5175M  137M  180M 2360M|  11k 2019 |   0  1152k|   0  50.0 |2021  2992 |0.79 1.66 1.35|1.0   0 2.0|   0     0 |   0     0 | 25  293    0    6    0
Sep 26 12:45:59 ubuntu dstat.sh[84514]: 26-09 12:45:59| 24   5  69   2   0|5177M  137M  181M 2358M|  26k 7957 |8190B 4211k|2.00   119 |2125  3018 |0.81 1.65 1.35|1.0   0   0|   0     0 |   0     0 | 25  293    0    6    0
Sep 26 12:46:00 ubuntu dstat.sh[84514]: 26-09 12:46:00| 21   4  68   3   0|5176M  118M  181M 2377M|  33k   14k|  16k 1771k|3.00  76.9 |2245  3373 |0.81 1.65 1.35|4.0   0   0|   0     0 |   0     0 | 25  293    0    6    0
Sep 26 12:46:01 ubuntu dstat.sh[84514]: 26-09 12:46:01| 19   6  72   4   1|5178M  131M  182M 2364M|  21k 9167 | 116k 2042k|13.0  93.1 |2299  3393 |0.81 1.65 1.35|  0   0 1.0|   0     0 |   0     0 | 25  293    1    6    0
Sep 26 12:46:02 ubuntu dstat.sh[84514]: 26-09 12:46:02|  4   1  94   1   0|5178M  131M  182M 2364M|  11k 2613 |  12k    0 |2.00     0 |1566  2586 |0.81 1.65 1.35|  0   0   0|   0     0 |   0     0 | 25  294    0    6    0
Sep 26 12:46:03 ubuntu dstat.sh[84514]: 26-09 12:46:03| 15   1  82   1   0|5175M  161M  182M 2337M|  21k   12k|  52k  820k|7.00  37.0 |1954  3096 |0.81 1.65 1.35|3.0   0   0|   0     0 |   0     0 | 25  291    0    6    1
Sep 26 12:46:04 ubuntu dstat.sh[84514]: 26-09 12:46:04| 22   6  70   1   0|5140M  195M  182M 2337M|  20k 8456 | 432k  680k|41.0  26.0 |2113  3086 |0.83 1.64 1.35|2.0   0 8.0|   0     0 |   0     0 | 25  291    0    6    0
Sep 26 12:46:05 ubuntu dstat.sh[84514]: 26-09 12:46:05| 24   6  67   1   0|5165M  168M  182M 2339M|9182  2365 | 104k   40k|4.00  1.00 |4987  9679 |0.83 1.64 1.35|2.0   0 5.0|   0     0 |   0     0 | 25  291    0    6    0
Sep 26 12:46:06 ubuntu dstat.sh[84514]: 26-09 12:46:06| 23   7  69   0   0|5170M  163M  182M 2339M|  10k 1458 |   0     0 |   0     0 |1952  4141 |0.83 1.64 1.35|2.0   0 8.0|   0     0 |   0     0 | 25  291    0    6    0
Sep 26 12:46:07 ubuntu dstat.sh[84514]: 26-09 12:46:07| 27   2  70   0   0|5139M  195M  182M 2339M|  15k 7380 |   0  2737k|   0  36.0 |2050  3174 |0.83 1.64 1.35|1.0   0 1.0|   0     0 |   0     0 | 25  291    0    6    0
Sep 26 12:46:08 ubuntu dstat.sh[84514]: 26-09 12:46:08| 26   7  66   0   0|5172M  162M  182M 2339M|9388  3364 |   0  4096B|   0  1.00 |8960    19k|0.83 1.64 1.35|1.0   0 8.0|   0     0 |   0     0 | 25  291    0    7    0
Sep 26 12:46:09 ubuntu dstat.sh[84514]: 26-09 12:46:09| 24   5  70   1   0|5140M  194M  182M 2340M|  15k 8914 |   0   776k|   0  33.0 |2095  2884 |0.84 1.63 1.35|1.0   0 7.0|   0     0 |   0     0 | 25  291    0    6    0
Sep 26 12:46:10 ubuntu dstat.sh[84514]: 26-09 12:46:10| 24   5  70   1   0|5132M  202M  182M 2339M|  24k   18k|8194B  504k|2.00  40.0 |2248  3277 |0.84 1.63 1.35|1.0   0 3.0|   0     0 |   0     0 | 25  291    0    6    0
Sep 26 12:46:11 ubuntu dstat.sh[84514]: 26-09 12:46:11| 24   5  70   1   0|5143M  188M  182M 2342M|  16k 9106 |  96k  625k|5.01  29.1 |2230  3443 |0.84 1.63 1.35|1.0   0 6.0|   0     0 |   0     0 | 25  291    0    6    0
Sep 26 12:46:12 ubuntu dstat.sh[84514]: 26-09 12:46:12| 24   4  66   2   0|5146M  184M  182M 2342M| 305k  300k| 504k 1763k|12.9  60.6 |3442  6114 |0.84 1.63 1.35|1.0   0   0|   0     0 |   0     0 | 25  312    0    8    0
Sep 26 12:46:13 ubuntu dstat.sh[84514]: 26-09 12:46:13| 31   5  62   2   0|5148M  182M  182M 2343M| 512k  506k|   0   879k|   0   118 |4180  8072 |0.84 1.63 1.35|2.0   0   0|   0     0 |   0     0 | 25  315    0   15    0
Sep 26 12:46:14 ubuntu dstat.sh[84514]: 26-09 12:46:14| 27  11  58   2   0|5094M  235M  182M 2343M| 347k  341k| 128k  919k|1.00   135 |4542  8033 |0.85 1.62 1.35|2.0   0 175|   0     0 |   0     0 | 25  313    0   18    0
Sep 26 12:46:15 ubuntu dstat.sh[84514]: 26-09 12:46:15| 12  13  68   4   0|5088M  239M  182M 2346M|  24k   18k|2645k  264k|33.0  14.0 |3087  5158 |0.85 1.62 1.35|1.0 1.0 266|   0     0 |   0     0 | 25  313    0   20    0
Sep 26 12:46:16 ubuntu dstat.sh[84514]: 26-09 12:46:16| 18   5  70   7   0|5075M  250M  182M 2348M|  20k 2015 |2168k 8205B| 353  2.00 |2616  3432 |0.85 1.62 1.35|2.0   0  10|   0     0 |   0     0 | 25  313    0   20    0
Sep 26 12:46:17 ubuntu dstat.sh[84514]: 26-09 12:46:17| 10   5  70  15   0|5075M  219M  182M 2378M|  15k 7367 |  30M  871k|1811  26.0 |5651  6623 |0.85 1.62 1.35|1.0 1.0   0|   0     0 |   0     0 | 25  313    0   19    0
Sep 26 12:46:18 ubuntu dstat.sh[84514]: 26-09 12:46:18|  9   2  79   8   0|5075M  212M  182M 2385M|9961  2555 |6688k 1131k|1024  12.0 |3881  4801 |0.85 1.62 1.35|1.0   0 7.0|   0     0 |   0     0 | 25  314    0   19    0
Sep 26 12:46:19 ubuntu dstat.sh[84514]: 26-09 12:46:19| 10   4  82   2   0|5090M  197M  182M 2385M|  32k   19k|4095B 5378k|1.00   289 |3136  4726 |1.02 1.64 1.35|  0   0 4.0|   0     0 |   0     0 | 25  314    0   19    0
Sep 26 12:46:20 ubuntu dstat.sh[84514]: 26-09 12:46:20|  7   3  85   2   1|5083M  204M  182M 2385M| 244k   16k|   0    14M|   0   637 |3505  3966 |1.02 1.64 1.35|  0   0   0|   0     0 |   0     0 | 25  314    0   19    0
Sep 26 12:46:21 ubuntu dstat.sh[84514]: 26-09 12:46:21| 12   3  83   0   0|5088M  199M  182M 2385M|4521k  172k|   0   416k|   0  39.0 |5099  5536 |1.02 1.64 1.35|  0   0   0|   0     0 |   0     0 | 25  314    0   21    0
Sep 26 12:46:22 ubuntu dstat.sh[84514]: 26-09 12:46:22| 11   7  77   4   1|5131M  154M  182M 2388M|1406k   32k|2397k  116k|24.0  9.00 |4020  6537 |1.02 1.64 1.35|1.0   0 1.0|   0     0 |   0     0 | 25  314    0   22    0
Sep 26 12:46:23 ubuntu dstat.sh[84514]: 26-09 12:46:23| 10   2  86   1   0|5158M  126M  182M 2388M|  31k   13k|  60k  180k|4.00  18.0 |2047  3250 |1.02 1.64 1.35|  0   0 1.0|   0     0 |   0     0 | 25  314    0   21    0
Sep 26 12:46:24 ubuntu dstat.sh[84514]: 26-09 12:46:24| 20   5  70   5   0|5092M  192M  183M 2389M|  71k   19k| 561k 1852k|20.0  96.2 |3186  4919 |1.10 1.65 1.36|  0 1.0  32|   0     0 |   0     0 | 25  313    0   21    0
Sep 26 12:46:25 ubuntu dstat.sh[84514]: 26-09 12:46:25| 25   8  66   0   0|5112M  172M  183M 2389M|  14k 4943 |  44k   33M|6.98   113 |3166  4775 |1.10 1.65 1.36|2.0   0  51|   0     0 |   0     0 | 25  313    0   21    0
Sep 26 12:46:26 ubuntu dstat.sh[84514]: 26-09 12:46:26| 39  12  48   1   0|5123M  147M  183M 2401M|8834  1849 | 457k 1375k|13.0  10.0 |2117  2714 |1.10 1.65 1.36|2.0   0 8.0|   0     0 |   0     0 | 25  313    0   21    0
Sep 26 12:46:27 ubuntu dstat.sh[84514]: 26-09 12:46:27| 32  17  46   5   1|5117M  135M  184M 2416M|  14k 6154 |  12M 4001k| 924  52.0 |3300  3698 |1.10 1.65 1.36|2.0   0 4.0|   0     0 |   0     0 | 25  313    0   21    0
Sep 26 12:46:28 ubuntu dstat.sh[84514]: 26-09 12:46:28| 11  14  33  40   0|5135M  121M  179M 2425M|8600  1675 |  58M   91M|4457   288 |7061  4841 |1.10 1.65 1.36|2.0   0 3.9|   0     0 |   0     0 | 25  313    0   21    0
Sep 26 12:46:29 ubuntu dstat.sh[84514]: 26-09 12:46:29| 41  12  41   5   0|5179M  130M  178M 2375M|  25k 9812 | 567k 2451k|19.7  33.1 |6921    14k|1.26 1.67 1.37|4.0   0 7.2|   0     0 |   0     0 | 25  313    0   21    0
Sep 26 12:46:30 ubuntu dstat.sh[84514]: 26-09 12:46:30| 45  10  44   0   0|5147M  162M  178M 2375M|  30k   24k| 275k 1106k|4.99  36.9 |7183    14k|1.26 1.67 1.37|2.0   0  12|   0     0 |   0     0 | 25  313    0   21    0
Sep 26 12:46:31 ubuntu dstat.sh[84514]: 26-09 12:46:31| 27   2  70   0   0|5120M  189M  178M 2375M|  15k 9128 |   0   759k|   0  27.0 |2186  3187 |1.26 1.67 1.37|1.0   0   0|   0     0 |   0     0 | 25  313    0   21    0
Sep 26 12:46:32 ubuntu dstat.sh[84514]: 26-09 12:46:32| 26   3  71   0   0|5135M  174M  178M 2375M|7035  1736 |   0     0 |   0     0 |1750  2358 |1.26 1.67 1.37|1.0   0 1.0|   0     0 |   0     0 | 25  313    0   21    0
Sep 26 12:46:33 ubuntu dstat.sh[84514]: 26-09 12:46:33| 28   7  63   0   0|5147M  161M  178M 2375M|  24k   18k|   0   748k|   0  39.0 |9945    20k|1.26 1.67 1.37|2.0   0 6.0|   0     0 |   0     0 | 25  313    0   21    0
Sep 26 12:46:34 ubuntu dstat.sh[84514]: 26-09 12:46:34| 26  14  51   9   0|5149M  277M  179M 2262M|  16k   10k|  88k  221M|18.0  1105 |6120  9885 |1.40 1.69 1.38|1.0   0  38|   0     0 |   0     0 | 25  313    0   22    0
Sep 26 12:46:35 ubuntu dstat.sh[84514]: 26-09 12:46:35| 25   7  66   0   0|5151M  273M  179M 2263M|7776  1841 |  16k  184k|1.00  1.00 |  12k   24k|1.40 1.69 1.38|4.0   0 7.0|   0     0 |   0     0 | 25  313    0   22    0
Sep 26 12:46:36 ubuntu dstat.sh[84514]: 26-09 12:46:36| 27   9  61   0   0|5166M  258M  179M 2263M|  11k 1855 |8192B    0 |1.00     0 |  24k   49k|1.40 1.69 1.38|2.0   0 1.0|   0     0 |   0     0 | 25  313    0   21    0
Sep 26 12:46:37 ubuntu dstat.sh[84514]: 26-09 12:46:37| 26   7  67   1   0|5166M  228M  180M 2293M|  17k 7438 |4101B 3380k|1.00  54.1 |4373  8051 |1.40 1.69 1.38|3.0   0   0|   0     0 |   0     0 | 25  313    0   21    0
Sep 26 12:46:38 ubuntu dstat.sh[84514]: 26-09 12:46:38| 24   4  71   0   0|5121M  297M  180M 2269M|  12k 3473 |   0  4092B|   0  1.00 |1878  3832 |1.40 1.69 1.38|2.0   0 2.0|   0     0 |   0     0 | 25  313    0   22    0
Sep 26 12:46:39 ubuntu dstat.sh[84514]: 26-09 12:46:39| 24   3  69   0   0|5124M  269M  180M 2293M|  16k 8727 |   0   851k|   0  30.0 |2021  3130 |1.36 1.68 1.37|3.0   0   0|   0     0 |   0     0 | 25  313    0   22    0
Sep 26 12:46:40 ubuntu dstat.sh[84514]: 26-09 12:46:40| 25   5  70   1   0|5129M  255M  181M 2302M|  25k   17k|   0  2850k|   0  38.0 |2217  3389 |1.36 1.68 1.37|5.0   0   0|   0     0 |   0     0 | 25  313    0   21    0
