-- Logs begin at Fri 2022-07-22 00:27:43 UTC, end at Fri 2022-07-22 02:35:02 UTC. --
Jul 22 01:58:43 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Jul 22 01:58:43 ubuntu dstat.sh[91932]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ----swap--- ------tcp-sockets-------
Jul 22 01:58:43 ubuntu dstat.sh[91932]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Jul 22 02:03:53 ubuntu dstat.sh[91932]: 22-07 02:03:53|  9   3  61  26   0|1496M  593M  205M 5430M|  20k   12k|   0    12M|   0   808 |5012  9736 |2.57 2.22 1.36|  0 1.0   0|   0     0 |   0     0 |  9   40    0   23    0
Jul 22 02:03:54 ubuntu dstat.sh[91932]: 22-07 02:03:54|  8   4  59  28   0|1498M  589M  205M 5432M|  17k   12k|   0    12M|   0   872 |5963    10k|2.57 2.22 1.36|4.0 1.0   0|   0     0 |   0     0 |  9   40    0   23    0
Jul 22 02:03:55 ubuntu dstat.sh[91932]: 22-07 02:03:55|  8   3  61  25   0|1499M  585M  205M 5435M|  17k   13k|   0    12M|   0   839 |5927    10k|2.57 2.22 1.36|2.0 1.0   0|   0     0 |   0     0 |  9   40    0   22    0
Jul 22 02:03:56 ubuntu dstat.sh[91932]: 22-07 02:03:56|  8   4  62  24   0|1502M  580M  205M 5438M|  19k   13k|   0    12M|   0   819 |6127    10k|2.57 2.22 1.36|3.0   0 3.0|   0     0 |   0     0 |  9   40    0   22    0
Jul 22 02:03:57 ubuntu dstat.sh[91932]: 22-07 02:03:57| 17   2  57  21   0|1503M  577M  205M 5439M|  18k   11k|   0  9494k|   0   839 |6173    10k|2.57 2.22 1.36|3.0   0  15|   0     0 |   0     0 |  9   40    0   21    0
Jul 22 02:03:58 ubuntu dstat.sh[91932]: 22-07 02:03:58| 28  13  57   1   0|1278M  802M  205M 5439M|  16k 2473 |   0  3496k|   0   204 |2624  3596 |2.44 2.20 1.36|2.0   0 244|   0     0 |   0     0 |  9   32    0   21    0
Jul 22 02:03:59 ubuntu dstat.sh[91932]: 22-07 02:03:59| 21   5  73   1   0|1321M  759M  205M 5439M|7211  1510 |   0  3028k|   0   183 |1501  1834 |2.44 2.20 1.36|1.0   0 2.0|   0     0 |   0     0 |  9   32    0   17    0
Jul 22 02:04:00 ubuntu dstat.sh[91932]: 22-07 02:04:00| 23   4  71   2   0|1370M  710M  205M 5439M|  10k 1619 |   0  7270k|   0   435 |2297  2845 |2.44 2.20 1.36|1.0   0   0|   0     0 |   0     0 |  9   32    0   17    0
Jul 22 02:04:01 ubuntu dstat.sh[91932]: 22-07 02:04:01| 24   4  71   2   0|1284M  796M  205M 5439M|  87k   77k|   0  7215k|   0   431 |2592  3523 |2.44 2.20 1.36|1.0   0  29|   0     0 |   0     0 |  9   32    0   14    0
Jul 22 02:04:02 ubuntu dstat.sh[91932]: 22-07 02:04:02| 22   4  73   1   0|1333M  747M  205M 5439M|  14k 1566 |   0  4668k|   0   215 |1429  1527 |2.44 2.20 1.36|3.0   0 2.0|   0     0 |   0     0 |  9   32    0   14    0
Jul 22 02:04:03 ubuntu dstat.sh[91932]: 22-07 02:04:03| 23   4  70   2   0|1384M  696M  205M 5439M|  14k 6516 |   0  7224k|   0   426 |2126  2916 |2.33 2.18 1.36|2.0   0   0|   0     0 |   0     0 |  9   34    0   13    0
Jul 22 02:04:04 ubuntu dstat.sh[91932]: 22-07 02:04:04| 18  19  61   3   0|1272M  808M  205M 5439M|  13k 5272 |   0  7721k|   0   438 |3655  5933 |2.33 2.18 1.36|3.0   0 414|   0     0 |   0     0 |  9   32    0   13    0
Jul 22 02:04:05 ubuntu dstat.sh[91932]: 22-07 02:04:05| 21  36  41   1   0|1285M  794M  205M 5439M|9042  2660 | 508k 2548k|7.00   132 |4718  9183 |2.33 2.18 1.36|4.0 1.0 979|   0     0 |   0     0 | 10   12    0   12   20
Jul 22 02:04:06 ubuntu dstat.sh[91932]: 22-07 02:04:06| 14  29  54   2   0|1286M  793M  205M 5440M|6271  1620 |   0  7673k|   0   414 |4979  8743 |2.33 2.18 1.36|3.0   0 578|   0     0 |   0     0 | 10   12    0   12   20
Jul 22 02:04:07 ubuntu dstat.sh[91932]: 22-07 02:04:07| 25  18  54   2   0|1285M  794M  205M 5440M|9422  1619 |   0  7501k|   0   408 |5162  8142 |2.33 2.18 1.36|3.0   0 183|   0     0 |   0     0 | 10   12    0   12   20
Jul 22 02:04:08 ubuntu dstat.sh[91932]: 22-07 02:04:08| 28  23  47   1   0|1328M  750M  205M 5440M|  13k 1619 |   0  7709k|   0   411 |3749  6498 |2.30 2.18 1.36|3.0   0 390|   0     0 |   0     0 | 12   12    0   12   20
Jul 22 02:04:09 ubuntu dstat.sh[91932]: 22-07 02:04:09| 22  16  60   0   0|1330M  748M  205M 5440M|5971  1622 |   0  5031k|   0   289 |4473    11k|2.30 2.18 1.36|8.0   0 136|   0     0 |   0     0 | 12   12    0   11   20
Jul 22 02:04:10 ubuntu dstat.sh[91932]: 22-07 02:04:10| 30  23  47   0   0|1386M  692M  205M 5440M|7779  1660 |   0    72k|   0  5.99 |3176  5514 |2.30 2.18 1.36|1.0   0 384|   0     0 |   0     0 | 14   12    0   11   20
Jul 22 02:04:11 ubuntu dstat.sh[91932]: 22-07 02:04:11| 18  17  62   0   0|1378M  699M  205M 5441M|  18k 1510 |   0    16k|   0  4.00 |4301  7843 |2.30 2.18 1.36|1.0   0 192|   0     0 |   0     0 | 14   12    0   11   20
Jul 22 02:04:12 ubuntu dstat.sh[91932]: 22-07 02:04:12| 38  12  49   0   0|1453M  624M  205M 5441M|8675  1624 |   0     0 |   0     0 |2278  3282 |2.30 2.18 1.36|2.0   0  93|   0     0 |   0     0 | 14   12    0   11   20
Jul 22 02:04:13 ubuntu dstat.sh[91932]: 22-07 02:04:13| 83  12   5   0   0|1673M  404M  205M 5441M|  10k 1619 |   0   260k|   0  4.00 |1866  2114 |3.16 2.36 1.43| 13   0  28|   0     0 |   0     0 | 16   12    0   11   20
Jul 22 02:04:14 ubuntu dstat.sh[91932]: 22-07 02:04:14| 87  13   0   0   0|1796M  281M  205M 5441M|  20k 1567 |   0     0 |   0     0 |1822  1902 |3.16 2.36 1.43| 13   0 3.0|   0     0 |   0     0 | 16   12    0   11   20
Jul 22 02:04:15 ubuntu dstat.sh[91932]: 22-07 02:04:15| 68  22   7   2   0|1946M  195M  202M 5387M|  11k 2183 | 248k 5031k|18.0   364 |3667  6922 |3.16 2.36 1.43|3.0 1.0  82|   0     0 |   0     0 | 16   12    0   10   20
Jul 22 02:04:16 ubuntu dstat.sh[91932]: 22-07 02:04:16| 11  16  69   5   0|1932M  209M  202M 5388M|9672  2239 | 784k    0 |13.0     0 |2759  4473 |3.16 2.36 1.43|  0 1.0 242|   0     0 |   0     0 | 16   12    0   11   20
Jul 22 02:04:17 ubuntu dstat.sh[91932]: 22-07 02:04:17| 12  21  65   1   0|1923M  217M  202M 5389M|7090  1351 | 388k   28k|17.0  7.01 |3055  6012 |3.16 2.36 1.43|1.0   0 276|   0     0 |   0     0 | 16   12    0   10   20
Jul 22 02:04:18 ubuntu dstat.sh[91932]: 22-07 02:04:18| 23  16  58   1   0|1947M  193M  202M 5388M|6681  1402 |  16k  312k|4.00  2.00 |3245  6358 |2.98 2.33 1.42|1.0 1.0 166|   0     0 |   0     0 | 16   12    0   10   20
Jul 22 02:04:19 ubuntu dstat.sh[91932]: 22-07 02:04:19| 23   5  69   4   0|1979M  159M  202M 5390M|  12k 1722 |1186k    0 |34.0     0 |1418  1876 |2.98 2.33 1.42|1.0   0  21|   0     0 |   0     0 | 16   12    0    8   20
Jul 22 02:04:20 ubuntu dstat.sh[91932]: 22-07 02:04:20| 20   7  71   0   0|2015M  123M  202M 5390M|  15k 4173 |   0     0 |   0     0 |1728  2649 |2.98 2.33 1.42|1.0   0  93|   0     0 |   0     0 | 17   12    0    9   20
Jul 22 02:04:21 ubuntu dstat.sh[91932]: 22-07 02:04:21| 24   5  70   1   0|2055M  123M  202M 5353M|  14k 4351 | 373k 2393k|7.02   314 |1793  2304 |2.98 2.33 1.42|1.0 1.0 2.0|   0     0 |   0     0 | 17   13    0    9   16
Jul 22 02:04:22 ubuntu dstat.sh[91932]: 22-07 02:04:22| 21   4  70   4   0|2009M  186M  201M 5336M| 302k  297k| 655k 1470k|6.99   197 |3307  5361 |2.98 2.33 1.42|1.0   0 4.0|   0     0 |   0     0 | 17   14    0   14    0
Jul 22 02:04:23 ubuntu dstat.sh[91932]: 22-07 02:04:23| 10  15  69   5   0|2009M  187M  201M 5336M|8759  1620 | 240k   12k|8.00  3.00 |2569  3967 |2.91 2.33 1.43|1.0   0 312|   0     0 |   0     0 | 17   14    0   14    0
Jul 22 02:04:24 ubuntu dstat.sh[91932]: 22-07 02:04:24|  8  19  70   1   0|2009M  186M  201M 5336M|  16k 1620 |  20k 8193B|4.00  2.00 |2796  4594 |2.91 2.33 1.43|1.0   0 331|   0     0 |   0     0 | 17   14    0   14    0
Jul 22 02:04:25 ubuntu dstat.sh[91932]: 22-07 02:04:25| 14  19  67   0   1|1998M  198M  201M 5336M|6433  1617 |   0    36k|   0  9.01 |2863  4671 |2.91 2.33 1.43|1.0   0 335|   0     0 |   0     0 | 17   14    0   14    0
Jul 22 02:04:26 ubuntu dstat.sh[91932]: 22-07 02:04:26| 24  16  58   2   0|2027M  166M  201M 5338M|8974  1619 |1183k    0 |25.0     0 |4585  8150 |2.91 2.33 1.43|4.0   0 119|   0     0 |   0     0 | 17   14    0   14    0
Jul 22 02:04:27 ubuntu dstat.sh[91932]: 22-07 02:04:27| 47  10  41   1   0|2104M  126M  200M 5303M|7739  1986 | 116k  188k|6.00  2.00 |2077  2936 |2.91 2.33 1.43|2.0   0  95|   0     0 |   0     0 | 17   15    0   13    0
Jul 22 02:04:28 ubuntu dstat.sh[91932]: 22-07 02:04:28| 42   7  47   2   0|2192M  129M  198M 5217M|6522  1566 |  84k 2208k|4.00   316 |2139  1957 |2.83 2.32 1.43|1.0 1.0   0|   0     0 |   0     0 | 17   15    0   13    0
Jul 22 02:04:29 ubuntu dstat.sh[91932]: 22-07 02:04:29| 39   3  49   9   0|2222M  126M  197M 5190M|6489  1621 | 592k  528k|16.0  76.0 |1610  1895 |2.83 2.32 1.43|3.0   0   0|   0     0 |   0     0 | 17   15    0    7    0
Jul 22 02:04:30 ubuntu dstat.sh[91932]: 22-07 02:04:30| 47   6  43   2   0|2256M  123M  195M 5162M|  68k   61k|2586k 5487k|50.0   304 |3021  9257 |2.83 2.32 1.43|  0 1.0 3.0|   0     0 |   0     0 | 17   30    0    7    0
Jul 22 02:04:31 ubuntu dstat.sh[91932]: 22-07 02:04:31| 10  14  63  12   0|2259M  132M  194M 5152M|8423  1619 |5184k  164k|77.9  12.0 |2682  4106 |2.83 2.32 1.43|1.0   0 252|   0     0 |   0     0 | 17   30    0    7    0
Jul 22 02:04:32 ubuntu dstat.sh[91932]: 22-07 02:04:32| 15   9  71   5   0|2270M  142M  194M 5131M|  17k 2906 | 881k 1181k|59.0   196 |2925  3474 |2.83 2.32 1.43|  0 1.0  20|   0     0 |   0     0 | 17   30    0    7    0
Jul 22 02:04:33 ubuntu dstat.sh[91932]: 22-07 02:04:33|  4   3  89   3   1|2261M  150M  194M 5132M|  41k 3227 | 608k   28k|12.0  1.00 |1933  3055 |2.61 2.28 1.42|  0   0  33|   0     0 |   0     0 | 17   31    0    7    0
Jul 22 02:04:34 ubuntu dstat.sh[91932]: 22-07 02:04:34| 11   3  77  10   0|2273M  132M  195M 5138M| 162k 6200 |5482k  136k| 165  3.00 |1747  2055 |2.61 2.28 1.42|1.0   0 6.0|   0     0 |   0     0 | 17   30    0    9    0
Jul 22 02:04:35 ubuntu dstat.sh[91932]: 22-07 02:04:35| 13   7  71   9   0|2274M  130M  195M 5139M|5912  1618 | 392k 4311k|23.0   263 |2223  3249 |2.61 2.28 1.42|1.0   0  45|   0     0 |   0     0 | 17   30    0    9    0
Jul 22 02:04:36 ubuntu dstat.sh[91932]: 22-07 02:04:36| 18   9  68   5   0|2299M  126M  194M 5119M|5940  1665 |  52k 4172k|9.02   259 |2859  2964 |2.61 2.28 1.42|2.0   0  71|   0     0 |   0     0 | 17   30    0    9    0
Jul 22 02:04:37 ubuntu dstat.sh[91932]: 22-07 02:04:37| 16   7  71   6   0|2295M  124M  193M 5125M|5686  1619 |4449k    0 |90.9     0 |2193  3259 |2.61 2.28 1.42|2.0   0  42|   0     0 |   0     0 | 17   30    0    9    0
Jul 22 02:04:38 ubuntu dstat.sh[91932]: 22-07 02:04:38| 19   7  72   3   0|2259M  214M  193M 5072M|8676  1620 |1132k 4096B|23.0  1.00 |2136  3202 |2.48 2.26 1.42|1.0   0 100|   0     0 |   0     0 | 17   30    0    9    0
Jul 22 02:04:39 ubuntu dstat.sh[91932]: 22-07 02:04:39| 14   9  71   4   1|2256M  216M  193M 5074M|5693  1567 |1717k 8197B|64.0  1.00 |2151  3221 |2.48 2.26 1.42|1.0   0 178|   0     0 |   0     0 | 17   30    0    9    0
Jul 22 02:04:40 ubuntu dstat.sh[91932]: 22-07 02:04:40| 21  14  60   3   0|2261M  208M  193M 5075M|8488  1618 |1722k    0 |62.9     0 |4733  7984 |2.48 2.26 1.42|  0   0 133|   0     0 |   0     0 | 17   30    0    9    0
Jul 22 02:04:41 ubuntu dstat.sh[91932]: 22-07 02:04:41|  2   1  96   0   0|2261M  208M  193M 5075M|  17k 1565 |  64k  280k|2.00  2.00 |1184  1740 |2.48 2.26 1.42|  0   0 5.0|   0     0 |   0     0 | 17   30    0    9    0
Jul 22 02:04:42 ubuntu dstat.sh[91932]: 22-07 02:04:42|  1   0  97   0   0|2261M  208M  193M 5075M|8183  1621 |4098B    0 |1.00     0 |1158  1741 |2.48 2.26 1.42|  0   0 1.0|   0     0 |   0     0 | 17   30    0    9    0
Jul 22 02:04:43 ubuntu dstat.sh[91932]: 22-07 02:04:43|  0   0  97   0   0|2262M  207M  193M 5075M|  11k 1566 |   0     0 |   0     0 |1156  1666 |2.28 2.22 1.41|  0   0 3.0|   0     0 |   0     0 | 17   30    0    9    0
Jul 22 02:04:44 ubuntu dstat.sh[91932]: 22-07 02:04:44|  2   1  96   0   0|2249M  220M  193M 5075M|9513  1620 |   0   284k|   0  14.0 |1253  1827 |2.28 2.22 1.41|  0   0 1.0|   0     0 |   0     0 | 17   30    0    9    0
Jul 22 02:04:45 ubuntu dstat.sh[91932]: 22-07 02:04:45| 25  19  54   1   0|2278M  190M  193M 5076M|  11k 1715 | 228k 8195B|6.00  2.00 |5789  9575 |2.28 2.22 1.41|3.0   0 229|   0     0 |   0     0 | 17   30    0    9    0
Jul 22 02:04:46 ubuntu dstat.sh[91932]: 22-07 02:04:46| 18  20  60   0   0|2271M  197M  193M 5076M|8467  1620 |8191B 4096B|1.00  1.00 |5440  9430 |2.28 2.22 1.41|1.0   0 294|   0     0 |   0     0 | 18   30    0    9    0
Jul 22 02:04:47 ubuntu dstat.sh[91932]: 22-07 02:04:47| 19  20  58   3   0|2291M  176M  193M 5077M|  17k 1858 |1008k 4097B|33.0  1.00 |4666    10k|2.28 2.22 1.41|1.0   0 227|   0     0 |   0     0 | 18   30    0    9    0
Jul 22 02:04:48 ubuntu dstat.sh[91932]: 22-07 02:04:48| 15  14  70   0   1|2311M  155M  193M 5077M|6815  1719 |4095B  268k|1.00  11.0 |3815  7194 |4.34 2.65 1.56|  0   0 145|   0     0 |   0     0 | 18   30    0    9    0
Jul 22 02:04:49 ubuntu dstat.sh[91932]: 22-07 02:04:49|  9  12  78   0   0|2319M  148M  193M 5077M|9831  1723 |   0     0 |   0     0 |3086  5274 |4.34 2.65 1.56| 11   0 176|   0     0 |   0     0 | 20   30    0    9    0
Jul 22 02:04:50 ubuntu dstat.sh[91932]: 22-07 02:04:50| 20  17  60   0   0|2312M  155M  193M 5077M|  39k   25k|   0  4091B|   0  1.00 |4605  8952 |4.34 2.65 1.56|1.0   0 195|   0     0 |   0     0 | 20   32    0    9    0
Jul 22 02:04:51 ubuntu dstat.sh[91932]: 22-07 02:04:51| 12  18  69   0   0|2312M  154M  193M 5077M|8925  2466 |  32k   16k|5.00  4.00 |2961  4825 |4.34 2.65 1.56|1.0   0 344|   0     0 |   0     0 | 20   32    0    9    0
Jul 22 02:04:52 ubuntu dstat.sh[91932]: 22-07 02:04:52| 19  17  61   0   0|2292M  174M  193M 5078M|7010  1619 |   0    16k|   0  4.00 |4323  9144 |4.34 2.65 1.56|1.0   0 161|   0     0 |   0     0 | 20   32    0    9    0
Jul 22 02:04:53 ubuntu dstat.sh[91932]: 22-07 02:04:53| 33  20  45   0   0|2329M  137M  193M 5078M|7524  1620 |   0   236k|   0  8.00 |4331  8740 |4.07 2.62 1.55|2.0   0 313|   0     0 |   0     0 | 20   32    0    9    0
Jul 22 02:04:54 ubuntu dstat.sh[91932]: 22-07 02:04:54| 38  16  36   9   0|2383M  123M  192M 5041M|7320  1566 | 404k   42M|26.0   357 |5223  8840 |4.07 2.62 1.55|1.0 1.0  93|   0     0 |   0     0 | 20   32    0    9    0
Jul 22 02:04:55 ubuntu dstat.sh[91932]: 22-07 02:04:55| 38  21  35   5   0|2398M  137M  192M 5013M|5829  1616 |1532k 1436k|55.8   161 |5856    12k|4.07 2.62 1.55|3.0   0 223|   0     0 |   0     0 | 20   32    0    9    0
Jul 22 02:04:56 ubuntu dstat.sh[91932]: 22-07 02:04:56| 36  29  31   2   0|2438M  153M  192M 4957M| 139k  130k|1702k 8980k|57.2   635 |8564    14k|4.07 2.62 1.55|2.0   0 298|   0     0 |   0     0 | 20   38    0   14    2
Jul 22 02:04:57 ubuntu dstat.sh[91932]: 22-07 02:04:57| 41  27  28   4   0|2472M  160M  191M 4917M|  32k   27k| 956k 1832k|50.0   316 |7637    13k|4.07 2.62 1.55|5.0   0 234|   0     0 |   0     0 | 20   32    0   18    2
Jul 22 02:04:58 ubuntu dstat.sh[91932]: 22-07 02:04:58| 39  20  39   1   0|2490M  167M  191M 4891M|  90k   75k|  56k    0 |5.00     0 |4746  7823 |3.90 2.61 1.56|3.0   0 210|   0     0 |   0     0 | 20   40    0   18    2
Jul 22 02:04:59 ubuntu dstat.sh[91932]: 22-07 02:04:59| 30  15  53   0   0|2494M  163M  191M 4892M|8192  1618 |  20k    0 |2.00     0 |3702  9935 |3.90 2.61 1.56|  0   0  71|   0     0 |   0     0 | 20   40    0   18    2
Jul 22 02:05:00 ubuntu dstat.sh[91932]: 22-07 02:05:00| 19   8  69   3   0|2313M  344M  192M 4891M|9785  2353 | 293k 4104B|21.0  1.00 |1816  2873 |3.90 2.61 1.56|2.0   0 114|   0     0 |   0     0 | 20   32    0   23    0
Jul 22 02:05:01 ubuntu dstat.sh[91932]: 22-07 02:05:01| 29  22  46   0   0|2363M  294M  192M 4892M|  12k 1565 |  20k  240k|4.00  3.00 |2917  4911 |3.90 2.61 1.56|2.0   0 372|   0     0 |   0     0 | 20   32    0   23    0
Jul 22 02:05:02 ubuntu dstat.sh[91932]: 22-07 02:05:02| 37  20  42   0   0|2409M  246M  192M 4894M|  46k   36k|  16k  260k|4.00  10.0 |4170  7989 |3.90 2.61 1.56| 16   0 351|   0     0 |   0     0 | 20   34    0   24    0
Jul 22 02:05:03 ubuntu dstat.sh[91932]: 22-07 02:05:03| 47  19  33   0   0|2496M  158M  192M 4894M|  98k   95k|   0     0 |   0     0 |3646  8026 |3.75 2.60 1.56|3.0   0 196|   0     0 |   0     0 | 20   40    0   28    0
Jul 22 02:05:04 ubuntu dstat.sh[91932]: 22-07 02:05:04| 45  10  44   1   0|2558M  138M  191M 4854M|  10k 3555 | 551k 4368k|9.99   408 |2621  2408 |3.75 2.60 1.56|2.0   0  31|   0     0 |   0     0 | 20   40    0   29    0
Jul 22 02:05:05 ubuntu dstat.sh[91932]: 22-07 02:05:05| 31   6  62   0   0|2604M  125M  190M 4824M|7942  1765 |   0     0 |   0     0 |1910  4235 |3.75 2.60 1.56|1.0   0 5.0|   0     0 |   0     0 | 20   40    0   29    0
Jul 22 02:05:06 ubuntu dstat.sh[91932]: 22-07 02:05:06| 23   3  72   1   0|2633M  121M  190M 4799M|  11k 6364 | 120k    0 |30.1     0 |1438  2203 |3.75 2.60 1.56|1.0   0 6.0|   0     0 |   0     0 | 20   42    0   29    0
Jul 22 02:05:07 ubuntu dstat.sh[91932]: 22-07 02:05:07| 17   4  50  25   0|2639M  165M  189M 4751M| 160k  156k|8190B   10M|2.00   642 |4858  7243 |3.75 2.60 1.56|  0 2.0 6.0|   0     0 |   0     0 | 20   44    0   29    0
Jul 22 02:05:08 ubuntu dstat.sh[91932]: 22-07 02:05:08| 18   3  53  23   0|2639M  154M  189M 4761M| 305k  285k|   0    13M|   0   405 |4712  9335 |3.69 2.61 1.57|2.0 1.0 5.0|   0     0 |   0     0 | 20   44    0   29    0
Jul 22 02:05:09 ubuntu dstat.sh[91932]: 22-07 02:05:09| 27   3  50  18   0|2638M  150M  189M 4767M| 439k  433k|   0  8636k|   0   301 |5112    10k|3.69 2.61 1.57|2.0   0 4.0|   0     0 |   0     0 | 20   44    0   29    0
Jul 22 02:05:10 ubuntu dstat.sh[91932]: 22-07 02:05:10| 21   6  62   9   1|2657M  128M  189M 4769M| 132k  127k|   0  2305k|   0   142 |3466  7294 |3.69 2.61 1.57|3.0 1.0 7.0|   0     0 |   0     0 | 21   48    0   32    0
Jul 22 02:05:11 ubuntu dstat.sh[91932]: 22-07 02:05:11| 39  17  34   9   0|2774M  135M  186M 4650M| 368k  360k|  12k 5744k|1.00   495 |6583    15k|3.69 2.61 1.57|1.0   0 179|   0     0 |   0     0 | 21   69    0   43    0
Jul 22 02:05:12 ubuntu dstat.sh[91932]: 22-07 02:05:12| 13  17  68   0   0|2775M  135M  186M 4650M|  17k 3209 |   0   500k|   0  27.0 |3041  5078 |3.69 2.61 1.57|1.0   0 338|   0     0 |   0     0 | 21   69    0   43    0
Jul 22 02:05:13 ubuntu dstat.sh[91932]: 22-07 02:05:13| 15  19  64   0   0|2775M  133M  186M 4650M|  11k 1297 |4099B  484k|1.00  31.0 |4174  7014 |3.56 2.60 1.57|1.0   0 240|   0     0 |   0     0 | 21   69    0   43    0
Jul 22 02:05:14 ubuntu dstat.sh[91932]: 22-07 02:05:14| 38  16  35   9   0|2840M  121M  185M 4601M|  12k 2110 | 600k 6751k|17.0   354 |4924  7974 |3.56 2.60 1.57|2.0   0 175|   0     0 |   0     0 | 21   70    0   43    0
Jul 22 02:05:15 ubuntu dstat.sh[91932]: 22-07 02:05:15| 44   6  47   3   0|2911M  126M  183M 4529M|  13k 1619 | 316k 4770k|34.0   439 |2622  2277 |3.56 2.60 1.57|3.0   0   0|   0     0 |   0     0 | 21   70    0   43    0
Jul 22 02:05:16 ubuntu dstat.sh[91932]: 22-07 02:05:16| 36  18  44   1   1|2937M  175M  183M 4455M|  67k   58k|  12k 1518k|2.00  77.9 |3671    10k|3.56 2.60 1.57|1.0   0 237|   0     0 |   0     0 | 21   73    0   44    0
Jul 22 02:05:17 ubuntu dstat.sh[91932]: 22-07 02:05:17| 10  19  71   0   0|2936M  175M  183M 4456M|7126  1656 |   0     0 |   0     0 |3016  4950 |3.56 2.60 1.57|1.0   0 342|   0     0 |   0     0 | 21   73    0   43    0
Jul 22 02:05:18 ubuntu dstat.sh[91932]: 22-07 02:05:18| 11  16  70   0   0|2937M  175M  183M 4456M|5892  1619 |   0   144k|   0  12.0 |3204  5668 |3.35 2.57 1.56|1.0   0 342|   0     0 |   0     0 | 21   73    0   43    0
Jul 22 02:05:19 ubuntu dstat.sh[91932]: 22-07 02:05:19| 20   9  71   1   0|2950M  162M  183M 4456M|9368  1858 |  52k   36k|1.00  3.01 |2323  3869 |3.35 2.57 1.56|1.0   0 141|   0     0 |   0     0 | 21   73    0   43    0
Jul 22 02:05:20 ubuntu dstat.sh[91932]: 22-07 02:05:20| 23   4  71   0   0|2982M  129M  183M 4456M| 177k  164k|   0   124k|   0  12.0 |2248  3871 |3.35 2.57 1.56|3.0   0   0|   0     0 |   0     0 | 21   78    0   43    0
Jul 22 02:05:21 ubuntu dstat.sh[91932]: 22-07 02:05:21| 32   6  61   0   0|2972M  139M  183M 4456M| 304k  292k|   0   540k|   0  69.0 |3001  5288 |3.35 2.57 1.56|1.0   0  90|   0     0 |   0     0 | 21   83    0   43    0
Jul 22 02:05:22 ubuntu dstat.sh[91932]: 22-07 02:05:22| 23   5  72   0   0|3009M  127M  183M 4431M|  93k   87k|   0    76k|   0  7.00 |1976  3055 |3.35 2.57 1.56|1.0   0   0|   0     0 |   0     0 | 21   88    0   43    0
Jul 22 02:05:23 ubuntu dstat.sh[91932]: 22-07 02:05:23| 26   4  67   1   0|3034M  127M  183M 4407M| 353k  345k|   0  1256k|   0   131 |3913  7545 |3.16 2.55 1.56|2.0   0 3.0|   0     0 |   0     0 | 21   90    0   38    0
Jul 22 02:05:24 ubuntu dstat.sh[91932]: 22-07 02:05:24| 21   7  68   5   0|2985M  174M  183M 4409M| 187k  183k|1193k 1049k|16.0  99.1 |2832  5252 |3.16 2.55 1.56|3.0   0  98|   0     0 |   0     0 | 21   88    0   39    0
Jul 22 02:05:25 ubuntu dstat.sh[91932]: 22-07 02:05:25| 22   5  72   0   0|3029M  131M  183M 4409M|  17k 1619 |   0   552k|   0  32.0 |1695  2408 |3.16 2.55 1.56|1.0   0  56|   0     0 |   0     0 | 21   88    0   39    0
Jul 22 02:05:26 ubuntu dstat.sh[91932]: 22-07 02:05:26| 25   4  69   1   1|3046M  138M  183M 4385M| 233k  224k|   0  1813k|   0   123 |2930  4886 |3.16 2.55 1.56|1.0   0 2.0|   0     0 |   0     0 | 21   95    0   39    0
Jul 22 02:05:27 ubuntu dstat.sh[91932]: 22-07 02:05:27| 27   3  67   1   0|3057M  127M  183M 4385M| 502k  496k|   0  1279k|   0   155 |3276  5567 |3.16 2.55 1.56|2.0   0 1.0|   0     0 |   0     0 | 21   94    0   39    0
Jul 22 02:05:28 ubuntu dstat.sh[91932]: 22-07 02:05:28| 18   9  71   0   0|3025M  159M  183M 4385M|7962  3308 |   0   560k|   0  35.0 |2126  3237 |2.91 2.50 1.55|1.0   0 114|   0     0 |   0     0 | 21   92    0   40    0
Jul 22 02:05:29 ubuntu dstat.sh[91932]: 22-07 02:05:29| 24   4  73   0   0|3057M  127M  183M 4385M| 137k  131k|   0   428k|   0  23.0 |1963  3371 |2.91 2.50 1.55|1.0   0   0|   0     0 |   0     0 | 21   95    0   40    0
Jul 22 02:05:30 ubuntu dstat.sh[91932]: 22-07 02:05:30| 24   5  71   0   0|3027M  157M  183M 4385M| 116k  102k|   0   584k|   0  35.0 |2354  3453 |2.91 2.50 1.55|2.0   0  57|   0     0 |   0     0 | 21   92    0   41    0
Jul 22 02:05:31 ubuntu dstat.sh[91932]: 22-07 02:05:31| 25   3  71   0   0|3058M  125M  183M 4385M| 197k  183k|   0   140k|   0  18.0 |2407  4159 |2.91 2.50 1.55|1.0   0 2.0|   0     0 |   0     0 | 21   95    0   41    0
Jul 22 02:05:32 ubuntu dstat.sh[91932]: 22-07 02:05:32| 23   5  71   0   0|3035M  148M  183M 4385M|  67k   55k|   0     0 |   0     0 |1798  2909 |2.91 2.50 1.55|1.0   0  72|   0     0 |   0     0 | 21   92    0   42    0
