-- Logs begin at Mon 2022-08-01 17:10:28 UTC, end at Mon 2022-08-01 18:15:16 UTC. --
Aug 01 18:02:37 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Aug 01 18:02:37 ubuntu dstat.sh[91877]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ----swap--- ------tcp-sockets-------
Aug 01 18:02:37 ubuntu dstat.sh[91877]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Aug 01 18:04:15 ubuntu dstat.sh[91877]: 01-08 18:04:15| 80  14   5   0   0|1362M  909M  194M 5269M|1412k 1408k|   0   561k|   0  49.1 |5834    15k|3.46 1.91 1.08|5.0   0 187|   0     0 |   0     0 |  9   35    0   40    0
Aug 01 18:04:16 ubuntu dstat.sh[91877]: 01-08 18:04:16| 82  12   5   0   0|1385M  886M  194M 5269M|1321k 1316k|   0   698k|   0  64.8 |6110    15k|3.51 1.94 1.09|9.0   0  51|   0     0 |   0     0 |  9   34    0   43    0
Aug 01 18:04:17 ubuntu dstat.sh[91877]: 01-08 18:04:17| 85  13   3   0   0|1347M  924M  194M 5269M|1096k 1091k|   0   465k|   0  39.1 |4360    14k|3.51 1.94 1.09|6.0   0 145|   0     0 |   0     0 |  9   33    0   41    1
Aug 01 18:04:18 ubuntu dstat.sh[91877]: 01-08 18:04:18| 85  12   2   0   0|1330M  940M  194M 5270M| 953k  948k|   0   392k|   0  34.0 |5069    12k|3.51 1.94 1.09|5.0   0  97|   0     0 |   0     0 |  9   34    0   42    0
Aug 01 18:04:19 ubuntu dstat.sh[91877]: 01-08 18:04:19| 84  13   3   0   0|1302M  967M  194M 5270M|1015k 1010k|   0   775k|   0  72.9 |6494    14k|3.51 1.94 1.09|9.0   0 122|   0     0 |   0     0 |  9   34    0   42    0
Aug 01 18:04:20 ubuntu dstat.sh[91877]: 01-08 18:04:20| 83  15   2   0   0|1327M  942M  194M 5270M| 528k  521k|   0   353k|   0  27.1 |4828  9094 |3.51 1.94 1.09|7.0   0 241|   0     0 |   0     0 |  9   33    0   42    0
Aug 01 18:04:21 ubuntu dstat.sh[91877]: 01-08 18:04:21| 84  11   4   0   0|1429M  840M  194M 5270M|1029k 1025k|   0   572k|   0  53.7 |5373    14k|3.47 1.96 1.10|5.0   0   0|   0     0 |   0     0 |  9   35    0   43    0
Aug 01 18:04:22 ubuntu dstat.sh[91877]: 01-08 18:04:22| 83  12   5   0   0|1327M  941M  194M 5271M|1275k 1268k|   0   607k|   0  59.3 |6360    17k|3.47 1.96 1.10|6.0   0 127|   0     0 |   0     0 |  9   34    0   43    0
Aug 01 18:04:23 ubuntu dstat.sh[91877]: 01-08 18:04:23| 84  13   2   0   0|1376M  892M  194M 5271M|1070k 1066k|   0   461k|   0  39.1 |4369    15k|3.47 1.96 1.10|5.0   0  51|   0     0 |   0     0 |  9   35    0   43    0
Aug 01 18:04:24 ubuntu dstat.sh[91877]: 01-08 18:04:24| 82  12   4   0   0|1406M  862M  194M 5272M|1223k 1218k|   0   496k|   0  43.0 |5585    16k|3.47 1.96 1.10|5.0   0  19|   0     0 |   0     0 |  9   35    0   44    0
Aug 01 18:04:25 ubuntu dstat.sh[91877]: 01-08 18:04:25| 84  13   3   0   0|1322M  945M  194M 5272M|1079k 1066k|   0   603k|   0  58.9 |5125    15k|3.47 1.96 1.10|8.0   0 174|   0     0 |   0     0 |  9   34    0   44    0
Aug 01 18:04:26 ubuntu dstat.sh[91877]: 01-08 18:04:26| 86  12   2   0   0|1372M  895M  194M 5272M|1043k 1036k|   0   580k|   0  55.0 |4795    14k|3.67 2.03 1.13|7.0   0  78|   0     0 |   0     0 |  9   34    0   44    0
Aug 01 18:04:27 ubuntu dstat.sh[91877]: 01-08 18:04:27| 82  14   2   0   0|1297M  970M  194M 5272M| 847k  842k|   0    11M|   0   287 |5219    13k|3.67 2.03 1.13|5.0   0 150|   0     0 |   0     0 |  9   33    0   43    0
Aug 01 18:04:28 ubuntu dstat.sh[91877]: 01-08 18:04:28| 86  11   3   0   0|1350M  916M  194M 5273M| 780k  775k|   0   372k|   0  31.0 |4947    10k|3.67 2.03 1.13|8.0   0  38|   0     0 |   0     0 |  9   34    0   43    0
Aug 01 18:04:29 ubuntu dstat.sh[91877]: 01-08 18:04:29| 73  11  15   0   0|1282M  984M  194M 5273M|1282k 1277k|   0   699k|   0  72.9 |6008    15k|3.67 2.03 1.13|7.0   0  89|   0     0 |   0     0 |  9   33    0   44    0
Aug 01 18:04:30 ubuntu dstat.sh[91877]: 01-08 18:04:30| 81  15   5   0   0|1300M  966M  194M 5273M| 476k  470k|   0   300k|   0  22.0 |3366  8016 |3.67 2.03 1.13|5.0   0 245|   0     0 |   0     0 |  9   33    0   44    0
Aug 01 18:04:31 ubuntu dstat.sh[91877]: 01-08 18:04:31| 79  12   7   0   0|1336M  930M  194M 5273M|1052k 1047k|   0   420k|   0  37.0 |5933    14k|3.78 2.08 1.15|5.0   0  45|   0     0 |   0     0 |  9   34    0   46    0
Aug 01 18:04:32 ubuntu dstat.sh[91877]: 01-08 18:04:32| 82  14   4   0   0|1328M  938M  194M 5274M| 898k  893k|   0   487k|   0  33.9 |4738    18k|3.78 2.08 1.15| 10   0 114|   0     0 |   0     0 | 10   34    0   48    0
Aug 01 18:04:33 ubuntu dstat.sh[91877]: 01-08 18:04:33| 85  11   4   0   0|1290M  975M  194M 5274M| 587k  581k|   0   381k|   0  35.1 |4321  9272 |3.78 2.08 1.15|5.0   0  93|   0     0 |   0     0 |  9   33    0   47    0
Aug 01 18:04:34 ubuntu dstat.sh[91877]: 01-08 18:04:34| 81  14   4   0   1|1293M  973M  194M 5274M| 653k  647k|   0   536k|   0  61.0 |3660  9556 |3.78 2.08 1.15|6.0   0 132|   0     0 |   0     0 |  9   33    0   47    0
Aug 01 18:04:35 ubuntu dstat.sh[91877]: 01-08 18:04:35| 83  13   4   0   0|1320M  944M  194M 5274M|1155k 1150k|   0   772k|   0  80.0 |4689    15k|3.78 2.08 1.15|6.0   0  64|   0     0 |   0     0 |  9   34    0   49    0
Aug 01 18:04:36 ubuntu dstat.sh[91877]: 01-08 18:04:36| 81  15   2   0   0|1294M  970M  194M 5275M| 503k  499k|   0   360k|   0  28.0 |3384  7750 |3.79 2.11 1.16|5.0   0 163|   0     0 |   0     0 |  9   32    0   49    0
Aug 01 18:04:37 ubuntu dstat.sh[91877]: 01-08 18:04:37| 80  13   6   0   0|1324M  940M  194M 5275M|1053k 1046k|   0   815k|   0  54.9 |3704    13k|3.79 2.11 1.16|2.0 1.0  80|   0     0 |   0     0 |  9   35    0   48    0
Aug 01 18:04:38 ubuntu dstat.sh[91877]: 01-08 18:04:38| 62  13  25   0   0|1204M 1059M  194M 5275M| 800k  794k|   0   644k|   0  60.0 |4415    11k|3.79 2.11 1.16|3.0   0 163|   0     0 |   0     0 |  9   32    0   49    0
Aug 01 18:04:39 ubuntu dstat.sh[91877]: 01-08 18:04:39| 65  10  25   0   0|1301M  962M  194M 5275M| 288k  282k|   0    72k|   0  6.00 |2407  4357 |3.79 2.11 1.16|3.0   0  37|   0     0 |   0     0 |  9   34    0   49    0
Aug 01 18:04:40 ubuntu dstat.sh[91877]: 01-08 18:04:40| 66  10  24   0   0|1179M 1084M  194M 5275M| 836k  830k|   0   252k|   0  24.0 |4644    11k|3.79 2.11 1.16|4.0   0 107|   0     0 |   0     0 |  9   32    0   52    0
Aug 01 18:04:41 ubuntu dstat.sh[91877]: 01-08 18:04:41| 67   8  24   0   0|1288M  975M  194M 5276M|  32k   25k|   0     0 |   0     0 |1589  1642 |3.73 2.12 1.17|3.0   0  19|   0     0 |   0     0 |  9   33    0   52    0
Aug 01 18:04:42 ubuntu dstat.sh[91877]: 01-08 18:04:42| 60  12  28   1   0|1209M 1055M  194M 5276M| 831k  826k|   0  4371k|   0   162 |5142    11k|3.73 2.12 1.17|2.0 1.0 145|   0     0 |   0     0 |  9   33    0   54    0
Aug 01 18:04:43 ubuntu dstat.sh[91877]: 01-08 18:04:43| 64  11  24   0   0|1271M  992M  194M 5276M|9896  5545 |   0   180k|   0  15.0 |1948  2635 |3.73 2.12 1.17|3.0   0 170|   0     0 |   0     0 |  9   32    0   54    0
Aug 01 18:04:44 ubuntu dstat.sh[91877]: 01-08 18:04:44| 59   7  33   0   0|1323M  940M  194M 5276M| 913k  907k|   0   463k|   0  52.8 |5842    12k|3.73 2.12 1.17|4.0   0   0|   0     0 |   0     0 |  9   33    0   56    0
Aug 01 18:04:45 ubuntu dstat.sh[91877]: 01-08 18:04:45| 62  13  24   0   0|1280M  983M  194M 5276M| 656k  650k|   0   494k|   0  37.1 |4086  8932 |3.73 2.12 1.17|4.0   0 142|   0     0 |   0     0 |  9   33    0   57    0
Aug 01 18:04:46 ubuntu dstat.sh[91877]: 01-08 18:04:46| 67   8  25   0   0|1288M  974M  194M 5277M| 682k  678k|   0   475k|   0  42.9 |4302    10k|3.67 2.14 1.18|3.0   0  19|   0     0 |   0     0 |  9   33    0   58    0
Aug 01 18:04:47 ubuntu dstat.sh[91877]: 01-08 18:04:47| 61  15  23   0   0|1275M  988M  194M 5277M| 178k  174k|   0   448k|   0  36.0 |3113  5246 |3.67 2.14 1.18|4.0   0 206|   0     0 |   0     0 |  9   33    0   57    0
Aug 01 18:04:48 ubuntu dstat.sh[91877]: 01-08 18:04:48| 59   8  32   0   0|1321M  941M  194M 5277M| 847k  843k|   0   425k|   0  32.1 |5293    11k|3.67 2.14 1.18|2.0   0 2.0|   0     0 |   0     0 |  9   35    0   60    0
Aug 01 18:04:49 ubuntu dstat.sh[91877]: 01-08 18:04:49| 53   9  38   0   0|1213M 1049M  194M 5277M| 893k  877k|   0   564k|   0  55.0 |6073    12k|3.67 2.14 1.18|4.0   0 114|   0     0 |   0     0 |  9   32    0   57    0
Aug 01 18:04:50 ubuntu dstat.sh[91877]: 01-08 18:04:50| 65  10  25   0   0|1285M  976M  194M 5277M|7074  1619 |   0   272k|   0  14.0 |1587  1593 |3.67 2.14 1.18|3.0   0  53|   0     0 |   0     0 |  9   32    0   57    0
Aug 01 18:04:51 ubuntu dstat.sh[91877]: 01-08 18:04:51| 54   5  39   0   0|1320M  942M  194M 5277M|1060k 1056k|   0   428k|   0  36.0 |6594    14k|3.46 2.12 1.18|2.0   0   0|   0     0 |   0     0 |  9   35    0   60    0
Aug 01 18:04:52 ubuntu dstat.sh[91877]: 01-08 18:04:52| 64   9  26   0   0|1271M  990M  194M 5278M| 623k  616k|   0   564k|   0  55.0 |3903  9197 |3.46 2.12 1.18|3.0   0  57|   0     0 |   0     0 |  9   33    0   60    0
Aug 01 18:04:53 ubuntu dstat.sh[91877]: 01-08 18:04:53| 57  15  27   0   0|1263M  998M  194M 5278M| 494k  488k|   0   392k|   0  23.0 |3939  7973 |3.46 2.12 1.18|3.0   0 218|   0     0 |   0     0 |  9   34    0   60    0
Aug 01 18:04:54 ubuntu dstat.sh[91877]: 01-08 18:04:54| 44   7  48   0   0|1172M 1089M  194M 5278M| 593k  588k|   0   492k|   0  45.0 |4793  8883 |3.46 2.12 1.18|2.0   0  64|   0     0 |   0     0 |  9   32    0   61    0
Aug 01 18:04:55 ubuntu dstat.sh[91877]: 01-08 18:04:55| 44   6  49   0   0|1244M 1017M  194M 5278M|  58k   52k|   0   176k|   0  8.99 |1504  1896 |3.46 2.12 1.18|2.0   0  30|   0     0 |   0     0 |  9   32    0   60    0
Aug 01 18:04:56 ubuntu dstat.sh[91877]: 01-08 18:04:56| 43   8  48   1   0|1167M 1093M  194M 5278M| 523k  518k|   0  1791k|   0   138 |3177  8157 |3.34 2.12 1.19|2.0   0  58|   0     0 |   0     0 |  9   32    0   61    0
Aug 01 18:04:57 ubuntu dstat.sh[91877]: 01-08 18:04:57| 42   9  47   1   0|1233M 1028M  194M 5278M|9129  1620 |   0  7364k|   0   295 |2147  1949 |3.34 2.12 1.19|2.0   0  84|   0     0 |   0     0 |  9   32    0   60    0
Aug 01 18:04:58 ubuntu dstat.sh[91877]: 01-08 18:04:58| 45   8  47   0   0|1204M 1056M  194M 5278M| 647k  643k|   0   552k|   0  48.0 |4595  9354 |3.34 2.12 1.19|4.0   0  85|   0     0 |   0     0 |  9   33    0   61    0
Aug 01 18:04:59 ubuntu dstat.sh[91877]: 01-08 18:04:59| 40  11  48   0   0|1204M 1056M  194M 5278M| 233k  225k|   0   156k|   0  11.0 |2948  5269 |3.34 2.12 1.19|2.0   0 201|   0     0 |   0     0 |  9   32    0   61    0
Aug 01 18:05:00 ubuntu dstat.sh[91877]: 01-08 18:05:00| 45   6  48   0   0|1259M 1001M  194M 5278M| 228k  224k|   0    80k|   0  3.00 |1946  3363 |3.34 2.12 1.19|3.0   0   0|   0     0 |   0     0 |  9   33    0   62    0
Aug 01 18:05:01 ubuntu dstat.sh[91877]: 01-08 18:05:01| 42  10  47   0   0|1188M 1072M  194M 5278M| 501k  488k|   0   395k|   0  36.9 |3692  7391 |3.23 2.12 1.19|3.0   0  95|   0     0 |   0     0 |  9   32    0   63    0
Aug 01 18:05:02 ubuntu dstat.sh[91877]: 01-08 18:05:02| 45   7  49   0   0|1256M 1004M  194M 5278M| 138k  133k|   0   180k|   0  13.0 |1630  2448 |3.23 2.12 1.19|2.0   0   0|   0     0 |   0     0 |  9   33    0   62    0
Aug 01 18:05:03 ubuntu dstat.sh[91877]: 01-08 18:05:03| 45   5  47   1   0|1205M 1055M  194M 5279M| 968k  964k|   0   492k|   0  50.0 |5394    12k|3.23 2.12 1.19|2.0   0  20|   0     0 |   0     0 |  9   32    0   66    0
Aug 01 18:05:04 ubuntu dstat.sh[91877]: 01-08 18:05:04| 25  20  54   0   0|1179M 1081M  194M 5279M|7193  1617 |   0  4089B|   0  1.00 |2205  3461 |3.23 2.12 1.19|1.0   0 373|   0     0 |   0     0 |  9   32    0   64    0
Aug 01 18:05:05 ubuntu dstat.sh[91877]: 01-08 18:05:05| 24   4  72   0   0|1200M 1060M  194M 5279M| 223k  217k|   0   348k|   0  35.0 |2248  4027 |3.23 2.12 1.19|1.0   0   0|   0     0 |   0     0 |  9   32    0   64    0
Aug 01 18:05:06 ubuntu dstat.sh[91877]: 01-08 18:05:06| 19   8  72   0   0|1177M 1083M  194M 5279M|9593  1620 |   0   204k|   0  17.0 |1659  2327 |3.05 2.10 1.19|1.0   0 101|   0     0 |   0     0 |  9   32    0   64    0
Aug 01 18:05:07 ubuntu dstat.sh[91877]: 01-08 18:05:07| 24   3  72   1   0|1199M 1060M  194M 5279M| 212k  206k|   0   384k|   0  38.0 |2110  3936 |3.05 2.10 1.19|1.0   0   0|   0     0 |   0     0 |  9   32    0   66    0
Aug 01 18:05:08 ubuntu dstat.sh[91877]: 01-08 18:05:08| 19   9  72   0   0|1173M 1087M  194M 5279M|6071  1621 |   0   200k|   0  10.0 |1451  2192 |3.05 2.10 1.19|2.0   0 138|   0     0 |   0     0 |  9   32    0   59    0
Aug 01 18:05:09 ubuntu dstat.sh[91877]: 01-08 18:05:09| 23   3  74   0   0|1200M 1060M  194M 5279M| 136k  131k|   0     0 |   0     0 |1452  2442 |3.05 2.10 1.19|3.0   0   0|   0     0 |   0     0 |  9   33    0   60    0
Aug 01 18:05:10 ubuntu dstat.sh[91877]: 01-08 18:05:10| 24   3  71   0   0|1143M 1117M  194M 5279M| 473k  469k|   0   180k|   0  18.0 |2905  6896 |3.05 2.10 1.19|3.0   0 5.0|   0     0 |   0     0 |  9   32    0   60    0
Aug 01 18:05:11 ubuntu dstat.sh[91877]: 01-08 18:05:11| 22   4  74   0   0|1184M 1075M  194M 5279M|5923  1622 |   0     0 |   0     0 |1088  1358 |2.89 2.08 1.19|1.0   0  14|   0     0 |   0     0 |  9   32    0   60    0
Aug 01 18:05:12 ubuntu dstat.sh[91877]: 01-08 18:05:12| 24   4  72   1   1|1200M 1060M  194M 5279M| 358k  352k|   0   889k|   0  54.1 |2752  5497 |2.89 2.08 1.19|1.0   0   0|   0     0 |   0     0 |  9   32    0   53    0
Aug 01 18:05:13 ubuntu dstat.sh[91877]: 01-08 18:05:13| 24   5  72   0   0|1177M 1082M  194M 5279M|  85k   81k|   0  1429k|   0  71.1 |1711  2686 |2.89 2.08 1.19|2.0   0  51|   0     0 |   0     0 |  9   32    0   53    0
Aug 01 18:05:14 ubuntu dstat.sh[91877]: 01-08 18:05:14| 22   4  73   0   0|1199M 1060M  194M 5279M| 183k  179k|   0   156k|   0  12.0 |1543  2912 |2.89 2.08 1.19|2.0   0   0|   0     0 |   0     0 |  9   33    0   53    0
Aug 01 18:05:15 ubuntu dstat.sh[91877]: 01-08 18:05:15| 24   3  72   0   0|1199M 1060M  194M 5279M| 420k  406k|   0   188k|   0  18.0 |2845  6027 |2.89 2.08 1.19|1.0   0   0|   0     0 |   0     0 |  9   32    0   53    0
Aug 01 18:05:16 ubuntu dstat.sh[91877]: 01-08 18:05:16| 19   7  73   0   0|1177M 1082M  194M 5279M|7353  1818 |   0     0 |   0     0 |1292  1711 |2.74 2.06 1.19|1.0   0  80|   0     0 |   0     0 |  9   32    0   50    0
Aug 01 18:05:17 ubuntu dstat.sh[91877]: 01-08 18:05:17| 24   3  72   0   0|1200M 1059M  194M 5279M| 165k  160k|   0   124k|   0  14.0 |1779  3251 |2.74 2.06 1.19|3.0 1.0   0|   0     0 |   0     0 |  9   33    0   50    0
Aug 01 18:05:18 ubuntu dstat.sh[91877]: 01-08 18:05:18| 24   4  71   1   0|1169M 1090M  194M 5279M| 207k  203k|   0   216k|   0  16.0 |2391  4085 |2.74 2.06 1.19|2.0   0  38|   0     0 |   0     0 |  9   32    0   46    0
Aug 01 18:05:19 ubuntu dstat.sh[91877]: 01-08 18:05:19| 22   3  73   0   0|1201M 1058M  194M 5280M| 127k  122k|   0   128k|   0  11.0 |1570  2358 |2.74 2.06 1.19|2.0   0   0|   0     0 |   0     0 |  9   33    0   47    0
Aug 01 18:05:20 ubuntu dstat.sh[91877]: 01-08 18:05:20| 20   7  72   0   0|1173M 1086M  194M 5280M|  21k   16k|   0   196k|   0  19.0 |1643  2284 |2.74 2.06 1.19|1.0   0  93|   0     0 |   0     0 |  9   32    0   47    0
Aug 01 18:05:21 ubuntu dstat.sh[91877]: 01-08 18:05:21| 23   4  73   0   0|1201M 1058M  194M 5280M| 215k  209k|   0   180k|   0  17.0 |1988  3605 |2.60 2.04 1.19|1.0   0   0|   0     0 |   0     0 |  9   33    0   48    0
Aug 01 18:05:22 ubuntu dstat.sh[91877]: 01-08 18:05:22| 18   8  73   0   0|1170M 1089M  194M 5280M|  17k   12k|   0   200k|   0  20.0 |1676  2328 |2.60 2.04 1.19|1.0   0 101|   0     0 |   0     0 |  9   32    0   46    0
Aug 01 18:05:23 ubuntu dstat.sh[91877]: 01-08 18:05:23| 22   4  73   0   0|1200M 1059M  194M 5280M| 138k  132k|   0   140k|   0  8.99 |1468  2530 |2.60 2.04 1.19|1.0   0   0|   0     0 |   0     0 |  9   32    0   47    0
Aug 01 18:05:24 ubuntu dstat.sh[91877]: 01-08 18:05:24| 20   8  72   1   0|1169M 1090M  194M 5280M|  87k   81k|   0   296k|   0  29.0 |1860  2982 |2.60 2.04 1.19|1.0   0 136|   0     0 |   0     0 |  9   32    0   47    0
Aug 01 18:05:25 ubuntu dstat.sh[91877]: 01-08 18:05:25| 23   3  74   0   0|1201M 1058M  194M 5280M| 109k  104k|   0   136k|   0  8.99 |1256  2173 |2.60 2.04 1.19|1.0   0   0|   0     0 |   0     0 |  9   33    0   48    0
Aug 01 18:05:26 ubuntu dstat.sh[91877]: 01-08 18:05:26| 23   3  71   0   0|1201M 1058M  194M 5280M| 499k  493k|   0   520k|   0  40.0 |2847  6483 |2.47 2.02 1.18|1.0   0   0|   0     0 |   0     0 |  9   32    0   47    0
Aug 01 18:05:27 ubuntu dstat.sh[91877]: 01-08 18:05:27| 22   4  73   1   0|1180M 1079M  194M 5280M|7177  1621 |   0   200k|   0  25.0 |1398  1829 |2.47 2.02 1.18|1.0   0  19|   0     0 |   0     0 |  9   32    0   47    0
Aug 01 18:05:28 ubuntu dstat.sh[91877]: 01-08 18:05:28| 24   3  72   0   0|1200M 1059M  194M 5280M| 340k  332k|   0  3256k|   0   212 |2450  4933 |2.47 2.02 1.18|1.0   0 2.0|   0     0 |   0     0 |  9   33    0   47    0
Aug 01 18:05:29 ubuntu dstat.sh[91877]: 01-08 18:05:29| 21   6  72   0   0|1172M 1086M  194M 5280M| 111k  104k|   0   240k|   0  22.0 |1760  2992 |2.47 2.02 1.18|2.0   0  51|   0     0 |   0     0 |  9   32    0   47    0
Aug 01 18:05:30 ubuntu dstat.sh[91877]: 01-08 18:05:30| 23   4  74   0   0|1201M 1057M  194M 5280M| 153k  140k|   0   132k|   0  11.0 |1609  2597 |2.47 2.02 1.18|1.0   0   0|   0     0 |   0     0 |  9   33    0   46    0
Aug 01 18:05:31 ubuntu dstat.sh[91877]: 01-08 18:05:31| 22   6  71   0   1|1143M 1115M  194M 5280M| 455k  450k|   0   248k|   0  23.0 |3151  6885 |2.35 2.01 1.18|1.0   0  40|   0     0 |   0     0 |  9   32    0   46    0
Aug 01 18:05:32 ubuntu dstat.sh[91877]: 01-08 18:05:32| 19  21  59   1   0|1174M 1085M  194M 5280M|  18k   13k|   0   432k|   0  26.0 |2795  4505 |2.35 2.01 1.18|2.0   0 413|   0     0 |   0     0 |  9   32    0   44    0
Aug 01 18:05:33 ubuntu dstat.sh[91877]: 01-08 18:05:33| 49   9  40   0   0|1272M  986M  194M 5281M|7317  2759 |   0   560k|   0  6.00 |1858  3766 |2.35 2.01 1.18|2.0   0  35|   0     0 |   0     0 |  9   32    0   45    0
Aug 01 18:05:34 ubuntu dstat.sh[91877]: 01-08 18:05:34| 32   7  44  17   0|1323M  933M  195M 5282M|  24k   20k|   0    10M|   0   770 |5483  8978 |2.35 2.01 1.18|5.0   0  28|   0     0 |   0     0 |  9   36    0   44    0
Aug 01 18:05:35 ubuntu dstat.sh[91877]: 01-08 18:05:35| 31   6  44  20   0|1253M 1000M  195M 5284M|  12k 7106 |   0  8271k|   0   784 |5649  9681 |2.35 2.01 1.18|2.0 1.0  35|   0     0 |   0     0 |  9   36    0   44    0
Aug 01 18:05:36 ubuntu dstat.sh[91877]: 01-08 18:05:36| 31   4  44  19   0|1310M  942M  195M 5286M|  13k 7831 |   0  5442k|   0   612 |5131  8811 |2.32 2.01 1.19|1.0 1.0  28|   0     0 |   0     0 |  9   36    0   41    0
Aug 01 18:05:37 ubuntu dstat.sh[91877]: 01-08 18:05:37| 31   6  44  18   0|1239M 1012M  195M 5287M|  10k 7136 |   0  5287k|   0   637 |5215  9149 |2.32 2.01 1.19|3.0 1.0  34|   0     0 |   0     0 |  9   36    0   41    0
Aug 01 18:05:38 ubuntu dstat.sh[91877]: 01-08 18:05:38| 34   4  48  13   0|1297M  952M  195M 5287M|  15k 9926 |   0  5052k|   0   517 |4608  8348 |2.32 2.01 1.19|4.0   0  21|   0     0 |   0     0 |  9   36    0   40    0
Aug 01 18:05:39 ubuntu dstat.sh[91877]: 01-08 18:05:39| 35   6  44  16   0|1334M  915M  196M 5288M|  28k   23k|   0  5046k|   0   635 |5121  9480 |2.32 2.01 1.19|1.0 1.0 8.0|   0     0 |   0     0 |  9   38    0   40    0
Aug 01 18:05:40 ubuntu dstat.sh[91877]: 01-08 18:05:40| 42   7  48   2   0|1258M  991M  196M 5287M|  15k 8930 |   0  1274k|   0   147 |1990  2898 |2.32 2.01 1.19|2.0   0 8.0|   0     0 |   0     0 |  9   32    0   40    0
Aug 01 18:05:41 ubuntu dstat.sh[91877]: 01-08 18:05:41| 42   7  47   3   1|1332M  917M  196M 5287M|  82k   76k|   0  1801k|   0   285 |3316  6129 |2.30 2.01 1.19|3.0   0 2.0|   0     0 |   0     0 |  9   36    0   37    0
Aug 01 18:05:42 ubuntu dstat.sh[91877]: 01-08 18:05:42| 36   6  50   5   0|1271M  978M  196M 5288M| 227k  221k|   0  5794k|   0   976 |8547    16k|2.30 2.01 1.19|3.0   0 2.0|   0     0 |   0     0 |  9   36    0   37    0
Aug 01 18:05:43 ubuntu dstat.sh[91877]: 01-08 18:05:43| 37   5  49   7   0|1310M  938M  196M 5288M| 231k  226k|   0  7853k|   0  1221 |9172    17k|2.30 2.01 1.19|3.0 1.0   0|   0     0 |   0     0 |  9   36    0   35    0
Aug 01 18:05:44 ubuntu dstat.sh[91877]: 01-08 18:05:44| 32   9  56   0   0|1164M 1084M  197M 5288M|  68k   63k|   0  2128k|   0   325 |3702  6188 |2.30 2.01 1.19|1.0   0  97|   0     0 |   0     0 |  9   32    0   35    0
Aug 01 18:05:45 ubuntu dstat.sh[91877]: 01-08 18:05:45| 23   3  74   0   0|1229M 1019M  197M 5288M|  15k 1620 |   0   296k|   0  17.0 | 891  1085 |2.30 2.01 1.19|1.0   0 1.0|   0     0 |   0     0 |  9   32    0   33    0
Aug 01 18:05:46 ubuntu dstat.sh[91877]: 01-08 18:05:46| 22   4  71   1   0|1264M  984M  197M 5288M|6219  1618 |   0  6911k|   0   390 |1849  2796 |2.19 1.99 1.19|1.0   0 1.0|   0     0 |   0     0 |  9   32    0   33    0
Aug 01 18:05:47 ubuntu dstat.sh[91877]: 01-08 18:05:47| 23   3  73   1   0|1209M 1038M  197M 5288M|6809  1729 |   0  6959k|   0   411 |1926  2840 |2.19 1.99 1.19|2.0   0 2.0|   0     0 |   0     0 |  9   32    0   31    0
Aug 01 18:05:48 ubuntu dstat.sh[91877]: 01-08 18:05:48| 22   4  73   1   0|1254M  994M  197M 5288M|5718  1618 |   0  6714k|   0   380 |2001  2727 |2.19 1.99 1.19|2.0   0 3.0|   0     0 |   0     0 |  9   32    0   31    0
Aug 01 18:05:49 ubuntu dstat.sh[91877]: 01-08 18:05:49| 24   3  72   1   0|1182M 1066M  197M 5288M|6180  1623 |   0  4957k|   0   293 |1727  2440 |2.19 1.99 1.19|2.0   0 2.0|   0     0 |   0     0 |  9   32    0   28    0
Aug 01 18:05:50 ubuntu dstat.sh[91877]: 01-08 18:05:50| 23   2  74   0   0|1230M 1017M  197M 5288M|8241  1455 |   0    32k|   0  3.99 |1015  1147 |2.19 1.99 1.19|2.0   0   0|   0     0 |   0     0 |  9   32    0   28    0
Aug 01 18:05:51 ubuntu dstat.sh[91877]: 01-08 18:05:51| 23   3  74   0   0|1267M  980M  197M 5288M|  11k 1620 |   0     0 |   0     0 | 971  1099 |2.10 1.97 1.19|2.0   0 1.0|   0     0 |   0     0 |  9   32    0   25    0
Aug 01 18:05:52 ubuntu dstat.sh[91877]: 01-08 18:05:52| 21   4  73   0   0|1189M 1058M  197M 5288M|8790  1620 |   0   164k|   0  12.0 | 950  1304 |2.10 1.97 1.19|2.0   0 2.0|   0     0 |   0     0 |  9   32    0   25    0
Aug 01 18:05:53 ubuntu dstat.sh[91877]: 01-08 18:05:53| 23   3  73   1   0|1227M 1020M  197M 5288M|8338  1622 |   0  6747k|   0   331 |1760  2513 |2.10 1.97 1.19|1.0   0 2.0|   0     0 |   0     0 |  9   32    0   21    0
Aug 01 18:05:54 ubuntu dstat.sh[91877]: 01-08 18:05:54| 22   3  74   0   0|1261M  986M  197M 5288M|7231  1618 |   0  8184B|   0  2.00 | 980  1143 |2.10 1.97 1.19|1.0   0 1.0|   0     0 |   0     0 |  9   32    0   21    0
