-- Logs begin at Wed 2022-09-28 10:53:02 UTC, end at Wed 2022-09-28 12:50:21 UTC. --
Sep 28 12:10:56 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Sep 28 12:10:56 ubuntu dstat.sh[72705]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ----swap--- ------tcp-sockets-------
Sep 28 12:10:56 ubuntu dstat.sh[72705]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Sep 28 12:17:45 ubuntu dstat.sh[72705]: 28-09 12:17:45| 18   5  63  15   0|2767M  129M  198M 4661M|  91k   83k| 188k   11M|47.1   764 |3904  5075 |2.95 2.25 1.36|  0 2.0 5.0|   0     0 |   0     0 | 20   46    0   28    0
Sep 28 12:17:46 ubuntu dstat.sh[72705]: 28-09 12:17:46| 14   4  58  24   0|2767M  128M  198M 4663M| 189k  183k|   0  6233k|   0   475 |4630  8457 |3.04 2.28 1.38|  0 3.0 8.0|   0     0 |   0     0 | 20   48    0   28    0
Sep 28 12:17:47 ubuntu dstat.sh[72705]: 28-09 12:17:47| 21   4  54  18   0|2769M  125M  197M 4664M| 414k  406k|   0    16M|   0   373 |5308  9822 |3.04 2.28 1.38|3.0 1.0 4.0|   0     0 |   0     0 | 20   48    0   28    0
Sep 28 12:17:48 ubuntu dstat.sh[72705]: 28-09 12:17:48| 19   4  52  23   0|2764M  139M  197M 4655M| 312k  302k|  28k 6142k|2.00   264 |4415  8112 |3.04 2.28 1.38|3.0   0 4.0|   0     0 |   0     0 | 20   48    0   29    0
Sep 28 12:17:49 ubuntu dstat.sh[72705]: 28-09 12:17:49| 45  20  36   0   0|2874M  158M  195M 4532M| 323k  317k|  16k 2046k|2.00  76.9 |4908    12k|3.04 2.28 1.38|2.0   0 186|   0     0 |   0     0 | 21   73    0   37    0
Sep 28 12:17:50 ubuntu dstat.sh[72705]: 28-09 12:17:50| 10  21  68   0   0|2874M  157M  195M 4532M|  11k 3037 |   0   777k|   0  36.1 |3085  4937 |3.04 2.28 1.38|2.0   0 326|   0     0 |   0     0 | 21   73    0   37    0
Sep 28 12:17:51 ubuntu dstat.sh[72705]: 28-09 12:17:51| 20  22  58   0   0|2876M  155M  195M 4532M|  12k 2708 |   0   944k|   0  38.0 |4446    13k|3.03 2.29 1.39|1.0   0 311|   0     0 |   0     0 | 21   73    0   37    0
Sep 28 12:17:52 ubuntu dstat.sh[72705]: 28-09 12:17:52| 32  16  46   4   0|2925M  130M  194M 4510M|  23k 1619 | 616k 5433k|34.0   268 |5194  8673 |3.03 2.29 1.39|2.0 1.0 174|   0     0 |   0     0 | 21   73    0   37    0
Sep 28 12:17:53 ubuntu dstat.sh[72705]: 28-09 12:17:53| 44   9  45   2   0|3008M  121M  192M 4438M|  22k 1983 | 200k 7801k|10.0   665 |3103  2452 |3.03 2.29 1.39|2.0   0   0|   0     0 |   0     0 | 21   74    0   37    0
Sep 28 12:17:54 ubuntu dstat.sh[72705]: 28-09 12:17:54| 38  12  48   0   0|3048M  128M  191M 4394M|  38k   30k|   0   967k|   0  37.0 |2835  4853 |3.03 2.29 1.39|2.0   0  72|   0     0 |   0     0 | 21   75    0   37    0
Sep 28 12:17:55 ubuntu dstat.sh[72705]: 28-09 12:17:55| 10  20  69   0   0|3051M  125M  191M 4394M|  24k   17k|   0  1032k|   0  52.0 |3301  5338 |3.03 2.29 1.39|1.0   0 352|   0     0 |   0     0 | 21   77    0   36    0
Sep 28 12:17:56 ubuntu dstat.sh[72705]: 28-09 12:17:56| 10  18  70   0   0|3052M  124M  191M 4394M|  10k 1908 |   0   176k|   0  11.0 |3099  5081 |2.87 2.27 1.38|1.0   0 325|   0     0 |   0     0 | 21   77    0   36    0
Sep 28 12:17:57 ubuntu dstat.sh[72705]: 28-09 12:17:57| 12  16  70   0   0|3055M  121M  191M 4394M|9335  1565 |   0     0 |   0     0 |2992  4779 |2.87 2.27 1.38|1.0   0 277|   0     0 |   0     0 | 21   77    0   31    0
Sep 28 12:17:58 ubuntu dstat.sh[72705]: 28-09 12:17:58| 22   6  71   0   0|3088M  127M  191M 4356M|  11k 3178 |   0   332k|   0  9.01 |1788  2437 |2.87 2.27 1.38|3.0   0 2.0|   0     0 |   0     0 | 21   77    0   31    0
Sep 28 12:17:59 ubuntu dstat.sh[72705]: 28-09 12:17:59| 32   5  61   2   1|3129M  126M  191M 4317M| 308k  300k|  92k  480k|9.00  63.0 |2901  4748 |2.87 2.27 1.38|3.0   0 2.0|   0     0 |   0     0 | 21   86    0   31    0
Sep 28 12:18:00 ubuntu dstat.sh[72705]: 28-09 12:18:00| 22   5  70   1   0|3077M  183M  191M 4312M| 161k  154k|  20k  535k|2.00  30.9 |2421  4144 |2.87 2.27 1.38|1.0   0  64|   0     0 |   0     0 | 21   83    0   32    0
Sep 28 12:18:01 ubuntu dstat.sh[72705]: 28-09 12:18:01| 23   3  73   0   0|3121M  139M  191M 4312M|  24k 1851 |   0   539k|   0  18.0 |1524  2005 |2.72 2.25 1.38|1.0 1.0 1.0|   0     0 |   0     0 | 21   83    0   32    0
Sep 28 12:18:02 ubuntu dstat.sh[72705]: 28-09 12:18:02| 24   3  71   0   0|3139M  121M  191M 4312M| 290k  278k|   0   148k|   0  9.01 |2809  4777 |2.72 2.25 1.38|1.0   0   0|   0     0 |   0     0 | 21   88    0   32    0
Sep 28 12:18:03 ubuntu dstat.sh[72705]: 28-09 12:18:03| 26   5  66   2   0|3170M  138M  191M 4265M| 251k  241k|  92k 1557k|3.00   180 |3370  5929 |2.72 2.25 1.38|1.0   0 2.0|   0     0 |   0     0 | 21   90    0   32    0
Sep 28 12:18:04 ubuntu dstat.sh[72705]: 28-09 12:18:04| 22   8  68   2   0|3125M  183M  191M 4265M| 118k  111k|  60k 1257k|5.00   107 |2712  4656 |2.72 2.25 1.38|1.0   0 114|   0     0 |   0     0 | 21   90    0   33    0
Sep 28 12:18:05 ubuntu dstat.sh[72705]: 28-09 12:18:05| 22   4  72   0   0|3171M  137M  191M 4265M|  16k 5682 |   0   920k|   0  43.0 |1558  2279 |2.72 2.25 1.38|3.0   0 1.0|   0     0 |   0     0 | 21   92    0   33    0
Sep 28 12:18:06 ubuntu dstat.sh[72705]: 28-09 12:18:06| 24   3  70   0   0|3177M  131M  191M 4265M| 262k  256k|   0  1555k|   0  90.9 |2644  4549 |2.58 2.23 1.38|1.0   0 2.0|   0     0 |   0     0 | 21   94    0   33    0
Sep 28 12:18:07 ubuntu dstat.sh[72705]: 28-09 12:18:07| 29   3  67   2   0|3192M  139M  191M 4242M| 462k  455k|   0  1406k|   0   167 |3074  5534 |2.58 2.23 1.38|1.0   0 1.0|   0     0 |   0     0 | 21   92    0   34    0
Sep 28 12:18:08 ubuntu dstat.sh[72705]: 28-09 12:18:08| 18   9  71   0   0|3156M  176M  191M 4242M|  11k 3449 |  60k  587k|1.00  32.0 |1916  2910 |2.58 2.23 1.38|1.0   0  92|   0     0 |   0     0 | 21   92    0   34    0
Sep 28 12:18:09 ubuntu dstat.sh[72705]: 28-09 12:18:09| 23   4  72   0   0|3190M  141M  191M 4242M|  18k   12k|   0   832k|   0  35.0 |1584  2323 |2.58 2.23 1.38|2.0 1.0   0|   0     0 |   0     0 | 21   93    0   34    0
Sep 28 12:18:10 ubuntu dstat.sh[72705]: 28-09 12:18:10| 24   3  71   1   0|3126M  206M  191M 4242M| 235k  228k|   0   388k|   0  31.0 |2309  4460 |2.58 2.23 1.38|1.0   0 8.0|   0     0 |   0     0 | 21   92    0   35    0
Sep 28 12:18:11 ubuntu dstat.sh[72705]: 28-09 12:18:11| 22   6  72   0   0|3171M  160M  191M 4242M|  11k 1857 |   0   336k|   0  20.0 |1824  2600 |2.45 2.21 1.38|1.0   0  50|   0     0 |   0     0 | 21   92    0   35    0
Sep 28 12:18:12 ubuntu dstat.sh[72705]: 28-09 12:18:12| 24   2  72   0   0|3192M  139M  191M 4242M| 170k  163k|   0   335k|   0  9.98 |1999  3639 |2.45 2.21 1.38|2.0   0   0|   0     0 |   0     0 | 21   95    0   34    0
Sep 28 12:18:13 ubuntu dstat.sh[72705]: 28-09 12:18:13| 22   5  71   0   0|3152M  179M  191M 4242M|  84k   77k|   0     0 |   0     0 |2109  3350 |2.45 2.21 1.38|1.0   0  53|   0     0 |   0     0 | 21   92    0   35    0
Sep 28 12:18:14 ubuntu dstat.sh[72705]: 28-09 12:18:14| 23   4  72   0   0|3190M  141M  191M 4242M|  74k   59k|   0   823k|   0  39.0 |1904  3175 |2.45 2.21 1.38|1.0   0   0|   0     0 |   0     0 | 21   93    0   35    0
Sep 28 12:18:15 ubuntu dstat.sh[72705]: 28-09 12:18:15| 23   3  71   1   0|3195M  136M  191M 4242M| 248k  242k|   0   212k|   0  27.0 |2639  4513 |2.45 2.21 1.38|1.0   0   0|   0     0 |   0     0 | 21   94    0   35    0
Sep 28 12:18:16 ubuntu dstat.sh[72705]: 28-09 12:18:16| 20   8  70   0   0|3159M  172M  191M 4242M|  62k   57k|   0   687k|   0  55.9 |2178  3472 |2.34 2.19 1.37|1.0   0  86|   0     0 |   0     0 | 21   92    0   36    0
Sep 28 12:18:17 ubuntu dstat.sh[72705]: 28-09 12:18:17| 24   3  72   1   0|3195M  136M  191M 4242M|  91k   83k|   0   697k|   0  31.0 |2063  3252 |2.34 2.19 1.37|1.0   0   0|   0     0 |   0     0 | 21   92    0   37    0
Sep 28 12:18:18 ubuntu dstat.sh[72705]: 28-09 12:18:18| 22   6  71   0   0|3141M  191M  191M 4242M| 165k  157k|   0    68k|   0  8.99 |2285  3746 |2.34 2.19 1.37|1.0   0  56|   0     0 |   0     0 | 21   92    0   38    0
Sep 28 12:18:19 ubuntu dstat.sh[72705]: 28-09 12:18:19| 29   8  62   0   0|3186M  169M  191M 4219M|  11k 2905 |  24k  624k|2.00  34.0 |1887  2690 |2.34 2.19 1.37|1.0   0 3.0|   0     0 |   0     0 | 21   92    0   38    0
Sep 28 12:18:20 ubuntu dstat.sh[72705]: 28-09 12:18:20| 25   4  70   1   0|3202M  153M  191M 4219M| 260k  253k|   0   573k|   0  57.1 |2959  5097 |2.34 2.19 1.37|1.0 1.0   0|   0     0 |   0     0 | 21   94    0   38    0
Sep 28 12:18:21 ubuntu dstat.sh[72705]: 28-09 12:18:21| 28   4  63   4   0|3221M  134M  191M 4219M| 300k  292k|   0  1853k|   0   229 |3658  6882 |2.23 2.17 1.37|1.0   0 3.0|   0     0 |   0     0 | 21   97    0   39    0
Sep 28 12:18:22 ubuntu dstat.sh[72705]: 28-09 12:18:22| 22   4  72   0   0|3197M  157M  191M 4219M|9953  1620 |   0   728k|   0  39.0 |1744  2500 |2.23 2.17 1.37|1.0   0  54|   0     0 |   0     0 | 21   97    0   39    0
Sep 28 12:18:23 ubuntu dstat.sh[72705]: 28-09 12:18:23| 23   3  72   0   0|3222M  133M  191M 4219M| 114k  108k|   0   898k|   0  38.9 |2062  3342 |2.23 2.17 1.37|1.0   0   0|   0     0 |   0     0 | 21  100    0   39    0
Sep 28 12:18:24 ubuntu dstat.sh[72705]: 28-09 12:18:24| 25   4  67   3   0|3232M  123M  191M 4220M| 515k  500k|   0  6971k|   0   515 |4055  6378 |2.23 2.17 1.37|2.0   0   0|   0     0 |   0     0 | 21   99    0   39    0
Sep 28 12:18:25 ubuntu dstat.sh[72705]: 28-09 12:18:25| 30   2  66   0   0|3236M  118M  191M 4220M| 452k  443k|   0  1024k|   0   112 |3029  5077 |2.23 2.17 1.37|1.0   0   0|   0     0 |   0     0 | 21   97    0   40    0
Sep 28 12:18:26 ubuntu dstat.sh[72705]: 28-09 12:18:26| 24   6  69   0   0|3214M  140M  191M 4220M|  53k   47k|   0   500k|   0  21.0 |1868  2765 |2.13 2.15 1.37|1.0   0  73|   0     0 |   0     0 | 21   97    0   40    0
Sep 28 12:18:27 ubuntu dstat.sh[72705]: 28-09 12:18:27| 26   3  69   0   0|3240M  128M  191M 4206M| 222k  215k|   0   680k|   0  28.0 |2265  3980 |2.13 2.15 1.37|1.0   0 1.0|   0     0 |   0     0 | 21  100    0   40    0
Sep 28 12:18:28 ubuntu dstat.sh[72705]: 28-09 12:18:28| 22   9  65   2   0|3175M  193M  191M 4206M| 293k  286k|   0  1718k|   0   172 |3405  6175 |2.13 2.15 1.37|1.0   0 139|   0     0 |   0     0 | 21   99    0   41    0
Sep 28 12:18:29 ubuntu dstat.sh[72705]: 28-09 12:18:29| 25   4  70   1   0|3222M  147M  191M 4206M|  56k   47k|   0  2617k|   0   190 |1882  2313 |2.13 2.15 1.37|1.0   0  10|   0     0 |   0     0 | 21   99    0   41    0
Sep 28 12:18:30 ubuntu dstat.sh[72705]: 28-09 12:18:30| 34   4  60   1   0|3243M  125M  191M 4207M| 557k  551k|   0  1302k|   0   104 |3499  6224 |2.13 2.15 1.37|1.0   0   0|   0     0 |   0     0 | 21  101    0   41    0
Sep 28 12:18:31 ubuntu dstat.sh[72705]: 28-09 12:18:31| 27   2  68   2   1|3250M  118M  191M 4207M| 690k  684k|   0  1480k|   0   144 |3209  5431 |2.04 2.13 1.37|1.0   0   0|   0     0 |   0     0 | 21  101    0   41    0
Sep 28 12:18:32 ubuntu dstat.sh[72705]: 28-09 12:18:32| 37   6  55   1   0|3195M  195M  191M 4185M| 674k  668k|  72k 1528k|4.00   118 |3393  5553 |2.04 2.13 1.37|2.0   0  82|   0     0 |   0     0 | 21  101    0   42    0
Sep 28 12:18:33 ubuntu dstat.sh[72705]: 28-09 12:18:33| 38  12  47   2   0|3223M  166M  191M 4185M| 518k  511k| 295k 1913k|14.0   140 |4464  7675 |2.04 2.13 1.37|2.0   0 210|   0     0 |   0     0 | 21  101    0   42    0
Sep 28 12:18:34 ubuntu dstat.sh[72705]: 28-09 12:18:34| 24   3  72   1   0|3262M  128M  191M 4185M|  28k   20k|   0  1288k|   0  50.0 |1762  2643 |2.04 2.13 1.37|2.0   0   0|   0     0 |   0     0 | 21  102    0   37    0
Sep 28 12:18:35 ubuntu dstat.sh[72705]: 28-09 12:18:35| 22   7  70   0   0|3198M  192M  191M 4185M| 237k  230k|   0   785k|   0  46.0 |2831  4871 |2.04 2.13 1.37|2.0   0  78|   0     0 |   0     0 | 21  101    0   38    0
Sep 28 12:18:36 ubuntu dstat.sh[72705]: 28-09 12:18:36| 10  19  69   1   0|3197M  193M  191M 4185M|7721  1907 |8191B  724k|2.00  41.0 |3154  5129 |1.96 2.11 1.36|2.0   0 332|   0     0 |   0     0 | 21  101    0   34    0
Sep 28 12:18:37 ubuntu dstat.sh[72705]: 28-09 12:18:37| 15  18  66   0   1|3200M  189M  191M 4185M|8684  1352 |   0   705k|   0  41.1 |3604  7198 |1.96 2.11 1.36|1.0   0 217|   0     0 |   0     0 | 21  101    0   34    0
Sep 28 12:18:38 ubuntu dstat.sh[72705]: 28-09 12:18:38| 27  20  52   0   0|3237M  151M  191M 4185M|  11k 4066 |   0  2583k|   0   129 |3953    10k|1.96 2.11 1.36|3.0   0 272|   0     0 |   0     0 | 21  101    0   30    0
Sep 28 12:18:39 ubuntu dstat.sh[72705]: 28-09 12:18:39| 31  22  42   3   0|3282M  129M  191M 4163M|8055  1688 |   0  4096k|   0   405 |4735  6437 |1.96 2.11 1.36|2.0   0 388|   0     0 |   0     0 | 21  101    0   30    0
Sep 28 12:18:40 ubuntu dstat.sh[72705]: 28-09 12:18:40| 41  18  39   0   0|3309M  124M  191M 4142M|  37k   22k|   0   184k|   0  5.99 |4308  9411 |1.96 2.11 1.36|4.0   0 159|   0     0 |   0     0 | 21  104    0   30    0
Sep 28 12:18:41 ubuntu dstat.sh[72705]: 28-09 12:18:41| 51  23  23   2   0|3428M  129M  191M 4021M| 132k  125k| 529k 1612k|38.1  66.2 |6336    14k|3.00 2.33 1.44|3.0   0 312|   0     0 |   0     0 | 23  113    0   30    0
Sep 28 12:18:42 ubuntu dstat.sh[72705]: 28-09 12:18:42| 53  25  22   1   0|3506M  130M  191M 3943M|  13k 4284 | 220k  516k|7.00  19.0 |3543  6605 |3.00 2.33 1.44|4.0   0 488|   0     0 |   0     0 | 23  113    0   25    0
Sep 28 12:18:43 ubuntu dstat.sh[72705]: 28-09 12:18:43| 60  21  17   1   0|3575M  123M  191M 3883M|9459  2951 | 968k  504k|35.0  13.0 |6063    11k|3.00 2.33 1.44|4.0   0 136|   0     0 |   0     0 | 23  113    0   25    0
Sep 28 12:18:44 ubuntu dstat.sh[72705]: 28-09 12:18:44| 62  26   9   1   0|3655M  131M  191M 3797M|  70k   57k| 448k  588k|22.0  16.0 |6045    17k|3.00 2.33 1.44|2.0   0 532|   0     0 |   0     0 | 23  129    0   25    0
Sep 28 12:18:45 ubuntu dstat.sh[72705]: 28-09 12:18:45| 33  24  41   1   0|3700M  130M  191M 3753M|  16k 3437 |  16k  760k|4.00  29.0 |3355    59k|3.00 2.33 1.44|2.0   0 415|   0     0 |   0     0 | 23  129    0   25    0
Sep 28 12:18:46 ubuntu dstat.sh[72705]: 28-09 12:18:46| 36  17  45   0   0|3714M  134M  191M 3734M|  19k   10k|   0   728k|   0  30.0 |5050    10k|2.92 2.32 1.44|4.0   0 108|   0     0 |   0     0 | 24  129    0   25    0
Sep 28 12:18:47 ubuntu dstat.sh[72705]: 28-09 12:18:47| 28  23  45   3   0|3765M  123M  191M 3697M|8499  1620 | 912k  536k|66.0  8.00 |3862  6691 |2.92 2.32 1.44|3.0   0 412|   0     0 |   0     0 | 24  129    0   25    0
Sep 28 12:18:48 ubuntu dstat.sh[72705]: 28-09 12:18:48| 37  21  40   1   0|3795M  131M  191M 3658M|8279  2187 |  32k   11M|2.99   849 |3930  8020 |2.92 2.32 1.44|2.0   0 222|   0     0 |   0     0 | 24  129    0   25    0
Sep 28 12:18:49 ubuntu dstat.sh[72705]: 28-09 12:18:49| 52  22  23   1   0|3906M  117M  190M 3564M| 112k  105k| 188k  907k|5.99  19.0 |5015    10k|2.92 2.32 1.44|9.0   0 257|   0     0 |   0     0 | 24  135    0   24    0
Sep 28 12:18:50 ubuntu dstat.sh[72705]: 28-09 12:18:50| 43  25  29   2   0|3948M  129M  190M 3512M|  42k   35k| 684k  889k|52.3  40.2 |5571    11k|2.92 2.32 1.44|5.0   0 433|   0     0 |   0     0 | 24  141    0   24    0
Sep 28 12:18:51 ubuntu dstat.sh[72705]: 28-09 12:18:51| 39  22  34   3   0|3986M  163M  190M 3443M|  22k   16k| 168k 5560k|7.99   510 |4997    12k|2.85 2.31 1.44|7.0   0 541|   0     0 |   0     0 | 24  148    0   17    0
Sep 28 12:18:52 ubuntu dstat.sh[72705]: 28-09 12:18:52| 31  23  44   0   0|4021M  143M  190M 3428M| 130k  115k|   0   875k|   0  36.9 |6645    14k|2.85 2.31 1.44|2.0   0 349|   0     0 |   0     0 | 24  155    0   17    0
Sep 28 12:18:53 ubuntu dstat.sh[72705]: 28-09 12:18:53| 26  16  57   0   1|4048M  143M  190M 3403M|8707  1620 |  28k    0 |1.00     0 |4734  8228 |2.85 2.31 1.44|3.0   0 163|   0     0 |   0     0 | 24  155    0   16    0
Sep 28 12:18:54 ubuntu dstat.sh[72705]: 28-09 12:18:54| 44  10  45   0   0|4140M  123M  190M 3332M|7952  1704 | 486k  777k|33.9  13.0 |2410  3120 |2.85 2.31 1.44|3.0   0 3.0|   0     0 |   0     0 | 24  155    0   16    0
Sep 28 12:18:55 ubuntu dstat.sh[72705]: 28-09 12:18:55| 44   9  45   1   0|4226M  161M  190M 3212M|  19k   10k|  88k  458k|6.02  29.1 |2191  2951 |2.85 2.31 1.44|3.0   0   0|   0     0 |   0     0 | 24  155    0   16    0
Sep 28 12:18:56 ubuntu dstat.sh[72705]: 28-09 12:18:56| 47   5  47   1   0|4269M  118M  190M 3213M|  25k   15k|  48k  408k|7.00  28.0 |2272  3253 |2.86 2.33 1.45|3.0   0 4.0|   0     0 |   0     0 | 24  157    0   16    0
Sep 28 12:18:57 ubuntu dstat.sh[72705]: 28-09 12:18:57| 48  24  25   1   0|4200M  216M  190M 3183M| 124k  117k| 820k  516k|23.0  29.0 |5496    12k|2.86 2.33 1.45|5.0   0 489|   0     0 |   0     0 | 24  159    0   16    0
Sep 28 12:18:58 ubuntu dstat.sh[72705]: 28-09 12:18:58| 46  27  22   2   0|4255M  154M  190M 3190M|  96k   88k|4515k   60k|67.9  15.0 |5202    12k|2.86 2.33 1.45| 15   0 455|   0     0 |   0     0 | 24  162    0   16    0
Sep 28 12:18:59 ubuntu dstat.sh[72705]: 28-09 12:18:59| 51  21  25   0   0|4287M  119M  190M 3192M| 302k  294k| 593k 1319k|7.01  32.1 |5603    11k|2.86 2.33 1.45|8.0 1.0 118|   0     0 |   0     0 | 24  173    0   16    0
Sep 28 12:19:00 ubuntu dstat.sh[72705]: 28-09 12:19:00| 76  20   2   1   0|4334M  118M  190M 3149M|  17k   11k| 971k  597k|18.9  20.9 |3097  5242 |2.86 2.33 1.45|8.0   0 134|   0     0 |   0     0 | 24  178    0   16    0
Sep 28 12:19:01 ubuntu dstat.sh[72705]: 28-09 12:19:01| 76  19   2   2   0|4428M  137M  190M 3040M|  96k   84k| 720k   17M|40.0   836 |4375  6129 |3.03 2.37 1.47|5.0   0  37|   0     0 |   0     0 | 24  178    0   15    0
Sep 28 12:19:02 ubuntu dstat.sh[72705]: 28-09 12:19:02| 60  15   8  17   0|4402M  190M  190M 3015M| 235k  220k| 874k 5280k|33.2   357 |4556  7534 |3.03 2.37 1.47|4.0   0  50|   0     0 |   0     0 | 24  196    0   16    0
Sep 28 12:19:03 ubuntu dstat.sh[72705]: 28-09 12:19:03| 71  20   7   2   0|4468M  133M  190M 3006M|  68k   59k| 300k 1591k|16.0   102 |4547  8745 |3.03 2.37 1.47|2.0 2.0 143|   0     0 |   0     0 | 24  195    0   22    0
Sep 28 12:19:04 ubuntu dstat.sh[72705]: 28-09 12:19:04| 50  24  19   6   1|4505M  129M  190M 2974M| 476k  466k| 756k   15M|28.0   732 |  12k   23k|3.03 2.37 1.47|3.0 1.0 388|   0     0 |   0     0 | 24  201    0   22    0
Sep 28 12:19:05 ubuntu dstat.sh[72705]: 28-09 12:19:05| 48  18  30   3   0|4454M  192M  190M 2962M| 339k  331k| 331k 2004k|16.0   172 |7427    15k|3.03 2.37 1.47|2.0   0 127|   0     0 |   0     0 | 24  202    0   24    0
Sep 28 12:19:06 ubuntu dstat.sh[72705]: 28-09 12:19:06| 50  25  24   1   0|4527M  118M  190M 2962M|  29k 8152 | 192k 1138k|9.02  42.1 |3689  6385 |2.95 2.36 1.48|3.0   0 397|   0     0 |   0     0 | 24  202    0   24    0
Sep 28 12:19:07 ubuntu dstat.sh[72705]: 28-09 12:19:07| 58  19  20   1   0|4578M  140M  190M 2893M| 283k  270k| 468k 1507k|16.0  60.0 |6215    12k|2.95 2.36 1.48|2.0 1.0 244|   0     0 |   0     0 | 24  203    0   26    0
Sep 28 12:19:08 ubuntu dstat.sh[72705]: 28-09 12:19:08| 67  21   9   1   0|4613M  131M  190M 2868M|  61k   52k| 544k 2051k|16.0  76.0 |4567  8848 |2.95 2.36 1.48|9.0   0 318|   0     0 |   0     0 | 24  206    0   29    0
Sep 28 12:19:09 ubuntu dstat.sh[72705]: 28-09 12:19:09| 57  23  17   1   0|4689M  124M  188M 2805M| 105k   98k|  47k 9889k|5.89  1043 |7967    13k|2.95 2.36 1.48| 27   0 334|   0     0 |   0     0 | 24  208    0   27    0
Sep 28 12:19:10 ubuntu dstat.sh[72705]: 28-09 12:19:10| 63  21  16   2   0|4667M  158M  188M 2793M| 250k  243k| 220k 2070k|11.2  95.9 |7172    13k|2.95 2.36 1.48|5.0   0 166|   0     0 |   0     0 | 24  212    0   28    0
Sep 28 12:19:11 ubuntu dstat.sh[72705]: 28-09 12:19:11| 66  14  17   1   0|4797M  123M  186M 2708M|  49k   40k| 164k  950k|3.99  33.9 |4130  7988 |3.11 2.41 1.50|3.0   0  56|   0     0 |   0     0 | 24  220    0   27    0
Sep 28 12:19:12 ubuntu dstat.sh[72705]: 28-09 12:19:12| 61  14  22   1   0|4869M  126M  185M 2637M| 330k  322k| 388k 6528k|18.0   589 |4693  6232 |3.11 2.41 1.50|4.0   0 1.0|   0     0 |   0     0 | 24  221    0   27    0
Sep 28 12:19:13 ubuntu dstat.sh[72705]: 28-09 12:19:13| 62   9  23   6   0|4881M  137M  184M 2615M| 305k  299k| 525k 1054k|51.1  45.1 |3366  6105 |3.11 2.41 1.50|3.0   0  16|   0     0 |   0     0 | 24  229    0   27    0
Sep 28 12:19:14 ubuntu dstat.sh[72705]: 28-09 12:19:14| 68  10  20   2   0|4935M  127M  183M 2574M| 192k  177k|1172k 1516k|28.0  62.0 |3535  7434 |3.11 2.41 1.50|3.0   0 9.0|   0     0 |   0     0 | 24  236    0   31    0
Sep 28 12:19:15 ubuntu dstat.sh[72705]: 28-09 12:19:15| 53  21  24   1   0|4836M  226M  183M 2574M| 201k  180k| 408k  919k|8.99  56.0 |4609  8630 |3.11 2.41 1.50|3.0   0 424|   0     0 |   0     0 | 24  234    0   31    0
Sep 28 12:19:16 ubuntu dstat.sh[72705]: 28-09 12:19:16| 56  22  20   1   0|4866M  196M  183M 2575M|  32k   18k| 391k 1050k|14.0  61.9 |4415  8757 |3.10 2.42 1.50|3.0   0 347|   0     0 |   0     0 | 24  238    0   31    0
Sep 28 12:19:17 ubuntu dstat.sh[72705]: 28-09 12:19:17| 64  21  14   0   0|4918M  142M  183M 2575M| 290k  282k| 329k 1623k|12.0  71.1 |6618    15k|3.10 2.42 1.50|5.0   0 171|   0     0 |   0     0 | 25  238    0   31    0
Sep 28 12:19:18 ubuntu dstat.sh[72705]: 28-09 12:19:18| 68  23   4   4   0|4968M  128M  185M 2543M|  33k   17k|  12M 1121k| 167  38.0 |5191  6304 |3.10 2.42 1.50|7.0   0  70|   0     0 |   0     0 | 25  241    0   31    0
Sep 28 12:19:19 ubuntu dstat.sh[72705]: 28-09 12:19:19| 46  15  12  25   0|5048M  132M  182M 2464M| 109k   90k|4003k 8367k| 127   790 |5842  7627 |3.10 2.42 1.50|3.0 1.0 105|   0     0 |   0     0 | 25  243    0   29    0
Sep 28 12:19:20 ubuntu dstat.sh[72705]: 28-09 12:19:20| 63  14  11  14   0|5029M  203M  181M 2419M| 206k  199k|1132k 1176k|86.0  58.0 |4006  6526 |3.10 2.42 1.50|6.0   0  13|   0     0 |   0     0 | 25  243    0   29    0
Sep 28 12:19:21 ubuntu dstat.sh[72705]: 28-09 12:19:21| 83  13   1   3   0|5085M  146M  181M 2421M|  18k   11k|1002k 1231k|42.1  52.1 |2830  3767 |3.42 2.49 1.53|5.0   0  10|   0     0 |   0     0 | 25  245    0   28    0
Sep 28 12:19:22 ubuntu dstat.sh[72705]: 28-09 12:19:22| 54  14  27   5   0|5097M  157M  180M 2400M| 276k  271k| 690k 6836k|50.9   624 |5923    10k|3.42 2.49 1.53|4.0   0 195|   0     0 |   0     0 | 25  243    0   30    0
Sep 28 12:19:23 ubuntu dstat.sh[72705]: 28-09 12:19:23| 44   7  47   1   0|5070M  185M  180M 2400M|  13k 2874 | 356k  665k|7.01  16.0 |2119  2932 |3.42 2.49 1.53|2.0   0  10|   0     0 |   0     0 | 25  243    0   30    0
Sep 28 12:19:24 ubuntu dstat.sh[72705]: 28-09 12:19:24| 45   9  47   0   0|5108M  147M  180M 2400M| 190k  181k| 256k 1104k|2.00  47.0 |2861  4750 |3.42 2.49 1.53|4.0   0 5.0|   0     0 |   0     0 | 25  248    0   30    0
