-- Logs begin at Mon 2022-08-01 14:32:56 UTC, end at Mon 2022-08-01 16:08:06 UTC. --
Aug 01 15:30:25 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Aug 01 15:30:25 ubuntu dstat.sh[93382]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ----swap--- ------tcp-sockets-------
Aug 01 15:30:25 ubuntu dstat.sh[93382]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Aug 01 15:36:30 ubuntu dstat.sh[93382]: 01-08 15:36:30| 15   8  70   8   0|2263M  128M  196M 5149M|7597  1622 | 356k 4192k|17.0   263 |2690  3462 |3.91 2.81 1.58|1.0   0  47|   0     0 |   0     0 | 17   30    0    8    0
Aug 01 15:36:31 ubuntu dstat.sh[93382]: 01-08 15:36:31| 15  10  65   9   0|2251M  161M  195M 5130M|8640  3357 |1291k   43M|40.0   369 |3142  2981 |3.91 2.81 1.58|2.0 1.0  66|   0     0 |   0     0 | 17   30    0    9    0
Aug 01 15:36:32 ubuntu dstat.sh[93382]: 01-08 15:36:32|  6   5  68  21   0|2268M  138M  195M 5136M|5533  1620 |5924k    0 | 137     0 |2047  3138 |3.91 2.81 1.58|1.0   0  33|   0     0 |   0     0 | 17   30    0    9    0
Aug 01 15:36:33 ubuntu dstat.sh[93382]: 01-08 15:36:33| 23   3  72   1   0|2294M  126M  194M 5122M|6522  1621 |1189k  408k|26.0  77.0 |1569  1879 |3.91 2.81 1.58|1.0   0 4.0|   0     0 |   0     0 | 17   30    0    9    0
Aug 01 15:36:34 ubuntu dstat.sh[93382]: 01-08 15:36:34| 13  10  73   5   1|2246M  212M  194M 5086M|6409  1620 |1928k 8193B|85.0  1.00 |2294  3497 |3.91 2.81 1.58|1.0   0 116|   0     0 |   0     0 | 17   30    0    9    0
Aug 01 15:36:35 ubuntu dstat.sh[93382]: 01-08 15:36:35| 16  17  64   1   0|2237M  219M  194M 5087M|5805  1621 | 468k    0 |34.0     0 |5080  8965 |3.67 2.78 1.58|3.0   0 221|   0     0 |   0     0 | 17   30    0    9    0
Aug 01 15:36:36 ubuntu dstat.sh[93382]: 01-08 15:36:36| 10   7  80   2   0|2250M  204M  194M 5088M|5388  1402 |1290k  304k|36.0  2.00 |2148  3408 |3.67 2.78 1.58|  0   0  69|   0     0 |   0     0 | 17   30    0    9    0
Aug 01 15:36:37 ubuntu dstat.sh[93382]: 01-08 15:36:37|  1   1  96   0   0|2251M  203M  194M 5088M|7339  1714 |  60k  280k|2.00  13.0 |1198  1899 |3.67 2.78 1.58|  0   0 3.0|   0     0 |   0     0 | 17   30    0    9    0
Aug 01 15:36:38 ubuntu dstat.sh[93382]: 01-08 15:36:38|  1   1  97   0   0|2251M  203M  194M 5088M|  16k 1566 |   0     0 |   0     0 |1189  1887 |3.67 2.78 1.58|  0   0 5.0|   0     0 |   0     0 | 17   30    0    9    0
Aug 01 15:36:39 ubuntu dstat.sh[93382]: 01-08 15:36:39|  1   1  97   0   0|2251M  203M  194M 5088M|6479  1724 |  44k    0 |6.00     0 |1106  1789 |3.67 2.78 1.58|  0   0 1.0|   0     0 |   0     0 | 17   30    0    9    0
Aug 01 15:36:40 ubuntu dstat.sh[93382]: 01-08 15:36:40| 13  12  74   0   0|2250M  205M  194M 5088M|7810  1563 |  72k   16k|6.98  3.99 |3230  5314 |4.82 3.04 1.66|6.0   0 117|   0     0 |   0     0 | 17   30    0    9    0
Aug 01 15:36:41 ubuntu dstat.sh[93382]: 01-08 15:36:41| 25  22  53   0   0|2250M  204M  194M 5088M|5831  1624 | 233k    0 |6.02     0 |5584    10k|4.82 3.04 1.66|4.0   0 207|   0     0 |   0     0 | 17   30    0    9    0
Aug 01 15:36:42 ubuntu dstat.sh[93382]: 01-08 15:36:42| 13  21  61   2   0|2292M  161M  194M 5089M|5915  1768 |1036k  136k|38.0  5.00 |4349  7626 |4.82 3.04 1.66|1.0   0 334|   0     0 |   0     0 | 18   30    0    9    0
Aug 01 15:36:43 ubuntu dstat.sh[93382]: 01-08 15:36:43| 22  15  61   0   0|2282M  171M  194M 5089M|6797  1710 |  16k 4095B|3.00  1.00 |3954  9259 |4.82 3.04 1.66|1.0   0  89|   0     0 |   0     0 | 18   30    0    9    0
Aug 01 15:36:44 ubuntu dstat.sh[93382]: 01-08 15:36:44| 11  10  78   0   0|2298M  154M  194M 5090M|5559  1720 |8190B  212k|2.00  8.00 |3567  6303 |4.82 3.04 1.66|  0   0 144|   0     0 |   0     0 | 18   30    0    9    0
Aug 01 15:36:45 ubuntu dstat.sh[93382]: 01-08 15:36:45| 16  15  67   0   0|2280M  172M  194M 5090M|5998  1669 |   0     0 |   0     0 |3774  6885 |4.60 3.02 1.67|1.0   0 182|   0     0 |   0     0 | 20   30    0    9    0
Aug 01 15:36:46 ubuntu dstat.sh[93382]: 01-08 15:36:46| 18  22  58   0   0|2301M  151M  194M 5090M|  30k   25k|   0  4093B|   0  1.00 |4124  9687 |4.60 3.02 1.67|1.0   0 278|   0     0 |   0     0 | 20   32    0    9    0
Aug 01 15:36:47 ubuntu dstat.sh[93382]: 01-08 15:36:47| 12  19  68   0   0|2301M  150M  194M 5090M|7803  2521 |4098B   24k|1.00  6.00 |2915  4753 |4.60 3.02 1.67|1.0   0 325|   0     0 |   0     0 | 20   32    0    9    0
Aug 01 15:36:48 ubuntu dstat.sh[93382]: 01-08 15:36:48| 24  15  59   0   0|2287M  165M  194M 5090M|5377  1620 |   0  4096B|   0  1.00 |4610  9242 |4.60 3.02 1.67| 14   0 133|   0     0 |   0     0 | 20   32    0    9    0
Aug 01 15:36:49 ubuntu dstat.sh[93382]: 01-08 15:36:49| 32  21  42   6   0|2315M  135M  195M 5090M|6641  1621 | 621k  176k|87.1  8.01 |4098  8192 |4.60 3.02 1.67|4.0   0 271|   0     0 |   0     0 | 20   32    0    9    0
Aug 01 15:36:50 ubuntu dstat.sh[93382]: 01-08 15:36:50| 34  16  40   9   0|2333M  172M  192M 5041M|6561  1617 |1469k 3724k|55.9   384 |5526  8230 |4.47 3.02 1.67|1.0   0 116|   0     0 |   0     0 | 20   32    0    9    0
Aug 01 15:36:51 ubuntu dstat.sh[93382]: 01-08 15:36:51| 38  19  35   6   0|2394M  124M  192M 5028M|4882  1621 | 652k 1381k|41.0   162 |5492  8773 |4.47 3.02 1.67| 14 1.0 189|   0     0 |   0     0 | 20   32    0    9    0
Aug 01 15:36:52 ubuntu dstat.sh[93382]: 01-08 15:36:52| 34  21  40   3   0|2409M  138M  191M 5001M| 135k  130k|1510k 8024k|54.1   594 |6674    12k|4.47 3.02 1.67|2.0   0 227|   0     0 |   0     0 | 20   38    0   14    2
Aug 01 15:36:53 ubuntu dstat.sh[93382]: 01-08 15:36:53| 44  18  37   0   0|2471M  127M  190M 4951M|  30k   26k| 363k 1573k|13.0   263 |4268  9791 |4.47 3.02 1.67|3.0   0 127|   0     0 |   0     0 | 20   40    0   14    2
Aug 01 15:36:54 ubuntu dstat.sh[93382]: 01-08 15:36:54| 45  27  26   2   0|2467M  201M  189M 4883M|  15k 2248 | 645k 1170k|41.1   212 |5727    13k|4.47 3.02 1.67|3.0   0 258|   0     0 |   0     0 | 20   32    0   18    2
Aug 01 15:36:55 ubuntu dstat.sh[93382]: 01-08 15:36:55| 37  18  42   1   0|2488M  180M  189M 4883M| 101k   97k|  72k 4077B|8.96  1.00 |4298  8963 |4.19 2.99 1.67|4.0   0 204|   0     0 |   0     0 | 20   40    0   19    2
Aug 01 15:36:56 ubuntu dstat.sh[93382]: 01-08 15:36:56| 21  13  65   0   0|2361M  306M  189M 4883M|8956  2304 |   0     0 |   0     0 |3213  6344 |4.19 2.99 1.67|4.0   0  65|   0     0 |   0     0 | 20   32    0   24    0
Aug 01 15:36:57 ubuntu dstat.sh[93382]: 01-08 15:36:57| 35  22  41   2   0|2341M  326M  189M 4884M|6702  1663 | 304k  240k|23.0  3.00 |3164  5403 |4.19 2.99 1.67|3.0   0 412|   0     0 |   0     0 | 20   32    0   24    0
Aug 01 15:36:58 ubuntu dstat.sh[93382]: 01-08 15:36:58| 33  20  45   0   0|2379M  287M  189M 4884M|6366  1554 |4096B  248k|1.00  9.00 |2937  4676 |4.19 2.99 1.67|5.0   0 332|   0     0 |   0     0 | 20   32    0   24    0
Aug 01 15:36:59 ubuntu dstat.sh[93382]: 01-08 15:36:59| 46  20  34   0   0|2438M  226M  189M 4886M| 135k  130k|8192B 4096B|2.00  1.00 |4432    10k|4.19 2.99 1.67|7.0   0 134|   0     0 |   0     0 | 20   40    0   29    0
Aug 01 15:37:00 ubuntu dstat.sh[93382]: 01-08 15:37:00| 47  13  37   3   0|2549M  129M  189M 4872M|7211  1820 | 164k 4312k|8.00   403 |3198  4104 |4.01 2.97 1.67|3.0   0 161|   0     0 |   0     0 | 20   40    0   29    0
Aug 01 15:37:01 ubuntu dstat.sh[93382]: 01-08 15:37:01| 41   9  47   1   0|2594M  127M  189M 4832M|9816  3560 |  16k 4095B|3.00  1.00 |2739  4150 |4.01 2.97 1.67|2.0   0 7.0|   0     0 |   0     0 | 20   40    0   30    0
Aug 01 15:37:02 ubuntu dstat.sh[93382]: 01-08 15:37:02| 24   3  71   1   0|2615M  132M  189M 4806M|7276  1817 |4090B    0 |1.00     0 |2093  3310 |4.01 2.97 1.67|2.0   0 4.0|   0     0 |   0     0 | 20   40    0   30    0
Aug 01 15:37:03 ubuntu dstat.sh[93382]: 01-08 15:37:03| 18   4  68  10   0|2637M  128M  190M 4787M|  55k   51k|1329k 9093k|69.1   607 |3536  4528 |4.01 2.97 1.67|1.0 2.0 6.0|   0     0 |   0     0 | 20   42    0   30    0
Aug 01 15:37:04 ubuntu dstat.sh[93382]: 01-08 15:37:04| 13   3  55  26   0|2637M  126M  190M 4788M| 178k  174k|8179B 4337k|2.00   358 |3850  7735 |4.01 2.97 1.67|3.0 1.0 5.0|   0     0 |   0     0 | 20   44    0   30    0
Aug 01 15:37:05 ubuntu dstat.sh[93382]: 01-08 15:37:05| 20   3  55  19   0|2637M  128M  190M 4787M| 368k  363k|   0    15M|   0   404 |5293  8687 |3.93 2.97 1.68|2.0 1.0 5.0|   0     0 |   0     0 | 20   44    0   30    0
Aug 01 15:37:06 ubuntu dstat.sh[93382]: 01-08 15:37:06| 21   4  56  18   0|2640M  120M  190M 4792M| 382k  376k|   0  7556k|   0   330 |5174  8826 |3.93 2.97 1.68|4.0   0 4.0|   0     0 |   0     0 | 20   44    0   30    0
Aug 01 15:37:07 ubuntu dstat.sh[93382]: 01-08 15:37:07| 46  20  33   3   0|2771M  129M  187M 4658M| 390k  386k|  12k 5129k|1.00   375 |6749    14k|3.93 2.97 1.68|2.0   0 186|   0     0 |   0     0 | 21   69    0   44    0
Aug 01 15:37:08 ubuntu dstat.sh[93382]: 01-08 15:37:08| 13  19  66   0   0|2774M  129M  187M 4656M|  23k   19k|4091B  687k|1.00  40.0 |3261  5926 |3.93 2.97 1.68|1.0   0 334|   0     0 |   0     0 | 21   69    0   44    0
Aug 01 15:37:09 ubuntu dstat.sh[93382]: 01-08 15:37:09| 16  17  64   1   0|2776M  138M  186M 4645M|8294  3822 | 890k  497k|13.0  31.1 |3535  6472 |3.93 2.97 1.68|2.0   0 234|   0     0 |   0     0 | 21   69    0   44    0
Aug 01 15:37:10 ubuntu dstat.sh[93382]: 01-08 15:37:10| 39  20  38   2   0|2831M  174M  185M 4558M|6595  1953 | 611k 6771k|17.0   350 |4838  8255 |3.86 2.97 1.69|2.0 1.0 179|   0     0 |   0     0 | 21   69    0   44    0
Aug 01 15:37:11 ubuntu dstat.sh[93382]: 01-08 15:37:11| 40   5  46   8   0|2900M  130M  184M 4535M|5939  1982 | 620k   76k|26.0  4.00 |1627  2278 |3.86 2.97 1.69|2.0   0   0|   0     0 |   0     0 | 21   70    0   44    0
Aug 01 15:37:12 ubuntu dstat.sh[93382]: 01-08 15:37:12| 32  11  55   2   0|2932M  128M  184M 4505M|  70k   57k|8195B 1537k|2.00  90.0 |3244  5958 |3.86 2.97 1.69|1.0   0 112|   0     0 |   0     0 | 21   73    0   44    0
Aug 01 15:37:13 ubuntu dstat.sh[93382]: 01-08 15:37:13|  9  19  70   0   0|2932M  128M  184M 4505M|5305  1709 |   0  4094B|   0  1.00 |3176  5195 |3.86 2.97 1.69|1.0   0 365|   0     0 |   0     0 | 21   73    0   44    0
Aug 01 15:37:14 ubuntu dstat.sh[93382]: 01-08 15:37:14| 10  18  70   0   1|2932M  128M  184M 4506M|5588  1514 |   0   168k|   0  13.0 |3250  5342 |3.86 2.97 1.69|1.0   0 336|   0     0 |   0     0 | 21   73    0   44    0
Aug 01 15:37:15 ubuntu dstat.sh[93382]: 01-08 15:37:15| 15  14  70   1   0|2955M  123M  184M 4488M|6149  1904 | 308k   36k|21.0  3.99 |2712  4460 |3.63 2.94 1.68|1.0   0 212|   0     0 |   0     0 | 21   73    0   44    0
Aug 01 15:37:16 ubuntu dstat.sh[93382]: 01-08 15:37:16| 22   4  72   1   0|2988M  127M  183M 4451M|6632  1620 |4097B    0 |1.00     0 |1529  2448 |3.63 2.94 1.68|2.0   0   0|   0     0 |   0     0 | 21   73    0   43    0
Aug 01 15:37:17 ubuntu dstat.sh[93382]: 01-08 15:37:17| 29   3  65   1   0|3007M  119M  183M 4441M| 366k  360k|   0   468k|   0  60.0 |2809  5151 |3.63 2.94 1.68|3.0   0 4.0|   0     0 |   0     0 | 21   83    0   44    0
Aug 01 15:37:18 ubuntu dstat.sh[93382]: 01-08 15:37:18| 26   8  64   1   0|2989M  135M  183M 4441M| 101k   97k|8180B  240k|2.00  19.0 |2112  3417 |3.63 2.94 1.68|2.0   0  86|   0     0 |   0     0 | 21   83    0   39    0
Aug 01 15:37:19 ubuntu dstat.sh[93382]: 01-08 15:37:19| 23   4  71   0   0|3009M  129M  183M 4429M| 105k  100k|   0    60k|   0  7.01 |1879  2983 |3.63 2.94 1.68|1.0   0   0|   0     0 |   0     0 | 21   88    0   39    0
Aug 01 15:37:20 ubuntu dstat.sh[93382]: 01-08 15:37:20| 27   5  66   2   1|3032M  125M  183M 4410M| 318k  313k|   0  1225k|   0   136 |3708  6505 |3.74 2.97 1.70|2.0 1.0 3.0|   0     0 |   0     0 | 21   90    0   39    0
Aug 01 15:37:21 ubuntu dstat.sh[93382]: 01-08 15:37:21| 21   5  67   5   0|2985M  177M  183M 4405M| 205k  201k|1192k 1264k|16.0   131 |3139  5367 |3.74 2.97 1.70|2.0   0  55|   0     0 |   0     0 | 21   88    0   40    0
Aug 01 15:37:22 ubuntu dstat.sh[93382]: 01-08 15:37:22| 20   8  70   0   0|3023M  140M  183M 4405M|  18k   12k|   0   663k|   0  47.9 |2065  3239 |3.74 2.97 1.70|1.0   0 101|   0     0 |   0     0 | 21   92    0   40    0
Aug 01 15:37:23 ubuntu dstat.sh[93382]: 01-08 15:37:23| 25   4  70   1   0|3052M  122M  183M 4393M| 255k  250k|   0  1805k|   0   114 |2864  4956 |3.74 2.97 1.70|1.0   0   0|   0     0 |   0     0 | 21   94    0   40    0
Aug 01 15:37:24 ubuntu dstat.sh[93382]: 01-08 15:37:24| 33   7  57   2   0|3095M  139M  183M 4335M| 464k  459k|8201B 1133k|1.00   127 |4011  8695 |3.74 2.97 1.70|4.0   0  39|   0     0 |   0     0 | 21   97    0   40    0
Aug 01 15:37:25 ubuntu dstat.sh[93382]: 01-08 15:37:25| 22   8  68   0   0|3043M  192M  183M 4335M|  14k 7317 |   0   667k|   0  47.9 |2262  3532 |3.52 2.94 1.70|2.0   0 114|   0     0 |   0     0 | 21   95    0   41    0
Aug 01 15:37:26 ubuntu dstat.sh[93382]: 01-08 15:37:26| 23   4  72   0   0|3075M  160M  183M 4335M|  79k   74k|   0   472k|   0  25.0 |1782  2865 |3.52 2.94 1.70|2.0   0   0|   0     0 |   0     0 | 21   96    0   41    0
Aug 01 15:37:27 ubuntu dstat.sh[93382]: 01-08 15:37:27| 22   6  71   0   0|3024M  210M  183M 4335M| 164k  159k|   0   520k|   0  30.0 |2356  4267 |3.52 2.94 1.70|2.0   0  56|   0     0 |   0     0 | 21   95    0   42    0
Aug 01 15:37:28 ubuntu dstat.sh[93382]: 01-08 15:37:28| 24   4  71   1   0|3059M  175M  183M 4335M|  18k 4181 |   0   188k|   0  25.0 |1673  2384 |3.52 2.94 1.70|2.0   0 3.0|   0     0 |   0     0 | 21   95    0   42    0
Aug 01 15:37:29 ubuntu dstat.sh[93382]: 01-08 15:37:29| 23   5  71   0   0|3017M  218M  183M 4335M| 237k  232k|   0    68k|   0  6.00 |2697  4538 |3.52 2.94 1.70|3.0   0  17|   0     0 |   0     0 | 21   95    0   43    0
Aug 01 15:37:30 ubuntu dstat.sh[93382]: 01-08 15:37:30| 21   6  71   0   0|3063M  171M  183M 4335M|7153  1852 |   0     0 |   0     0 |1702  2557 |3.32 2.91 1.69|2.0   0  55|   0     0 |   0     0 | 21   95    0   42    0
Aug 01 15:37:31 ubuntu dstat.sh[93382]: 01-08 15:37:31| 27   4  68   1   0|3082M  153M  183M 4335M| 362k  357k|   0  1564k|   0   148 |3604  6503 |3.32 2.91 1.69|2.0   0   0|   0     0 |   0     0 | 21   95    0   44    0
Aug 01 15:37:32 ubuntu dstat.sh[93382]: 01-08 15:37:32| 20   8  72   0   0|3051M  183M  183M 4335M|6470  1661 |   0   368k|   0  24.0 |2006  3085 |3.32 2.91 1.69|2.0   0 106|   0     0 |   0     0 | 21   95    0   43    0
Aug 01 15:37:33 ubuntu dstat.sh[93382]: 01-08 15:37:33| 23   4  72   0   0|3080M  154M  183M 4335M|  87k   81k|   0   128k|   0  15.0 |1843  3196 |3.32 2.91 1.69|2.0   0   0|   0     0 |   0     0 | 21   98    0   43    0
Aug 01 15:37:34 ubuntu dstat.sh[93382]: 01-08 15:37:34| 23   6  70   0   0|3046M  189M  183M 4335M| 157k  153k|   0    52k|   0  3.00 |2566  4415 |3.32 2.91 1.69|2.0   0  76|   0     0 |   0     0 | 21   95    0   44    0
Aug 01 15:37:35 ubuntu dstat.sh[93382]: 01-08 15:37:35| 23   4  72   0   0|3081M  153M  183M 4335M|9704  5457 |   0    52k|   0  4.01 |1476  2134 |3.13 2.87 1.69|2.0   0   0|   0     0 |   0     0 | 21   96    0   44    0
Aug 01 15:37:36 ubuntu dstat.sh[93382]: 01-08 15:37:36| 29   3  63   4   0|3086M  148M  183M 4335M| 515k  510k|   0  6760k|   0   518 |4772  9430 |3.13 2.87 1.69|1.0   0   0|   0     0 |   0     0 | 21   95    0   45    0
Aug 01 15:37:37 ubuntu dstat.sh[93382]: 01-08 15:37:37| 22   6  71   1   0|3054M  180M  183M 4335M|8562  3058 |   0   397k|   0  32.1 |2098  3283 |3.13 2.87 1.69|1.0   0  76|   0     0 |   0     0 | 21   95    0   45    0
Aug 01 15:37:38 ubuntu dstat.sh[93382]: 01-08 15:37:38| 24   3  71   1   0|3084M  150M  183M 4335M| 126k  112k|   0  6359k|   0   396 |2819  3667 |3.13 2.87 1.69|2.0   0 2.0|   0     0 |   0     0 | 21   98    0   45    0
Aug 01 15:37:39 ubuntu dstat.sh[93382]: 01-08 15:37:39| 25   2  70   1   0|3092M  142M  183M 4335M| 436k  431k|   0   744k|   0  80.0 |2734  5117 |3.13 2.87 1.69|2.0   0   0|   0     0 |   0     0 | 21   97    0   45    0
Aug 01 15:37:40 ubuntu dstat.sh[93382]: 01-08 15:37:40| 42   4  51   1   0|3101M  156M  183M 4313M| 608k  603k|   0  1200k|   0   138 |3672  6165 |3.36 2.93 1.71|2.0   0 2.0|   0     0 |   0     0 | 21   99    0   46    0
Aug 01 15:37:41 ubuntu dstat.sh[93382]: 01-08 15:37:41| 25   7  65   1   0|3079M  178M  183M 4313M| 139k  134k|  52k  855k|3.00  86.9 |2545  4278 |3.36 2.93 1.71|1.0   0  71|   0     0 |   0     0 | 21   99    0   46    0
Aug 01 15:37:42 ubuntu dstat.sh[93382]: 01-08 15:37:42| 25   3  71   0   0|3101M  155M  183M 4313M| 143k  138k|   0   388k|   0  25.0 |2009  3618 |3.36 2.93 1.71|1.0   0   0|   0     0 |   0     0 | 21  102    0   46    0
Aug 01 15:37:43 ubuntu dstat.sh[93382]: 01-08 15:37:43| 25   5  66   3   1|3046M  211M  183M 4314M| 273k  270k|   0  2755k|   0   306 |3737  5860 |3.36 2.93 1.71|1.0   0  47|   0     0 |   0     0 | 21   99    0   47    0
Aug 01 15:37:44 ubuntu dstat.sh[93382]: 01-08 15:37:44| 21   8  70   0   0|3080M  177M  183M 4314M|6331  1566 |   0   452k|   0  26.0 |1920  2966 |3.36 2.93 1.71|1.0   0 101|   0     0 |   0     0 | 21   99    0   47    0
Aug 01 15:37:45 ubuntu dstat.sh[93382]: 01-08 15:37:45| 23   4  70   0   0|3102M  154M  183M 4314M| 189k  183k|   0  2062k|   0   127 |2469  4608 |3.33 2.93 1.72|1.0   0   0|   0     0 |   0     0 | 21  102    0   47    0
Aug 01 15:37:46 ubuntu dstat.sh[93382]: 01-08 15:37:46| 27   2  69   2   0|3105M  151M  183M 4314M| 631k  625k|   0   848k|   0  98.0 |2851  5013 |3.33 2.93 1.72|1.0   0   0|   0     0 |   0     0 | 21  101    0   47    0
Aug 01 15:37:47 ubuntu dstat.sh[93382]: 01-08 15:37:47| 31   2  64   1   0|3109M  147M  183M 4314M| 664k  659k|  72k  980k|4.00   102 |3054  5166 |3.33 2.93 1.72|1.0   0 4.0|   0     0 |   0     0 | 21  101    0   48    0
Aug 01 15:37:48 ubuntu dstat.sh[93382]: 01-08 15:37:48| 15  15  68   2   0|3066M  189M  183M 4315M|  16k 2878 |1480k  416k|25.0  25.0 |2913  4856 |3.33 2.93 1.72|1.0   0 289|   0     0 |   0     0 | 21  101    0   48    0
Aug 01 15:37:49 ubuntu dstat.sh[93382]: 01-08 15:37:49| 23   4  72   0   0|3110M  144M  183M 4315M|8132  2986 |   0   332k|   0  17.0 |1621  2524 |3.33 2.93 1.72|1.0   0 1.0|   0     0 |   0     0 | 21  101    0   48    0
Aug 01 15:37:50 ubuntu dstat.sh[93382]: 01-08 15:37:50| 20   9  70   0   0|3052M  202M  183M 4316M| 251k  244k|   0  1081k|   0  70.0 |3371  6116 |3.14 2.90 1.71|1.0   0 122|   0     0 |   0     0 | 21  101    0   49    0
Aug 01 15:37:51 ubuntu dstat.sh[93382]: 01-08 15:37:51| 11  18  69   0   0|3052M  202M  183M 4316M|6048  1620 |   0   164k|   0  16.0 |3156  5220 |3.14 2.90 1.71|2.0   0 345|   0     0 |   0     0 | 21  101    0   49    0
Aug 01 15:37:52 ubuntu dstat.sh[93382]: 01-08 15:37:52| 19  17  62   0   0|3055M  198M  183M 4316M|8820  1617 |   0    80k|   0  6.99 |4401  7595 |3.14 2.90 1.71|2.0   0 172|   0     0 |   0     0 | 21  101    0   49    0
Aug 01 15:37:53 ubuntu dstat.sh[93382]: 01-08 15:37:53| 30  22  47   0   1|3101M  152M  183M 4316M|8445  2330 |   0   328k|   0  11.0 |3606  5961 |3.14 2.90 1.71|3.0   0 305|   0     0 |   0     0 | 21  101    0   44    0
Aug 01 15:37:54 ubuntu dstat.sh[93382]: 01-08 15:37:54| 33  22  44   0   0|3153M  124M  182M 4294M|5918  1792 |   0    36k|   0  8.95 |3056  5166 |3.14 2.90 1.71|3.0   0 361|   0     0 |   0     0 | 21  101    0   44    0
Aug 01 15:37:55 ubuntu dstat.sh[93382]: 01-08 15:37:55| 47  21  31   0   0|3226M  132M  182M 4215M| 146k  141k| 125k  612k|3.02  32.2 |6046    12k|3.14 2.90 1.71|5.0   0 104|   0     0 |   0     0 | 23  113    0   40    0
Aug 01 15:37:56 ubuntu dstat.sh[93382]: 01-08 15:37:56| 53  24  19   3   0|3311M  127M  182M 4136M|  12k 3542 |  95k  804k|7.96  45.7 |4412  9491 |3.77 3.03 1.77|3.0 1.0 500|   0     0 |   0     0 | 23  113    0   40    0
Aug 01 15:37:57 ubuntu dstat.sh[93382]: 01-08 15:37:57| 56  23  20   1   0|3399M  131M  182M 4045M|  15k 9842 |8226B  799k|2.01  53.2 |4117  6843 |3.77 3.03 1.77|5.0   0 278|   0     0 |   0     0 | 23  115    0   34    0
Aug 01 15:37:58 ubuntu dstat.sh[93382]: 01-08 15:37:58| 62  25  12   0   0|3471M  125M  182M 3981M|  61k   48k| 164k  665k|2.00  33.1 |7236    14k|3.77 3.03 1.77|4.0   0 296|   0     0 |   0     0 | 23  129    0   34    0
Aug 01 15:37:59 ubuntu dstat.sh[93382]: 01-08 15:37:59| 35  25  38   0   0|3532M  127M  182M 3920M|  14k   11k| 104k  712k|2.00  30.0 |3400  6173 |3.77 3.03 1.77|5.0   0 434|   0     0 |   0     0 | 23  131    0   34    0
Aug 01 15:38:00 ubuntu dstat.sh[93382]: 01-08 15:38:00| 34  20  43   0   0|3560M  119M  182M 3900M|  12k 7899 |4095B  680k|1.00  41.0 |4033  7003 |3.77 3.03 1.77|2.0   0 330|   0     0 |   0     0 | 24  131    0   34    0
Aug 01 15:38:01 ubuntu dstat.sh[93382]: 01-08 15:38:01| 26  18  55   1   0|3581M  117M  182M 3879M|  13k 8530 |   0  2125k|   0   106 |3939  8600 |3.71 3.03 1.77|3.0   0 172|   0     0 |   0     0 | 24  131    0   29    0
Aug 01 15:38:02 ubuntu dstat.sh[93382]: 01-08 15:38:02| 31  23  45   0   0|3620M  120M  182M 3840M|6780  1616 |   0   203k|   0  17.0 |3288  5603 |3.71 3.03 1.77|3.0   0 363|   0     0 |   0     0 | 24  131    0   29    0
Aug 01 15:38:03 ubuntu dstat.sh[93382]: 01-08 15:38:03| 39  20  40   0   0|3647M  143M  182M 3791M|  15k 8756 |   0    84k|   0  7.99 |5175    10k|3.71 3.03 1.77|4.0   0 190|   0     0 |   0     0 | 24  131    0   29    0
Aug 01 15:38:04 ubuntu dstat.sh[93382]: 01-08 15:38:04| 52  25  22   0   0|3759M  136M  182M 3688M| 143k  136k| 213k  477k|5.01  25.1 |4324    11k|3.71 3.03 1.77|7.0   0 381|   0     0 |   0     0 | 24  143    0   30    0
Aug 01 15:38:05 ubuntu dstat.sh[93382]: 01-08 15:38:05| 36  23  37   2   0|3808M  125M  182M 3651M|  18k   14k|  52k  436k|3.00  34.0 |4394  7899 |3.71 3.03 1.77|3.0   0 434|   0     0 |   0     0 | 24  149    0   30    0
Aug 01 15:38:06 ubuntu dstat.sh[93382]: 01-08 15:38:06| 34  25  40   0   0|3869M  137M  182M 3579M| 119k  114k|   0   472k|   0  30.0 |4736  9949 |3.65 3.03 1.78|3.0   0 394|   0     0 |   0     0 | 24  157    0   30    0
Aug 01 15:38:07 ubuntu dstat.sh[93382]: 01-08 15:38:07| 20  20  59   1   0|3859M  146M  182M 3580M|8532  2953 |   0   321k|   0  30.1 |5438  9816 |3.65 3.03 1.78|1.0   0 253|   0     0 |   0     0 | 24  157    0   21    0
Aug 01 15:38:08 ubuntu dstat.sh[93382]: 01-08 15:38:08| 29  17  52   0   0|3902M  130M  182M 3553M|6993  2036 |   0    12M|   0   861 |6214  8081 |3.65 3.03 1.78|2.0   0 167|   0     0 |   0     0 | 24  157    0   21    0
Aug 01 15:38:09 ubuntu dstat.sh[93382]: 01-08 15:38:09| 49   8  44   0   0|4011M  119M  182M 3459M|  26k   12k|   0   324k|   0  28.0 |2374  3296 |3.65 3.03 1.78|4.0   0 2.0|   0     0 |   0     0 | 24  157    0   16    0
