-- Logs begin at Mon 2022-08-01 14:39:29 UTC, end at Mon 2022-08-01 16:01:31 UTC. --
Aug 01 15:48:42 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Aug 01 15:48:43 ubuntu dstat.sh[104194]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ----swap--- ------tcp-sockets-------
Aug 01 15:48:43 ubuntu dstat.sh[104194]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Aug 01 15:50:21 ubuntu dstat.sh[104194]: 01-08 15:50:21| 88  12   1   0   0|1384M  882M  197M 5269M|1442k 1436k|   0   636k|   0  64.0 |4203    19k|4.53 1.71 0.80| 10   0  60|   0     0 |   0     0 |  9   34    0   46    0
Aug 01 15:50:22 ubuntu dstat.sh[104194]: 01-08 15:50:22| 82  14   4   0   0|1404M  862M  197M 5270M|1473k 1467k|   0   612k|   0  52.0 |5956    21k|4.53 1.71 0.80|5.0   0 122|   0     0 |   0     0 |  9   35    0   46    0
Aug 01 15:50:23 ubuntu dstat.sh[104194]: 01-08 15:50:23| 85  12   3   0   0|1360M  905M  197M 5270M|1470k 1463k|   0   551k|   0  49.9 |4719    19k|4.53 1.71 0.80|8.0   0 157|   0     0 |   0     0 |  9   34    0   46    0
Aug 01 15:50:24 ubuntu dstat.sh[104194]: 01-08 15:50:24| 87  10   3   0   0|1334M  931M  197M 5270M|1028k 1020k|   0   525k|   0  51.1 |5460    13k|4.89 1.83 0.85|5.0   0  54|   0     0 |   0     0 |  9   32    0   47    0
Aug 01 15:50:25 ubuntu dstat.sh[104194]: 01-08 15:50:25| 84  14   1   0   0|1297M  968M  197M 5271M| 380k  373k|   0   240k|   0  19.0 |3465  6673 |4.89 1.83 0.85|6.0   0 281|   0     0 |   0     0 |  9   33    0   47    0
Aug 01 15:50:26 ubuntu dstat.sh[104194]: 01-08 15:50:26| 85  12   1   0   0|1438M  827M  197M 5271M| 763k  757k|   0   473k|   0  45.7 |4998    15k|4.89 1.83 0.85|7.0   0  33|   0     0 |   0     0 |  9   34    0   45    0
Aug 01 15:50:27 ubuntu dstat.sh[104194]: 01-08 15:50:27| 78  11  11   0   0|1300M  964M  197M 5271M|1052k 1044k|   0   671k|   0  71.3 |4772    15k|4.89 1.83 0.85|8.0   0 104|   0     0 |   0     0 |  9   34    0   50    0
Aug 01 15:50:28 ubuntu dstat.sh[104194]: 01-08 15:50:28| 84  14   2   0   1|1337M  927M  197M 5272M|1136k 1131k|   0   497k|   0  40.1 |4761    14k|4.89 1.83 0.85|5.0   0  81|   0     0 |   0     0 |  9   34    0   50    0
Aug 01 15:50:29 ubuntu dstat.sh[104194]: 01-08 15:50:29| 87  12   1   0   0|1324M  939M  197M 5272M|1109k 1102k|   0   528k|   0  40.0 |4617    13k|5.14 1.94 0.88|5.0   0  73|   0     0 |   0     0 |  9   34    0   50    0
Aug 01 15:50:30 ubuntu dstat.sh[104194]: 01-08 15:50:30| 89   9   2   0   0|1364M  899M  197M 5272M|1036k 1030k|   0   423k|   0  34.9 |3560    13k|5.14 1.94 0.88|6.0   0  52|   0     0 |   0     0 |  9   35    0   49    0
Aug 01 15:50:31 ubuntu dstat.sh[104194]: 01-08 15:50:31| 84  12   4   0   0|1391M  872M  197M 5273M|1077k 1071k|   0   594k|   0  60.2 |5152    16k|5.14 1.94 0.88|5.0   0  88|   0     0 |   0     0 |  9   34    0   50    0
Aug 01 15:50:32 ubuntu dstat.sh[104194]: 01-08 15:50:32| 85  11   3   0   0|1356M  907M  197M 5273M|1106k 1100k|   0   660k|   0  68.0 |4825    15k|5.14 1.94 0.88|5.0   0 119|   0     0 |   0     0 |  9   33    0   50    0
Aug 01 15:50:33 ubuntu dstat.sh[104194]: 01-08 15:50:33| 83  14   2   0   0|1245M 1018M  197M 5273M| 767k  761k|   0   532k|   0  46.0 |4464    11k|5.14 1.94 0.88|4.0   0 186|   0     0 |   0     0 |  9   32    0   50    0
Aug 01 15:50:34 ubuntu dstat.sh[104194]: 01-08 15:50:34| 87  11   2   0   0|1365M  897M  197M 5273M| 769k  762k|   0    10M|   0   282 |4754  9483 |5.13 1.99 0.91|6.0   0 1.0|   0     0 |   0     0 |  9   34    0   50    0
Aug 01 15:50:35 ubuntu dstat.sh[104194]: 01-08 15:50:35| 68  12  19   1   0|1237M 1024M  197M 5274M|1243k 1238k|   0   723k|   0  75.9 |6291    16k|5.13 1.99 0.91|4.0   0 147|   0     0 |   0     0 |  9   33    0   51    0
Aug 01 15:50:36 ubuntu dstat.sh[104194]: 01-08 15:50:36| 82  14   2   0   0|1310M  951M  197M 5274M| 465k  460k|   0   252k|   0  19.0 |3474  7333 |5.13 1.99 0.91|4.0   0 187|   0     0 |   0     0 |  9   33    0   51    0
Aug 01 15:50:37 ubuntu dstat.sh[104194]: 01-08 15:50:37| 83  10   6   0   0|1342M  920M  197M 5274M|1158k 1144k|   0   460k|   0  40.0 |6512    15k|5.13 1.99 0.91|4.0   0  45|   0     0 |   0     0 |  9   34    0   52    0
Aug 01 15:50:38 ubuntu dstat.sh[104194]: 01-08 15:50:38| 82  13   5   0   0|1321M  940M  197M 5274M| 935k  929k|   0   396k|   0  34.0 |6041    13k|5.13 1.99 0.91|4.0   0  81|   0     0 |   0     0 |  9   32    0   52    0
Aug 01 15:50:39 ubuntu dstat.sh[104194]: 01-08 15:50:39| 84  11   4   0   0|1312M  948M  197M 5275M| 858k  851k|   0   745k|   0  65.8 |5602    12k|5.04 2.02 0.92|6.0   0  88|   0     0 |   0     0 |  9   32    0   52    0
Aug 01 15:50:40 ubuntu dstat.sh[104194]: 01-08 15:50:40| 85  12   2   0   0|1331M  930M  197M 5275M| 473k  466k|   0   284k|   0  26.0 |3123  6899 |5.04 2.02 0.92|5.0   0 138|   0     0 |   0     0 |  9   34    0   52    0
Aug 01 15:50:41 ubuntu dstat.sh[104194]: 01-08 15:50:41| 83  12   5   0   0|1298M  962M  197M 5275M|1242k 1235k|   0   657k|   0  72.1 |5903    16k|5.04 2.02 0.92|5.0   0  86|   0     0 |   0     0 |  9   34    0   53    0
Aug 01 15:50:42 ubuntu dstat.sh[104194]: 01-08 15:50:42| 84  14   1   0   0|1318M  942M  197M 5275M| 237k  231k|   0   324k|   0  20.0 |2110  4855 |5.04 2.02 0.92|5.0   0 141|   0     0 |   0     0 |  9   33    0   53    0
Aug 01 15:50:43 ubuntu dstat.sh[104194]: 01-08 15:50:43| 80  12   7   0   0|1360M  900M  197M 5275M| 958k  953k|   0   500k|   0  49.0 |3390    12k|5.04 2.02 0.92|4.0   0  62|   0     0 |   0     0 |  9   35    0   53    0
Aug 01 15:50:44 ubuntu dstat.sh[104194]: 01-08 15:50:44| 71  11  16   0   0|1287M  972M  197M 5276M|1200k 1191k|   0  3795k|   0  84.0 |4305    17k|5.19 2.10 0.96|4.0   0 141|   0     0 |   0     0 |  9   33    0   56    0
Aug 01 15:50:45 ubuntu dstat.sh[104194]: 01-08 15:50:45| 64  12  24   0   0|1275M  984M  197M 5276M|  52k   47k|   0   188k|   0  10.0 |1794  2505 |5.19 2.10 0.96|4.0   0 120|   0     0 |   0     0 |  9   32    0   54    0
Aug 01 15:50:46 ubuntu dstat.sh[104194]: 01-08 15:50:46| 58   7  34   0   0|1323M  936M  197M 5276M| 719k  714k|   0   188k|   0  17.0 |5243    10k|5.19 2.10 0.96|4.0 1.0   0|   0     0 |   0     0 |  9   34    0   54    0
Aug 01 15:50:47 ubuntu dstat.sh[104194]: 01-08 15:50:47| 64  12  23   0   0|1234M 1025M  197M 5276M| 334k  328k|   0   324k|   0  30.0 |3277  7009 |5.19 2.10 0.96|3.0   0 268|   0     0 |   0     0 |  9   32    0   51    0
Aug 01 15:50:48 ubuntu dstat.sh[104194]: 01-08 15:50:48| 65  10  24   0   0|1263M  996M  197M 5277M| 492k  487k|   0   400k|   0  43.0 |3436  7102 |5.19 2.10 0.96|3.0   0 5.0|   0     0 |   0     0 |  9   32    0   54    0
Aug 01 15:50:49 ubuntu dstat.sh[104194]: 01-08 15:50:49| 64  12  24   0   0|1280M  978M  197M 5277M| 657k  649k|   0  1065k|   0  77.0 |4126  9498 |5.02 2.12 0.97|3.0   0 123|   0     0 |   0     0 |  9   33    0   53    0
Aug 01 15:50:50 ubuntu dstat.sh[104194]: 01-08 15:50:50| 66   9  25   0   0|1270M  987M  197M 5277M| 928k  920k|   0   212k|   0  21.0 |4867    11k|5.02 2.12 0.97|4.0   0  20|   0     0 |   0     0 |  9   34    0   56    0
Aug 01 15:50:51 ubuntu dstat.sh[104194]: 01-08 15:50:51| 64  11  25   0   0|1253M 1005M  197M 5277M| 153k  145k|   0   320k|   0  35.0 |2796  4415 |5.02 2.12 0.97|3.0   0 143|   0     0 |   0     0 |  9   32    0   55    0
Aug 01 15:50:52 ubuntu dstat.sh[104194]: 01-08 15:50:52| 64   8  26   0   0|1322M  936M  197M 5277M| 695k  686k|   0   331k|   0  26.9 |4609  9792 |5.02 2.12 0.97|3.0   0   0|   0     0 |   0     0 |  9   35    0   55    0
Aug 01 15:50:53 ubuntu dstat.sh[104194]: 01-08 15:50:53| 53  13  33   1   0|1237M 1020M  197M 5278M| 798k  789k|   0   681k|   0  74.1 |5538    12k|5.02 2.12 0.97|3.0   0 205|   0     0 |   0     0 |  9   32    0   56    0
Aug 01 15:50:54 ubuntu dstat.sh[104194]: 01-08 15:50:54| 66  10  24   0   0|1298M  960M  197M 5278M| 106k   92k|   0   168k|   0  11.0 |1708  2615 |4.86 2.13 0.98|3.0   0  52|   0     0 |   0     0 |  9   33    0   56    0
Aug 01 15:50:55 ubuntu dstat.sh[104194]: 01-08 15:50:55| 64  10  25   1   0|1285M  972M  197M 5278M|1159k 1151k|   0   563k|   0  49.9 |5046    14k|4.86 2.13 0.98|4.0   0  97|   0     0 |   0     0 |  9   34    0   56    0
Aug 01 15:50:56 ubuntu dstat.sh[104194]: 01-08 15:50:56| 65   8  24   1   0|1296M  961M  197M 5278M| 608k  603k|   0   344k|   0  28.0 |5003  9033 |4.86 2.13 0.98|4.0   0  19|   0     0 |   0     0 |  9   33    0   58    0
Aug 01 15:50:57 ubuntu dstat.sh[104194]: 01-08 15:50:57| 60  12  27   0   0|1221M 1036M  197M 5278M| 758k  751k|   0   528k|   0  44.0 |5161    11k|4.86 2.13 0.98|3.0   0 223|   0     0 |   0     0 |  9   33    0   56    0
Aug 01 15:50:58 ubuntu dstat.sh[104194]: 01-08 15:50:58| 45   7  48   0   0|1226M 1031M  197M 5278M| 223k  218k|   0   328k|   0  24.0 |2809  4637 |4.86 2.13 0.98|2.0   0  52|   0     0 |   0     0 |  9   32    0   56    0
Aug 01 15:50:59 ubuntu dstat.sh[104194]: 01-08 15:50:59| 47   5  48   0   0|1263M  993M  197M 5279M| 545k  537k|   0   416k|   0  41.0 |3936  7421 |4.71 2.15 0.99|3.0   0   0|   0     0 |   0     0 |  9   33    0   57    0
Aug 01 15:51:00 ubuntu dstat.sh[104194]: 01-08 15:51:00| 46   7  47   0   0|1183M 1074M  197M 5279M| 410k  403k|   0   368k|   0  28.0 |2944  5564 |4.71 2.15 0.99|2.0   0  47|   0     0 |   0     0 |  9   32    0   58    0
Aug 01 15:51:01 ubuntu dstat.sh[104194]: 01-08 15:51:01| 43   9  48   1   0|1244M 1013M  197M 5279M| 231k  225k|   0   232k|   0  20.0 |2070  3439 |4.71 2.15 0.99|2.0   0  49|   0     0 |   0     0 |  9   33    0   59    0
Aug 01 15:51:02 ubuntu dstat.sh[104194]: 01-08 15:51:02| 44   6  48   0   0|1175M 1081M  197M 5279M| 351k  344k|   0   576k|   0  57.0 |3022  5786 |4.71 2.15 0.99|2.0   0  28|   0     0 |   0     0 |  9   32    0   61    0
Aug 01 15:51:03 ubuntu dstat.sh[104194]: 01-08 15:51:03| 42  10  48   0   0|1244M 1012M  197M 5279M| 111k  103k|   0   284k|   0  17.0 |1992  3063 |4.71 2.15 0.99|2.0   0 114|   0     0 |   0     0 |  9   33    0   61    0
Aug 01 15:51:04 ubuntu dstat.sh[104194]: 01-08 15:51:04| 41  11  48   0   1|1207M 1049M  197M 5279M| 593k  587k|   0   596k|   0  55.0 |4155  8861 |4.49 2.14 1.00|2.0   0 191|   0     0 |   0     0 |  9   33    0   61    0
Aug 01 15:51:05 ubuntu dstat.sh[104194]: 01-08 15:51:05| 42   8  48   0   0|1208M 1048M  197M 5279M| 198k  192k|   0  7603k|   0   336 |2974  3874 |4.49 2.14 1.00|2.0   0  93|   0     0 |   0     0 |  9   32    0   60    0
Aug 01 15:51:06 ubuntu dstat.sh[104194]: 01-08 15:51:06| 45   6  48   0   0|1262M  993M  197M 5279M| 342k  336k|   0   348k|   0  21.0 |2666  5411 |4.49 2.14 1.00|2.0   0   0|   0     0 |   0     0 |  9   34    0   60    0
Aug 01 15:51:07 ubuntu dstat.sh[104194]: 01-08 15:51:07| 43   8  47   1   0|1201M 1055M  197M 5279M| 372k  367k|   0  1530k|   0  86.1 |3369  6869 |4.49 2.14 1.00|2.0   0  95|   0     0 |   0     0 |  9   32    0   61    0
Aug 01 15:51:08 ubuntu dstat.sh[104194]: 01-08 15:51:08| 45   6  49   0   0|1264M  992M  197M 5279M| 238k  233k|   0    92k|   0  8.99 |2341  4027 |4.49 2.14 1.00|3.0   0   0|   0     0 |   0     0 |  9   34    0   62    0
Aug 01 15:51:09 ubuntu dstat.sh[104194]: 01-08 15:51:09| 46   8  47   0   0|1147M 1109M  197M 5279M| 882k  868k|   0   340k|   0  37.1 |4656    11k|4.45 2.18 1.01|3.0   0 103|   0     0 |   0     0 |  9   32    0   67    0
Aug 01 15:51:10 ubuntu dstat.sh[104194]: 01-08 15:51:10| 26  14  58   0   0|1183M 1072M  197M 5280M|6488  1617 |   0   276k|   0  14.0 |1958  3131 |4.45 2.18 1.01|1.0   0 293|   0     0 |   0     0 |  9   32    0   67    0
Aug 01 15:51:11 ubuntu dstat.sh[104194]: 01-08 15:51:11| 23   4  73   0   0|1145M 1110M  197M 5280M| 220k  213k|   0   196k|   0  21.0 |1831  3939 |4.45 2.18 1.01|1.0   0  19|   0     0 |   0     0 |  9   32    0   64    0
Aug 01 15:51:12 ubuntu dstat.sh[104194]: 01-08 15:51:12| 20   6  73   0   0|1182M 1073M  197M 5280M|8173  1619 |   0   412k|   0  35.0 |1658  2332 |4.45 2.18 1.01|2.0   0  82|   0     0 |   0     0 |  9   32    0   64    0
Aug 01 15:51:13 ubuntu dstat.sh[104194]: 01-08 15:51:13| 22   4  73   1   0|1145M 1110M  197M 5280M| 215k  210k|   0   276k|   0  32.0 |2353  4082 |4.45 2.18 1.01|1.0   0  25|   0     0 |   0     0 |  9   32    0   56    0
Aug 01 15:51:14 ubuntu dstat.sh[104194]: 01-08 15:51:14| 20   7  71   0   0|1185M 1070M  197M 5280M|7388  1620 |   0   184k|   0  11.0 |1396  1938 |4.17 2.16 1.01|1.0   0 111|   0     0 |   0     0 |  9   32    0   56    0
Aug 01 15:51:15 ubuntu dstat.sh[104194]: 01-08 15:51:15| 24   3  72   1   0|1203M 1052M  197M 5280M| 509k  503k|   0  1397k|   0  33.0 |3935  7133 |4.17 2.16 1.01|2.0   0   0|   0     0 |   0     0 |  9   33    0   56    0
Aug 01 15:51:16 ubuntu dstat.sh[104194]: 01-08 15:51:16| 22   4  73   0   0|1179M 1076M  197M 5280M| 103k   96k|   0    28k|   0  3.99 |1682  2454 |4.17 2.16 1.01|1.0   0  21|   0     0 |   0     0 |  9   32    0   56    0
Aug 01 15:51:17 ubuntu dstat.sh[104194]: 01-08 15:51:17| 23   3  73   0   0|1202M 1053M  197M 5280M| 202k  197k|   0    84k|   0  6.00 |1792  3065 |4.17 2.16 1.01|1.0   0   0|   0     0 |   0     0 |  9   33    0   57    0
Aug 01 15:51:18 ubuntu dstat.sh[104194]: 01-08 15:51:18| 23   6  70   1   0|1158M 1097M  197M 5280M| 248k  243k|   0   802k|   0  57.1 |2800  4912 |4.17 2.16 1.01|1.0   0  50|   0     0 |   0     0 |  9   32    0   52    0
Aug 01 15:51:19 ubuntu dstat.sh[104194]: 01-08 15:51:19| 23   3  74   0   0|1201M 1053M  197M 5280M|6725  1566 |   0     0 |   0     0 | 993  1174 |3.92 2.14 1.01|1.0   0 1.0|   0     0 |   0     0 |  9   32    0   52    0
Aug 01 15:51:20 ubuntu dstat.sh[104194]: 01-08 15:51:20| 24   4  71   0   0|1203M 1052M  197M 5280M| 584k  577k|   0   172k|   0  18.0 |4150  7931 |3.92 2.14 1.01|1.0   0 2.0|   0     0 |   0     0 |  9   33    0   50    0
Aug 01 15:51:21 ubuntu dstat.sh[104194]: 01-08 15:51:21| 20   6  73   0   0|1176M 1078M  197M 5280M|  25k   20k|   0    48k|   0  3.00 |1519  2012 |3.92 2.14 1.01|1.0   0  80|   0     0 |   0     0 |  9   32    0   50    0
Aug 01 15:51:22 ubuntu dstat.sh[104194]: 01-08 15:51:22| 23   3  73   0   0|1202M 1052M  197M 5280M| 253k  247k|   0    72k|   0  6.00 |2165  3669 |3.92 2.14 1.01|1.0   0   0|   0     0 |   0     0 |  9   33    0   50    0
Aug 01 15:51:23 ubuntu dstat.sh[104194]: 01-08 15:51:23| 24   4  72   1   0|1172M 1083M  197M 5280M| 124k  119k|   0   304k|   0  28.0 |2074  3523 |3.92 2.14 1.01|1.0   0  36|   0     0 |   0     0 |  9   32    0   50    0
Aug 01 15:51:24 ubuntu dstat.sh[104194]: 01-08 15:51:24| 24   2  74   0   0|1203M 1052M  197M 5280M|  66k   62k|   0   132k|   0  11.0 |1263  1828 |3.69 2.12 1.01|1.0   0   0|   0     0 |   0     0 |  9   33    0   50    0
Aug 01 15:51:25 ubuntu dstat.sh[104194]: 01-08 15:51:25| 19   8  73   0   0|1170M 1084M  197M 5280M|  89k   76k|   0   200k|   0  20.0 |1980  2988 |3.69 2.12 1.01|1.0   0  93|   0     0 |   0     0 |  9   32    0   50    0
Aug 01 15:51:26 ubuntu dstat.sh[104194]: 01-08 15:51:26| 22   4  73   0   0|1202M 1052M  197M 5280M|  95k   90k|   0   148k|   0  13.0 |1375  2035 |3.69 2.12 1.01|1.0   0   0|   0     0 |   0     0 |  9   33    0   49    0
Aug 01 15:51:27 ubuntu dstat.sh[104194]: 01-08 15:51:27| 27   9  63   0   0|1170M 1084M  197M 5280M| 133k  127k|   0   501k|   0  37.0 |2880  7903 |3.69 2.12 1.01|1.0   0 135|   0     0 |   0     0 |  9   32    0   51    0
Aug 01 15:51:28 ubuntu dstat.sh[104194]: 01-08 15:51:28| 23   3  74   0   0|1202M 1052M  197M 5280M|  53k   48k|   0    96k|   0  10.0 |1233  1717 |3.69 2.12 1.01|1.0   0   0|   0     0 |   0     0 |  9   33    0   46    0
Aug 01 15:51:29 ubuntu dstat.sh[104194]: 01-08 15:51:29| 19   8  71   0   0|1155M 1099M  197M 5280M| 166k  161k|   0   591k|   0  40.9 |2615  4201 |3.47 2.10 1.01|1.0   0 135|   0     0 |   0     0 |  9   32    0   46    0
Aug 01 15:51:30 ubuntu dstat.sh[104194]: 01-08 15:51:30| 23   3  74   0   0|1198M 1056M  197M 5280M|6794  1459 |   0    68k|   0  9.00 |1135  1467 |3.47 2.10 1.01|1.0   0 3.0|   0     0 |   0     0 |  9   32    0   46    0
Aug 01 15:51:31 ubuntu dstat.sh[104194]: 01-08 15:51:31| 23   3  72   0   0|1203M 1051M  197M 5280M| 508k  502k|   0   244k|   0  24.0 |3200  7157 |3.47 2.10 1.01|1.0   0   0|   0     0 |   0     0 |  9   33    0   47    0
Aug 01 15:51:32 ubuntu dstat.sh[104194]: 01-08 15:51:32| 21   5  73   0   0|1173M 1081M  197M 5280M| 105k   96k|   0    32k|   0  3.01 |1528  2508 |3.47 2.10 1.01|1.0   0  19|   0     0 |   0     0 |  9   32    0   46    0
Aug 01 15:51:33 ubuntu dstat.sh[104194]: 01-08 15:51:33| 22   4  73   0   0|1202M 1052M  197M 5281M| 172k  165k|   0   172k|   0  21.0 |2063  3351 |3.47 2.10 1.01|1.0   0   0|   0     0 |   0     0 |  9   33    0   46    0
Aug 01 15:51:34 ubuntu dstat.sh[104194]: 01-08 15:51:34| 23   6  71   1   0|1163M 1092M  197M 5281M| 280k  273k|   0   552k|   0  41.0 |2505  4591 |3.27 2.08 1.01|1.0   0  51|   0     0 |   0     0 |  9   32    0   47    0
Aug 01 15:51:35 ubuntu dstat.sh[104194]: 01-08 15:51:35| 23   2  74   0   0|1202M 1053M  197M 5281M|  61k   55k|   0  1266k|   0  52.1 |1185  1571 |3.27 2.08 1.01|1.0 1.0   0|   0     0 |   0     0 |  9   32    0   47    0
Aug 01 15:51:36 ubuntu dstat.sh[104194]: 01-08 15:51:36| 25   3  70   0   0|1202M 1052M  197M 5281M| 561k  543k|   0  1945k|   0   183 |3499  6620 |3.27 2.08 1.01|3.0   0   0|   0     0 |   0     0 |  9   32    0   43    0
Aug 01 15:51:37 ubuntu dstat.sh[104194]: 01-08 15:51:37| 14  21  64   0   0|1146M 1107M  197M 5281M|  19k   13k|   0   248k|   0  19.0 |2804  4384 |3.27 2.08 1.01|2.0   0 425|   0     0 |   0     0 |  9   32    0   45    0
Aug 01 15:51:38 ubuntu dstat.sh[104194]: 01-08 15:51:38| 43   7  49   0   0|1251M 1003M  197M 5281M|6508  1620 |   0   384k|   0  11.0 |1371  1634 |3.27 2.08 1.01|2.0   0  30|   0     0 |   0     0 |  9   32    0   43    0
Aug 01 15:51:39 ubuntu dstat.sh[104194]: 01-08 15:51:39| 36   6  47  10   0|1328M  924M  198M 5283M|  26k   18k|   0  4758k|   0   317 |3267  5824 |3.25 2.10 1.02|1.0 1.0  22|   0     0 |   0     0 |  9   36    0   43    0
Aug 01 15:51:40 ubuntu dstat.sh[104194]: 01-08 15:51:40| 26   5  45  21   0|1267M  983M  198M 5284M|9774  5278 |   0  3881k|   0   397 |3801  7467 |3.25 2.10 1.02|1.0 2.0  25|   0     0 |   0     0 |  9   36    0   43    0
Aug 01 15:51:41 ubuntu dstat.sh[104194]: 01-08 15:51:41| 27   5  50  17   0|1314M  935M  198M 5285M|  13k 7611 |   0  6283k|   0   577 |4609  8583 |3.25 2.10 1.02|5.0 1.0  25|   0     0 |   0     0 |  9   36    0   43    0
Aug 01 15:51:42 ubuntu dstat.sh[104194]: 01-08 15:51:42| 29   5  48  18   0|1244M 1003M  198M 5287M|  14k 7314 |   0  5363k|   0   563 |4824  8584 |3.25 2.10 1.02|2.0 1.0  34|   0     0 |   0     0 |  9   36    0   42    0
Aug 01 15:51:43 ubuntu dstat.sh[104194]: 01-08 15:51:43| 29   5  49  16   0|1306M  940M  198M 5288M|  15k   10k|   0  4690k|   0   546 |4207  8060 |3.25 2.10 1.02|1.0 1.0  31|   0     0 |   0     0 |  9   36    0   42    0
Aug 01 15:51:44 ubuntu dstat.sh[104194]: 01-08 15:51:44| 34   4  47  14   0|1337M  908M  198M 5289M|  21k   16k|   0  4225k|   0   531 |4701  8763 |3.23 2.11 1.03|1.0 1.0  13|   0     0 |   0     0 |  9   36    0   37    0
Aug 01 15:51:45 ubuntu dstat.sh[104194]: 01-08 15:51:45| 37   5  48  10   0|1226M 1019M  198M 5288M|  25k   20k|   0  3937k|   0   456 |3960  6973 |3.23 2.11 1.03|2.0   0  12|   0     0 |   0     0 |  9   32    0   37    0
Aug 01 15:51:46 ubuntu dstat.sh[104194]: 01-08 15:51:46| 45   6  49   0   0|1302M  943M  198M 5288M|7356  2900 |   0  1318k|   0  94.9 |1452  1496 |3.23 2.11 1.03|2.0   0 1.0|   0     0 |   0     0 |  9   32    0   37    0
Aug 01 15:51:47 ubuntu dstat.sh[104194]: 01-08 15:51:47| 38   6  47   9   0|1237M 1008M  199M 5288M|  85k   80k|   0  2272k|   0   335 |4236  7493 |3.23 2.11 1.03|2.0 1.0 2.0|   0     0 |   0     0 |  9   36    0   37    0
Aug 01 15:51:48 ubuntu dstat.sh[104194]: 01-08 15:51:48| 32   7  46  13   0|1290M  954M  199M 5288M| 204k  199k|   0  5269k|   0   883 |8254    15k|3.23 2.11 1.03|1.0 1.0 1.0|   0     0 |   0     0 |  9   36    0   33    0
Aug 01 15:51:49 ubuntu dstat.sh[104194]: 01-08 15:51:49| 35   7  45  12   0|1325M  918M  199M 5289M| 204k  198k|   0  5472k|   0   911 |7870    15k|3.21 2.13 1.04|2.0   0 1.0|   0     0 |   0     0 |  9   36    0   33    0
Aug 01 15:51:50 ubuntu dstat.sh[104194]: 01-08 15:51:50| 38   6  47   8   0|1175M 1068M  200M 5289M| 113k  107k|   0  3245k|   0   512 |4575  9694 |3.21 2.13 1.04|2.0   0  57|   0     0 |   0     0 |  9   32    0   30    0
Aug 01 15:51:51 ubuntu dstat.sh[104194]: 01-08 15:51:51| 23   5  70   1   0|1231M 1013M  200M 5289M|  16k 1456 |   0   759k|   0  39.0 |1296  1662 |3.21 2.13 1.04|1.0   0  42|   0     0 |   0     0 |  9   32    0   30    0
Aug 01 15:51:52 ubuntu dstat.sh[104194]: 01-08 15:51:52| 22   3  72   2   0|1266M  978M  200M 5289M|  11k 1723 |   0   672k|   0  41.0 |1215  1450 |3.21 2.13 1.04|1.0   0 1.0|   0     0 |   0     0 |  9   32    0   27    0
Aug 01 15:51:53 ubuntu dstat.sh[104194]: 01-08 15:51:53| 22   3  72   1   0|1220M 1023M  200M 5289M|  12k 1619 |   0  7012k|   0   416 |1943  2820 |3.21 2.13 1.04|1.0   0 2.0|   0     0 |   0     0 |  9   32    0   27    0
Aug 01 15:51:54 ubuntu dstat.sh[104194]: 01-08 15:51:54| 22   4  71   3   0|1266M  977M  200M 5289M|8212  1663 |   0  7004k|   0   406 |2004  2932 |3.03 2.11 1.04|1.0   0 1.0|   0     0 |   0     0 |  9   32    0   25    0
Aug 01 15:51:55 ubuntu dstat.sh[104194]: 01-08 15:51:55| 24   4  71   2   0|1197M 1046M  200M 5289M|7466  1620 |   0  6969k|   0   409 |2068  2972 |3.03 2.11 1.04|1.0   0 2.0|   0     0 |   0     0 |  9   32    0   25    0
Aug 01 15:51:56 ubuntu dstat.sh[104194]: 01-08 15:51:56| 22   3  73   1   0|1252M  991M  200M 5289M|8248  1619 |   0  5520k|   0   318 |1749  2422 |3.03 2.11 1.04|1.0   0 1.0|   0     0 |   0     0 |  9   32    0   22    0
Aug 01 15:51:57 ubuntu dstat.sh[104194]: 01-08 15:51:57| 23   3  74   0   0|1176M 1067M  200M 5289M|7020  1714 |   0     0 |   0     0 | 951  1083 |3.03 2.11 1.04|1.0   0 1.0|   0     0 |   0     0 |  9   32    0   22    0
Aug 01 15:51:58 ubuntu dstat.sh[104194]: 01-08 15:51:58| 22   4  74   0   0|1184M 1059M  200M 5289M|6784  1623 |   0   128k|   0  8.01 |1075  1349 |3.03 2.11 1.04|1.0   0 3.0|   0     0 |   0     0 |  9   32    0   22    0
Aug 01 15:51:59 ubuntu dstat.sh[104194]: 01-08 15:51:59| 22   3  74   0   0|1241M 1002M  200M 5289M|5575  1617 |   0   287k|   0  22.0 |1084  1512 |2.87 2.09 1.04|1.0   0   0|   0     0 |   0     0 |  9   32    0   22    0
Aug 01 15:52:00 ubuntu dstat.sh[104194]: 01-08 15:52:00| 23   4  74   0   0|1176M 1067M  200M 5289M|7514  1459 |   0    44k|   0  4.00 |1048  1287 |2.87 2.09 1.04|1.0   0 4.0|   0     0 |   0     0 |  9   32    0   22    0
