-- Logs begin at Mon 2022-09-26 00:45:40 UTC, end at Mon 2022-09-26 06:00:52 UTC. --
Sep 26 05:21:31 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Sep 26 05:21:32 ubuntu dstat.sh[72444]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ----swap--- ------tcp-sockets-------
Sep 26 05:21:32 ubuntu dstat.sh[72444]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Sep 26 05:26:56 ubuntu dstat.sh[72444]: 26-09 05:26:56| 10   3  61  24   0|1525M  685M  204M 5321M|  18k   11k|   0    10M|   0   839 |6176    11k|2.87 2.10 1.22|  0 2.0  26|   0     0 |   0     0 |  9   40    0   32    0
Sep 26 05:26:57 ubuntu dstat.sh[72444]: 26-09 05:26:57| 11   2  61  23   0|1526M  683M  204M 5323M|  16k 8832 |   0  9055k|   0   750 |5861    10k|2.87 2.10 1.22|  0 1.0  36|   0     0 |   0     0 |  9   40    0   27    0
Sep 26 05:26:58 ubuntu dstat.sh[72444]: 26-09 05:26:58| 22   3  55  18   1|1531M  676M  204M 5324M| 172k  160k|   0  9947k|   0   773 |5751  9855 |2.89 2.11 1.23|1.0   0 6.0|   0     0 |   0     0 |  9   40    0   27    0
Sep 26 05:26:59 ubuntu dstat.sh[72444]: 26-09 05:26:59|  9   3  61  24   0|1533M  671M  204M 5327M|  23k   16k|   0    12M|   0   832 |6173    11k|2.89 2.11 1.23|1.0 1.0   0|   0     0 |   0     0 |  9   40    0   25    0
Sep 26 05:27:00 ubuntu dstat.sh[72444]: 26-09 05:27:00| 10   3  61  25   0|1535M  666M  204M 5330M|  18k   11k|   0    12M|   0   800 |6089    11k|2.89 2.11 1.23|  0 1.0   0|   0     0 |   0     0 |  9   40    0   25    0
Sep 26 05:27:01 ubuntu dstat.sh[72444]: 26-09 05:27:01| 10   2  62  23   0|1537M  661M  204M 5332M|  23k   14k|   0    12M|   0   879 |6456    11k|2.89 2.11 1.23|  0 1.0   0|   0     0 |   0     0 |  9   40    0   18    0
Sep 26 05:27:02 ubuntu dstat.sh[72444]: 26-09 05:27:02| 16   4  59  21   0|1539M  657M  204M 5335M|  20k   11k|   0    11M|   0   841 |6125    10k|2.89 2.11 1.23|  0 2.0   0|   0     0 |   0     0 |  9   40    0   18    0
Sep 26 05:27:03 ubuntu dstat.sh[72444]: 26-09 05:27:03| 10   4  63  23   0|1541M  652M  204M 5337M|  20k   15k|   0    12M|   0   916 |6347    11k|2.97 2.14 1.24|  0 1.0 9.0|   0     0 |   0     0 |  9   40    0   18    0
Sep 26 05:27:04 ubuntu dstat.sh[72444]: 26-09 05:27:04| 11   3  62  22   0|1542M  650M  204M 5338M|  14k 8038 |   0  8137k|   0   760 |6219    12k|2.97 2.14 1.24|2.0   0 9.0|   0     0 |   0     0 |  9   40    0   18    0
Sep 26 05:27:05 ubuntu dstat.sh[72444]: 26-09 05:27:05| 30   5  54  10   0|1298M  894M  204M 5339M|  11k 5408 |   0  4664k|   0   392 |3749  6090 |2.97 2.14 1.24|1.0   0  49|   0     0 |   0     0 |  9   32    0   18    0
Sep 26 05:27:06 ubuntu dstat.sh[72444]: 26-09 05:27:06| 15  13  70   1   0|1317M  875M  204M 5339M|8432  1619 |   0  3666k|   0   202 |2533  3643 |2.97 2.14 1.24|1.0   0 203|   0     0 |   0     0 |  9   32    0   17    0
Sep 26 05:27:07 ubuntu dstat.sh[72444]: 26-09 05:27:07| 23   4  72   1   0|1372M  819M  204M 5339M|7272  1620 |   0  7392k|   0   425 |2177  2907 |2.97 2.14 1.24|1.0   0 1.0|   0     0 |   0     0 |  9   32    0   17    0
Sep 26 05:27:08 ubuntu dstat.sh[72444]: 26-09 05:27:08| 23   3  73   1   0|1415M  777M  204M 5339M|  41k   35k|   0  7386k|   0   437 |2378  3222 |2.82 2.12 1.24|1.0   0   0|   0     0 |   0     0 |  9   36    0   16    0
Sep 26 05:27:09 ubuntu dstat.sh[72444]: 26-09 05:27:09| 23   4  71   1   0|1321M  871M  204M 5339M|  51k   44k|   0  9606k|   0   439 |2462  3261 |2.82 2.12 1.24|1.0   0  28|   0     0 |   0     0 |  9   32    0   16    0
Sep 26 05:27:10 ubuntu dstat.sh[72444]: 26-09 05:27:10| 23   4  72   1   0|1378M  813M  204M 5339M|  17k 1620 |   0  2368k|   0   126 |1416  1704 |2.82 2.12 1.24|1.0   0 1.0|   0     0 |   0     0 |  9   32    0   15    0
Sep 26 05:27:11 ubuntu dstat.sh[72444]: 26-09 05:27:11| 23   3  71   2   0|1418M  773M  204M 5339M|  16k 9820 |   0  7406k|   0   456 |2523  3516 |2.82 2.12 1.24|1.0   0   0|   0     0 |   0     0 |  9   34    0   15    0
Sep 26 05:27:12 ubuntu dstat.sh[72444]: 26-09 05:27:12| 19  23  55   2   0|1304M  888M  204M 5339M|8344  1818 |   0  7888k|   0   410 |4259  7535 |2.82 2.12 1.24|2.0   0 687|   0     0 |   0     0 |  9   32    0   13    0
Sep 26 05:27:13 ubuntu dstat.sh[72444]: 26-09 05:27:13| 22  35  40   2   0|1310M  881M  204M 5339M|9202  2554 | 508k 3138k|7.00   161 |5031  9777 |2.75 2.12 1.24|3.0   0 1.0|   0     0 |   0     0 | 10   12    0   13   20
Sep 26 05:27:14 ubuntu dstat.sh[72444]: 26-09 05:27:14| 17  21  59   1   0|1295M  895M  204M 5340M|7874  1722 |   0  7665k|   0   391 |4981  8353 |2.75 2.12 1.24|  0   0 370|   0     0 |   0     0 | 10   12    0   12   20
Sep 26 05:27:15 ubuntu dstat.sh[72444]: 26-09 05:27:15| 28  20  50   1   0|1324M  867M  204M 5339M|8208  1567 |   0  7907k|   0   384 |4327  7371 |2.75 2.12 1.24|2.0   0 263|   0     0 |   0     0 | 10   12    0   12   20
Sep 26 05:27:16 ubuntu dstat.sh[72444]: 26-09 05:27:16| 28  22  49   1   0|1365M  825M  204M 5340M|7258  1611 |  28k 8383k|0.99   432 |4285  7996 |2.75 2.12 1.24|4.0   0 336|   0     0 |   0     0 | 12   12    0   11   20
Sep 26 05:27:17 ubuntu dstat.sh[72444]: 26-09 05:27:17| 26  19  54   1   0|1377M  813M  204M 5340M|7220  1629 |   0  2112k|   0   105 |4027  7290 |2.75 2.12 1.24|3.0   0 193|   0     0 |   0     0 | 12   12    0   11   20
Sep 26 05:27:18 ubuntu dstat.sh[72444]: 26-09 05:27:18| 27  21  51   0   0|1423M  766M  204M 5341M|9682  1619 |   0    24k|   0  6.00 |2950  4917 |2.69 2.12 1.25|1.0   0 387|   0     0 |   0     0 | 14   12    0   11   20
Sep 26 05:27:19 ubuntu dstat.sh[72444]: 26-09 05:27:19| 21  15  63   0   0|1415M  774M  204M 5341M|6959  1619 |   0  1031k|   0   165 |4173  7203 |2.69 2.12 1.25|2.0   0 117|   0     0 |   0     0 | 14   12    0   11   20
Sep 26 05:27:20 ubuntu dstat.sh[72444]: 26-09 05:27:20| 49  14  37   0   0|1576M  613M  204M 5341M|8584  1622 |   0   609k|   0  7.01 |2133  3031 |2.69 2.12 1.25| 13   0 107|   0     0 |   0     0 | 16   12    0   10   20
Sep 26 05:27:21 ubuntu dstat.sh[72444]: 26-09 05:27:21| 89  11   0   0   0|1720M  468M  204M 5341M|  11k 1620 |   0     0 |   0     0 |1915  2130 |2.69 2.12 1.25| 13   0  14|   0     0 |   0     0 | 16   12    0   10   20
Sep 26 05:27:22 ubuntu dstat.sh[72444]: 26-09 05:27:22| 86  14   0   0   0|1963M  225M  204M 5341M|  18k 1712 |   0     0 |   0     0 |1910  2150 |2.69 2.12 1.25| 13   0   0|   0     0 |   0     0 | 16   12    0   10   20
Sep 26 05:27:23 ubuntu dstat.sh[72444]: 26-09 05:27:23| 49  18  29   2   0|2015M  228M  202M 5296M|9024  1511 | 692k 4529k|18.0   339 |3376  4469 |2.55 2.10 1.25|  0 1.0 131|   0     0 |   0     0 | 16   12    0   10   20
Sep 26 05:27:24 ubuntu dstat.sh[72444]: 26-09 05:27:24| 10  17  69   2   0|2015M  228M  202M 5297M|8635  1620 | 400k   16k|15.0  4.00 |2795  4480 |2.55 2.10 1.25|2.0   0 329|   0     0 |   0     0 | 16   12    0   10   20
Sep 26 05:27:25 ubuntu dstat.sh[72444]: 26-09 05:27:25| 18  17  63   2   0|2007M  235M  202M 5297M|8495  1622 | 140k  665k|3.00  6.01 |4937  8566 |2.55 2.10 1.25|2.0   0 163|   0     0 |   0     0 | 16   12    0   10   20
Sep 26 05:27:26 ubuntu dstat.sh[72444]: 26-09 05:27:26| 23  13  59   5   0|2036M  204M  202M 5298M|  10k 1666 |1364k    0 |42.0     0 |2871  4462 |2.55 2.10 1.25|2.0   0 152|   0     0 |   0     0 | 16   12    0    8   20
Sep 26 05:27:27 ubuntu dstat.sh[72444]: 26-09 05:27:27| 24   4  71   1   0|2070M  169M  202M 5299M|8235  1720 | 192k    0 |14.0     0 |1686  2346 |2.55 2.10 1.25|2.0   0  21|   0     0 |   0     0 | 16   12    0    8   20
Sep 26 05:27:28 ubuntu dstat.sh[72444]: 26-09 05:27:28| 16   4  79   0   0|2087M  152M  202M 5299M|  14k 4244 |   0     0 |   0     0 |1615  2324 |2.35 2.06 1.24|3.0   0  63|   0     0 |   0     0 | 17   12    0    9   20
Sep 26 05:27:29 ubuntu dstat.sh[72444]: 26-09 05:27:29| 22   5  73   0   0|2129M  130M  202M 5280M|8793  1619 |   0     0 |   0     0 |1598  2210 |2.35 2.06 1.24|1.0   0  30|   0     0 |   0     0 | 17   12    0    9   20
Sep 26 05:27:30 ubuntu dstat.sh[72444]: 26-09 05:27:30| 21   6  72   1   0|2153M  127M  202M 5261M|  96k   90k| 741k  629k|16.0  3.00 |1770  3111 |2.35 2.06 1.24|3.0   0   0|   0     0 |   0     0 | 17   18    0    9   10
Sep 26 05:27:31 ubuntu dstat.sh[72444]: 26-09 05:27:31| 19   6  70   3   0|2098M  181M  202M 5262M| 230k  222k| 560k  336k|12.0  37.0 |2691  5142 |2.35 2.06 1.24|2.0   0  75|   0     0 |   0     0 | 17   18    0   14    0
Sep 26 05:27:32 ubuntu dstat.sh[72444]: 26-09 05:27:32|  8  21  68   1   0|2098M  181M  202M 5262M|  16k 3355 |  64k   12k|5.00  3.00 |2952  4687 |2.35 2.06 1.24|2.0   0 352|   0     0 |   0     0 | 17   18    0   14    0
Sep 26 05:27:33 ubuntu dstat.sh[72444]: 26-09 05:27:33| 10  19  70   1   0|2098M  181M  202M 5262M|  17k 1512 |  24k   16k|4.00  4.00 |2981  4810 |2.32 2.06 1.24|2.0   0 341|   0     0 |   0     0 | 17   18    0   14    0
Sep 26 05:27:34 ubuntu dstat.sh[72444]: 26-09 05:27:34| 16  17  65   1   0|2088M  190M  202M 5262M|  23k 1622 | 144k   28k|6.01  7.01 |3670  6314 |2.32 2.06 1.24|2.0   0 288|   0     0 |   0     0 | 17   18    0   14    0
Sep 26 05:27:35 ubuntu dstat.sh[72444]: 26-09 05:27:35| 32  16  49   1   0|2135M  142M  202M 5264M|  12k 1986 | 572k 8190B|13.0  1.00 |4670  8104 |2.32 2.06 1.24|3.0   0 179|   0     0 |   0     0 | 17   19    0   14    0
Sep 26 05:27:36 ubuntu dstat.sh[72444]: 26-09 05:27:36| 42  11  45   2   0|2202M  133M  200M 5209M|9896  1563 | 535k 5259k|28.0   457 |2541  2736 |2.32 2.06 1.24|9.0   0 4.0|   0     0 |   0     0 | 17   19    0    8    0
Sep 26 05:27:37 ubuntu dstat.sh[72444]: 26-09 05:27:37| 37  11  48   4   0|2268M  118M  199M 5159M|8854  1622 | 328k    0 |19.0     0 |1730  1951 |2.32 2.06 1.24|2.0   0   0|   0     0 |   0     0 | 17   19    0    8    0
Sep 26 05:27:38 ubuntu dstat.sh[72444]: 26-09 05:27:38| 45   4  47   2   0|2312M  128M  199M 5108M|  11k 1619 | 688k  612k|31.0   100 |1859  1954 |2.38 2.08 1.25|2.0   0   0|   0     0 |   0     0 | 17   19    0    8    0
Sep 26 05:27:39 ubuntu dstat.sh[72444]: 26-09 05:27:39| 50   7  40   2   0|2356M  132M  198M 5061M|  65k   59k|1548k 5988k|99.0   375 |3844    11k|2.38 2.08 1.25|2.0 1.0 5.0|   0     0 |   0     0 | 17   34    0    8    1
Sep 26 05:27:40 ubuntu dstat.sh[72444]: 26-09 05:27:40|  8  11  67  13   0|2358M  123M  198M 5067M|8205  1776 |7135k  188k| 103  10.0 |2414  3934 |2.38 2.08 1.25|1.0   0 206|   0     0 |   0     0 | 17   34    0    8    0
Sep 26 05:27:41 ubuntu dstat.sh[72444]: 26-09 05:27:41| 16   9  70   5   0|2374M  132M  198M 5043M|9202  2849 | 819k 1486k|39.0   249 |2697  3435 |2.38 2.08 1.25|1.0   0  53|   0     0 |   0     0 | 17   34    0    8    0
Sep 26 05:27:42 ubuntu dstat.sh[72444]: 26-09 05:27:42|  5   6  85   3   0|2361M  141M  198M 5047M|  13k 2361 |1037k    0 |30.0     0 |2390  3965 |2.38 2.08 1.25|  0   0  40|   0     0 |   0     0 | 17   35    0    8    0
Sep 26 05:27:43 ubuntu dstat.sh[72444]: 26-09 05:27:43|  9   2  80   9   0|2370M  128M  198M 5052M| 167k 5314 |4568k  160k| 142  3.00 |1725  2234 |2.27 2.06 1.25|1.0   0 3.0|   0     0 |   0     0 | 17   34    0    9    0
Sep 26 05:27:44 ubuntu dstat.sh[72444]: 26-09 05:27:44| 15   8  71   6   0|2363M  133M  198M 5053M|7350  1616 | 520k 4516k|22.0   276 |2789  3853 |2.27 2.06 1.25|2.0   0  51|   0     0 |   0     0 | 17   34    0    9    0
Sep 26 05:27:45 ubuntu dstat.sh[72444]: 26-09 05:27:45| 15   9  70   6   0|2364M  167M  198M 5020M|9533  1618 | 332k 2545k|40.0   152 |2033  2545 |2.27 2.06 1.25|1.0   0  24|   0     0 |   0     0 | 17   34    0    9    0
Sep 26 05:27:46 ubuntu dstat.sh[72444]: 26-09 05:27:46|  9  10  70   9   1|2367M  199M  198M 4985M|  17k 1624 |5591k    0 | 125     0 |2810  4621 |2.27 2.06 1.25|1.0 1.0 127|   0     0 |   0     0 | 17   34    0    9    0
Sep 26 05:27:47 ubuntu dstat.sh[72444]: 26-09 05:27:47| 15  13  66   4   0|2364M  200M  198M 4988M|8562  1565 |2618k 8185B|72.9  1.00 |3394  5915 |2.27 2.06 1.25|2.0  14 229|   0     0 |   0     0 | 17   34    0    9    0
Sep 26 05:27:48 ubuntu dstat.sh[72444]: 26-09 05:27:48| 20  12  63   3   0|2358M  203M  198M 4988M|9378  1617 | 539k    0 |24.0     0 |3125  6203 |2.24 2.06 1.26|  0   0  78|   0     0 |   0     0 | 17   34    0    9    0
Sep 26 05:27:49 ubuntu dstat.sh[72444]: 26-09 05:27:49|  1   1  97   0   0|2359M  203M  198M 4988M|8521  1620 |   0     0 |   0     0 |1152  1878 |2.24 2.06 1.26|  0   0 3.0|   0     0 |   0     0 | 17   34    0    9    0
Sep 26 05:27:50 ubuntu dstat.sh[72444]: 26-09 05:27:50|  8   4  88   0   0|2359M  202M  198M 4988M|  11k 2765 |   0   509k|   0  2.00 |1934  4793 |2.24 2.06 1.26|  0   0  36|   0     0 |   0     0 | 17   34    0   10    0
Sep 26 05:27:51 ubuntu dstat.sh[72444]: 26-09 05:27:51|  1   1  94   3   0|2359M  201M  198M 4989M|7572  1619 |1123k  280k|34.0  13.0 |1270  1948 |2.24 2.06 1.26|  0   0 2.0|   0     0 |   0     0 | 17   34    0    9    0
Sep 26 05:27:52 ubuntu dstat.sh[72444]: 26-09 05:27:52|  2   1  96   0   0|2349M  211M  198M 4989M|8892  1621 |  24k 4097B|6.00  1.00 |1334  2007 |2.24 2.06 1.26|  0   0 1.0|   0     0 |   0     0 | 17   34    0    9    0
Sep 26 05:27:53 ubuntu dstat.sh[72444]: 26-09 05:27:53| 22  21  54   1   0|2347M  212M  198M 4990M|9582  1622 | 549k 8204B|8.01  2.00 |6215    11k|2.22 2.06 1.26|1.0   0 230|   0     0 |   0     0 | 17   34    0    9    0
Sep 26 05:27:54 ubuntu dstat.sh[72444]: 26-09 05:27:54| 18  19  61   1   0|2371M  188M  198M 4990M|  10k 1510 |  48k 4091B|6.99  1.00 |4907  9118 |2.22 2.06 1.26|1.0   0 279|   0     0 |   0     0 | 18   34    0    9    0
Sep 26 05:27:55 ubuntu dstat.sh[72444]: 26-09 05:27:55| 18  18  61   2   0|2389M  169M  198M 4991M|  10k 1859 |1076k 4098B|33.0  1.00 |4440  7735 |2.22 2.06 1.26|3.0   0 215|   0     0 |   0     0 | 18   34    0    9    0
Sep 26 05:27:56 ubuntu dstat.sh[72444]: 26-09 05:27:56| 17  14  67   0   0|2412M  146M  198M 4991M|  10k 1719 |8187B  700k|2.00  11.0 |4048  8917 |2.22 2.06 1.26|  0   0 175|   0     0 |   0     0 | 18   34    0    9    0
Sep 26 05:27:57 ubuntu dstat.sh[72444]: 26-09 05:27:57|  9  11  80   0   0|2414M  143M  198M 4992M|  18k 1669 |   0     0 |   0     0 |3332  5997 |2.22 2.06 1.26| 17   0 165|   0     0 |   0     0 | 20   34    0    9    0
Sep 26 05:27:58 ubuntu dstat.sh[72444]: 26-09 05:27:58| 21  17  59   0   0|2413M  144M  198M 4992M|  31k   26k|   0  4095B|   0  1.00 |4716  8096 |2.21 2.06 1.27|1.0   0 206|   0     0 |   0     0 | 20   36    0    9    0
Sep 26 05:27:59 ubuntu dstat.sh[72444]: 26-09 05:27:59| 12  17  69   0   0|2414M  143M  198M 4992M|8677  2519 |   0    16k|   0  4.00 |2971  4966 |2.21 2.06 1.27|1.0   0 352|   0     0 |   0     0 | 20   36    0    9    0
Sep 26 05:28:00 ubuntu dstat.sh[72444]: 26-09 05:28:00| 20  17  60   0   0|2392M  164M  198M 4992M|7600  1619 |   0    12k|   0  3.00 |4024  8540 |2.21 2.06 1.27|1.0   0 171|   0     0 |   0     0 | 20   36    0    9    0
Sep 26 05:28:01 ubuntu dstat.sh[72444]: 26-09 05:28:01| 24  19  48   7   0|2430M  126M  199M 4992M|  13k 1606 | 769k  448k|45.6  7.93 |4060  7268 |2.21 2.06 1.27| 19 1.0 317|   0     0 |   0     0 | 20   36    0    9    0
Sep 26 05:28:02 ubuntu dstat.sh[72444]: 26-09 05:28:02| 38  19  38   5   0|2466M  126M  199M 4959M|  11k 3425 | 693k   44M|48.3   411 |5260  7621 |2.21 2.06 1.27|2.0   0 110|   0     0 |   0     0 | 20   36    0   10    0
Sep 26 05:28:03 ubuntu dstat.sh[72444]: 26-09 05:28:03| 40  16  40   3   0|2456M  133M  199M 4960M|9316  1618 | 352k  799k|15.0  4.99 |4812  8755 |2.19 2.06 1.27|6.0   0 173|   0     0 |   0     0 | 20   36    0   10    0
Sep 26 05:28:04 ubuntu dstat.sh[72444]: 26-09 05:28:04| 30  23  35  11   0|2483M  178M  199M 4889M|  23k   17k| 538k 5859k|30.1   510 |6778    11k|2.19 2.06 1.27| 10   0 219|   0     0 |   0     0 | 20   36    0   11    0
Sep 26 05:28:05 ubuntu dstat.sh[72444]: 26-09 05:28:05| 28  19  52   0   0|2522M  139M  199M 4889M| 120k  112k| 240k    0 |11.0     0 |4662  9638 |2.19 2.06 1.27|3.0   0 158|   0     0 |   0     0 | 20   44    0   15    0
Sep 26 05:28:06 ubuntu dstat.sh[72444]: 26-09 05:28:06| 33  25  27  14   0|2538M  152M  198M 4861M|  12k 4678 | 454k 3089k|53.8   361 |6676    11k|2.19 2.06 1.27| 12 1.0 232|   0     0 |   0     0 | 18   36    0   19    0
Sep 26 05:28:07 ubuntu dstat.sh[72444]: 26-09 05:28:07| 40  24  31   3   0|2577M  141M  198M 4834M|  83k   74k| 589k  950k|40.1   156 |5085    11k|2.19 2.06 1.27|7.0   0 263|   0     0 |   0     0 | 20   44    0   19    0
Sep 26 05:28:08 ubuntu dstat.sh[72444]: 26-09 05:28:08| 27  10  61   1   0|2578M  200M  197M 4777M|7213  1620 |4097B  584k|1.00   110 |2532  4755 |2.09 2.04 1.27|3.0   0  15|   0     0 |   0     0 | 20   44    0   19    0
Sep 26 05:28:09 ubuntu dstat.sh[72444]: 26-09 05:28:09| 29   8  62   1   0|2484M  294M  197M 4778M|7882  2191 |   0   724k|   0  4.00 |2283  4016 |2.09 2.04 1.27|3.0 1.0  44|   0     0 |   0     0 | 20   36    0   23    0
Sep 26 05:28:10 ubuntu dstat.sh[72444]: 26-09 05:28:10| 31  23  43   3   0|2451M  327M  197M 4778M|  16k 1622 | 196k  240k|11.0  3.00 |3013  4886 |2.09 2.04 1.27|5.0   0 348|   0     0 |   0     0 | 20   36    0   23    0
Sep 26 05:28:11 ubuntu dstat.sh[72444]: 26-09 05:28:11| 32  21  45   0   0|2494M  284M  197M 4778M|7451  1619 | 100k   20k|8.99  5.00 |3067  5367 |2.09 2.04 1.27|5.0   0 385|   0     0 |   0     0 | 20   36    0   23    0
Sep 26 05:28:12 ubuntu dstat.sh[72444]: 26-09 05:28:12| 44  20  35   0   0|2560M  213M  197M 4780M| 137k  130k|   0  8199B|   0  2.00 |5216    11k|2.09 2.04 1.27|3.0   0 186|   0     0 |   0     0 | 20   44    0   28    0
Sep 26 05:28:13 ubuntu dstat.sh[72444]: 26-09 05:28:13| 46  12  41   0   0|2670M  132M  197M 4753M|9546  1818 | 543k    0 |8.99     0 |2579  3967 |2.09 2.04 1.27|3.0   0 134|   0     0 |   0     0 | 20   44    0   28    0
Sep 26 05:28:14 ubuntu dstat.sh[72444]: 26-09 05:28:14| 44   7  47   1   0|2711M  145M  196M 4701M|8970  1819 |  60k  712k|4.00  3.00 |1845  2382 |2.09 2.04 1.27|2.0   0 7.0|   0     0 |   0     0 | 20   44    0   28    0
Sep 26 05:28:15 ubuntu dstat.sh[72444]: 26-09 05:28:15| 27   5  64   3   0|2742M  139M  196M 4677M|8394  2015 |4099B 4951k|1.00   359 |3264  4942 |2.09 2.04 1.27|  0 2.0 5.0|   0     0 |   0     0 | 20   44    0   28    0
Sep 26 05:28:16 ubuntu dstat.sh[72444]: 26-09 05:28:16|  5   2  71  21   0|2749M  132M  197M 4677M|  16k 6506 | 296k 2421k|48.0   239 |2055  2389 |2.09 2.04 1.27|1.0   0 7.0|   0     0 |   0     0 | 20   46    0   28    0
Sep 26 05:28:17 ubuntu dstat.sh[72444]: 26-09 05:28:17| 13   3  62  20   0|2785M  136M  196M 4638M|  76k   70k|  32k 3586k|3.00   142 |2802  4716 |2.09 2.04 1.27|  0 2.0 5.0|   0     0 |   0     0 | 20   46    0   28    0
Sep 26 05:28:18 ubuntu dstat.sh[72444]: 26-09 05:28:18|  9   1  58  29   0|2785M  135M  196M 4639M| 119k  111k|   0  2475k|   0   175 |3240  5316 |2.16 2.05 1.28|1.0 1.0 6.0|   0     0 |   0     0 | 20   48    0   28    0
Sep 26 05:28:19 ubuntu dstat.sh[72444]: 26-09 05:28:19|  8   2  58  30   0|2785M  126M  196M 4647M| 107k   99k|   0  8702k|   0   183 |3150  5639 |2.16 2.05 1.28|  0 2.0 4.0|   0     0 |   0     0 | 20   48    0   28    0
Sep 26 05:28:20 ubuntu dstat.sh[72444]: 26-09 05:28:20| 26   4  50  21   1|2773M  133M  196M 4653M| 460k  455k|   0  8390k|   0   159 |4342  8207 |2.16 2.05 1.28|2.0 1.0 4.0|   0     0 |   0     0 | 20   48    0   28    0
Sep 26 05:28:21 ubuntu dstat.sh[72444]: 26-09 05:28:21| 12   3  59  24   0|2776M  126M  196M 4656M| 235k  228k|   0  4721k|   0   181 |3361  6560 |2.16 2.05 1.28|  0 1.0 4.0|   0     0 |   0     0 | 20   48    0   28    0
Sep 26 05:28:22 ubuntu dstat.sh[72444]: 26-09 05:28:22| 39  17  40   2   0|2888M  135M  194M 4540M| 338k  329k|  16k 1612k|2.00  71.0 |6500    15k|2.16 2.05 1.28|1.0   0 155|   0     0 |   0     0 | 21   73    0   37    0
Sep 26 05:28:23 ubuntu dstat.sh[72444]: 26-09 05:28:23| 17  22  61   1   0|2948M  140M  193M 4477M|9116  1620 |   0   744k|   0  24.0 |3198  5241 |1.99 2.02 1.27|5.0   0 352|   0     0 |   0     0 | 21   73    0   37    0
Sep 26 05:28:24 ubuntu dstat.sh[72444]: 26-09 05:28:24| 19  19  60   0   0|2893M  195M  193M 4478M|  19k 3317 |   0   476k|   0  21.0 |3711  6163 |1.99 2.02 1.27|1.0   0 282|   0     0 |   0     0 | 21   73    0   37    0
Sep 26 05:28:25 ubuntu dstat.sh[72444]: 26-09 05:28:25| 27  15  53   3   0|2933M  153M  193M 4478M|8447  1619 | 675k 7254k|36.0   361 |5138    11k|1.99 2.02 1.27|5.0   0 154|   0     0 |   0     0 | 21   73    0   37    0
Sep 26 05:28:26 ubuntu dstat.sh[72444]: 26-09 05:28:26| 46   9  42   4   0|3017M  139M  192M 4411M|9033  1966 | 228k  725k|10.0  27.0 |1871  2504 |1.99 2.02 1.27|3.0   0  25|   0     0 |   0     0 | 21   74    0   37    0
Sep 26 05:28:27 ubuntu dstat.sh[72444]: 26-09 05:28:27| 37   9  52   2   0|3067M  139M  192M 4363M|  52k   46k|   0   737k|   0  40.0 |2847  4984 |1.99 2.02 1.27|1.0   0  85|   0     0 |   0     0 | 21   77    0   37    0
Sep 26 05:28:28 ubuntu dstat.sh[72444]: 26-09 05:28:28| 10  17  70   1   0|3068M  138M  192M 4363M|6818  1618 |   0  1007k|   0  63.9 |3419  5922 |1.91 2.00 1.27|2.0   0 406|   0     0 |   0     0 | 21   77    0   37    0
Sep 26 05:28:29 ubuntu dstat.sh[72444]: 26-09 05:28:29|  9  17  71   0   1|3067M  139M  192M 4363M|9215  1854 |   0   136k|   0  10.0 |3191  5205 |1.91 2.00 1.27|1.0   0 345|   0     0 |   0     0 | 21   77    0   37    0
Sep 26 05:28:30 ubuntu dstat.sh[72444]: 26-09 05:28:30| 15  13  71   1   0|3095M  136M  191M 4339M|7040  1620 |4096B    0 |1.00     0 |2620  4197 |1.91 2.00 1.27|1.0   0 189|   0     0 |   0     0 | 21   77    0   36    0
Sep 26 05:28:31 ubuntu dstat.sh[72444]: 26-09 05:28:31| 24   4  72   0   0|3118M  138M  191M 4315M|6913  1661 |  48k    0 |3.00     0 |1586  2326 |1.91 2.00 1.27|  0 1.0   0|   0     0 |   0     0 | 21   77    0   36    0
Sep 26 05:28:32 ubuntu dstat.sh[72444]: 26-09 05:28:32| 32   4  62   2   0|3141M  140M  191M 4291M| 418k  411k|  84k  772k|4.00  67.0 |2980  5720 |1.91 2.00 1.27|3.0   0 3.0|   0     0 |   0     0 | 21   87    0   32    0
Sep 26 05:28:33 ubuntu dstat.sh[72444]: 26-09 05:28:33| 23   6  70   0   0|3117M  164M  191M 4291M|  50k   45k|8200B  120k|1.00  9.01 |1880  2763 |1.83 1.99 1.27|1.0   0  65|   0     0 |   0     0 | 21   85    0   33    0
Sep 26 05:28:34 ubuntu dstat.sh[72444]: 26-09 05:28:34| 23   4  72   0   0|3146M  135M  191M 4291M|  87k   81k|   0     0 |   0     0 |1594  2510 |1.83 1.99 1.27|1.0   0   0|   0     0 |   0     0 | 21   85    0   32    0
Sep 26 05:28:35 ubuntu dstat.sh[72444]: 26-09 05:28:35| 26   5  67   2   0|3167M  137M  191M 4268M| 305k  299k|  60k 1329k|1.00   132 |3707  6468 |1.83 1.99 1.27|1.0   0 2.0|   0     0 |   0     0 | 21   90    0   32    0
