-- Logs begin at Mon 2022-08-01 17:15:25 UTC, end at Mon 2022-08-01 18:21:08 UTC. --
Aug 01 18:08:30 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Aug 01 18:08:30 ubuntu dstat.sh[91840]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ----swap--- ------tcp-sockets-------
Aug 01 18:08:30 ubuntu dstat.sh[91840]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Aug 01 18:10:08 ubuntu dstat.sh[91840]: 01-08 18:10:08| 76  15   9   0   1|1396M  874M  196M 5268M|1300k 1294k|   0   518k|   0  45.8 |5965    19k|3.90 1.86 1.02|7.0   0 134|   0     0 |   0     0 |  9   36    0   34    0
Aug 01 18:10:09 ubuntu dstat.sh[91840]: 01-08 18:10:09| 64   8  26   0   0|1436M  834M  196M 5268M|1205k 1200k|   0   538k|   0  47.1 |6656    16k|3.90 1.86 1.02|3.0   0   0|   0     0 |   0     0 |  9   37    0   36    0
Aug 01 18:10:10 ubuntu dstat.sh[91840]: 01-08 18:10:10| 64  10  24   0   0|1403M  867M  196M 5269M|1084k 1077k|   0   403k|   0  37.9 |6927    16k|3.90 1.86 1.02|6.0   0  81|   0     0 |   0     0 |  9   35    0   42    0
Aug 01 18:10:11 ubuntu dstat.sh[91840]: 01-08 18:10:11| 82  14   4   0   0|1363M  906M  196M 5269M| 930k  923k|   0   445k|   0  45.1 |5636    14k|3.90 1.86 1.02|7.0   0 174|   0     0 |   0     0 |  9   34    0   42    0
Aug 01 18:10:12 ubuntu dstat.sh[91840]: 01-08 18:10:12| 85  12   3   0   0|1328M  941M  196M 5269M| 781k  777k|   0   360k|   0  29.0 |5308    12k|3.90 1.86 1.02|6.0   0  91|   0     0 |   0     0 |  9   33    0   42    0
Aug 01 18:10:13 ubuntu dstat.sh[91840]: 01-08 18:10:13| 85  12   2   0   0|1324M  944M  196M 5269M| 804k  791k|   0   488k|   0  46.0 |5693    12k|4.15 1.95 1.05|8.0   0  85|   0     0 |   0     0 |  9   33    0   43    0
Aug 01 18:10:14 ubuntu dstat.sh[91840]: 01-08 18:10:14| 86  11   3   0   0|1245M 1023M  196M 5270M|1193k 1187k|   0   612k|   0  59.0 |4849    16k|4.15 1.95 1.05|5.0   0 134|   0     0 |   0     0 |  9   33    0   43    0
Aug 01 18:10:15 ubuntu dstat.sh[91840]: 01-08 18:10:15| 84  13   2   0   0|1372M  895M  196M 5270M| 777k  772k|   0   491k|   0  39.0 |4756    11k|4.15 1.95 1.05|4.0 1.0 170|   0     0 |   0     0 |  9   34    0   44    0
Aug 01 18:10:16 ubuntu dstat.sh[91840]: 01-08 18:10:16| 84  13   3   0   0|1357M  910M  196M 5270M|1100k 1095k|   0   645k|   0  62.1 |6271    14k|4.15 1.95 1.05|6.0   0 112|   0     0 |   0     0 |  9   35    0   44    0
Aug 01 18:10:17 ubuntu dstat.sh[91840]: 01-08 18:10:17| 86  13   1   0   0|1339M  928M  196M 5271M|1183k 1178k|   0   524k|   0  41.0 |5519    13k|4.15 1.95 1.05|5.0   0  64|   0     0 |   0     0 |  9   34    0   44    0
Aug 01 18:10:18 ubuntu dstat.sh[91840]: 01-08 18:10:18| 83  10   6   0   1|1426M  840M  196M 5271M|1169k 1165k|   0   459k|   0  40.9 |6194    15k|4.06 1.97 1.06|3.0   0 1.0|   0     0 |   0     0 |  9   36    0   45    0
Aug 01 18:10:19 ubuntu dstat.sh[91840]: 01-08 18:10:19| 81  12   8   0   0|1314M  952M  196M 5271M|1093k 1088k|   0  9337k|   0   239 |6907    16k|4.06 1.97 1.06|5.0   0 117|   0     0 |   0     0 |  9   34    0   50    0
Aug 01 18:10:20 ubuntu dstat.sh[91840]: 01-08 18:10:20| 84  12   3   0   0|1362M  904M  196M 5272M| 918k  912k|   0   620k|   0  65.0 |6143    14k|4.06 1.97 1.06|5.0 1.0 105|   0     0 |   0     0 |  9   33    0   50    0
Aug 01 18:10:21 ubuntu dstat.sh[91840]: 01-08 18:10:21| 85  11   3   0   0|1409M  857M  196M 5272M| 884k  879k|   0   498k|   0  49.8 |5559    12k|4.06 1.97 1.06|6.0   0  51|   0     0 |   0     0 |  9   34    0   50    0
Aug 01 18:10:22 ubuntu dstat.sh[91840]: 01-08 18:10:22| 80  13   6   1   0|1256M 1009M  196M 5272M| 852k  846k|   0   563k|   0  52.2 |5404    12k|4.06 1.97 1.06|4.0   0 186|   0     0 |   0     0 |  9   33    0   50    0
Aug 01 18:10:23 ubuntu dstat.sh[91840]: 01-08 18:10:23| 87  11   2   0   0|1364M  901M  196M 5272M| 932k  926k|   0   408k|   0  35.0 |3980    13k|4.13 2.02 1.08|4.0   0 1.0|   0     0 |   0     0 |  9   34    0   50    0
Aug 01 18:10:24 ubuntu dstat.sh[91840]: 01-08 18:10:24| 79  14   5   0   0|1273M  991M  196M 5272M| 975k  969k|   0   768k|   0  66.0 |4775    14k|4.13 2.02 1.08|4.0 1.0 259|   0     0 |   0     0 |  9   33    0   51    0
Aug 01 18:10:25 ubuntu dstat.sh[91840]: 01-08 18:10:25| 86  12   2   0   0|1345M  920M  196M 5273M| 461k  454k|   0   232k|   0  20.0 |2682  6767 |4.13 2.02 1.08|8.0   0  75|   0     0 |   0     0 |  9   34    0   51    0
Aug 01 18:10:26 ubuntu dstat.sh[91840]: 01-08 18:10:26| 66   9  23   0   0|1322M  942M  196M 5273M|1296k 1290k|   0   431k|   0  39.9 |6798    16k|4.13 2.02 1.08|4.0   0  44|   0     0 |   0     0 |  9   35    0   56    0
Aug 01 18:10:27 ubuntu dstat.sh[91840]: 01-08 18:10:27| 81  14   5   0   0|1265M  999M  196M 5273M| 635k  628k|   0   321k|   0  26.0 |4269  9345 |4.13 2.02 1.08|4.0   0 100|   0     0 |   0     0 |  9   32    0   57    0
Aug 01 18:10:28 ubuntu dstat.sh[91840]: 01-08 18:10:28| 81   9   8   0   1|1369M  895M  196M 5273M| 686k  681k|   0   356k|   0  35.0 |4158  8762 |4.04 2.03 1.09|5.0   0 1.0|   0     0 |   0     0 |  9   34    0   58    0
Aug 01 18:10:29 ubuntu dstat.sh[91840]: 01-08 18:10:29| 82  13   5   0   0|1296M  967M  196M 5274M| 694k  688k|   0  3454k|   0  65.0 |5095    11k|4.04 2.03 1.09|4.0   0 205|   0     0 |   0     0 |  9   33    0   57    0
Aug 01 18:10:30 ubuntu dstat.sh[91840]: 01-08 18:10:30| 81  11   7   0   0|1340M  923M  196M 5274M| 888k  881k|   0   563k|   0  56.9 |5387    12k|4.04 2.03 1.09|4.0   0  53|   0     0 |   0     0 |  9   35    0   57    0
Aug 01 18:10:31 ubuntu dstat.sh[91840]: 01-08 18:10:31| 84  11   3   0   0|1283M  980M  196M 5274M| 484k  477k|   0   429k|   0  35.1 |3963  8840 |4.04 2.03 1.09|4.0   0 176|   0     0 |   0     0 |  9   32    0   56    0
Aug 01 18:10:32 ubuntu dstat.sh[91840]: 01-08 18:10:32| 85  11   4   0   0|1341M  922M  196M 5274M| 860k  855k|   0   444k|   0  45.0 |4021    11k|4.04 2.03 1.09|3.0   0  61|   0     0 |   0     0 |  9   35    0   56    0
Aug 01 18:10:33 ubuntu dstat.sh[91840]: 01-08 18:10:33| 73  10  16   0   0|1325M  937M  196M 5275M| 991k  978k|   0   592k|   0  58.0 |5857    14k|4.04 2.07 1.11|4.0   0  61|   0     0 |   0     0 |  9   32    0   56    0
Aug 01 18:10:34 ubuntu dstat.sh[91840]: 01-08 18:10:34| 68  14  17   0   0|1287M  975M  196M 5275M| 440k  435k|   0   439k|   0  46.9 |4133    14k|4.04 2.07 1.11|3.0   0 190|   0     0 |   0     0 |  9   32    0   58    0
Aug 01 18:10:35 ubuntu dstat.sh[91840]: 01-08 18:10:35| 64  11  24   0   0|1299M  963M  196M 5275M| 655k  649k|   0   180k|   0  18.0 |4280  8791 |4.04 2.07 1.11|3.0   0  45|   0     0 |   0     0 |  9   34    0   60    0
Aug 01 18:10:36 ubuntu dstat.sh[91840]: 01-08 18:10:36| 65  11  24   1   0|1270M  992M  196M 5275M| 401k  395k|   0    96k|   0  7.00 |2924  5646 |4.04 2.07 1.11|3.0 1.0  81|   0     0 |   0     0 |  9   33    0   61    0
Aug 01 18:10:37 ubuntu dstat.sh[91840]: 01-08 18:10:37| 63  12  23   1   0|1236M 1025M  196M 5275M| 368k  363k|   0   519k|   0  50.9 |3390  6593 |4.04 2.07 1.11|3.0   0 197|   0     0 |   0     0 |  9   33    0   61    0
Aug 01 18:10:38 ubuntu dstat.sh[91840]: 01-08 18:10:38| 67   9  25   0   1|1272M  990M  196M 5275M| 242k  238k|   0   320k|   0  31.0 |2686  4653 |3.95 2.08 1.12|3.0   0 118|   0     0 |   0     0 |  9   33    0   61    0
Aug 01 18:10:39 ubuntu dstat.sh[91840]: 01-08 18:10:39| 64   9  27   0   0|1323M  939M  196M 5276M| 864k  858k|   0   428k|   0  34.0 |4594    11k|3.95 2.08 1.12|3.0   0   0|   0     0 |   0     0 |  9   35    0   60    0
Aug 01 18:10:40 ubuntu dstat.sh[91840]: 01-08 18:10:40| 60  12  28   1   0|1196M 1065M  196M 5276M| 750k  745k|   0   576k|   0  58.0 |4648    11k|3.95 2.08 1.12|5.0   0 162|   0     0 |   0     0 |  9   32    0   62    0
Aug 01 18:10:41 ubuntu dstat.sh[91840]: 01-08 18:10:41| 67   8  25   0   0|1309M  952M  196M 5276M| 173k  167k|   0   232k|   0  13.0 |2174  3383 |3.95 2.08 1.12|3.0   0 1.0|   0     0 |   0     0 |  9   33    0   57    0
Aug 01 18:10:42 ubuntu dstat.sh[91840]: 01-08 18:10:42| 62  13  24   0   0|1253M 1008M  196M 5276M| 813k  807k|   0   667k|   0  69.9 |3934    12k|3.95 2.08 1.12|3.0   0 206|   0     0 |   0     0 |  9   33    0   57    0
Aug 01 18:10:43 ubuntu dstat.sh[91840]: 01-08 18:10:43| 68   8  24   0   0|1319M  941M  196M 5277M| 528k  522k|   0   424k|   0  37.0 |3577  7936 |3.88 2.10 1.13|3.0   0   0|   0     0 |   0     0 |  9   32    0   57    0
Aug 01 18:10:44 ubuntu dstat.sh[91840]: 01-08 18:10:44| 65  11  23   0   0|1250M 1010M  196M 5277M| 948k  943k|   0   439k|   0  38.9 |4024    12k|3.88 2.10 1.13|3.0   0 147|   0     0 |   0     0 |  9   32    0   59    0
Aug 01 18:10:45 ubuntu dstat.sh[91840]: 01-08 18:10:45| 67   9  24   0   0|1300M  960M  196M 5277M| 323k  319k|   0   269k|   0  16.0 |1961  4788 |3.88 2.10 1.13|5.0   0  20|   0     0 |   0     0 |  9   33    0   60    0
Aug 01 18:10:46 ubuntu dstat.sh[91840]: 01-08 18:10:46| 56   5  39   0   0|1322M  938M  196M 5277M|1054k 1049k|   0   440k|   0  39.0 |6543    13k|3.88 2.10 1.13|3.0 1.0   0|   0     0 |   0     0 |  9   35    0   66    0
Aug 01 18:10:47 ubuntu dstat.sh[91840]: 01-08 18:10:47| 58  15  28   0   0|1201M 1059M  196M 5277M| 479k  474k|   0   452k|   0  47.0 |4566  8538 |3.88 2.10 1.13|3.0   0 256|   0     0 |   0     0 |  9   32    0   68    0
Aug 01 18:10:48 ubuntu dstat.sh[91840]: 01-08 18:10:48| 45   6  48   0   0|1262M  998M  196M 5277M| 117k  110k|   0   216k|   0  14.0 |1799  2517 |3.81 2.11 1.14|3.0   0  19|   0     0 |   0     0 |  9   33    1   67    0
Aug 01 18:10:49 ubuntu dstat.sh[91840]: 01-08 18:10:49| 47   5  46   1   0|1230M 1030M  196M 5277M| 834k  830k|   0  1337k|   0   101 |5068    11k|3.81 2.11 1.14|3.0   0 6.0|   0     0 |   0     0 |  9   32    0   71    0
Aug 01 18:10:50 ubuntu dstat.sh[91840]: 01-08 18:10:50| 44   7  48   1   0|1238M 1022M  196M 5278M|  52k   48k|   0  7408k|   0   263 |2164  2427 |3.81 2.11 1.14|3.0   0  90|   0     0 |   0     0 |  9   33    0   70    0
Aug 01 18:10:51 ubuntu dstat.sh[91840]: 01-08 18:10:51| 46   6  47   0   0|1218M 1042M  196M 5278M| 502k  497k|   0   364k|   0  39.0 |3494  7387 |3.81 2.11 1.14|2.0   0 6.0|   0     0 |   0     0 |  9   33    0   71    0
Aug 01 18:10:52 ubuntu dstat.sh[91840]: 01-08 18:10:52| 43   9  48   0   0|1221M 1038M  196M 5278M|  24k   20k|   0   285k|   0  28.1 |1903  2728 |3.81 2.11 1.14|2.0   0 136|   0     0 |   0     0 |  9   32    0   70    0
Aug 01 18:10:53 ubuntu dstat.sh[91840]: 01-08 18:10:53| 46   5  47   0   0|1261M  998M  196M 5278M| 372k  368k|   0   476k|   0  41.0 |3275  6160 |3.66 2.11 1.14|3.0   0   0|   0     0 |   0     0 |  9   33    0   71    0
Aug 01 18:10:54 ubuntu dstat.sh[91840]: 01-08 18:10:54| 38  15  47   0   0|1222M 1037M  196M 5278M| 519k  513k|   0   552k|   0  40.0 |3940  8761 |3.66 2.11 1.14|3.0   0 265|   0     0 |   0     0 |  9   32    0   71    0
Aug 01 18:10:55 ubuntu dstat.sh[91840]: 01-08 18:10:55| 43   8  49   0   0|1238M 1021M  196M 5278M|  15k 1620 |   0   292k|   0  15.0 |1333  1426 |3.66 2.11 1.14|2.0   0  19|   0     0 |   0     0 |  9   32    0   71    0
Aug 01 18:10:56 ubuntu dstat.sh[91840]: 01-08 18:10:56| 47   6  47   1   0|1206M 1053M  196M 5278M| 691k  687k|   0   497k|   0  44.0 |4221  9556 |3.66 2.11 1.14|4.0   0  21|   0     0 |   0     0 |  9   32    0   73    0
Aug 01 18:10:57 ubuntu dstat.sh[91840]: 01-08 18:10:57| 41   9  49   0   0|1227M 1032M  196M 5278M|6205  1659 |   0   248k|   0  12.0 |1281  1655 |3.66 2.11 1.14|2.0   0  74|   0     0 |   0     0 |  9   32    0   73    0
Aug 01 18:10:58 ubuntu dstat.sh[91840]: 01-08 18:10:58| 48   4  48   0   0|1262M  996M  196M 5278M| 735k  730k|   0   365k|   0  29.1 |3320  9592 |3.69 2.14 1.16|2.0   0   0|   0     0 |   0     0 |  9   34    0   74    0
Aug 01 18:10:59 ubuntu dstat.sh[91840]: 01-08 18:10:59| 35  19  46   0   0|1166M 1092M  196M 5278M| 376k  371k|   0   436k|   0  33.0 |4062  8227 |3.69 2.14 1.16|3.0   0 338|   0     0 |   0     0 |  9   32    0   77    0
Aug 01 18:11:00 ubuntu dstat.sh[91840]: 01-08 18:11:00| 25   4  70   0   0|1200M 1059M  196M 5278M|7268  1619 |   0  1563k|   0  12.0 |1258  1513 |3.69 2.14 1.16|1.0   0  58|   0     0 |   0     0 |  9   32    0   73    0
Aug 01 18:11:01 ubuntu dstat.sh[91840]: 01-08 18:11:01| 19   8  71   0   0|1148M 1110M  196M 5279M| 217k  211k|   0  1384k|   0  96.0 |2801  4922 |3.69 2.14 1.16|2.0   0 100|   0     0 |   0     0 |  9   32    0   73    0
Aug 01 18:11:02 ubuntu dstat.sh[91840]: 01-08 18:11:02| 22   3  74   0   0|1192M 1066M  196M 5279M|6501  1566 |   0     0 |   0     0 |1038  1248 |3.69 2.14 1.16|1.0   0 1.0|   0     0 |   0     0 |  9   32    0   68    0
Aug 01 18:11:03 ubuntu dstat.sh[91840]: 01-08 18:11:03| 20   6  72   2   0|1144M 1115M  196M 5279M| 216k  211k|   0   968k|   0  80.0 |2732  4695 |3.47 2.12 1.16|2.0   0  55|   0     0 |   0     0 |  9   32    0   68    0
Aug 01 18:11:04 ubuntu dstat.sh[91840]: 01-08 18:11:04| 21   5  72   0   0|1180M 1078M  196M 5279M|7580  1620 |   0    56k|   0  7.00 |1384  1819 |3.47 2.12 1.16|1.0   0  81|   0     0 |   0     0 |  9   32    0   67    0
Aug 01 18:11:05 ubuntu dstat.sh[91840]: 01-08 18:11:05| 23   3  72   1   0|1201M 1057M  196M 5279M| 341k  334k|   0   844k|   0  53.0 |2477  5029 |3.47 2.12 1.16|1.0   0   0|   0     0 |   0     0 |  9   33    0   68    0
Aug 01 18:11:06 ubuntu dstat.sh[91840]: 01-08 18:11:06| 24   4  72   0   0|1160M 1098M  196M 5279M| 272k  266k|   0    92k|   0  9.00 |2186  4177 |3.47 2.12 1.16|1.0   0  19|   0     0 |   0     0 |  9   32    0   66    0
Aug 01 18:11:07 ubuntu dstat.sh[91840]: 01-08 18:11:07| 22   4  74   0   0|1199M 1059M  196M 5279M|6852  1512 |   0    44k|   0  4.00 |1005  1103 |3.47 2.12 1.16|1.0   0   0|   0     0 |   0     0 |  9   32    0   66    0
Aug 01 18:11:08 ubuntu dstat.sh[91840]: 01-08 18:11:08| 25   4  71   1   0|1144M 1114M  196M 5279M| 443k  437k|   0   204k|   0  21.0 |2439  6520 |3.28 2.10 1.16|1.0   0  43|   0     0 |   0     0 |  9   32    0   63    0
Aug 01 18:11:09 ubuntu dstat.sh[91840]: 01-08 18:11:09| 22   3  73   0   0|1189M 1069M  196M 5279M|5896  1565 |   0   112k|   0  7.99 |1114  1246 |3.28 2.10 1.16|1.0   0 8.0|   0     0 |   0     0 |  9   32    0   63    0
Aug 01 18:11:10 ubuntu dstat.sh[91840]: 01-08 18:11:10| 22   3  72   0   0|1202M 1056M  196M 5279M| 510k  505k|   0   288k|   0  28.0 |3000  7523 |3.28 2.10 1.16|1.0   0 2.0|   0     0 |   0     0 |  9   33    0   55    0
Aug 01 18:11:11 ubuntu dstat.sh[91840]: 01-08 18:11:11| 20   5  73   0   0|1168M 1090M  196M 5279M|  99k   86k|   0     0 |   0     0 |1739  2753 |3.28 2.10 1.16|1.0   0  80|   0     0 |   0     0 |  9   32    0   55    0
Aug 01 18:11:12 ubuntu dstat.sh[91840]: 01-08 18:11:12| 24   2  74   0   0|1201M 1057M  196M 5279M|  59k   53k|   0    44k|   0  3.00 |1157  1668 |3.28 2.10 1.16|1.0   0   0|   0     0 |   0     0 |  9   32    0   54    0
Aug 01 18:11:13 ubuntu dstat.sh[91840]: 01-08 18:11:13| 22   4  72   1   0|1155M 1102M  196M 5279M| 318k  312k|   0   504k|   0  39.0 |2489  5760 |3.09 2.09 1.16|1.0   0  35|   0     0 |   0     0 |  9   32    0   54    0
Aug 01 18:11:14 ubuntu dstat.sh[91840]: 01-08 18:11:14| 22   4  72   2   0|1199M 1058M  196M 5279M|6666  1622 |   0  3035k|   0   196 |1391  1233 |3.09 2.09 1.16|1.0   0 3.0|   0     0 |   0     0 |  9   32    0   53    0
Aug 01 18:11:15 ubuntu dstat.sh[91840]: 01-08 18:11:15| 19   6  72   0   0|1163M 1094M  196M 5279M| 140k  136k|   0   380k|   0  34.0 |1997  3628 |3.09 2.09 1.16|1.0   0  93|   0     0 |   0     0 |  9   32    0   53    0
Aug 01 18:11:16 ubuntu dstat.sh[91840]: 01-08 18:11:16| 23   2  74   0   0|1200M 1057M  196M 5279M|7182  2791 |   0    36k|   0  3.99 | 995  1139 |3.09 2.09 1.16|3.0   0   0|   0     0 |   0     0 |  9   32    0   52    1
Aug 01 18:11:17 ubuntu dstat.sh[91840]: 01-08 18:11:17| 20   7  72   0   0|1156M 1101M  196M 5279M| 218k  212k|   0   360k|   0  30.0 |2337  4341 |3.09 2.09 1.16|1.0   0 100|   0     0 |   0     0 |  9   32    0   52    0
Aug 01 18:11:18 ubuntu dstat.sh[91840]: 01-08 18:11:18| 23   3  75   0   0|1196M 1061M  196M 5279M|8015  1566 |   0    36k|   0  4.00 | 977  1091 |2.93 2.07 1.15|1.0   0 1.0|   0     0 |   0     0 |  9   32    0   51    0
Aug 01 18:11:19 ubuntu dstat.sh[91840]: 01-08 18:11:19| 20   8  71   1   0|1147M 1111M  196M 5279M| 219k  213k|   0   660k|   0  44.0 |2385  4772 |2.93 2.07 1.15|1.0   0 135|   0     0 |   0     0 |  9   32    0   51    0
Aug 01 18:11:20 ubuntu dstat.sh[91840]: 01-08 18:11:20| 22   4  74   1   0|1195M 1063M  196M 5279M|6418  1460 |   0   665k|   0   113 |1292  1290 |2.93 2.07 1.15|1.0   0 3.0|   0     0 |   0     0 |  9   32    0   46    0
Aug 01 18:11:21 ubuntu dstat.sh[91840]: 01-08 18:11:21| 24   3  71   1   0|1202M 1055M  196M 5279M| 447k  441k|   0   244k|   0  24.0 |2377  6433 |2.93 2.07 1.15|1.0   0   0|   0     0 |   0     0 |  9   33    0   48    0
Aug 01 18:11:22 ubuntu dstat.sh[91840]: 01-08 18:11:22| 23   3  73   0   0|1169M 1089M  196M 5279M| 168k  162k|   0    32k|   0  3.00 |1842  3325 |2.93 2.07 1.15|1.0   0  19|   0     0 |   0     0 |  9   32    0   47    0
Aug 01 18:11:23 ubuntu dstat.sh[91840]: 01-08 18:11:23| 23   3  73   0   0|1201M 1056M  196M 5279M|  93k   88k|   0   156k|   0  16.0 |1413  2327 |2.77 2.05 1.15|1.0   0   0|   0     0 |   0     0 |  9   33    0   47    0
Aug 01 18:11:24 ubuntu dstat.sh[91840]: 01-08 18:11:24| 23   4  70   1   0|1155M 1103M  196M 5279M| 367k  354k|   0   324k|   0  30.0 |2833  6470 |2.77 2.05 1.15|2.0   0  50|   0     0 |   0     0 |  9   32    0   47    0
Aug 01 18:11:25 ubuntu dstat.sh[91840]: 01-08 18:11:25| 23   3  74   0   0|1200M 1057M  196M 5279M|8374  1620 |   0   124k|   0  11.0 |1049  1172 |2.77 2.05 1.15|1.0   0 1.0|   0     0 |   0     0 |  9   32    0   47    0
Aug 01 18:11:26 ubuntu dstat.sh[91840]: 01-08 18:11:26| 24   2  71   0   0|1202M 1055M  196M 5279M| 597k  592k|   0   432k|   0  35.0 |3590  8790 |2.77 2.05 1.15|2.0   0   0|   0     0 |   0     0 |  9   32    0   43    0
Aug 01 18:11:27 ubuntu dstat.sh[91840]: 01-08 18:11:27| 13  20  67   0   0|1144M 1113M  196M 5280M|  13k 7703 |   0   128k|   0  7.01 |2412  3556 |2.77 2.05 1.15|2.0   0 350|   0     0 |   0     0 |  9   32    0   44    0
Aug 01 18:11:28 ubuntu dstat.sh[91840]: 01-08 18:11:28| 42   9  49   0   0|1238M 1019M  196M 5280M|  13k 7315 |   0   456k|   0  22.0 |1779  2334 |2.71 2.05 1.16|2.0   0 104|   0     0 |   0     0 |  9   32    0   45    0
Aug 01 18:11:29 ubuntu dstat.sh[91840]: 01-08 18:11:29| 37   5  49   8   0|1309M  946M  197M 5281M|  22k   17k|   0  3604k|   0   278 |3079  4907 |2.71 2.05 1.16|3.0   0  16|   0     0 |   0     0 |  9   36    0   43    0
Aug 01 18:11:30 ubuntu dstat.sh[91840]: 01-08 18:11:30| 29   5  50  17   0|1326M  928M  197M 5283M|  11k 6519 |   0  5845k|   0   492 |3832  7565 |2.71 2.05 1.16|2.0 1.0  29|   0     0 |   0     0 |  9   36    0   43    0
Aug 01 18:11:31 ubuntu dstat.sh[91840]: 01-08 18:11:31| 28   5  47  20   0|1289M  963M  197M 5284M|  11k 6324 |   0  5080k|   0   511 |4452  7783 |2.71 2.05 1.16|2.0   0  26|   0     0 |   0     0 |  9   36    0   43    0
Aug 01 18:11:32 ubuntu dstat.sh[91840]: 01-08 18:11:32| 28   5  45  21   0|1331M  919M  197M 5285M|  12k 7351 |   0  5279k|   0   522 |4568  7929 |2.71 2.05 1.16|1.0 2.0  28|   0     0 |   0     0 |  9   36    0   43    0
Aug 01 18:11:33 ubuntu dstat.sh[91840]: 01-08 18:11:33| 32   4  45  21   0|1281M  968M  197M 5286M|  12k 8121 |   0  4303k|   0   498 |4336  7725 |2.73 2.06 1.17|1.0 2.0  32|   0     0 |   0     0 |  9   36    0   43    0
Aug 01 18:11:34 ubuntu dstat.sh[91840]: 01-08 18:11:34| 38   7  38  16   0|1325M  923M  198M 5287M|  15k 9331 |   0  4531k|   0   511 |5403    12k|2.73 2.06 1.17|1.0 1.0  50|   0     0 |   0     0 |  9   36    0   44    0
Aug 01 18:11:35 ubuntu dstat.sh[91840]: 01-08 18:11:35| 31   5  47  16   0|1254M  994M  198M 5287M|  26k   21k|   0  4712k|   0   590 |5253  9230 |2.73 2.06 1.17|5.0   0 9.0|   0     0 |   0     0 |  9   38    0   41    0
Aug 01 18:11:36 ubuntu dstat.sh[91840]: 01-08 18:11:36| 42   5  49   2   0|1265M  983M  198M 5287M|  24k   11k|   0  2982k|   0   363 |2473  3115 |2.73 2.06 1.17|2.0   0 6.0|   0     0 |   0     0 |  9   32    0   41    0
Aug 01 18:11:37 ubuntu dstat.sh[91840]: 01-08 18:11:37| 43   6  48   4   0|1333M  914M  198M 5287M|  65k   58k|   0  1521k|   0   200 |3111  4802 |2.73 2.06 1.17|3.0   0 2.0|   0     0 |   0     0 |  9   36    0   37    0
Aug 01 18:11:38 ubuntu dstat.sh[91840]: 01-08 18:11:38| 33   6  44  14   0|1294M  953M  198M 5287M| 213k  208k|   0    11M|   0  1275 |8739    16k|2.67 2.06 1.17|2.0   0 2.0|   0     0 |   0     0 |  9   36    0   37    0
Aug 01 18:11:39 ubuntu dstat.sh[91840]: 01-08 18:11:39| 33   6  47  12   0|1324M  923M  198M 5287M| 198k  193k|   0  5034k|   0   867 |6934    13k|2.67 2.06 1.17|1.0 1.0 1.0|   0     0 |   0     0 |  9   36    0   37    0
Aug 01 18:11:40 ubuntu dstat.sh[91840]: 01-08 18:11:40| 37   8  47   8   0|1185M 1062M  199M 5288M| 132k  126k|   0  3343k|   0   564 |5433  9888 |2.67 2.06 1.17|2.0   0  64|   0     0 |   0     0 |  9   32    0   37    0
Aug 01 18:11:41 ubuntu dstat.sh[91840]: 01-08 18:11:41| 22   5  72   0   0|1243M 1003M  199M 5288M|6113  1511 |   0   432k|   0  19.0 |1212  1396 |2.67 2.06 1.17|1.0   0  35|   0     0 |   0     0 |  9   32    0   33    0
Aug 01 18:11:42 ubuntu dstat.sh[91840]: 01-08 18:11:42| 23   3  71   2   0|1177M 1069M  199M 5288M|  11k 1620 |   0  7023k|   0   408 |2254  2843 |2.67 2.06 1.17|1.0   0 2.0|   0     0 |   0     0 |  9   32    0   33    0
Aug 01 18:11:43 ubuntu dstat.sh[91840]: 01-08 18:11:43| 23   4  71   2   0|1230M 1016M  199M 5288M|7763  1620 |   0  7046k|   0   417 |2272  3089 |2.54 2.04 1.17|1.0   0 1.0|   0     0 |   0     0 |  9   32    0   33    0
Aug 01 18:11:44 ubuntu dstat.sh[91840]: 01-08 18:11:44| 24   3  71   2   0|1263M  983M  199M 5288M|6877  1619 |   0  7118k|   0   406 |2229  2949 |2.54 2.04 1.17|1.0   0 1.0|   0     0 |   0     0 |  9   32    0   33    0
Aug 01 18:11:45 ubuntu dstat.sh[91840]: 01-08 18:11:45| 23   3  73   1   0|1210M 1036M  199M 5288M|6844  1620 |   0  2701k|   0   136 |1410  1705 |2.54 2.04 1.17|1.0   0 2.0|   0     0 |   0     0 |  9   32    0   31    0
Aug 01 18:11:46 ubuntu dstat.sh[91840]: 01-08 18:11:46| 23   3  74   0   0|1269M  977M  199M 5288M|7800  1662 |   0   180k|   0  42.0 |1077  1076 |2.54 2.04 1.17|1.0   0 1.0|   0     0 |   0     0 |  9   32    0   31    0
Aug 01 18:11:47 ubuntu dstat.sh[91840]: 01-08 18:11:47| 23   3  74   0   0|1199M 1046M  199M 5288M|7566  1620 |   0     0 |   0     0 | 936  1036 |2.54 2.04 1.17|1.0   0 2.0|   0     0 |   0     0 |  9   32    0   22    0
