-- Logs begin at Thu 2022-05-12 19:17:07 UTC, end at Thu 2022-05-12 20:56:07 UTC. --
May 12 20:17:53 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
May 12 20:17:53 ubuntu dstat.sh[79421]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ----swap--- ------tcp-sockets-------
May 12 20:17:53 ubuntu dstat.sh[79421]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
May 12 20:28:54 ubuntu dstat.sh[79421]: 12-05 20:28:54| 27   4  67   1   0|5178M  196M  192M 2287M| 496k  480k|   0  1246k|   0  80.9 |4134  7177 |1.38 1.86 1.51|2.0   0   0|   0     0 |   0     0 | 25  224    0   16    0
May 12 20:28:55 ubuntu dstat.sh[79421]: 12-05 20:28:55| 26   7  63   3   0|5117M  257M  192M 2287M| 335k  316k| 128k 1165k|1.00   154 |4566  8087 |1.38 1.86 1.51|2.0   0 100|   0     0 |   0     0 | 25  223    0   21    0
May 12 20:28:56 ubuntu dstat.sh[79421]: 12-05 20:28:56| 14  17  68   0   0|5117M  257M  192M 2287M|  17k 1622 |   0   228k|   0  13.0 |3446  5581 |1.35 1.85 1.50|2.0   0 321|   0     0 |   0     0 | 25  223    0   21    0
May 12 20:28:57 ubuntu dstat.sh[79421]: 12-05 20:28:57| 19   5  66  10   0|5098M  272M  192M 2291M|  47k   12k|3288k 4071k| 588   230 |4077  5689 |1.35 1.85 1.50|1.0 1.0  14|   0     0 |   0     0 | 25  223    0   21    0
May 12 20:28:58 ubuntu dstat.sh[79421]: 12-05 20:28:58| 10   3  70  16   0|5095M  246M  192M 2320M|  26k 7534 |  29M  476k|1559  12.0 |4556  6081 |1.35 1.85 1.50|1.0 1.0   0|   0     0 |   0     0 | 25  223    0   21    0
May 12 20:28:59 ubuntu dstat.sh[79421]: 12-05 20:28:59|  8   4  77  10   1|5097M  238M  192M 2325M|  32k 8296 |6115k 1109k| 954  24.0 |3635  4882 |1.35 1.85 1.50|1.0   0 5.0|   0     0 |   0     0 | 25  224    0   21    0
May 12 20:29:00 ubuntu dstat.sh[79421]: 12-05 20:29:00|  7   3  88   0   0|5137M  198M  192M 2326M|  26k 3282 |4094B    0 |1.00     0 |1821  2555 |1.35 1.85 1.50|7.0   0 1.0|   0     0 |   0     0 | 25  224    0   21    0
May 12 20:29:01 ubuntu dstat.sh[79421]: 12-05 20:29:01|  4   1  92   1   0|5103M  232M  192M 2326M| 436k   19k|   0   476k|   0  37.0 |2329  3204 |1.24 1.82 1.50|2.0   0 2.0|   0     0 |   0     0 | 25  224    0   22    0
May 12 20:29:02 ubuntu dstat.sh[79421]: 12-05 20:29:02|  6   1  92   0   0|5105M  230M  192M 2326M|1179k   36k|   0   116k|   0  15.0 |2792  3102 |1.24 1.82 1.50|1.0   0   0|   0     0 |   0     0 | 25  224    0   23    0
May 12 20:29:03 ubuntu dstat.sh[79421]: 12-05 20:29:03|  5   1  93   0   0|5106M  229M  192M 2326M|1351k   32k|   0   208k|   0  20.0 |2668  3101 |1.24 1.82 1.50|1.0   0   0|   0     0 |   0     0 | 25  224    0   21    0
May 12 20:29:04 ubuntu dstat.sh[79421]: 12-05 20:29:04|  4   2  94   0   0|5107M  227M  192M 2326M| 938k   12k|   0     0 |   0     0 |2293  2733 |1.24 1.82 1.50|1.0   0   0|   0     0 |   0     0 | 25  224    0   21    0
May 12 20:29:05 ubuntu dstat.sh[79421]: 12-05 20:29:05|  4   1  90   2   0|5107M  227M  192M 2326M| 657k 9057 |   0  6081k|   0   123 |2446  3105 |1.24 1.82 1.50|3.0   0   0|   0     0 |   0     0 | 25  224    0   21    0
May 12 20:29:06 ubuntu dstat.sh[79421]: 12-05 20:29:06| 10   3  86   0   0|5108M  226M  192M 2326M| 783k   14k|   0    48k|   0  6.00 |2965  5238 |1.22 1.80 1.49|3.0   0  34|   0     0 |   0     0 | 25  224    0   22    0
May 12 20:29:07 ubuntu dstat.sh[79421]: 12-05 20:29:07|  5   1  91   1   0|5109M  225M  192M 2326M| 788k   21k|   0   543k|   0  51.9 |2695  3854 |1.22 1.80 1.49|1.0   0   0|   0     0 |   0     0 | 25  224    0   21    0
May 12 20:29:08 ubuntu dstat.sh[79421]: 12-05 20:29:08| 20   6  71   3   1|5173M  159M  192M 2328M|  44k   11k|2452k  500k|28.0  39.0 |3601  7377 |1.22 1.80 1.49|5.0   0 1.0|   0     0 |   0     0 | 25  224    0   21    1
May 12 20:29:09 ubuntu dstat.sh[79421]: 12-05 20:29:09|  5   1  92   1   0|5176M  156M  192M 2328M|  40k   13k|   0   464k|   0  33.0 |1970  2816 |1.22 1.80 1.49|1.0   0   0|   0     0 |   0     0 | 25  224    0   21    1
May 12 20:29:10 ubuntu dstat.sh[79421]: 12-05 20:29:10| 11   6  75   7   0|5108M  223M  192M 2329M|  21k 2322 | 325k   94M|11.0   316 |2476  2727 |1.22 1.80 1.49|1.0   0  15|   0     0 |   0     0 | 25  223    0   21    0
May 12 20:29:11 ubuntu dstat.sh[79421]: 12-05 20:29:11| 21   8  68   3   0|5109M  221M  192M 2329M|  24k 6035 | 427k 2404k|12.0   135 |3872  6364 |1.20 1.79 1.49|2.0   0  73|   0     0 |   0     0 | 25  223    0   21    0
May 12 20:29:12 ubuntu dstat.sh[79421]: 12-05 20:29:12| 24   4  70   1   0|5133M  198M  192M 2329M|  31k   10k| 264k  100k|3.00  16.0 |2181  3014 |1.20 1.79 1.49|1.0   0 1.0|   0     0 |   0     0 | 25  223    0   21    0
May 12 20:29:13 ubuntu dstat.sh[79421]: 12-05 20:29:13| 14   8  69   8   0|5132M  135M  193M 2391M|  25k 6040 |  12M 1125k|1022  21.0 |3138  3467 |1.20 1.79 1.49|1.0 1.0 3.0|   0     0 |   0     0 | 25  223    0   21    0
May 12 20:29:15 ubuntu dstat.sh[79421]: 12-05 20:29:14|  5   9  60  26   0|5130M  122M  191M 2413M|  17k 1653 |  31M  136M|2238   873 |6336  3860 |1.20 1.79 1.49|3.0 1.0   0|   0     0 |   0     0 | 25  223    0   21    0
May 12 20:29:15 ubuntu dstat.sh[79421]: 12-05 20:29:15|  4   6  61  27   0|5129M  122M  189M 2418M|  18k 1842 |  25M 1803k|1851  45.4 |3897  3593 |1.20 1.79 1.49|1.0 2.0   0|   0     0 |   0     0 | 25  223    0   21    0
May 12 20:29:16 ubuntu dstat.sh[79421]: 12-05 20:29:16| 10   8  67  14   0|5129M  122M  189M 2419M|  22k 1648 |1815k    0 |98.7     0 |1986  2730 |1.19 1.78 1.49|1.0 2.0   0|   0     0 |   0     0 | 25  223    0   21    0
May 12 20:29:17 ubuntu dstat.sh[79421]: 12-05 20:29:17| 18   5  66   8   0|5150M  125M  189M 2398M|  30k   12k| 524k 2926k|40.3  48.4 |2423  3513 |1.19 1.78 1.49|2.0   0 2.0|   0     0 |   0     0 | 25  223    0   21    0
May 12 20:29:18 ubuntu dstat.sh[79421]: 12-05 20:29:18| 24   6  66   4   0|5158M  126M  188M 2388M|  35k 9685 |  84k  104k|5.01  12.0 |  11k   24k|1.19 1.78 1.49|2.0   0 5.0|   0     0 |   0     0 | 25  223    0   21    0
May 12 20:29:19 ubuntu dstat.sh[79421]: 12-05 20:29:19| 28   1  69   0   0|5158M  126M  188M 2389M|  28k 8073 |   0   587k|   0  20.0 |2088  3009 |1.19 1.78 1.49|3.0   0   0|   0     0 |   0     0 | 25  223    0   21    0
May 12 20:29:20 ubuntu dstat.sh[79421]: 12-05 20:29:20| 25   6  68   1   0|5138M  146M  188M 2389M|  20k 3181 |  60k  752k|4.00  21.0 |2398  3385 |1.19 1.78 1.49|1.0   0  19|   0     0 |   0     0 | 25  223    0   21    0
May 12 20:29:21 ubuntu dstat.sh[79421]: 12-05 20:29:21| 28   3  69   0   0|5146M  138M  188M 2389M|  27k 7913 |   0   272k|   0  22.0 |2266  3322 |1.17 1.76 1.48|2.0   0 3.0|   0     0 |   0     0 | 25  223    0   21    0
May 12 20:29:22 ubuntu dstat.sh[79421]: 12-05 20:29:22| 28   6  66   1   0|5164M  120M  188M 2389M|  28k   11k| 216k  256k|4.00  19.0 |6119    13k|1.17 1.76 1.48|3.0   0 5.0|   0     0 |   0     0 | 25  223    0   21    0
May 12 20:29:23 ubuntu dstat.sh[79421]: 12-05 20:29:23| 33   6  61   0   0|5192M  120M  188M 2362M|  29k   12k|   0   188k|   0  23.0 |6206    12k|1.17 1.76 1.48|2.0   0 5.0|   0     0 |   0     0 | 25  223    0   21    0
May 12 20:29:24 ubuntu dstat.sh[79421]: 12-05 20:29:24| 26   6  67   1   0|5168M  129M  188M 2378M|  24k 5074 |  24k 1813k|3.00  14.0 |2709  5550 |1.17 1.76 1.48|1.0   0 1.0|   0     0 |   0     0 | 25  223    0   21    0
May 12 20:29:25 ubuntu dstat.sh[79421]: 12-05 20:29:25| 29   9  59   1   0|5168M  253M  188M 2258M|  18k 1619 |   0  1103k|   0  23.0 |8344    18k|1.17 1.76 1.48|1.0   0 9.0|   0     0 |   0     0 | 25  223    0   21    0
May 12 20:29:26 ubuntu dstat.sh[79421]: 12-05 20:29:26| 29   8  59   0   0|5172M  247M  188M 2258M|  17k 1734 |   0   112k|   0  8.00 |  23k   51k|1.32 1.78 1.49|3.0   0 3.0|   0     0 |   0     0 | 25  223    0   21    0
May 12 20:29:27 ubuntu dstat.sh[79421]: 12-05 20:29:27| 23   6  68   0   0|5170M  218M  190M 2287M|  30k   13k|  12k 3275k|2.00  69.0 |3374  7494 |1.32 1.78 1.49|2.0   0   0|   0     0 |   0     0 | 25  223    0   21    0
May 12 20:29:28 ubuntu dstat.sh[79421]: 12-05 20:29:28| 27   4  68   0   0|5136M  277M  190M 2263M|  24k 7594 |   0   540k|   0  14.0 |3193  5702 |1.32 1.78 1.49|8.0   0   0|   0     0 |   0     0 | 25  223    0   21    0
May 12 20:29:29 ubuntu dstat.sh[79421]: 12-05 20:29:29| 25   3  71   0   0|5140M  255M  190M 2281M|  33k 7760 |   0   873k|   0  21.0 |2058  2952 |1.32 1.78 1.49|1.0   0   0|   0     0 |   0     0 | 25  223    0   21    0
May 12 20:29:30 ubuntu dstat.sh[79421]: 12-05 20:29:30| 24   5  71   0   0|5145M  235M  190M 2294M|  20k 1840 |   0     0 |   0     0 |1836  2442 |1.32 1.78 1.49|1.0   0   0|   0     0 |   0     0 | 25  223    0   21    0
May 12 20:29:31 ubuntu dstat.sh[79421]: 12-05 20:29:31| 24   4  69   1   0|5152M  222M  190M 2299M|  25k 8004 |  20k 2481k|1.00  39.0 |2155  2953 |1.37 1.79 1.50|2.0   0 2.0|   0     0 |   0     0 | 25  223    0   22    0
May 12 20:29:32 ubuntu dstat.sh[79421]: 12-05 20:29:32| 26   5  70   0   0|5151M  219M  191M 2303M|  27k   12k|   0   537k|   0  13.0 |2338  3064 |1.37 1.79 1.50|2.0   0   0|   0     0 |   0     0 | 25  223    0   22    0
May 12 20:29:33 ubuntu dstat.sh[79421]: 12-05 20:29:33| 41   7  52   0   0|5182M  179M  191M 2311M|  38k 8376 |   0   936k|   0  21.0 |2414  3187 |1.37 1.79 1.50|2.0 1.0 4.0|   0     0 |   0     0 | 25  223    0   22    0
May 12 20:29:34 ubuntu dstat.sh[79421]: 12-05 20:29:34| 33  17  49   1   0|5182M  414M  193M 2075M|  27k 1622 | 533k  236k|6.01  2.00 |2237  2846 |1.37 1.79 1.50|4.0   0 4.0|   0     0 |   0     0 | 25  223    0   21    0
May 12 20:29:35 ubuntu dstat.sh[79421]: 12-05 20:29:35| 44   9  46   1   0|5123M  473M  193M 2075M|  22k 1459 | 260k 5379k|3.00  55.0 |3095  4787 |1.37 1.79 1.50|5.0   0  13|   0     0 |   0     0 | 25  223    0   21    0
May 12 20:29:36 ubuntu dstat.sh[79421]: 12-05 20:29:36| 45   8  45   0   0|5125M  471M  193M 2075M|  30k   13k| 256k   40k|2.00  3.00 |  10k   23k|1.42 1.79 1.50|3.0   0 5.0|   0     0 |   0     0 | 25  223    0   21    0
May 12 20:29:37 ubuntu dstat.sh[79421]: 12-05 20:29:37| 33   7  56   1   0|5134M  462M  193M 2075M|  27k   12k|   0   436k|   0  42.0 |  24k   56k|1.42 1.79 1.50|2.0   0 3.0|   0     0 |   0     0 | 25  223    0   21    0
May 12 20:29:38 ubuntu dstat.sh[79421]: 12-05 20:29:38| 23   6  68   1   0|5130M  441M  193M 2100M|  26k 7841 |   0  1286k|   0  16.0 |4226  7747 |1.42 1.79 1.50|3.0   0   0|   0     0 |   0     0 | 25  223    0   21    0
May 12 20:29:39 ubuntu dstat.sh[79421]: 12-05 20:29:39| 24   6  69   1   0|5133M  434M  193M 2104M|  34k   11k|4100B  745k|1.00  25.0 |2486  3728 |1.42 1.79 1.50|4.0   0 7.0|   0     0 |   0     0 | 25  223    0   21    0
May 12 20:29:40 ubuntu dstat.sh[79421]: 12-05 20:29:40| 23   7  69   0   0|5134M  403M  194M 2133M|  19k 1620 |   0  4096B|   0  1.00 |3530  5847 |1.42 1.79 1.50|4.0   0   0|   0     0 |   0     0 | 25  223    0   21    0
May 12 20:29:41 ubuntu dstat.sh[79421]: 12-05 20:29:41| 28   5  66   1   0|5140M  392M  194M 2139M|  43k   20k|   0  5331k|   0   133 |2798  4170 |1.63 1.83 1.51|3.0   0 2.0|   0     0 |   0     0 | 25  223    0   21    0
May 12 20:29:42 ubuntu dstat.sh[79421]: 12-05 20:29:42| 26   3  70   0   0|5148M  379M  194M 2144M|  28k   11k|   0   579k|   0  18.0 |2433  3353 |1.63 1.83 1.51|2.0   0   0|   0     0 |   0     0 | 25  223    0   21    0
May 12 20:29:43 ubuntu dstat.sh[79421]: 12-05 20:29:43| 25   3  71   0   0|5142M  380M  194M 2148M|  26k 6042 |   0   845k|   0  21.0 |2250  3562 |1.63 1.83 1.51|2.0   0   0|   0     0 |   0     0 | 25  223    0   21    0
May 12 20:29:44 ubuntu dstat.sh[79421]: 12-05 20:29:44| 66  10  23   0   0|4871M  651M  194M 2149M|  23k 5053 |  64k  524k|2.00  14.0 |2880  3919 |1.63 1.83 1.51|5.0   0  15|   0     0 |   0     0 | 25  209    0   26    0
May 12 20:29:45 ubuntu dstat.sh[79421]: 12-05 20:29:45| 73  19   7   0   0|4603M  919M  194M 2149M|  26k 8258 | 404k 1739k|9.99   250 |5043  7627 |1.63 1.83 1.51|6.0   0  33|   0     0 |   0     0 | 25  190    0   28    0
May 12 20:29:46 ubuntu dstat.sh[79421]: 12-05 20:29:46| 90  10   0   0   0|4808M  713M  194M 2149M|  21k 1844 |   0    44k|   0  3.00 |2913  3882 |1.90 1.88 1.53|6.0   0 2.0|   0     0 |   0     0 | 25  190    0   28    0
May 12 20:29:47 ubuntu dstat.sh[79421]: 12-05 20:29:47| 87  13   0   0   0|4968M  553M  194M 2150M|  38k   18k|   0    96k|   0  11.0 |3033  4240 |1.90 1.88 1.53|6.0   0 7.0|   0     0 |   0     0 | 25  196    0   28    0
May 12 20:29:48 ubuntu dstat.sh[79421]: 12-05 20:29:48| 81  14   2   1   0|5122M  394M  194M 2153M| 311k  272k| 388k  736k|19.0  65.0 |7618    15k|1.90 1.88 1.53|4.0 2.0 5.0|   0     0 |   0     0 | 25  210    0   46    0
May 12 20:29:49 ubuntu dstat.sh[79421]: 12-05 20:29:49| 28   4  67   0   0|5139M  375M  194M 2155M| 238k  145k|  76k  272k|4.00  26.0 |5963  9293 |1.90 1.88 1.53|2.0   0 2.0|   0     0 |   0     0 | 25  216    0   46    0
May 12 20:29:50 ubuntu dstat.sh[79421]: 12-05 20:29:50| 22   4  68   5   0|5155M  360M  194M 2155M| 266k  232k|   0    10M|   0   413 |4614  6425 |1.90 1.88 1.53|1.0   0 4.0|   0     0 |   0     0 | 25  220    0   46    0
May 12 20:29:51 ubuntu dstat.sh[79421]: 12-05 20:29:51|  3   1  94   0   0|5155M  360M  194M 2155M|  20k 3174 |   0   144k|   0  9.02 |1860  2893 |1.75 1.85 1.52|1.0   0 2.0|   0     0 |   0     0 | 25  220    0   46    0
May 12 20:29:52 ubuntu dstat.sh[79421]: 12-05 20:29:52|  4   1  92   2   1|5155M  360M  194M 2155M|  30k   10k|   0  1448k|   0  95.0 |2310  3484 |1.75 1.85 1.52|  0   0   0|   0     0 |   0     0 | 25  220    0   44    0
May 12 20:29:53 ubuntu dstat.sh[79421]: 12-05 20:29:53|  4   1  93   0   0|5140M  374M  194M 2155M|  32k   16k|   0    48k|   0  5.99 |1910  2919 |1.75 1.85 1.52|2.0   0   0|   0     0 |   0     0 | 25  220    0   44    0
May 12 20:29:54 ubuntu dstat.sh[79421]: 12-05 20:29:54| 11   4  84   0   0|5134M  381M  194M 2155M| 107k   90k|   0  4099B|   0  1.00 |2687  5775 |1.75 1.85 1.52|1.0   0   0|   0     0 |   0     0 | 25  220    0   41    0
May 12 20:29:55 ubuntu dstat.sh[79421]: 12-05 20:29:55|  3   0  95   0   0|5134M  381M  194M 2155M|  23k 2204 |   0   665k|   0  4.00 |1730  2660 |1.75 1.85 1.52|1.0   0   0|   0     0 |   0     0 | 25  220    0   41    0
May 12 20:29:56 ubuntu dstat.sh[79421]: 12-05 20:29:56|  2   1  95   0   0|5134M  381M  194M 2155M|  20k 2191 |   0   124k|   0  5.99 |1680  2528 |1.69 1.84 1.52|1.0   0   0|   0     0 |   0     0 | 25  220    0   31    0
May 12 20:29:57 ubuntu dstat.sh[79421]: 12-05 20:29:57|  5   2  94   1   0|5134M  381M  194M 2155M|  27k 7615 |   0   228k|   0  20.0 |1962  2873 |1.69 1.84 1.52|1.0   0   0|   0     0 |   0     0 | 25  220    0   31    0
May 12 20:29:58 ubuntu dstat.sh[79421]: 12-05 20:29:58|  4   0  93   1   0|5134M  380M  194M 2155M|  27k   12k|   0   148k|   0  23.0 |2070  3335 |1.69 1.84 1.52|1.0   0   0|   0     0 |   0     0 | 25  220    0   31    0
May 12 20:29:59 ubuntu dstat.sh[79421]: 12-05 20:29:59|  2   1  92   2   0|5134M  380M  194M 2155M|  45k 8062 |   0   160k|   0  19.0 |1887  3007 |1.69 1.84 1.52|1.0   0   0|   0     0 |   0     0 | 25  220    0   31    0
May 12 20:30:00 ubuntu dstat.sh[79421]: 12-05 20:30:00|  5   1  92   1   0|5135M  380M  194M 2155M|  37k   17k|   0   432k|   0  41.0 |2111  3439 |1.69 1.84 1.52|  0   0   0|   0     0 |   0     0 | 25  220    0   31    0
May 12 20:30:01 ubuntu dstat.sh[79421]: 12-05 20:30:01|  3   1  93   1   0|5135M  380M  194M 2155M|  36k 3365 |   0   112k|   0  9.00 |1768  2690 |1.63 1.82 1.52|1.0   0 2.0|   0     0 |   0     0 | 25  220    0   32    0
May 12 20:30:02 ubuntu dstat.sh[79421]: 12-05 20:30:02|  4   1  93   0   0|5135M  380M  194M 2155M|  38k   14k|   0   208k|   0  21.0 |2051  3120 |1.63 1.82 1.52|  0   0   0|   0     0 |   0     0 | 25  220    0   32    0
May 12 20:30:03 ubuntu dstat.sh[79421]: 12-05 20:30:03|  3   0  94   0   0|5135M  380M  194M 2155M|  35k 9099 |   0   132k|   0  7.99 |1876  2904 |1.63 1.82 1.52|1.0   0   0|   0     0 |   0     0 | 25  220    0   32    0
May 12 20:30:04 ubuntu dstat.sh[79421]: 12-05 20:30:04|  3   2  86   8   0|5135M  379M  194M 2155M|  31k 1734 |   0  8743k|   0   840 |3833  3418 |1.63 1.82 1.52|1.0   0 2.0|   0     0 |   0     0 | 25  220    0   31    0
May 12 20:30:05 ubuntu dstat.sh[79421]: 12-05 20:30:05|  7   9  70  13   0|5153M  360M  194M 2156M|  31k 1853 | 767k   45M|30.0   229 |3167  4628 |1.63 1.82 1.52|3.0 1.0 214|   0     0 |   0     0 | 25  220    0   31    0
May 12 20:30:06 ubuntu dstat.sh[79421]: 12-05 20:30:06| 17  24  52   5   0|5182M  331M  194M 2156M|  28k 2300 |  96k 4101B|8.01  1.00 |4819    11k|1.58 1.81 1.51|2.0   0 796|   0     0 |   0     0 | 25  220    0   31    0
May 12 20:30:07 ubuntu dstat.sh[79421]: 12-05 20:30:07| 11  19  67   1   0|5156M  356M  194M 2156M|  26k 8085 |  44k 1100k|2.00  24.0 |4430  8378 |1.58 1.81 1.51|2.0   0 542|   0     0 |   0     0 | 25  220    0   31    0
May 12 20:30:08 ubuntu dstat.sh[79421]: 12-05 20:30:08| 11  18  67   1   0|5156M  356M  194M 2157M|  29k   12k| 519k  160k|5.99  24.0 |4234  7481 |1.58 1.81 1.51|3.0   0 501|   0     0 |   0     0 | 25  220    0   31    0
May 12 20:30:09 ubuntu dstat.sh[79421]: 12-05 20:30:09| 17  12  68   1   0|5168M  343M  194M 2157M|  30k 8164 |  48k  212k|3.00  21.0 |3240  5286 |1.58 1.81 1.51|3.0   0 234|   0     0 |   0     0 | 25  220    0   31    0
May 12 20:30:10 ubuntu dstat.sh[79421]: 12-05 20:30:10| 26   5  68   1   0|5189M  322M  194M 2158M| 164k  148k| 228k  301k|5.01  30.1 |3398  5576 |1.58 1.81 1.51|1.0   0 1.0|   0     0 |   0     0 | 25  223    0   31    0
May 12 20:30:11 ubuntu dstat.sh[79421]: 12-05 20:30:11| 30  10  54   6   0|5202M  308M  194M 2157M|  36k   20k|4097B   61M|1.00   441 |3895  4759 |3.06 2.11 1.61|5.0   0 151|   0     0 |   0     0 | 24  224    0   31    0
May 12 20:30:12 ubuntu dstat.sh[79421]: 12-05 20:30:12| 28   7  63   1   0|5225M  285M  195M 2158M| 150k  133k|  16k  435k|1.00  46.9 |3414  5503 |3.06 2.11 1.61|1.0   0 180|   0     0 |   0     0 | 24  229    0   32    0
May 12 20:30:13 ubuntu dstat.sh[79421]: 12-05 20:30:13| 26   4  67   1   0|5218M  292M  195M 2158M|  33k 2466 |   0   268k|   0  23.0 |2320  3082 |3.06 2.11 1.61|1.0   0  42|   0     0 |   0     0 | 24  228    0   32    0
May 12 20:30:14 ubuntu dstat.sh[79421]: 12-05 20:30:14| 25   6  68   0   0|5201M  309M  195M 2158M| 168k  148k|   0   320k|   0  31.0 |2706  3971 |3.06 2.11 1.61|2.0   0  42|   0     0 |   0     0 | 24  228    0   32    0
May 12 20:30:15 ubuntu dstat.sh[79421]: 12-05 20:30:15| 27   6  66   1   0|5202M  308M  195M 2158M| 105k   86k|   0   332k|   0  35.0 |2728  3641 |3.06 2.11 1.61|3.0   0  36|   0     0 |   0     0 | 24  228    0   32    0
May 12 20:30:16 ubuntu dstat.sh[79421]: 12-05 20:30:16| 28  10  54   8   0|5199M  311M  195M 2158M|  21k 1567 | 100k   16M|10.0   297 |3777  7266 |3.13 2.14 1.63|1.0   0  92|   0     0 |   0     0 | 24  228    0   32    0
May 12 20:30:17 ubuntu dstat.sh[79421]: 12-05 20:30:17| 40  13  44   1   0|5187M  323M  195M 2158M| 152k  131k|   0   612k|   0  53.0 |  19k   43k|3.13 2.14 1.63|3.0   0  43|   0     0 |   0     0 | 25  228    0   33    0
May 12 20:30:18 ubuntu dstat.sh[79421]: 12-05 20:30:18| 42   8  50   0   0|5160M  349M  195M 2159M| 157k  140k|   0   648k|   0  63.0 |4432  8312 |3.13 2.14 1.63|4.0   0  42|   0     0 |   0     0 | 25  228    0   33    0
May 12 20:30:19 ubuntu dstat.sh[79421]: 12-05 20:30:19| 67  17  16   0   0|4849M  660M  195M 2159M|  39k   11k|   0   464k|   0  40.0 |4835  7805 |3.13 2.14 1.63|4.0   0  57|   0     0 |   0     0 | 25  208    0   38    0
May 12 20:30:20 ubuntu dstat.sh[79421]: 12-05 20:30:20| 86  14   0   0   0|4859M  649M  195M 2159M|  29k   14k|  36k  628k|4.00  63.0 |4680  7505 |3.13 2.14 1.63|5.0   0  48|   0     0 |   0     0 | 25  204    0   38    0
May 12 20:30:21 ubuntu dstat.sh[79421]: 12-05 20:30:21| 85  15   0   0   0|4845M  664M  195M 2159M|  58k   39k|   0  3377k|   0   123 |3452  4692 |3.28 2.19 1.64|5.0   0  48|   0     0 |   0     0 | 25  192    0   41    0
May 12 20:30:22 ubuntu dstat.sh[79421]: 12-05 20:30:22| 83  16   0   0   0|5033M  474M  195M 2160M|  95k   77k|  44k 2815k|4.00   175 |4776  9825 |3.28 2.19 1.64|4.0   0  44|   0     0 |   0     0 | 25  203    0   43    1
May 12 20:30:23 ubuntu dstat.sh[79421]: 12-05 20:30:23| 60  13  27   0   0|5140M  365M  195M 2162M| 229k  208k|4095B  400k|1.00  49.0 |5308    18k|3.28 2.19 1.64|3.0   0  44|   0     0 |   0     0 | 25  212    0   56    0
May 12 20:30:24 ubuntu dstat.sh[79421]: 12-05 20:30:24| 25   7  68   0   0|5164M  340M  195M 2163M| 185k  107k|   0    48k|   0  12.0 |3642  5936 |3.28 2.19 1.64|1.0   0  41|   0     0 |   0     0 | 25  214    0   56    1
May 12 20:30:25 ubuntu dstat.sh[79421]: 12-05 20:30:25| 14   6  78   0   0|5173M  331M  195M 2162M| 114k   86k|   0    36k|   0  8.99 |3129  4771 |3.28 2.19 1.64|3.0   0  39|   0     0 |   0     0 | 25  220    0   56    0
May 12 20:30:26 ubuntu dstat.sh[79421]: 12-05 20:30:26|  6   5  88   1   0|5167M  337M  195M 2162M|  17k 1857 |  56k  208k|2.00  12.0 |2074  2886 |3.02 2.15 1.64|2.0   0  41|   0     0 |   0     0 | 25  220    0   56    0
May 12 20:30:27 ubuntu dstat.sh[79421]: 12-05 20:30:27|  6   4  88   2   0|5145M  359M  195M 2162M|  29k 7614 |   0   996k|   0  75.0 |2633  3996 |3.02 2.15 1.64|5.0   0  37|   0     0 |   0     0 | 25  220    0   56    0
May 12 20:30:28 ubuntu dstat.sh[79421]: 12-05 20:30:28|  5   3  91   1   0|5145M  359M  195M 2162M|  23k 7897 |   0   128k|   0  21.0 |2223  3236 |3.02 2.15 1.64|2.0   0  36|   0     0 |   0     0 | 25  220    0   56    0
May 12 20:30:29 ubuntu dstat.sh[79421]: 12-05 20:30:29|  4   2  91   0   0|5145M  359M  195M 2162M|  30k 7498 |   0   144k|   0  21.0 |2210  3213 |3.02 2.15 1.64|  0   0  36|   0     0 |   0     0 | 25  220    0   56    0
May 12 20:30:30 ubuntu dstat.sh[79421]: 12-05 20:30:30|  4   3  93   0   0|5144M  360M  195M 2162M|  17k 1855 |   0    36k|   0  9.00 |2024  2811 |3.02 2.15 1.64|4.0   0  36|   0     0 |   0     0 | 25  220    0   56    0
May 12 20:30:31 ubuntu dstat.sh[79421]: 12-05 20:30:31|  5   2  92   0   0|5144M  360M  195M 2163M|  28k 3258 |   0   344k|   0  27.0 |2192  3008 |2.78 2.12 1.63|3.0   0  38|   0     0 |   0     0 | 25  220    0   57    0
May 12 20:30:32 ubuntu dstat.sh[79421]: 12-05 20:30:32|  8   6  82   2   1|5152M  351M  195M 2163M|  33k   16k| 188k  596k|7.01  53.0 |3189  4671 |2.78 2.12 1.63|1.0   0 138|   0     0 |   0     0 | 24  220    0   58    0
May 12 20:30:33 ubuntu dstat.sh[79421]: 12-05 20:30:33|  8  16  65  10   0|5155M  349M  195M 2163M|  18k 1882 | 499k  172k| 117  5.99 |3495  5464 |2.78 2.12 1.63|1.0   0 371|   0     0 |   0     0 | 24  220    0   56    0
May 12 20:30:34 ubuntu dstat.sh[79421]: 12-05 20:30:34| 12  18  67   3   0|5154M  349M  195M 2163M|  25k 1621 | 148k  372k|30.0  54.0 |3773  6176 |2.78 2.12 1.63|2.0   0 516|   0     0 |   0     0 | 24  220    0   56    0
