-- Logs begin at Mon 2022-08-08 00:24:31 UTC, end at Mon 2022-08-08 02:23:37 UTC. --
Aug 08 01:45:21 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Aug 08 01:45:22 ubuntu dstat.sh[98046]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ----swap--- ------tcp-sockets-------
Aug 08 01:45:22 ubuntu dstat.sh[98046]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Aug 08 01:53:43 ubuntu dstat.sh[98046]: 08-08 01:53:43| 43  11  47   1   0|5056M  198M  178M 2394M|  20k   14k| 308k  404k|7.00  43.0 |2829  4422 |2.89 2.40 1.61|2.0   0  79|   0     0 |   0     0 | 25  244    0   40    0
Aug 08 01:53:44 ubuntu dstat.sh[98046]: 08-08 01:53:44| 44   8  47   0   0|5085M  169M  178M 2394M|  91k   87k| 256k  184k|2.00  16.0 |2243  3354 |2.89 2.40 1.61|2.0   0 4.0|   0     0 |   0     0 | 25  245    0   40    0
Aug 08 01:53:45 ubuntu dstat.sh[98046]: 08-08 01:53:45| 46   6  47   0   0|5087M  167M  178M 2394M| 509k  503k| 256k  300k|2.00  27.0 |3364  7300 |2.89 2.40 1.61|2.0   0 5.0|   0     0 |   0     0 | 25  252    0   40    0
Aug 08 01:53:46 ubuntu dstat.sh[98046]: 08-08 01:53:46| 46   8  44   0   0|5107M  146M  178M 2394M|8977k 8971k| 256k  572k|2.00  53.0 |4702  9557 |2.82 2.39 1.61|4.0   0 9.0|   0     0 |   0     0 | 25  260    0   41    0
Aug 08 01:53:47 ubuntu dstat.sh[98046]: 08-08 01:53:47| 43   9  47   0   0|5116M  137M  178M 2395M| 484k  480k| 316k  645k|11.0  71.1 |4471  8615 |2.82 2.39 1.61|3.0   0 7.0|   0     0 |   0     0 | 25  263    0   41    0
Aug 08 01:53:48 ubuntu dstat.sh[98046]: 08-08 01:53:48| 47  12  39   2   0|5128M  127M  177M 2395M|  58M   58M| 448k 6548k|23.0  60.0 |5736    11k|2.82 2.39 1.61|1.0 2.0  26|   0     0 |   0     0 | 25  268    0   48    0
Aug 08 01:53:49 ubuntu dstat.sh[98046]: 08-08 01:53:49| 32  19  45   2   0|5072M  198M  177M 2380M|  48k   44k| 554k   11M|7.97  93.7 |4147  7437 |2.82 2.39 1.61|2.0   0 377|   0     0 |   0     0 | 25  263    0   54    0
Aug 08 01:53:50 ubuntu dstat.sh[98046]: 08-08 01:53:50| 25   7  68   0   1|5069M  201M  177M 2380M|  13k 6198 |   0   409k|   0  29.1 |2509  4219 |2.82 2.39 1.61|1.0   0 113|   0     0 |   0     0 | 25  263    0   54    0
Aug 08 01:53:51 ubuntu dstat.sh[98046]: 08-08 01:53:51| 19   3  77   0   0|5097M  174M  177M 2380M|7434  2512 |   0   248k|   0  14.0 |1886  2874 |2.67 2.37 1.61|  0   0   0|   0     0 |   0     0 | 25  264    0   54    0
Aug 08 01:53:52 ubuntu dstat.sh[98046]: 08-08 01:53:52|  5   1  93   0   0|5097M  173M  177M 2380M|  11k 2669 |   0   971k|   0  60.9 |1914  2995 |2.67 2.37 1.61|1.0   0   0|   0     0 |   0     0 | 25  263    1   54    0
Aug 08 01:53:53 ubuntu dstat.sh[98046]: 08-08 01:53:53| 14  17  69   0   0|5036M  234M  177M 2380M|  34k   17k|4104B  465k|1.00  42.1 |3703  6513 |2.67 2.37 1.61|2.0   0 305|   0     0 |   0     0 | 25  263    0   54    0
Aug 08 01:53:54 ubuntu dstat.sh[98046]: 08-08 01:53:54| 13  18  69   0   0|5036M  234M  177M 2380M|8032  2130 |8188B  152k|1.00  10.0 |3395  5877 |2.67 2.37 1.61|2.0   0 360|   0     0 |   0     0 | 25  263    0   54    0
Aug 08 01:53:55 ubuntu dstat.sh[98046]: 08-08 01:53:55|  3   0  94   0   0|5036M  234M  177M 2380M|7239  1619 |   0   116k|   0  6.00 |1683  2813 |2.67 2.37 1.61|1.0   0 1.0|   0     0 |   0     0 | 25  263    0   54    0
Aug 08 01:53:56 ubuntu dstat.sh[98046]: 08-08 01:53:56| 25   5  70   0   0|5079M  192M  177M 2380M|  13k 8862 |   0   116k|   0  13.0 |1964  2968 |2.54 2.34 1.60|1.0   0  11|   0     0 |   0     0 | 25  265    0   54    0
Aug 08 01:53:57 ubuntu dstat.sh[98046]: 08-08 01:53:57| 28   3  65   2   0|5097M  173M  177M 2380M| 263k  258k|   0  1096k|   0   105 |3386  6047 |2.54 2.34 1.60|4.0   0   0|   0     0 |   0     0 | 25  266    0   54    0
Aug 08 01:53:58 ubuntu dstat.sh[98046]: 08-08 01:53:58| 15  13  69   1   0|5038M  232M  177M 2380M|  32k   26k| 116k  636k|5.00  44.0 |3058  5002 |2.54 2.34 1.60|1.0   0 182|   0     0 |   0     0 | 25  269    0   54    0
Aug 08 01:53:59 ubuntu dstat.sh[98046]: 08-08 01:53:59| 14  18  66   0   1|5038M  232M  177M 2381M|  25k   18k|   0   640k|   0  46.0 |3362  5464 |2.54 2.34 1.60|1.0   0 194|   0     0 |   0     0 | 25  271    0   54    0
Aug 08 01:54:00 ubuntu dstat.sh[98046]: 08-08 01:54:00| 14  17  68   0   0|5039M  230M  177M 2381M|  18k   13k|  40k  591k|3.99  42.9 |3348  5562 |2.54 2.34 1.60|  0 1.0 230|   0     0 |   0     0 | 25  275    0   54    0
Aug 08 01:54:01 ubuntu dstat.sh[98046]: 08-08 01:54:01| 24   6  69   2   0|5089M  180M  177M 2381M|6227  1567 |4099B 7278k|1.00   680 |3218  2998 |2.41 2.32 1.60|1.0   0 4.0|   0     0 |   0     0 | 25  275    0   54    0
Aug 08 01:54:02 ubuntu dstat.sh[98046]: 08-08 01:54:02| 25   5  71   1   0|5142M  127M  177M 2381M|5137  1292 |  92k 1540k|1.00  81.0 |2010  2948 |2.41 2.32 1.60|1.0   0   0|   0     0 |   0     0 | 25  275    0   54    0
Aug 08 01:54:03 ubuntu dstat.sh[98046]: 08-08 01:54:03| 26   5  68   1   0|5045M  241M  177M 2366M|  53k   50k|  72k  840k|1.00  88.0 |2718  4154 |2.41 2.32 1.60|1.0   0 9.0|   0     0 |   0     0 | 25  275    0   54    0
Aug 08 01:54:04 ubuntu dstat.sh[98046]: 08-08 01:54:04| 23   4  70   0   0|5087M  199M  177M 2366M|7628  3707 |  20k  260k|4.00  26.0 |2192  3401 |2.41 2.32 1.60|1.0   0 1.0|   0     0 |   0     0 | 25  275    0   54    0
Aug 08 01:54:05 ubuntu dstat.sh[98046]: 08-08 01:54:05| 26   4  70   1   0|5123M  163M  177M 2366M|8615  4384 |   0   337k|   0  29.1 |2047  3012 |2.41 2.32 1.60|1.0   0  20|   0     0 |   0     0 | 25  277    0   54    0
Aug 08 01:54:06 ubuntu dstat.sh[98046]: 08-08 01:54:06| 28   6  65   1   0|5154M  142M  176M 2357M|  20k   15k|   0  2813k|   0   206 |2368  2860 |2.38 2.31 1.60|1.0   0 5.0|   0     0 |   0     0 | 25  280    0   54    0
Aug 08 01:54:07 ubuntu dstat.sh[98046]: 08-08 01:54:07| 29   3  68   1   0|5157M  139M  176M 2357M| 212k  208k|   0   453k|   0  51.1 |3161  5974 |2.38 2.31 1.60|1.0   0 1.0|   0     0 |   0     0 | 25  279    0   54    0
Aug 08 01:54:08 ubuntu dstat.sh[98046]: 08-08 01:54:08| 24   4  69   1   0|5081M  215M  177M 2357M|  14k 9536 | 124k  280k|5.00  25.0 |2151  3260 |2.38 2.31 1.60|1.0   0  21|   0     0 |   0     0 | 25  277    0   54    0
Aug 08 01:54:09 ubuntu dstat.sh[98046]: 08-08 01:54:09| 32   5  62   0   0|5107M  188M  177M 2357M| 162k  158k|   0   352k|   0  35.0 |3468  6162 |2.38 2.31 1.60|1.0   0   0|   0     0 |   0     0 | 25  277    0   54    0
Aug 08 01:54:10 ubuntu dstat.sh[98046]: 08-08 01:54:10| 17  12  70   1   0|5047M  248M  177M 2358M|  14k 7780 | 396k  756k|6.00  50.0 |3010  5100 |2.38 2.31 1.60|1.0   0 201|   0     0 |   0     0 | 25  277    0   55    0
Aug 08 01:54:11 ubuntu dstat.sh[98046]: 08-08 01:54:11| 11  16  69   3   0|5052M  242M  177M 2358M|  18k 3373 | 400k   16M|27.0  49.0 |3066  5082 |2.35 2.31 1.60|1.0   0 289|   0     0 |   0     0 | 25  277    0   55    0
Aug 08 01:54:12 ubuntu dstat.sh[98046]: 08-08 01:54:12| 15   7  70   7   0|5053M  240M  177M 2359M|  15k 8075 | 976k  376k|89.0  20.0 |2422  3606 |2.35 2.31 1.60|2.0   0  90|   0     0 |   0     0 | 25  277    0   53    0
Aug 08 01:54:13 ubuntu dstat.sh[98046]: 08-08 01:54:13| 24   5  70   1   0|5072M  221M  177M 2360M|  21k   16k| 528k  332k|50.0  47.0 |2423  3654 |2.35 2.31 1.60|2.0   0 2.0|   0     0 |   0     0 | 25  277    0   53    0
Aug 08 01:54:14 ubuntu dstat.sh[98046]: 08-08 01:54:14| 23   3  71   3   0|5081M  211M  177M 2361M|  12k 6729 |1043k  208k| 122  16.0 |2152  3052 |2.35 2.31 1.60|3.0   0 4.0|   0     0 |   0     0 | 25  277    0   51    0
Aug 08 01:54:15 ubuntu dstat.sh[98046]: 08-08 01:54:15| 22   3  71   3   0|5103M  188M  177M 2361M|6129  1567 | 328k  180k|23.0  8.01 |1859  2742 |2.35 2.31 1.60|2.0 1.0 2.0|   0     0 |   0     0 | 25  277    0   51    0
Aug 08 01:54:16 ubuntu dstat.sh[98046]: 08-08 01:54:16| 22   6  66   4   0|5107M  182M  177M 2364M|6445  2067 |3018k   56k|58.0  9.99 |7434    15k|2.32 2.30 1.61|2.0   0  12|   0     0 |   0     0 | 25  277    0   44    0
Aug 08 01:54:17 ubuntu dstat.sh[98046]: 08-08 01:54:17| 23   3  70   3   0|5080M  208M  177M 2364M|  18k   13k| 144k  908k|14.0  72.0 |2441  3831 |2.32 2.30 1.61|1.0   0   0|   0     0 |   0     0 | 25  277    1   44    0
Aug 08 01:54:18 ubuntu dstat.sh[98046]: 08-08 01:54:18|  4   1  94   0   0|5080M  208M  177M 2364M|  12k 8311 |   0    92k|   0  14.0 |1794  3010 |2.32 2.30 1.61|1.0   0   0|   0     0 |   0     0 | 25  278    0   42    0
Aug 08 01:54:19 ubuntu dstat.sh[98046]: 08-08 01:54:19|  5   2  90   1   0|5081M  207M  177M 2364M|  26k   14k|8190B  440k|2.00  41.0 |2100  3385 |2.32 2.30 1.61|  0   0   0|   0     0 |   0     0 | 25  279    0   43    0
Aug 08 01:54:20 ubuntu dstat.sh[98046]: 08-08 01:54:20|  4   0  94   0   0|5082M  207M  177M 2364M|  14k 8918 |   0   307k|   0  34.9 |2044  3192 |2.32 2.30 1.61|  0   0   0|   0     0 |   0     0 | 25  279    0   40    0
Aug 08 01:54:21 ubuntu dstat.sh[98046]: 08-08 01:54:21|  3   1  95   0   0|5082M  207M  177M 2364M|  12k 3535 |   0   148k|   0  11.0 |1705  2668 |2.14 2.27 1.60|  0   0   0|   0     0 |   0     0 | 25  279    0   40    0
Aug 08 01:54:22 ubuntu dstat.sh[98046]: 08-08 01:54:22|  4   1  94   0   0|5082M  206M  177M 2364M|  79k 5362 |   0   180k|   0  20.0 |1823  2790 |2.14 2.27 1.60|  0   0   0|   0     0 |   0     0 | 25  279    0   36    0
Aug 08 01:54:23 ubuntu dstat.sh[98046]: 08-08 01:54:23| 15   3  79   2   0|5083M  204M  177M 2365M|  88k   19k| 152k  672k|13.0  46.0 |2368  3591 |2.14 2.27 1.60|  0   0 2.0|   0     0 |   0     0 | 25  279    0   36    0
Aug 08 01:54:24 ubuntu dstat.sh[98046]: 08-08 01:54:24|  4   1  93   1   0|5083M  204M  177M 2365M| 195k 9413 |   0   288k|   0  12.0 |1881  2703 |2.14 2.27 1.60|  0   0   0|   0     0 |   0     0 | 25  279    0   32    0
Aug 08 01:54:25 ubuntu dstat.sh[98046]: 08-08 01:54:25| 14   4  81   0   0|5101M  180M  177M 2371M| 696k   26k|   0   984k|   0  13.0 |2544  2975 |2.14 2.27 1.60|1.0   0 2.0|   0     0 |   0     0 | 25  279    0   32    0
Aug 08 01:54:26 ubuntu dstat.sh[98046]: 08-08 01:54:26| 24   4  70   0   0|5100M  181M  177M 2371M|  15k 3210 |  44k  444k|4.00  6.00 |1816  2804 |2.04 2.24 1.59|1.0   0 1.0|   0     0 |   0     0 | 25  279    0   26    0
Aug 08 01:54:27 ubuntu dstat.sh[98046]: 08-08 01:54:27| 24   4  68   3   0|5108M  170M  178M 2373M|  22k   16k| 116k 1081k|14.0  85.1 |2761  4743 |2.04 2.24 1.59|1.0   0 1.0|   0     0 |   0     0 | 25  279    0   26    0
Aug 08 01:54:28 ubuntu dstat.sh[98046]: 08-08 01:54:28| 25   2  71   2   0|5086M  192M  178M 2373M|  16k 8073 |  96k  479k|16.0  12.0 |2024  3747 |2.04 2.24 1.59|1.0   0   0|   0     0 |   0     0 | 25  279    0   26    0
Aug 08 01:54:29 ubuntu dstat.sh[98046]: 08-08 01:54:29| 22   2  70   6   0|5091M  183M  178M 2376M|  17k   12k|  80k 2701k|18.0   128 |2406  3729 |2.04 2.24 1.59|1.0   0   0|   0     0 |   0     0 | 25  279    0   26    0
Aug 08 01:54:30 ubuntu dstat.sh[98046]: 08-08 01:54:30| 22   6  70   0   0|5115M  158M  178M 2378M|  11k 5878 |   0  1327k|   0  22.0 |2699  4616 |2.04 2.24 1.59|2.0   0 6.0|   0     0 |   0     0 | 25  279    0   25    0
Aug 08 01:54:31 ubuntu dstat.sh[98046]: 08-08 01:54:31| 26   5  68   1   0|5119M  153M  178M 2378M|6025  1621 |   0  3511k|   0   371 |9032    17k|1.96 2.22 1.59|1.0   0 8.0|   0     0 |   0     0 | 25  279    0   25    0
Aug 08 01:54:32 ubuntu dstat.sh[98046]: 08-08 01:54:32| 32  17  48   1   0|5048M  232M  179M 2371M|7046  2192 | 476k  536k|9.00  13.0 |2809  4507 |1.96 2.22 1.59|2.0   0 208|   0     0 |   0     0 | 25  277    0   25    0
Aug 08 01:54:33 ubuntu dstat.sh[98046]: 08-08 01:54:33| 43  12  44   0   0|5085M  194M  179M 2371M|  28k   22k| 256k  415k|2.00  43.9 |2849  4457 |1.96 2.22 1.59|2.0   0 108|   0     0 |   0     0 | 25  277    0   25    0
Aug 08 01:54:34 ubuntu dstat.sh[98046]: 08-08 01:54:34| 43   9  48   0   0|5115M  164M  179M 2371M| 187k  180k| 256k  252k|2.00  23.0 |2691  4617 |1.96 2.22 1.59|4.0   0 4.0|   0     0 |   0     0 | 25  281    0   23    0
Aug 08 01:54:35 ubuntu dstat.sh[98046]: 08-08 01:54:35| 37  12  49   0   0|5062M  217M  179M 2372M| 157k  152k| 412k  224k|5.00  13.0 |3197  5345 |1.96 2.22 1.59|2.0   0 115|   0     0 |   0     0 | 25  277    0   24    0
Aug 08 01:54:36 ubuntu dstat.sh[98046]: 08-08 01:54:36| 32   6  62   0   0|5109M  169M  179M 2372M|6915  1733 |   0   400k|   0  23.0 |2205  3090 |1.88 2.20 1.59|1.0   0 5.0|   0     0 |   0     0 | 25  277    0   23    0
Aug 08 01:54:37 ubuntu dstat.sh[98046]: 08-08 01:54:37| 26   8  66   1   0|5062M  216M  179M 2372M| 196k  189k|   0   880k|   0  78.0 |3676  6575 |1.88 2.20 1.59|1.0   0  71|   0     0 |   0     0 | 25  277    0   24    0
Aug 08 01:54:38 ubuntu dstat.sh[98046]: 08-08 01:54:38| 35   8  56   0   0|5086M  193M  179M 2372M|  16k   11k|   0   236k|   0  23.0 |2809  9698 |1.88 2.20 1.59|1.0   0  35|   0     0 |   0     0 | 25  277    0   23    0
Aug 08 01:54:39 ubuntu dstat.sh[98046]: 08-08 01:54:39| 27   4  69   0   0|5110M  169M  179M 2372M| 217k  212k|   0   296k|   0  35.0 |3247  5894 |1.88 2.20 1.59|1.0   0   0|   0     0 |   0     0 | 25  279    0   23    0
Aug 08 01:54:40 ubuntu dstat.sh[98046]: 08-08 01:54:40| 25   6  70   0   0|5075M  204M  179M 2372M|  62k   55k|   0   288k|   0  26.0 |2511  4081 |1.88 2.20 1.59|1.0   0  58|   0     0 |   0     0 | 25  277    0   23    0
Aug 08 01:54:41 ubuntu dstat.sh[98046]: 08-08 01:54:41| 24   4  71   0   0|5110M  169M  179M 2372M|  18k 4645 |   0   116k|   0  9.99 |1866  2792 |1.81 2.18 1.58|3.0 1.0   0|   0     0 |   0     0 | 25  277    0   23    0
Aug 08 01:54:42 ubuntu dstat.sh[98046]: 08-08 01:54:42| 26   4  70   0   0|5060M  218M  179M 2372M| 243k  238k|   0  1238k|   0   127 |3203  5547 |1.81 2.18 1.58|1.0   0  28|   0     0 |   0     0 | 25  277    0   25    0
Aug 08 01:54:43 ubuntu dstat.sh[98046]: 08-08 01:54:43| 25   5  69   0   0|5098M  181M  179M 2372M|  25k   18k|   0   316k|   0  43.0 |2400  3607 |1.81 2.18 1.58|1.0   0 3.0|   0     0 |   0     0 | 25  277    0   25    0
Aug 08 01:54:44 ubuntu dstat.sh[98046]: 08-08 01:54:44| 26   4  68   1   0|5108M  170M  179M 2372M| 276k  270k|   0   388k|   0  48.0 |3497  6245 |1.81 2.18 1.58|1.0   0   0|   0     0 |   0     0 | 25  277    0   26    0
Aug 08 01:54:45 ubuntu dstat.sh[98046]: 08-08 01:54:45| 24   5  71   1   0|5084M  194M  179M 2372M|6476  1909 |   0   144k|   0  8.01 |2071  3146 |1.81 2.18 1.58|1.0   0  49|   0     0 |   0     0 | 25  277    0   25    0
Aug 08 01:54:46 ubuntu dstat.sh[98046]: 08-08 01:54:46| 26   4  70   0   0|5110M  168M  179M 2372M| 224k  215k|   0   220k|   0  19.0 |3098  5255 |1.75 2.16 1.58|1.0   0   0|   0     0 |   0     0 | 25  281    0   26    0
Aug 08 01:54:47 ubuntu dstat.sh[98046]: 08-08 01:54:47| 28   4  68   1   0|5076M  202M  179M 2372M|  43k   38k|   0   421k|   0  44.1 |2460  3899 |1.75 2.16 1.58|2.0   0  29|   0     0 |   0     0 | 25  277    0   26    0
Aug 08 01:54:48 ubuntu dstat.sh[98046]: 08-08 01:54:48| 27   4  67   0   0|5109M  169M  179M 2372M|  38k   32k|   0   236k|   0  21.0 |2008  3258 |1.75 2.16 1.58|3.0   0   0|   0     0 |   0     0 | 25  278    0   26    0
Aug 08 01:54:49 ubuntu dstat.sh[98046]: 08-08 01:54:49| 25   7  67   1   0|5053M  225M  179M 2372M| 267k  261k|  84k  565k|6.01  67.1 |3981  6924 |1.75 2.16 1.58|5.0   0  86|   0     0 |   0     0 | 25  277    0   14    0
Aug 08 01:54:50 ubuntu dstat.sh[98046]: 08-08 01:54:50| 24   4  70   0   0|5087M  190M  179M 2372M|  11k 6893 |   0   344k|   0  33.0 |2028  3063 |1.75 2.16 1.58|2.0   0 1.0|   0     0 |   0     0 | 25  277    0   14    0
Aug 08 01:54:51 ubuntu dstat.sh[98046]: 08-08 01:54:51| 26   3  70   0   0|5110M  168M  179M 2372M| 153k  147k|   0   204k|   0  14.0 |2621  4148 |1.77 2.16 1.58|2.0   0   0|   0     0 |   0     0 | 25  280    0   14    0
Aug 08 01:54:52 ubuntu dstat.sh[98046]: 08-08 01:54:52| 25   6  69   1   1|5079M  199M  179M 2372M|  92k   87k|   0   780k|   0  48.0 |2530  4012 |1.77 2.16 1.58|2.0   0  49|   0     0 |   0     0 | 25  277    0   15    0
Aug 08 01:54:53 ubuntu dstat.sh[98046]: 08-08 01:54:53| 30   4  64   0   0|5111M  167M  179M 2372M| 125k  120k|   0   328k|   0  43.0 |2956  4957 |1.77 2.16 1.58|3.0   0 2.0|   0     0 |   0     0 | 25  280    0   15    0
Aug 08 01:54:54 ubuntu dstat.sh[98046]: 08-08 01:54:54| 26   4  70   0   0|5069M  209M  179M 2372M| 181k  167k|   0   176k|   0  14.0 |2547  4204 |1.77 2.16 1.58|3.0   0  15|   0     0 |   0     0 | 25  277    0   16    0
Aug 08 01:54:55 ubuntu dstat.sh[98046]: 08-08 01:54:55| 25   4  71   0   0|5111M  167M  179M 2372M|6095  1844 |   0   120k|   0  8.00 |1840  2746 |1.77 2.16 1.58|2.0   0   0|   0     0 |   0     0 | 25  277    0   16    0
Aug 08 01:54:56 ubuntu dstat.sh[98046]: 08-08 01:54:56| 30   3  64   2   0|5114M  164M  179M 2373M| 431k  426k|   0  1087k|   0   144 |4581  8073 |1.63 2.12 1.57|1.0 1.0   0|   0     0 |   0     0 | 25  281    0   16    0
Aug 08 01:54:57 ubuntu dstat.sh[98046]: 08-08 01:54:57| 26   5  68   1   0|5088M  189M  179M 2373M|  79k   73k|  40k  781k|4.01  91.2 |2855  4560 |1.63 2.12 1.57|2.0   0 6.0|   0     0 |   0     0 | 25  279    0   17    0
Aug 08 01:54:58 ubuntu dstat.sh[98046]: 08-08 01:54:58| 27   4  70   0   0|5114M  163M  179M 2373M| 154k  147k|   0   419k|   0  33.9 |2777  4499 |1.63 2.12 1.57|2.0   0   0|   0     0 |   0     0 | 25  282    0   17    0
Aug 08 01:54:59 ubuntu dstat.sh[98046]: 08-08 01:54:59| 28   4  63   3   0|5115M  161M  179M 2374M| 599k  595k|   0  6328k|   0   476 |5201  8838 |1.63 2.12 1.57|4.0   0   0|   0     0 |   0     0 | 25  281    0   17    0
Aug 08 01:55:00 ubuntu dstat.sh[98046]: 08-08 01:55:00| 14  18  66   0   0|5056M  219M  179M 2374M|  14k 7490 |   0   457k|   0  46.1 |3579  6076 |1.63 2.12 1.57|2.0   0 366|   0     0 |   0     0 | 25  279    0   18    0
Aug 08 01:55:01 ubuntu dstat.sh[98046]: 08-08 01:55:01| 12  19  67   0   0|5057M  219M  179M 2374M|6080  1731 |   0   316k|   0  26.0 |3672  6269 |1.58 2.10 1.57|1.0   0 432|   0     0 |   0     0 | 25  279    0   18    0
Aug 08 01:55:02 ubuntu dstat.sh[98046]: 08-08 01:55:02| 10  21  61   6   0|5056M  220M  179M 2374M|6538  2065 |   0    10M|   0   548 |4456  6404 |1.58 2.10 1.57|1.0   0 410|   0     0 |   0     0 | 25  279    0   18    0
Aug 08 01:55:03 ubuntu dstat.sh[98046]: 08-08 01:55:03| 13  20  65   0   0|5056M  220M  179M 2374M|  19k   15k|   0   680k|   0  59.0 |4004  7014 |1.58 2.10 1.57|1.0   0 439|   0     0 |   0     0 | 25  279    0   18    0
Aug 08 01:55:04 ubuntu dstat.sh[98046]: 08-08 01:55:04| 13  19  67   1   0|5056M  219M  179M 2374M|7371  3153 |   0   349k|   0  35.1 |3674  6250 |1.58 2.10 1.57|2.0   0 408|   0     0 |   0     0 | 25  279    0   18    0
Aug 08 01:55:05 ubuntu dstat.sh[98046]: 08-08 01:55:05| 13  19  66   0   0|5057M  218M  179M 2374M|8904  3559 |   0   196k|   0  18.0 |3490  6123 |1.58 2.10 1.57|1.0   0 409|   0     0 |   0     0 | 25  279    0   18    0
Aug 08 01:55:06 ubuntu dstat.sh[98046]: 08-08 01:55:06| 16  22  61   0   0|5055M  220M  179M 2375M|9793  4661 |   0   340k|   0  32.0 |3690  6339 |1.61 2.10 1.57|1.0   0 392|   0     0 |   0     0 | 25  279    0   18    0
Aug 08 01:55:07 ubuntu dstat.sh[98046]: 08-08 01:55:07| 14  19  65   1   0|5055M  220M  179M 2375M|  20k   16k|   0  1346k|   0  79.9 |4162  7225 |1.61 2.10 1.57|1.0   0 426|   0     0 |   0     0 | 25  279    0   18    0
Aug 08 01:55:08 ubuntu dstat.sh[98046]: 08-08 01:55:08| 17   9  70   3   0|5072M  285M  179M 2300M|  16k   11k| 577k 2531k|75.1  27.0 |2559  3917 |1.61 2.10 1.57|1.0   0  68|   0     0 |   0     0 | 25  279    0   18    0
Aug 08 01:55:09 ubuntu dstat.sh[98046]: 08-08 01:55:09| 31   5  62   2   0|5099M  258M  179M 2301M| 151k  147k| 412k  932k|55.0  64.0 |4347  8513 |1.61 2.10 1.57|1.0 1.0 7.0|   0     0 |   0     0 | 25  279    0   19    0
Aug 08 01:55:10 ubuntu dstat.sh[98046]: 08-08 01:55:10| 23   7  68   0   0|5093M  250M  179M 2314M|  14k 9722 |  32k 1317k|7.98  33.9 |8225    16k|1.61 2.10 1.57|4.0   0 2.0|   0     0 |   0     0 | 25  279    0   20    0
Aug 08 01:55:11 ubuntu dstat.sh[98046]: 08-08 01:55:11| 17   4  70   8   0|5111M  210M  179M 2336M|  23k   18k|  20M  745k| 178  10.0 |2340  3197 |1.56 2.08 1.57|1.0   0 4.0|   0     0 |   0     0 | 25  279    0   19    0
Aug 08 01:55:12 ubuntu dstat.sh[98046]: 08-08 01:55:12| 19   2  75   3   0|5107M  207M  179M 2344M|7428  1693 |7360k  476k|62.0  11.0 |1878  2835 |1.56 2.08 1.57|  0   0   0|   0     0 |   0     0 | 25  279    1   19    0
Aug 08 01:55:13 ubuntu dstat.sh[98046]: 08-08 01:55:13|  5   1  93   0   0|5107M  207M  179M 2344M|  24k   16k|   0   584k|   0  44.0 |2045  3504 |1.56 2.08 1.57|  0   0 2.0|   0     0 |   0     0 | 25  280    0   19    0
Aug 08 01:55:14 ubuntu dstat.sh[98046]: 08-08 01:55:14|  6   1  90   1   0|5108M  205M  179M 2344M|  13k 9280 | 216k  328k|8.00  20.0 |1765  2842 |1.56 2.08 1.57|  0   0   0|   0     0 |   0     0 | 25  280    0   19    0
Aug 08 01:55:15 ubuntu dstat.sh[98046]: 08-08 01:55:15|  8   0  91   0   0|5109M  204M  179M 2345M|  10k 4084 |   0   452k|   0  17.0 |1676  2642 |1.56 2.08 1.57|  0   0   0|   0     0 |   0     0 | 25  280    0   19    0
Aug 08 01:55:16 ubuntu dstat.sh[98046]: 08-08 01:55:16| 15   2  81   1   0|5111M  197M  179M 2350M|9893  3745 |   0   380k|   0  9.99 |1752  2721 |1.60 2.08 1.57|  0   0   0|   0     0 |   0     0 | 25  280    0   19    0
Aug 08 01:55:17 ubuntu dstat.sh[98046]: 08-08 01:55:17| 10   1  87   1   0|5111M  197M  179M 2350M|  29k   14k|   0   804k|   0  53.0 |2172  3633 |1.60 2.08 1.57|1.0   0   0|   0     0 |   0     0 | 25  280    0   19    0
Aug 08 01:55:18 ubuntu dstat.sh[98046]: 08-08 01:55:18|  9   1  89   1   0|5112M  195M  179M 2350M|  15k   13k|   0   540k|   0  31.0 |1819  3061 |1.60 2.08 1.57|  0   0   0|   0     0 |   0     0 | 25  280    0   19    0
Aug 08 01:55:19 ubuntu dstat.sh[98046]: 08-08 01:55:19|  8   2  86   3   0|5116M  190M  179M 2352M|  17k   13k| 714k  754k|6.02  51.1 |2167  3663 |1.60 2.08 1.57|3.0   0   0|   0     0 |   0     0 | 25  280    0   19    0
Aug 08 01:55:20 ubuntu dstat.sh[98046]: 08-08 01:55:20|  8   1  89   3   0|5116M  189M  180M 2352M|  18k   14k| 220k  628k|3.00  41.0 |1918  3310 |1.60 2.08 1.57|2.0   0   0|   0     0 |   0     0 | 25  280    0   19    0
Aug 08 01:55:21 ubuntu dstat.sh[98046]: 08-08 01:55:21| 12   5  79   2   0|5134M  170M  180M 2353M|8698  5210 | 599k  543k|19.0  19.0 |2174  3584 |1.47 2.05 1.56|1.0   0  50|   0     0 |   0     0 | 25  280    0   19    0
Aug 08 01:55:22 ubuntu dstat.sh[98046]: 08-08 01:55:22| 14  13  72   2   0|5136M  167M  180M 2354M|8799  4146 | 368k  905k|21.0  39.0 |3330  5786 |1.47 2.05 1.56|  0   0 353|   0     0 |   0     0 | 25  280    0   19    0
