-- Logs begin at Tue 2022-05-10 19:24:38 UTC, end at Tue 2022-05-10 20:30:03 UTC. --
May 10 20:09:31 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
May 10 20:09:32 ubuntu dstat.sh[71185]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ----swap--- ------tcp-sockets-------
May 10 20:09:32 ubuntu dstat.sh[71185]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
May 10 20:13:28 ubuntu dstat.sh[71185]: 10-05 20:13:28| 17  10  72   0   0|1306M 1065M  203M 5169M| 126k 1619 |   0    36k|   0  3.00 |1711  2545 |1.75 1.95 1.16|2.0   0 151|   0     0 |   0     0 |  9   28    0    1    0
May 10 20:13:29 ubuntu dstat.sh[71185]: 10-05 20:13:29| 23   2  74   0   0|1351M 1021M  203M 5169M|  18k 1620 |   0   412k|   0  4.00 |1046  1013 |1.75 1.95 1.16|2.0   0   0|   0     0 |   0     0 |  9   28    0    1    0
May 10 20:13:30 ubuntu dstat.sh[71185]: 10-05 20:13:30| 22   3  74   0   0|1314M 1057M  203M 5169M|  26k 1620 |   0     0 |   0     0 |1038  1037 |1.75 1.95 1.16|2.0   0  10|   0     0 |   0     0 |  9   28    0    1    0
May 10 20:13:31 ubuntu dstat.sh[71185]: 10-05 20:13:31| 23   3  74   0   0|1356M 1015M  203M 5169M|  32k 1620 |   0     0 |   0     0 |1058  1025 |1.69 1.93 1.15|2.0   0   0|   0     0 |   0     0 |  9   28    0    1    0
May 10 20:13:32 ubuntu dstat.sh[71185]: 10-05 20:13:32| 13  19  68   0   1|1268M 1103M  203M 5169M|  37k 1620 |   0    48k|   0  3.00 |2604  4230 |1.69 1.93 1.15|1.0   0 368|   0     0 |   0     0 |  9   28    0    1    0
May 10 20:13:33 ubuntu dstat.sh[71185]: 10-05 20:13:33| 11  20  69   0   0|1268M 1104M  203M 5170M|  80k 1620 |   0   660k|   0  18.0 |3083  4807 |1.69 1.93 1.15|1.0   0 383|   0     0 |   0     0 |  9   28    0    1    0
May 10 20:13:34 ubuntu dstat.sh[71185]: 10-05 20:13:34| 10  20  69   0   0|1267M 1104M  203M 5170M|  23k 1621 |   0   648k|   0  27.0 |2914  4471 |1.69 1.93 1.15|2.0   0 389|   0     0 |   0     0 |  9   28    0    1    0
May 10 20:13:35 ubuntu dstat.sh[71185]: 10-05 20:13:35| 31  25  44   1   0|1319M 1052M  203M 5170M|  36k   13k|   0   476k|   0  24.0 |3085  5351 |1.69 1.93 1.15|5.0   0 552|   0     0 |   0     0 |  9   28    0    3    0
May 10 20:13:36 ubuntu dstat.sh[71185]: 10-05 20:13:36| 72  25   3   1   0|1427M  933M  203M 5180M|  40k   25k| 412k   12M|7.01  64.0 |2326  4893 |2.04 2.00 1.18|6.0   0 534|   0     0 |   0     0 |  9   28    0    7    0
May 10 20:13:37 ubuntu dstat.sh[71185]: 10-05 20:13:37| 67  13  11   7   0|1559M  790M  203M 5188M|  31k   18k|3024k 9948k|24.0   576 |4687  8467 |2.04 2.00 1.18|3.0 1.0 132|   0     0 |   0     0 |  9   32    0    7    0
May 10 20:13:38 ubuntu dstat.sh[71185]: 10-05 20:13:38| 39   8  31  20   0|1585M  761M  203M 5191M|  52k   26k| 140k 9659k|2.00   634 |5916  9860 |2.04 2.00 1.18|1.0 1.0  41|   0     0 |   0     0 |  9   34    0    8    0
May 10 20:13:39 ubuntu dstat.sh[71185]: 10-05 20:13:39| 31   5  42  21   1|1585M  758M  204M 5193M|  83k   10k|   0  7492k|   0   523 |5071  8592 |2.04 2.00 1.18|2.0 1.0  28|   0     0 |   0     0 |  9   34    0    8    0
May 10 20:13:40 ubuntu dstat.sh[71185]: 10-05 20:13:40| 32   6  42  19   0|1576M  765M  204M 5195M| 167k   14k|   0  7282k|   0   549 |5845  9636 |2.04 2.00 1.18|3.0 1.0  35|   0     0 |   0     0 |  9   34    0    8    0
May 10 20:13:41 ubuntu dstat.sh[71185]: 10-05 20:13:41| 48   9  25  19   0|1555M  784M  204M 5197M| 580k 8526 |   0  7219k|   0   564 |6715  9226 |2.19 2.03 1.20|3.0 1.0  82|   0     0 |   0     0 |  9   32    0    8    0
May 10 20:13:42 ubuntu dstat.sh[71185]: 10-05 20:13:42| 51   8  18  21   0|1559M  777M  204M 5199M| 907k   70k|   0  8933k|   0   689 |7499  9965 |2.19 2.03 1.20|5.0 1.0  30|   0     0 |   0     0 |  9   33    0    8    0
May 10 20:13:43 ubuntu dstat.sh[71185]: 10-05 20:13:43| 45  11  23  19   0|1509M  825M  205M 5201M| 597k  238k|   0  8810k|   0   654 |7887    12k|2.19 2.03 1.20|4.0 1.0 142|   0     0 |   0     0 |  9   32    0    8    0
May 10 20:13:44 ubuntu dstat.sh[71185]: 10-05 20:13:44| 50   7  31  10   0|1547M  784M  205M 5204M|  34k   10k|   0  9718k|   0   732 |6261    10k|2.19 2.03 1.20|2.0 2.0  29|   0     0 |   0     0 |  9   32    0    8    0
May 10 20:13:45 ubuntu dstat.sh[71185]: 10-05 20:13:45| 47   9  30  14   0|1563M  765M  205M 5206M| 498k  364k|   0  8857k|   0   670 |6573    12k|2.19 2.03 1.20|3.0 2.0  64|   0     0 |   0     0 |  9   33    0    8    0
May 10 20:13:46 ubuntu dstat.sh[71185]: 10-05 20:13:46| 31   5  43  20   0|1564M  761M  205M 5209M| 714k  601k|   0  8223k|   0   661 |8027    14k|2.26 2.05 1.21|3.0   0  15|   0     0 |   0     0 |  9   33    0    8    0
May 10 20:13:47 ubuntu dstat.sh[71185]: 10-05 20:13:47| 34   5  47  14   0|1527M  796M  205M 5211M| 154k  134k|   0  7069k|   0   578 |5708  9966 |2.26 2.05 1.21|1.0 1.0  19|   0     0 |   0     0 |  9   32    0    8    0
May 10 20:13:48 ubuntu dstat.sh[71185]: 10-05 20:13:48| 40   8  38  14   0|1474M  848M  205M 5212M|  48k   12k|   0  8498k|   0   697 |5650  9817 |2.26 2.05 1.21|3.0 1.0  82|   0     0 |   0     0 |  9   30    0    8    0
May 10 20:13:49 ubuntu dstat.sh[71185]: 10-05 20:13:49| 38  17  27  16   0|1477M  843M  205M 5215M| 665k  500k| 256k   10M|2.00   874 |8770    16k|2.26 2.05 1.21|4.0   0 249|   0     0 |   0     0 |  9   31    0    9    0
May 10 20:13:50 ubuntu dstat.sh[71185]: 10-05 20:13:50| 37  16  30  15   0|1434M  882M  205M 5217M| 474k  443k| 900k   10M|20.0   739 |9141    16k|2.26 2.05 1.21| 13   0 100|   0     0 |   0     0 |  9   30    0   10    0
May 10 20:13:51 ubuntu dstat.sh[71185]: 10-05 20:13:51| 40  13  27  19   0|1469M  845M  206M 5219M|  74k 8077 | 897k   11M|7.00  1014 |6148    12k|2.32 2.07 1.22|1.0 1.0 153|   0     0 |   0     0 |  9   30    0   10    0
May 10 20:13:52 ubuntu dstat.sh[71185]: 10-05 20:13:52| 24   6  45  22   0|1495M  817M  206M 5221M| 197k  153k|   0  8172k|   0   730 |5567  9256 |2.32 2.07 1.22|1.0 2.0 3.0|   0     0 |   0     0 |  9   31    0   11    0
May 10 20:13:53 ubuntu dstat.sh[71185]: 10-05 20:13:53| 30   5  45  19   0|1496M  814M  206M 5223M| 646k  600k|   0  9052k|   0   793 |7118    13k|2.32 2.07 1.22|1.0 1.0 6.0|   0     0 |   0     0 |  9   31    0   14    0
May 10 20:13:54 ubuntu dstat.sh[71185]: 10-05 20:13:54| 27   8  47  18   0|1419M  888M  206M 5225M| 356k  342k|   0  9071k|   0   736 |6846    12k|2.32 2.07 1.22|4.0 1.0  82|   0     0 |   0     0 |  9   30    0   14    0
May 10 20:13:55 ubuntu dstat.sh[71185]: 10-05 20:13:55| 25   9  45  18   0|1457M  848M  206M 5227M| 175k 9611 |   0  9380k|   0   890 |6643    11k|2.32 2.07 1.22|1.0 1.0  65|   0     0 |   0     0 |  9   30    0   14    0
May 10 20:13:56 ubuntu dstat.sh[71185]: 10-05 20:13:56| 28   5  48  17   0|1482M  821M  207M 5228M| 457k  232k|   0  8393k|   0   785 |6204    11k|2.29 2.06 1.22|1.0 1.0  12|   0     0 |   0     0 |  9   31    0   14    0
May 10 20:13:57 ubuntu dstat.sh[71185]: 10-05 20:13:57| 35   5  47  11   0|1483M  819M  207M 5230M| 612k  592k|   0  6485k|   0   657 |7353    13k|2.29 2.06 1.22|5.0 1.0   0|   0     0 |   0     0 |  9   31    0   15    0
May 10 20:13:58 ubuntu dstat.sh[71185]: 10-05 20:13:58| 32   6  48  12   0|1435M  865M  207M 5231M| 343k  281k|   0  7618k|   0   787 |7345    13k|2.29 2.06 1.22|1.0 1.0  35|   0     0 |   0     0 |  9   30    0   15    0
May 10 20:13:59 ubuntu dstat.sh[71185]: 10-05 20:13:59| 28   7  46  20   0|1468M  831M  207M 5232M|  64k   10k|   0  9401k|   0   809 |5468  9573 |2.29 2.06 1.22|4.0   0 7.0|   0     0 |   0     0 |  9   30    0   15    0
May 10 20:14:00 ubuntu dstat.sh[71185]: 10-05 20:14:00| 35   6  50  10   0|1487M  810M  207M 5233M| 463k  373k|   0  7943k|   0   776 |7251    13k|2.29 2.06 1.22|2.0   0 6.0|   0     0 |   0     0 |  9   31    0   15    0
May 10 20:14:01 ubuntu dstat.sh[71185]: 10-05 20:14:01| 33   7  45  16   0|1489M  809M  208M 5233M| 627k  577k|   0  9988k|   0  1055 |7361    16k|2.11 2.03 1.21|1.0 1.0 6.0|   0     0 |   0     0 |  9   31    0   16    0
May 10 20:14:02 ubuntu dstat.sh[71185]: 10-05 20:14:02| 36   6  41  16   0|1469M  828M  208M 5234M|  39k 4223 |   0  8679k|   0   800 |4619  9876 |2.11 2.03 1.21|1.0 1.0  63|   0     0 |   0     0 |  9   30    0   16    0
May 10 20:14:03 ubuntu dstat.sh[71185]: 10-05 20:14:03| 32   7  45  18   0|1494M  802M  208M 5234M| 318k  281k|   0  9865k|   0   871 |6178    12k|2.11 2.03 1.21|1.0 1.0  18|   0     0 |   0     0 |  9   31    0   17    0
May 10 20:14:04 ubuntu dstat.sh[71185]: 10-05 20:14:04| 33   5  46  15   0|1494M  801M  208M 5235M| 627k  580k|   0  9982k|   0   900 |8387    15k|2.11 2.03 1.21|2.0   0  15|   0     0 |   0     0 |  9   31    0   18    0
May 10 20:14:05 ubuntu dstat.sh[71185]: 10-05 20:14:05| 28   9  47  16   1|1439M  856M  208M 5235M| 254k  232k|   0  8494k|   0   918 |7085    13k|2.11 2.03 1.21|1.0 1.0  78|   0     0 |   0     0 |  9   30    0   18    0
May 10 20:14:06 ubuntu dstat.sh[71185]: 10-05 20:14:06| 33   5  46  15   0|1475M  819M  208M 5236M|  27k 9289 |   0  9355k|   0   960 |6390    11k|2.18 2.05 1.22|2.0   0  13|   0     0 |   0     0 |  9   30    0   18    0
May 10 20:14:07 ubuntu dstat.sh[71185]: 10-05 20:14:07| 36   6  50   9   0|1493M  801M  209M 5236M| 541k  303k|   0  6768k|   0   665 |6065    11k|2.18 2.05 1.22|2.0   0  15|   0     0 |   0     0 |  9   30    0   19    0
May 10 20:14:08 ubuntu dstat.sh[71185]: 10-05 20:14:08| 35   5  41  15   0|1470M  822M  209M 5237M|  29k 6124 |   0  7072k|   0   647 |5605  9414 |2.18 2.05 1.22|1.0 1.0  53|   0     0 |   0     0 |  9   30    0   19    0
May 10 20:14:09 ubuntu dstat.sh[71185]: 10-05 20:14:09| 32   5  42  19   0|1494M  797M  209M 5238M| 259k  140k|   0  7078k|   0   701 |6126    10k|2.18 2.05 1.22|1.0 2.0  15|   0     0 |   0     0 |  9   30    0   19    0
May 10 20:14:10 ubuntu dstat.sh[71185]: 10-05 20:14:10| 29   8  43  19   0|1471M  819M  209M 5239M| 255k   12k|   0    12M|   0   935 |6022  9942 |2.18 2.05 1.22|1.0 1.0  77|   0     0 |   0     0 |  9   30    0   19    0
May 10 20:14:11 ubuntu dstat.sh[71185]: 10-05 20:14:11| 32   6  45  16   0|1496M  793M  209M 5240M|1079k  309k|   0  8360k|   0   784 |7172    12k|2.33 2.08 1.24|1.0 1.0  18|   0     0 |   0     0 |  9   31    0   19    0
May 10 20:14:12 ubuntu dstat.sh[71185]: 10-05 20:14:12| 32   9  50   6   0|1467M  821M  209M 5241M| 272k   72k|   0    10M|   0   913 |7227    18k|2.33 2.08 1.24|2.0   0  88|   0     0 |   0     0 |  9   30    0   20    0
May 10 20:14:13 ubuntu dstat.sh[71185]: 10-05 20:14:13| 31   6  46  17   0|1497M  790M  209M 5242M| 173k  139k|   0  9057k|   0   767 |5897    10k|2.33 2.08 1.24|2.0 1.0  21|   0     0 |   0     0 |  9   31    0   19    0
May 10 20:14:14 ubuntu dstat.sh[71185]: 10-05 20:14:14| 18   7  54  19   0|1436M  849M  209M 5243M| 270k  172k|   0  9216k|   0   792 |6663    12k|2.33 2.08 1.24|1.0 1.0  75|   0     0 |   0     0 |  9   30    0   20    0
May 10 20:14:15 ubuntu dstat.sh[71185]: 10-05 20:14:15|  7   3  67  21   0|1436M  848M  209M 5244M|  27k 9329 |   0  9619k|   0   914 |5727  9804 |2.33 2.08 1.24|4.0   0 6.0|   0     0 |   0     0 |  9   30    0   20    0
May 10 20:14:16 ubuntu dstat.sh[71185]: 10-05 20:14:16|  8   3  67  21   0|1436M  847M  209M 5245M|2216k 8370 |   0  9208k|   0   827 |6568    10k|2.30 2.08 1.24|1.0 1.0 9.0|   0     0 |   0     0 |  9   30    0   20    0
May 10 20:14:17 ubuntu dstat.sh[71185]: 10-05 20:14:17|  9   3  66  20   0|1437M  846M  209M 5246M| 510k 7206 |   0  7623k|   0   744 |6032  9861 |2.30 2.08 1.24|1.0 1.0  42|   0     0 |   0     0 |  9   30    0   20    0
May 10 20:14:18 ubuntu dstat.sh[71185]: 10-05 20:14:18|  8   2  67  20   0|1438M  844M  209M 5247M| 724k   15k|   0  7301k|   0   733 |6082  9933 |2.30 2.08 1.24|4.0 1.0  20|   0     0 |   0     0 |  9   30    0   20    0
May 10 20:14:19 ubuntu dstat.sh[71185]: 10-05 20:14:19|  9   2  67  19   1|1438M  843M  210M 5247M| 499k 8035 |   0  6649k|   0   716 |5989  9836 |2.30 2.08 1.24|  0 1.0  24|   0     0 |   0     0 |  9   30    0   20    0
May 10 20:14:20 ubuntu dstat.sh[71185]: 10-05 20:14:20|  9   3  64  23   0|1437M  842M  210M 5249M| 627k 9190 |   0    11M|   0   860 |5918  9364 |2.30 2.08 1.24|  0 1.0 6.0|   0     0 |   0     0 |  9   30    0   20    0
May 10 20:14:21 ubuntu dstat.sh[71185]: 10-05 20:14:21|  8   3  67  18   0|1438M  840M  210M 5250M|  81k   12k|   0  8957k|   0   816 |6431    11k|2.36 2.09 1.25|  0 1.0  12|   0     0 |   0     0 |  9   30    0   20    0
May 10 20:14:22 ubuntu dstat.sh[71185]: 10-05 20:14:22| 11   3  66  18   0|1439M  839M  210M 5250M|  65k 8329 |   0  8155k|   0   821 |6067    10k|2.36 2.09 1.25|1.0   0 9.0|   0     0 |   0     0 |  9   28    0   21    0
May 10 20:14:23 ubuntu dstat.sh[71185]: 10-05 20:14:23| 17  13  69   1   0|1326M  951M  210M 5250M| 218k 1622 |   0  3285k|   0   192 |2979  4262 |2.36 2.09 1.25|2.0   0 230|   0     0 |   0     0 |  9   28    0   21    0
May 10 20:14:24 ubuntu dstat.sh[71185]: 10-05 20:14:24| 13  20  66   1   0|1324M  953M  210M 5250M| 155k 1565 |   0  3225k|   0   178 |3863  5761 |2.36 2.09 1.25|1.0   0 409|   0     0 |   0     0 |  9   28    0   21    0
May 10 20:14:25 ubuntu dstat.sh[71185]: 10-05 20:14:25| 40  18  38   3   0|1388M  889M  210M 5251M|3504k   37k|   0  8255k|   0   471 |5000  6497 |2.36 2.09 1.25|3.0   0 365|   0     0 |   0     0 |  9   28    0   28    0
May 10 20:14:26 ubuntu dstat.sh[71185]: 10-05 20:14:26| 66  10  23   1   0|1538M  738M  210M 5251M| 253k 1620 |   0  7315k|   0   408 |2802  2874 |2.41 2.11 1.26|3.0   0 4.0|   0     0 |   0     0 |  9   28    0   28    0
May 10 20:14:27 ubuntu dstat.sh[71185]: 10-05 20:14:27| 69   6  24   0   0|1658M  615M  210M 5254M| 111k 1619 |   0  3125k|   0   157 |1947  1546 |2.41 2.11 1.26|3.0   0   0|   0     0 |   0     0 |  9   28    0   28    0
May 10 20:14:28 ubuntu dstat.sh[71185]: 10-05 20:14:28| 26   5  47  22   0|1677M  593M  210M 5257M| 468k   32k|   0    14M|   0   872 |6585    10k|2.41 2.11 1.26|2.0   0  35|   0     0 |   0     0 |  9   34    0   28    0
May 10 20:14:29 ubuntu dstat.sh[71185]: 10-05 20:14:29| 16   3  57  22   0|1677M  591M  210M 5259M| 333k 7512 |   0  5918k|   0   469 |6009  9881 |2.41 2.11 1.26|  0 1.0  48|   0     0 |   0     0 |  9   34    0   28    0
May 10 20:14:30 ubuntu dstat.sh[71185]: 10-05 20:14:30| 10   2  59  25   0|1677M  588M  210M 5261M| 185k   11k|   0  8185k|   0   593 |5988  9911 |2.41 2.11 1.26|  0 1.0  24|   0     0 |   0     0 |  9   34    0   28    0
May 10 20:14:31 ubuntu dstat.sh[71185]: 10-05 20:14:31| 11   4  57  27   0|1678M  584M  210M 5264M| 404k   11k|   0  8148k|   0   639 |6327    10k|2.54 2.14 1.28|  0 1.0  39|   0     0 |   0     0 |  9   34    0   28    0
May 10 20:14:32 ubuntu dstat.sh[71185]: 10-05 20:14:32| 13   4  58  25   1|1679M  581M  210M 5266M|  39k 9266 |   0  7760k|   0   587 |5812  9761 |2.54 2.14 1.28|  0 1.0  48|   0     0 |   0     0 |  9   34    0   28    0
May 10 20:14:33 ubuntu dstat.sh[71185]: 10-05 20:14:33| 10   3  58  25   0|1681M  577M  210M 5268M| 171k   12k|   0  8506k|   0   676 |6193    10k|2.54 2.14 1.28|  0 1.0  42|   0     0 |   0     0 |  9   34    0   28    0
May 10 20:14:34 ubuntu dstat.sh[71185]: 10-05 20:14:34| 11   4  60  24   0|1684M  572M  210M 5270M| 164k   11k|   0  8642k|   0   659 |6259    10k|2.54 2.14 1.28|1.0 1.0  39|   0     0 |   0     0 |  9   34    0   28    0
May 10 20:14:35 ubuntu dstat.sh[71185]: 10-05 20:14:35| 11   3  57  25   0|1685M  569M  211M 5272M|  88k 9020 |   0  8390k|   0   619 |6015  9985 |2.54 2.14 1.28|  0 2.0  42|   0     0 |   0     0 |  9   34    0   26    0
May 10 20:14:36 ubuntu dstat.sh[71185]: 10-05 20:14:36| 14   4  54  29   0|1685M  567M  211M 5273M| 608k 9046 |   0  8571k|   0   684 |6345    10k|2.57 2.15 1.29|3.0   0  48|   0     0 |   0     0 |  9   34    0   26    0
May 10 20:14:37 ubuntu dstat.sh[71185]: 10-05 20:14:37| 10   3  57  27   0|1686M  563M  211M 5276M| 206k 9505 |   0    10M|   0   688 |6195    10k|2.57 2.15 1.29|  0 1.0  42|   0     0 |   0     0 |  9   34    0   22    0
May 10 20:14:38 ubuntu dstat.sh[71185]: 10-05 20:14:38| 13   2  54  27   0|1688M  559M  211M 5278M| 529k   10k|   0  9149k|   0   733 |6456    11k|2.57 2.15 1.29|  0 1.0  23|   0     0 |   0     0 |  9   34    0   22    0
May 10 20:14:39 ubuntu dstat.sh[71185]: 10-05 20:14:39| 10   3  57  26   0|1688M  557M  211M 5280M| 284k 9590 |   0  9222k|   0   695 |6371    11k|2.57 2.15 1.29|  0 1.0  12|   0     0 |   0     0 |  9   34    0   21    0
May 10 20:14:40 ubuntu dstat.sh[71185]: 10-05 20:14:40| 33   5  42  20   0|1590M  653M  211M 5282M|  43k   10k|   0  9828k|   0   779 |5881  9976 |2.57 2.15 1.29|2.0 1.0  51|   0     0 |   0     0 |  9   32    0   21    0
May 10 20:14:41 ubuntu dstat.sh[71185]: 10-05 20:14:41| 33   5  35  25   0|1646M  595M  211M 5284M| 301k   11k|   0  9230k|   0   763 |6353    10k|2.69 2.18 1.30|3.0 1.0  43|   0     0 |   0     0 |  9   32    0   21    0
May 10 20:14:42 ubuntu dstat.sh[71185]: 10-05 20:14:42| 33   5  38  24   0|1687M  552M  211M 5286M| 178k 9321 |   0  8637k|   0   699 |5994  9681 |2.69 2.18 1.30|1.0 2.0  48|   0     0 |   0     0 |  9   32    0   21    0
May 10 20:14:43 ubuntu dstat.sh[71185]: 10-05 20:14:43| 27   7  44  22   0|1577M  660M  211M 5288M| 334k   16k|   0    10M|   0   817 |6643    11k|2.69 2.18 1.30|  0 1.0 108|   0     0 |   0     0 |  9   32    0   21    0
May 10 20:14:44 ubuntu dstat.sh[71185]: 10-05 20:14:44| 10   4  61  24   0|1577M  658M  211M 5290M|  36k 8842 |   0  9563k|   0   821 |6114    10k|2.69 2.18 1.30|  0 2.0  39|   0     0 |   0     0 |  9   32    0   21    0
May 10 20:14:45 ubuntu dstat.sh[71185]: 10-05 20:14:45|  9   3  59  28   0|1578M  654M  211M 5292M| 447k   10k|   0    11M|   0   973 |6246    10k|2.69 2.18 1.30|  0 1.0  18|   0     0 |   0     0 |  9   32    0   21    0
May 10 20:14:46 ubuntu dstat.sh[71185]: 10-05 20:14:46| 10   3  60  26   0|1585M  646M  211M 5294M| 210k 9735 |   0    10M|   0   823 |5793    10k|2.71 2.20 1.31|  0 1.0  30|   0     0 |   0     0 |  9   32    0   21    0
May 10 20:14:47 ubuntu dstat.sh[71185]: 10-05 20:14:47| 11   4  58  27   0|1585M  643M  211M 5296M| 316k   16k|   0  9214k|   0   781 |5710    10k|2.71 2.20 1.31|2.0   0  33|   0     0 |   0     0 |  9   32    0   21    0
May 10 20:14:48 ubuntu dstat.sh[71185]: 10-05 20:14:48| 21   4  55  20   0|1591M  635M  211M 5298M| 388k  152k|   0    11M|   0   873 |6154    10k|2.71 2.20 1.31|  0 1.0 2.0|   0     0 |   0     0 |  9   32    0   21    0
May 10 20:14:49 ubuntu dstat.sh[71185]: 10-05 20:14:49|  9   3  62  25   0|1593M  630M  211M 5301M|  29k   13k|   0    12M|   0   816 |5802    10k|2.71 2.20 1.31|  0 1.0   0|   0     0 |   0     0 |  9   32    0   20    0
May 10 20:14:50 ubuntu dstat.sh[71185]: 10-05 20:14:50|  8   3  62  25   0|1595M  626M  211M 5303M| 200k   11k|   0    13M|   0   906 |6010    11k|2.71 2.20 1.31|1.0 1.0   0|   0     0 |   0     0 |  9   32    0   20    0
May 10 20:14:51 ubuntu dstat.sh[71185]: 10-05 20:14:51|  9   4  60  26   1|1597M  621M  211M 5306M| 239k   14k|   0    12M|   0   848 |5962    10k|2.66 2.20 1.31|  0 1.0   0|   0     0 |   0     0 |  9   32    0   19    0
May 10 20:14:52 ubuntu dstat.sh[71185]: 10-05 20:14:52|  8   4  62  24   0|1598M  617M  211M 5309M| 240k   11k|   0    12M|   0   813 |5831  9898 |2.66 2.20 1.31|1.0   0   0|   0     0 |   0     0 |  9   32    0   19    0
May 10 20:14:53 ubuntu dstat.sh[71185]: 10-05 20:14:53| 10   3  58  26   0|1600M  612M  211M 5312M| 424k   10k|   0    12M|   0   815 |6305    11k|2.66 2.20 1.31|2.0   0  12|   0     0 |   0     0 |  9   32    0   19    0
May 10 20:14:54 ubuntu dstat.sh[71185]: 10-05 20:14:54| 34  10  51   5   0|1358M  854M  211M 5312M| 169k 5040 |   0  5278k|   0   400 |3875  6339 |2.66 2.20 1.31|1.0   0 198|   0     0 |   0     0 |  9   28    0   15    0
May 10 20:14:55 ubuntu dstat.sh[71185]: 10-05 20:14:55| 21   6  72   1   0|1398M  814M  211M 5312M| 460k 1512 |   0  3519k|   0   195 |2090  2538 |2.66 2.20 1.31|1.0   0  52|   0     0 |   0     0 |  9   28    0   15    0
May 10 20:14:56 ubuntu dstat.sh[71185]: 10-05 20:14:56| 21   4  73   1   0|1457M  755M  211M 5312M| 242k 1620 |   0  3715k|   0   178 |1648  1811 |2.52 2.18 1.31|1.0   0 1.0|   0     0 |   0     0 |  9   28    0   15    0
May 10 20:14:57 ubuntu dstat.sh[71185]: 10-05 20:14:57| 24   2  71   1   0|1479M  733M  211M 5312M| 567k   77k|   0  7308k|   0   434 |2690  3309 |2.52 2.18 1.31|1.0   0   0|   0     0 |   0     0 |  9   30    0   15    0
May 10 20:14:58 ubuntu dstat.sh[71185]: 10-05 20:14:58| 23   5  71   2   0|1401M  811M  211M 5312M| 294k 1819 |   0  7365k|   0   443 |2372  3217 |2.52 2.18 1.31|1.0   0  30|   0     0 |   0     0 |  9   28    0   14    0
May 10 20:14:59 ubuntu dstat.sh[71185]: 10-05 20:14:59| 22   3  73   0   0|1453M  758M  211M 5312M| 232k 1566 |   0  2256k|   0   114 |1447  1536 |2.52 2.18 1.31|1.0   0 1.0|   0     0 |   0     0 |  9   28    0   14    0
May 10 20:15:00 ubuntu dstat.sh[71185]: 10-05 20:15:00| 26   2  71   2   0|1477M  735M  211M 5312M|  55k 9659 |   0  7380k|   0   444 |2306  3328 |2.52 2.18 1.31|1.0   0   0|   0     0 |   0     0 |  9   30    0   14    0
May 10 20:15:01 ubuntu dstat.sh[71185]: 10-05 20:15:01| 15  33  48   3   0|1364M  848M  211M 5312M| 214k 1824 |   0  9738k|   0   462 |4929  8756 |2.40 2.16 1.31|2.0   0 815|   0     0 |   0     0 |  9   28    0   14    0
May 10 20:15:02 ubuntu dstat.sh[71185]: 10-05 20:15:02| 19  38  40   1   0|1375M  835M  211M 5313M| 332k 2659 | 508k 2423k|7.00   128 |5112  9760 |2.40 2.16 1.31|2.0   0 988|   0     0 |   0     0 | 10    8    0   13   20
May 10 20:15:03 ubuntu dstat.sh[71185]: 10-05 20:15:03| 19  19  59   2   1|1357M  853M  211M 5313M|1342k 1619 |   0  8018k|   0   408 |5614  9450 |2.40 2.16 1.31|1.0   0 217|   0     0 |   0     0 | 10    8    0   13   20
May 10 20:15:04 ubuntu dstat.sh[71185]: 10-05 20:15:04| 28  21  48   2   0|1398M  813M  211M 5313M| 108k 1663 |   0  7594k|   0   396 |4019  6631 |2.40 2.16 1.31|3.0   0 308|   0     0 |   0     0 | 10    8    0   12   20
May 10 20:15:05 ubuntu dstat.sh[71185]: 10-05 20:15:05| 22  20  54   2   0|1413M  797M  211M 5314M| 899k 1618 |  28k 8350k|1.00   401 |4803  7399 |2.40 2.16 1.31|2.0   0 252|   0     0 |   0     0 | 12    8    0   12   20
May 10 20:15:06 ubuntu dstat.sh[71185]: 10-05 20:15:06| 25  21  53   1   0|1433M  776M  211M 5314M| 618k 1513 |   0  5796k|   0   314 |4420  7028 |2.45 2.17 1.32|2.0   0 229|   0     0 |   0     0 | 12    8    0   11   20
May 10 20:15:07 ubuntu dstat.sh[71185]: 10-05 20:15:07| 25  21  54   0   0|1476M  733M  211M 5314M|  27k 1620 |   0    28k|   0  7.00 |3586  6377 |2.45 2.17 1.32|4.0   0 333|   0     0 |   0     0 | 14    8    0   11   20
May 10 20:15:08 ubuntu dstat.sh[71185]: 10-05 20:15:08| 28  16  55   0   0|1500M  708M  211M 5314M| 127k 1620 |   0     0 |   0     0 |3903  5587 |2.45 2.17 1.32|2.0   0 159|   0     0 |   0     0 | 14    8    0   10   20
May 10 20:15:09 ubuntu dstat.sh[71185]: 10-05 20:15:09| 59  11  30   0   0|1674M  534M  212M 5314M|1785k 1621 |   0     0 |   0     0 |2163  1926 |2.45 2.17 1.32| 13   0  20|   0     0 |   0     0 | 16    8    0   10   20
