-- Logs begin at Thu 2022-07-14 15:46:49 UTC, end at Thu 2022-07-14 17:14:10 UTC. --
Jul 14 16:36:24 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Jul 14 16:36:24 ubuntu dstat.sh[91502]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ----swap--- ------tcp-sockets-------
Jul 14 16:36:24 ubuntu dstat.sh[91502]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Jul 14 16:47:16 ubuntu dstat.sh[91502]: 14-07 16:47:16| 24   5  70   0   0|4966M  213M  175M 2482M|  16k 7637 |   0   184k|   0  18.0 |1840  2598 |1.64 1.97 1.55|2.0   0 8.0|   0     0 |   0     0 | 25  279    0   19    0
Jul 14 16:47:17 ubuntu dstat.sh[91502]: 14-07 16:47:17| 26   4  69   1   0|4969M  211M  175M 2482M|  16k 9104 |   0   461k|   0  36.0 |2154  3117 |1.64 1.97 1.55|2.0   0 3.0|   0     0 |   0     0 | 25  279    0   17    0
Jul 14 16:47:18 ubuntu dstat.sh[91502]: 14-07 16:47:18| 22   6  70   0   0|4930M  249M  175M 2482M|9958  2302 |   0   160k|   0  8.99 |2101  2960 |1.75 1.98 1.56|2.0   0  52|   0     0 |   0     0 | 25  279    0   17    0
Jul 14 16:47:19 ubuntu dstat.sh[91502]: 14-07 16:47:19| 25   4  70   1   0|4955M  225M  175M 2482M|  16k 8792 |   0   344k|   0  26.0 |2368  3655 |1.75 1.98 1.56|2.0   0  41|   0     0 |   0     0 | 25  279    0   15    0
Jul 14 16:47:20 ubuntu dstat.sh[91502]: 14-07 16:47:20| 23   8  65   1   0|4960M  204M  176M 2498M|  27k   20k|   0  1524k|   0  64.8 |9941    19k|1.75 1.98 1.56|2.0   0 5.0|   0     0 |   0     0 | 25  281    0   15    0
Jul 14 16:47:21 ubuntu dstat.sh[91502]: 14-07 16:47:21| 25   3  70   1   0|4966M  195M  176M 2499M|9066  1994 |   0   807k|   0  8.98 |1805  2469 |1.75 1.98 1.56|2.0   0 4.0|   0     0 |   0     0 | 25  281    0   12    0
Jul 14 16:47:22 ubuntu dstat.sh[91502]: 14-07 16:47:22|  7   2  91   1   0|4966M  195M  176M 2499M|8133  2578 |   0  6695k|   0   387 |2322  2482 |1.75 1.98 1.56|1.0   0   0|   0     0 |   0     0 | 25  282    0   12    0
Jul 14 16:47:23 ubuntu dstat.sh[91502]: 14-07 16:47:23|  6   1  89   2   0|4967M  194M  176M 2499M|  35k   20k|   0   532k|   0  49.0 |2231  3509 |1.77 1.98 1.56|  0   0   0|   0     0 |   0     0 | 25  282    0   10    0
Jul 14 16:47:24 ubuntu dstat.sh[91502]: 14-07 16:47:24|  9   1  88   1   0|4969M  192M  176M 2500M|9073  4242 |   0   721k|   0  30.0 |1690  2586 |1.77 1.98 1.56|1.0   0   0|   0     0 |   0     0 | 25  282    0   10    0
Jul 14 16:47:25 ubuntu dstat.sh[91502]: 14-07 16:47:25| 15   1  82   1   0|4973M  184M  176M 2503M|  14k 3172 |   0   644k|   0  20.0 |1807  2507 |1.77 1.98 1.56|2.0   0 2.0|   0     0 |   0     0 | 25  282    0    9    0
Jul 14 16:47:26 ubuntu dstat.sh[91502]: 14-07 16:47:26|  9   2  87   1   0|4972M  182M  176M 2505M|  15k   10k|   0  1980k|   0  91.2 |1957  2962 |1.77 1.98 1.56|3.0   0   0|   0     0 |   0     0 | 25  282    0    9    0
Jul 14 16:47:27 ubuntu dstat.sh[91502]: 14-07 16:47:27|  9   1  87   1   0|4973M  181M  176M 2506M|  19k   12k|   0   638k|   0  36.9 |1984  3043 |1.77 1.98 1.56|  0   0   0|   0     0 |   0     0 | 25  282    0    8    0
Jul 14 16:47:28 ubuntu dstat.sh[91502]: 14-07 16:47:28|  7   1  90   1   0|4977M  177M  176M 2507M|  13k 4473 |   0   456k|   0  17.0 |1745  2682 |1.63 1.95 1.55|1.0   0   0|   0     0 |   0     0 | 25  282    0    8    0
Jul 14 16:47:29 ubuntu dstat.sh[91502]: 14-07 16:47:29|  6   2  89   1   0|4977M  176M  176M 2507M|  29k   10k|   0   556k|   0  33.0 |1910  2952 |1.63 1.95 1.55|1.0   0   0|   0     0 |   0     0 | 25  282    0    7    0
Jul 14 16:47:30 ubuntu dstat.sh[91502]: 14-07 16:47:30|  7   2  90   1   0|4977M  176M  176M 2507M|  58k   18k|4096B  580k|1.00  41.0 |2193  3440 |1.63 1.95 1.55|  0   0   0|   0     0 |   0     0 | 25  283    0    7    0
Jul 14 16:47:31 ubuntu dstat.sh[91502]: 14-07 16:47:31|  5   1  94   0   0|4977M  176M  176M 2507M|  19k 3514 |   0   160k|   0  9.00 |1722  2472 |1.63 1.95 1.55|  0   0   0|   0     0 |   0     0 | 25  283    0    7    0
Jul 14 16:47:32 ubuntu dstat.sh[91502]: 14-07 16:47:32|  4   1  94   1   0|4978M  175M  176M 2507M|  78k 2957 |   0    23M|   0  74.1 |1678  2427 |1.63 1.95 1.55|1.0   0 1.0|   0     0 |   0     0 | 25  283    0    7    0
Jul 14 16:47:33 ubuntu dstat.sh[91502]: 14-07 16:47:33|  5   1  90   1   0|4977M  175M  176M 2507M| 244k   27k|   0   835k|   0  41.0 |2222  3388 |1.90 2.00 1.57|  0   0   0|   0     0 |   0     0 | 25  283    0    8    0
Jul 14 16:47:34 ubuntu dstat.sh[91502]: 14-07 16:47:34|  5   3  91   0   0|4981M  169M  176M 2509M| 826k   12k|   0  1153k|   0  7.00 |2410  3224 |1.90 2.00 1.57|1.0   0  14|   0     0 |   0     0 | 25  283    0    7    0
Jul 14 16:47:35 ubuntu dstat.sh[91502]: 14-07 16:47:35| 12   2  83   1   0|4982M  168M  176M 2509M| 141k   13k|   0   784k|   0  31.0 |2064  2994 |1.90 2.00 1.57|3.0   0 3.0|   0     0 |   0     0 | 25  283    0    8    0
Jul 14 16:47:36 ubuntu dstat.sh[91502]: 14-07 16:47:36|  4   1  92   0   0|4983M  166M  176M 2511M|1315k   18k|   0   224k|   0  18.0 |2345  2543 |1.90 2.00 1.57|  0   0 1.0|   0     0 |   0     0 | 25  283    0    7    0
Jul 14 16:47:37 ubuntu dstat.sh[91502]: 14-07 16:47:37|  8   3  87   3   1|4987M  157M  176M 2515M|1927k   38k|   0    40M|   0   230 |3358  3226 |1.90 2.00 1.57|1.0   0   0|   0     0 |   0     0 | 25  283    0    7    0
Jul 14 16:47:38 ubuntu dstat.sh[91502]: 14-07 16:47:38|  7   2  91   0   0|4981M  164M  176M 2515M|  21k 6295 |   0   336k|   0  9.00 |1654  2485 |1.75 1.97 1.56|  0   0   0|   0     0 |   0     0 | 25  283    0    7    0
Jul 14 16:47:39 ubuntu dstat.sh[91502]: 14-07 16:47:39|  9   0  89   0   0|4981M  163M  176M 2515M|  17k   11k|   0   616k|   0  32.0 |1830  2736 |1.75 1.97 1.56|1.0   0   0|   0     0 |   0     0 | 25  283    0    7    0
Jul 14 16:47:40 ubuntu dstat.sh[91502]: 14-07 16:47:40| 17   3  79   2   0|4981M  163M  176M 2516M| 132k  125k|   0   684k|   0  51.0 |3151  5919 |1.75 1.97 1.56|1.0   0   0|   0     0 |   0     0 | 25  283    0    7    0
Jul 14 16:47:41 ubuntu dstat.sh[91502]: 14-07 16:47:41| 13   1  83   1   0|4981M  162M  176M 2517M|9539  4867 |   0   448k|   0  13.0 |1710  2555 |1.75 1.97 1.56|  0   0   0|   0     0 |   0     0 | 25  283    0    7    0
Jul 14 16:47:42 ubuntu dstat.sh[91502]: 14-07 16:47:42|  6   1  91   1   1|4981M  162M  176M 2517M|8137  3173 |   0   436k|   0  15.0 |1522  2422 |1.75 1.97 1.56|2.0   0   0|   0     0 |   0     0 | 25  283    0    7    0
Jul 14 16:47:43 ubuntu dstat.sh[91502]: 14-07 16:47:43|  9   1  86   1   0|4981M  162M  176M 2517M|  23k   17k|   0   932k|   0  58.0 |2132  3348 |1.77 1.97 1.56|1.0   0   0|   0     0 |   0     0 | 25  283    0    7    0
Jul 14 16:47:44 ubuntu dstat.sh[91502]: 14-07 16:47:44|  5   0  92   1   0|4980M  162M  177M 2517M|  11k 4661 |   0   292k|   0  9.00 |1580  2489 |1.77 1.97 1.56|2.0   0   0|   0     0 |   0     0 | 25  283    0    6    0
Jul 14 16:47:45 ubuntu dstat.sh[91502]: 14-07 16:47:45| 10   2  87   1   0|4982M  160M  177M 2518M|  17k 8604 |   0   432k|   0  15.0 |1725  2604 |1.77 1.97 1.56|  0   0 2.0|   0     0 |   0     0 | 25  283    0    6    0
Jul 14 16:47:46 ubuntu dstat.sh[91502]: 14-07 16:47:46|  8   1  89   2   0|4983M  159M  177M 2518M|  18k 8887 |   0   661k|   0  29.0 |1755  2694 |1.77 1.97 1.56|1.0   0   0|   0     0 |   0     0 | 25  283    0    6    0
Jul 14 16:47:47 ubuntu dstat.sh[91502]: 14-07 16:47:47| 11   0  86   1   0|4983M  158M  177M 2518M|  27k   10k|   0   567k|   0  35.0 |1862  2922 |1.77 1.97 1.56|1.0   0   0|   0     0 |   0     0 | 25  283    0    6    0
Jul 14 16:47:48 ubuntu dstat.sh[91502]: 14-07 16:47:48| 11   1  87   1   0|4984M  156M  177M 2520M| 657k   24k|   0   925k|   0  10.0 |2229  2711 |1.63 1.94 1.55|  0   0 1.0|   0     0 |   0     0 | 25  283    0    6    0
Jul 14 16:47:49 ubuntu dstat.sh[91502]: 14-07 16:47:49|  5   1  92   1   0|4985M  155M  177M 2520M| 181k   15k|   0   727k|   0  34.0 |1926  2994 |1.63 1.94 1.55|  0   0 1.0|   0     0 |   0     0 | 25  283    0    6    0
Jul 14 16:47:50 ubuntu dstat.sh[91502]: 14-07 16:47:50|  8   1  89   2   1|4985M  153M  177M 2521M| 654k   24k|   0  1489k|   0  56.0 |2503  3601 |1.63 1.94 1.55|1.0   0 1.0|   0     0 |   0     0 | 25  283    0    6    0
Jul 14 16:47:51 ubuntu dstat.sh[91502]: 14-07 16:47:51|  7   1  91   1   0|4985M  153M  177M 2521M|  51k 6675 |   0   500k|   0  16.0 |1612  2466 |1.63 1.94 1.55|  0   0   0|   0     0 |   0     0 | 25  283    0    6    0
Jul 14 16:47:52 ubuntu dstat.sh[91502]: 14-07 16:47:52|  4   1  92   1   0|4985M  153M  177M 2522M| 203k 6131 |   0   772k|   0  26.0 |1698  2715 |1.63 1.94 1.55|  0   0 2.0|   0     0 |   0     0 | 25  283    0    6    0
Jul 14 16:47:53 ubuntu dstat.sh[91502]: 14-07 16:47:53|  6   2  86   4   0|4984M  153M  177M 2523M| 605k   27k|   0    22M|   0   558 |3412  3868 |1.50 1.90 1.54|1.0   0 1.0|   0     0 |   0     0 | 25  283    0    6    0
Jul 14 16:47:54 ubuntu dstat.sh[91502]: 14-07 16:47:54|  9   2  87   0   0|4983M  138M  177M 2538M|8307k   73k|   0     0 |   0     0 |6750  3810 |1.50 1.90 1.54|1.0   0   0|   0     0 |   0     0 | 25  283    0    6    0
Jul 14 16:47:55 ubuntu dstat.sh[91502]: 14-07 16:47:55|  7   2  89   1   0|4985M  134M  177M 2540M|1118k   12k|4095B 9697k|1.00  16.0 |2304  2687 |1.50 1.90 1.54|1.0   0 3.0|   0     0 |   0     0 | 25  283    0    6    0
Jul 14 16:47:56 ubuntu dstat.sh[91502]: 14-07 16:47:56|  6   1  89   1   0|4985M  133M  177M 2542M|1175k   29k|   0  1755k|   0  35.1 |2377  3039 |1.50 1.90 1.54|3.0   0 1.0|   0     0 |   0     0 | 25  283    0    6    0
Jul 14 16:47:57 ubuntu dstat.sh[91502]: 14-07 16:47:57|  5   1  91   1   0|4984M  132M  177M 2542M| 206k   13k|   0   803k|   0  33.0 |1994  3142 |1.50 1.90 1.54|  0   0 2.0|   0     0 |   0     0 | 25  283    0    6    0
Jul 14 16:47:58 ubuntu dstat.sh[91502]: 14-07 16:47:58|  9   1  89   1   0|4984M  132M  177M 2543M| 118k 5582 |   0  6979k|   0  33.0 |1693  2532 |1.37 1.87 1.54|  0   0 1.0|   0     0 |   0     0 | 25  283    0    6    0
Jul 14 16:47:59 ubuntu dstat.sh[91502]: 14-07 16:47:59|  8   1  88   0   0|4984M  132M  177M 2543M|  31k   10k|   0   548k|   0  29.0 |1853  2931 |1.37 1.87 1.54|  0   0   0|   0     0 |   0     0 | 25  283    0    6    0
Jul 14 16:48:00 ubuntu dstat.sh[91502]: 14-07 16:48:00| 11   1  85   1   0|4985M  131M  177M 2543M| 115k   23k|   0   751k|   0  51.9 |2219  3265 |1.37 1.87 1.54|1.0   0   0|   0     0 |   0     0 | 25  283    0    6    0
Jul 14 16:48:01 ubuntu dstat.sh[91502]: 14-07 16:48:01| 20   5  73   1   0|4991M  148M  177M 2522M|  16k 4327 |   0   329k|   0  13.0 |2576  6228 |1.37 1.87 1.54|2.0   0  34|   0     0 |   0     0 | 25  283    0    7    0
Jul 14 16:48:02 ubuntu dstat.sh[91502]: 14-07 16:48:02| 24   3  71   3   0|4993M  143M  177M 2525M|9825  1834 |   0   853k|   0  42.1 |1834  2651 |1.37 1.87 1.54|2.0   0   0|   0     0 |   0     0 | 25  283    0    6    0
Jul 14 16:48:03 ubuntu dstat.sh[91502]: 14-07 16:48:03| 20   4  67   7   0|4994M  126M  179M 2540M|  31k   16k|   0  6239k|   0   146 |2650  3849 |1.51 1.89 1.54|2.0   0   0|   0     0 |   0     0 | 25  283    0    7    0
Jul 14 16:48:04 ubuntu dstat.sh[91502]: 14-07 16:48:04| 20   5  71   4   0|4996M  120M  180M 2543M|  19k 1624 |   0  1933k|   0  54.1 |2104  2908 |1.51 1.89 1.54|1.0   0 1.0|   0     0 |   0     0 | 25  283    0    6    0
Jul 14 16:48:05 ubuntu dstat.sh[91502]: 14-07 16:48:05| 23   9  63   3   0|5009M  173M  179M 2479M|  16k 4885 |   0  1752k|   0  77.0 |2342  3489 |1.51 1.89 1.54|2.0   0 6.0|   0     0 |   0     0 | 25  283    0    7    0
Jul 14 16:48:06 ubuntu dstat.sh[91502]: 14-07 16:48:06| 43   8  46   2   0|5041M  131M  180M 2488M|  19k 6031 | 256k 1629k|2.00  61.9 |2418  3344 |1.51 1.89 1.54|2.0   0 5.0|   0     0 |   0     0 | 25  283    0    6    0
Jul 14 16:48:07 ubuntu dstat.sh[91502]: 14-07 16:48:07| 44  12  40   4   0|5016M  177M  180M 2471M|  17k 7754 | 256k 3387k|2.00   153 |2834  3889 |1.51 1.89 1.54|1.0 1.0 6.0|   0     0 |   0     0 | 25  283    0    6    0
Jul 14 16:48:08 ubuntu dstat.sh[91502]: 14-07 16:48:08| 41   8  48   4   0|5019M  165M  181M 2479M|  11k 3479 | 260k 4924k|3.00  63.0 |2210  2756 |1.63 1.91 1.55|1.0 1.0 4.0|   0     0 |   0     0 | 25  283    0    6    0
Jul 14 16:48:09 ubuntu dstat.sh[91502]: 14-07 16:48:09| 34   6  59   1   0|5002M  164M  182M 2496M|  32k   17k| 256k  612k|2.00  27.0 |2107  2868 |1.63 1.91 1.55|1.0   0 2.0|   0     0 |   0     0 | 25  283    0    6    0
Jul 14 16:48:10 ubuntu dstat.sh[91502]: 14-07 16:48:10| 22   4  69   4   0|5001M  145M  182M 2515M|  26k   16k|   0  2913k|   0  87.8 |2214  3379 |1.63 1.91 1.55|3.0   0   0|   0     0 |   0     0 | 25  285    0    6    0
Jul 14 16:48:11 ubuntu dstat.sh[91502]: 14-07 16:48:11| 22   3  71   4   0|5001M  137M  183M 2522M|  12k 3268 |   0  1768k|   0  76.0 |1746  2557 |1.63 1.91 1.55|3.0   0   0|   0     0 |   0     0 | 25  285    0    6    0
Jul 14 16:48:12 ubuntu dstat.sh[91502]: 14-07 16:48:12|  5   2  92   1   0|5002M  136M  183M 2522M|7793  2523 |   0   853k|   0  26.0 |1508  2420 |1.63 1.91 1.55|1.0   0 1.0|   0     0 |   0     0 | 25  286    0    6    0
Jul 14 16:48:13 ubuntu dstat.sh[91502]: 14-07 16:48:13| 10   2  87   1   0|5003M  162M  183M 2495M|  31k   18k|   0  2501k|   0  70.9 |2128  3247 |1.50 1.88 1.54|1.0   0   0|   0     0 |   0     0 | 25  283    0    6    3
Jul 14 16:48:14 ubuntu dstat.sh[91502]: 14-07 16:48:14| 23   6  70   0   0|4966M  198M  183M 2495M|  14k 4558 |   0    16k|   0  3.00 |1820  2415 |1.50 1.88 1.54|1.0   0 8.0|   0     0 |   0     0 | 25  283    0    6    0
Jul 14 16:48:15 ubuntu dstat.sh[91502]: 14-07 16:48:15| 25   3  70   1   0|4988M  174M  183M 2497M|  15k 6893 |  12k  732k|1.00  7.00 |1754  2400 |1.50 1.88 1.54|1.0   0 3.0|   0     0 |   0     0 | 25  283    0    6    0
Jul 14 16:48:16 ubuntu dstat.sh[91502]: 14-07 16:48:16| 26   6  67   0   0|5002M  159M  183M 2497M|  15k 6453 |  76k  764k|2.00  11.0 |7395    16k|1.50 1.88 1.54|1.0   0 5.0|   0     0 |   0     0 | 25  283    0    6    0
Jul 14 16:48:17 ubuntu dstat.sh[91502]: 14-07 16:48:17| 27   4  68   1   0|5003M  159M  183M 2497M|  23k   17k|   0   588k|   0  46.0 |2070  3047 |1.50 1.88 1.54|7.0   0 7.0|   0     0 |   0     0 | 25  283    0    6    0
Jul 14 16:48:18 ubuntu dstat.sh[91502]: 14-07 16:48:18| 24   3  71   0   0|4966M  196M  183M 2497M|8561  1844 |   0    80k|   0  1.00 |1691  2347 |1.45 1.86 1.54|2.0   0   0|   0     0 |   0     0 | 25  283    0    6    0
Jul 14 16:48:19 ubuntu dstat.sh[91502]: 14-07 16:48:19| 26   3  70   1   0|4987M  175M  183M 2497M|  15k 9009 |   0  1964k|   0  22.0 |1949  2748 |1.45 1.86 1.54|2.0   0 2.0|   0     0 |   0     0 | 25  283    0    6    0
Jul 14 16:48:20 ubuntu dstat.sh[91502]: 14-07 16:48:20| 28   5  65   1   0|5006M  156M  183M 2497M|  23k   13k|   0   373k|   0  31.1 |8851    18k|1.45 1.86 1.54|2.0   0 5.0|   0     0 |   0     0 | 25  283    0    6    0
Jul 14 16:48:21 ubuntu dstat.sh[91502]: 14-07 16:48:21| 26   3  70   1   0|5007M  154M  183M 2498M|  18k 1886 |   0   204k|   0  14.0 |1850  2467 |1.45 1.86 1.54|2.0   0 7.0|   0     0 |   0     0 | 25  283    0    6    0
Jul 14 16:48:22 ubuntu dstat.sh[91502]: 14-07 16:48:22| 24   4  69   2   0|5009M  153M  183M 2498M|8694  1616 |   0   427k|   0  20.0 |1655  2356 |1.45 1.86 1.54|1.0   0   0|   0     0 |   0     0 | 25  283    0    6    0
Jul 14 16:48:23 ubuntu dstat.sh[91502]: 14-07 16:48:23| 25   4  66   3   0|4961M  201M  183M 2498M|  28k   17k|   0    11M|   0   415 |2939  3364 |1.42 1.85 1.54|3.0   0 3.0|   0     0 |   0     0 | 25  283    0    6    0
Jul 14 16:48:24 ubuntu dstat.sh[91502]: 14-07 16:48:24| 21   4  71   3   0|4969M  192M  183M 2498M|9918  1845 | 280k 4098B|12.0  1.00 |1751  2366 |1.42 1.85 1.54|1.0   0 6.0|   0     0 |   0     0 | 25  283    0    6    0
Jul 14 16:48:25 ubuntu dstat.sh[91502]: 14-07 16:48:25| 24   4  70   2   0|4982M  176M  183M 2501M| 255k  242k| 484k 1667k|9.99  32.0 |3150  5361 |1.42 1.85 1.54|1.0   0 2.0|   0     0 |   0     0 | 25  304    0    6    0
Jul 14 16:48:26 ubuntu dstat.sh[91502]: 14-07 16:48:26| 26   3  61   9   0|4983M  174M  183M 2501M| 505k  496k|  80k 1438k|4.99   134 |4366  8021 |1.42 1.85 1.54|  0 1.0   0|   0     0 |   0     0 | 25  307    0   14    0
Jul 14 16:48:27 ubuntu dstat.sh[91502]: 14-07 16:48:27| 24   8  61   7   0|4920M  237M  183M 2501M| 213k  204k| 128k 1072k|1.00   143 |4180  7449 |1.42 1.85 1.54|1.0   0 104|   0     0 |   0     0 | 25  305    0   16    0
Jul 14 16:48:28 ubuntu dstat.sh[91502]: 14-07 16:48:28| 10  18  68   2   0|4921M  236M  183M 2502M|9935  1731 | 408k  160k|6.00  11.0 |3241  5259 |1.38 1.83 1.54|1.0   0 317|   0     0 |   0     0 | 25  305    0   16    0
Jul 14 16:48:29 ubuntu dstat.sh[91502]: 14-07 16:48:29| 18   5  66  12   1|4901M  251M  183M 2506M|  43k   22k|4346k  369k| 181  31.1 |2599  3711 |1.38 1.83 1.54|3.0   0  21|   0     0 |   0     0 | 25  305    0   18    0
Jul 14 16:48:30 ubuntu dstat.sh[91502]: 14-07 16:48:30|  6   4  67  22   0|4899M  235M  183M 2525M|  29k   16k|  19M  566k|1230  34.9 |4021  5746 |1.38 1.83 1.54|1.0   0   0|   0     0 |   0     0 | 25  305    0   18    0
Jul 14 16:48:31 ubuntu dstat.sh[91502]: 14-07 16:48:31|  5   3  72  18   0|4899M  219M  183M 2541M|  14k 1667 |  16M    0 |1363     0 |3051  5151 |1.38 1.83 1.54|  0 1.0   0|   0     0 |   0     0 | 25  305    0   18    0
Jul 14 16:48:32 ubuntu dstat.sh[91502]: 14-07 16:48:32|  9   3  71  17   0|4905M  207M  184M 2546M|  10k 2828 |4807k 6232k| 403   287 |2843  4625 |1.38 1.83 1.54|  0 1.0 5.0|   0     0 |   0     0 | 25  306    0   18    0
Jul 14 16:48:33 ubuntu dstat.sh[91502]: 14-07 16:48:33|  5   1  89   2   0|4905M  207M  184M 2546M|  62k   25k|   0   744k|   0  64.0 |2278  3686 |1.27 1.80 1.53|2.0   0   0|   0     0 |   0     0 | 25  306    0   19    0
Jul 14 16:48:34 ubuntu dstat.sh[91502]: 14-07 16:48:34|  4   2  94   0   0|4907M  205M  184M 2546M| 935k   20k|   0    21M|   0  54.0 |2149  2427 |1.27 1.80 1.53|1.0   0   0|   0     0 |   0     0 | 25  306    0   19    0
Jul 14 16:48:35 ubuntu dstat.sh[91502]: 14-07 16:48:35| 23   6  67   3   0|4970M  140M  184M 2548M|5139k  192k|2398k 1077k|24.0  63.1 |6170  7933 |1.27 1.80 1.53|4.0   0 3.0|   0     0 |   0     0 | 25  306    0   18    0
Jul 14 16:48:36 ubuntu dstat.sh[91502]: 14-07 16:48:36| 15   4  79   1   0|4984M  126M  184M 2549M|  17k 9762 |  60k  272k|4.00  25.0 |2686  4334 |1.27 1.80 1.53|1.0 1.0   0|   0     0 |   0     0 | 25  306    0   18    0
Jul 14 16:48:37 ubuntu dstat.sh[91502]: 14-07 16:48:37| 18   4  73   4   0|4917M  192M  184M 2549M| 128k   20k| 396k 1357k|13.0  90.0 |2751  4234 |1.27 1.80 1.53|1.0   0  16|   0     0 |   0     0 | 25  305    0   18    0
Jul 14 16:48:38 ubuntu dstat.sh[91502]: 14-07 16:48:38| 19   7  70   2   0|4922M  187M  184M 2549M|9133  3262 | 216k  168k|8.98  9.98 |3498  5734 |1.25 1.79 1.52|2.0   0  71|   0     0 |   0     0 | 25  305    0   18    0
Jul 14 16:48:39 ubuntu dstat.sh[91502]: 14-07 16:48:39| 19   4  67   8   0|4944M  164M  184M 2549M|  17k 7966 | 344k   67M|15.0   323 |2501  2823 |1.25 1.79 1.52|2.0   0 1.0|   0     0 |   0     0 | 25  305    0   18    0
Jul 14 16:48:40 ubuntu dstat.sh[91502]: 14-07 16:48:40| 20  10  67   3   0|4939M  123M  185M 2592M|  37k   30k|1179k 9348k|30.1  78.2 |2440  3589 |1.25 1.79 1.52|1.0 1.0 3.0|   0     0 |   0     0 | 25  305    0   18    0
Jul 14 16:48:41 ubuntu dstat.sh[91502]: 14-07 16:48:41|  7   6  45  39   0|4941M  123M  185M 2591M|  96k   91k|7996k  115M| 657  1089 |4958  5988 |1.25 1.79 1.52|  0 1.0   0|   0     0 |   0     0 | 25  305    0   18    0
Jul 14 16:48:42 ubuntu dstat.sh[91502]: 14-07 16:48:42|  4  11  69  14   0|4942M  121M  182M 2600M|6923  1620 |  61M 1028k|4618  9.00 |6689  4206 |1.25 1.79 1.52|2.0   0   0|   0     0 |   0     0 | 25  305    0   18    0
Jul 14 16:48:43 ubuntu dstat.sh[91502]: 14-07 16:48:43| 17   7  68   7   0|4960M  124M  182M 2580M|  20k   15k| 192k 1220k|5.00  25.0 |2214  3358 |1.23 1.78 1.52|2.0   0 2.0|   0     0 |   0     0 | 25  305    0   18    0
Jul 14 16:48:44 ubuntu dstat.sh[91502]: 14-07 16:48:44| 25   6  66   2   0|4967M  128M  182M 2570M|  20k 1620 |  40k    0 |4.00     0 |  11k   22k|1.23 1.78 1.52|2.0   0 5.0|   0     0 |   0     0 | 25  305    0   18    0
Jul 14 16:48:45 ubuntu dstat.sh[91502]: 14-07 16:48:45| 25   4  70   0   0|4945M  150M  182M 2570M|  13k 6973 |  12k  916k|1.00  11.0 |1941  2851 |1.23 1.78 1.52|2.0   0 9.0|   0     0 |   0     0 | 25  305    0   18    0
Jul 14 16:48:46 ubuntu dstat.sh[91502]: 14-07 16:48:46| 28   1  70   1   0|4948M  148M  182M 2570M|  15k 6449 |   0   930k|   0  63.1 |1897  2806 |1.23 1.78 1.52|2.0 1.0 1.0|   0     0 |   0     0 | 25  305    0   18    0
Jul 14 16:48:47 ubuntu dstat.sh[91502]: 14-07 16:48:47| 26   7  65   0   0|4972M  123M  182M 2570M|  14k 7840 |   0   403k|   0  36.9 |  10k   23k|1.23 1.78 1.52|2.0   0 6.0|   0     0 |   0     0 | 25  305    0   18    0
Jul 14 16:48:48 ubuntu dstat.sh[91502]: 14-07 16:48:48| 24   8  69   1   0|4971M  124M  182M 2571M|7340  1732 |  20k   20k|2.00  5.00 |3205  5184 |1.21 1.76 1.52|2.0   0 4.0|   0     0 |   0     0 | 25  305    0   18    0
Jul 14 16:48:49 ubuntu dstat.sh[91502]: 14-07 16:48:49| 26   9  63   1   0|4976M  129M  182M 2561M|  19k 8862 |  12k 1906k|1.00  23.1 |  13k   30k|1.21 1.76 1.52|2.0   0 7.0|   0     0 |   0     0 | 25  305    0   18    0
Jul 14 16:48:50 ubuntu dstat.sh[91502]: 14-07 16:48:50| 25  11  61   0   0|4982M  135M  182M 2550M|  21k   14k|8201B  885k|1.00  31.0 |  23k   50k|1.21 1.76 1.52|1.0   0 1.0|   0     0 |   0     0 | 25  305    0   18    0
Jul 14 16:48:51 ubuntu dstat.sh[91502]: 14-07 16:48:51| 26   5  67   0   0|4982M  122M  183M 2563M|  14k 6176 |4080B 1889k|1.00  13.0 |3308  5370 |1.21 1.76 1.52|1.0   0   0|   0     0 |   0     0 | 25  305    0   18    0
Jul 14 16:48:52 ubuntu dstat.sh[91502]: 14-07 16:48:52| 26   3  70   1   0|4947M  181M  183M 2538M|8500  1516 |   0  1232k|   0  53.0 |2168  3294 |1.21 1.76 1.52|1.0   0   0|   0     0 |   0     0 | 25  305    0   18    0
Jul 14 16:48:53 ubuntu dstat.sh[91502]: 14-07 16:48:53| 24   7  69   1   0|4952M  146M  183M 2568M|  26k   16k|   0  2416k|   0  30.0 |2243  3458 |1.20 1.75 1.52|1.0   0   0|   0     0 |   0     0 | 25  305    0   18    0
Jul 14 16:48:54 ubuntu dstat.sh[91502]: 14-07 16:48:54| 25   3  70   0   0|4951M  143M  183M 2572M|  23k 8086 |   0   456k|   0  7.00 |1702  2471 |1.20 1.75 1.52|3.0   0   0|   0     0 |   0     0 | 25  305    0   18    0
