-- Logs begin at Mon 2022-08-01 16:03:15 UTC, end at Mon 2022-08-01 17:08:47 UTC. --
Aug 01 16:56:09 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Aug 01 16:56:09 ubuntu dstat.sh[91831]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ----swap--- ------tcp-sockets-------
Aug 01 16:56:09 ubuntu dstat.sh[91831]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Aug 01 16:57:47 ubuntu dstat.sh[91831]: 01-08 16:57:47| 67   7  23   0   0|1424M  847M  194M 5268M|1252k 1247k|   0   491k|   0  40.9 |6060    16k|4.49 2.00 1.02|3.0   0   0|   0     0 |   0     0 |  9   36    0   38    0
Aug 01 16:57:48 ubuntu dstat.sh[91831]: 01-08 16:57:48| 57   8  35   0   0|1389M  882M  194M 5268M|1154k 1150k|   0  3947k|   0  89.8 |5600    15k|4.49 2.00 1.02|6.0   0   0|   0     0 |   0     0 |  9   36    0   44    0
Aug 01 16:57:49 ubuntu dstat.sh[91831]: 01-08 16:57:49| 75  18   8   0   0|1329M  941M  194M 5268M|1032k 1027k|   0   538k|   0  51.2 |6422    14k|4.37 2.02 1.03|6.0   0 252|   0     0 |   0     0 |  9   33    0   45    0
Aug 01 16:57:50 ubuntu dstat.sh[91831]: 01-08 16:57:50| 84  14   2   0   0|1335M  936M  194M 5269M| 722k  714k|   0   368k|   0  28.0 |4843  9744 |4.37 2.02 1.03|8.0   0 100|   0     0 |   0     0 |  9   34    0   45    0
Aug 01 16:57:51 ubuntu dstat.sh[91831]: 01-08 16:57:51| 83  13   2   0   0|1382M  888M  194M 5269M|1027k 1020k|   0   607k|   0  55.9 |5755    13k|4.37 2.02 1.03| 11   0 110|   0     0 |   0     0 |  9   34    0   46    0
Aug 01 16:57:52 ubuntu dstat.sh[91831]: 01-08 16:57:52| 85  12   2   0   0|1307M  963M  194M 5270M| 961k  955k|   0   448k|   0  35.0 |5490    12k|4.37 2.02 1.03|8.0   0  95|   0     0 |   0     0 |  9   33    0   46    0
Aug 01 16:57:53 ubuntu dstat.sh[91831]: 01-08 16:57:53| 83  13   4   0   0|1336M  933M  194M 5270M|1129k 1122k|   0  9127k|   0   262 |6094    14k|4.37 2.02 1.03|5.0   0 149|   0     0 |   0     0 |  9   34    0   46    0
Aug 01 16:57:54 ubuntu dstat.sh[91831]: 01-08 16:57:54| 86  12   2   0   0|1268M 1001M  195M 5270M| 791k  785k|   0   660k|   0  61.0 |4370  9753 |4.42 2.07 1.05|7.0   0 125|   0     0 |   0     0 |  9   33    0   46    0
Aug 01 16:57:55 ubuntu dstat.sh[91831]: 01-08 16:57:55| 85  14   1   0   1|1398M  871M  195M 5270M| 897k  892k|   0   400k|   0  28.0 |4098  9938 |4.42 2.07 1.05|8.0   0  36|   0     0 |   0     0 |  9   34    0   47    1
Aug 01 16:57:56 ubuntu dstat.sh[91831]: 01-08 16:57:56| 77  10  11   0   0|1405M  863M  195M 5271M|1394k 1385k|   0   524k|   0  47.0 |8032    18k|4.42 2.07 1.05|5.0   0  45|   0     0 |   0     0 |  9   35    0   53    0
Aug 01 16:57:57 ubuntu dstat.sh[91831]: 01-08 16:57:57| 85  11   4   0   0|1380M  888M  195M 5271M|1178k 1174k|   0   464k|   0  43.0 |6431    15k|4.42 2.07 1.05|4.0   0  64|   0     0 |   0     0 |  9   35    0   54    0
Aug 01 16:57:58 ubuntu dstat.sh[91831]: 01-08 16:57:58| 82  13   4   0   1|1286M  981M  195M 5271M|1014k 1009k|   0   720k|   0  73.0 |6281    15k|4.42 2.07 1.05|8.0   0 149|   0     0 |   0     0 |  9   34    0   54    0
Aug 01 16:57:59 ubuntu dstat.sh[91831]: 01-08 16:57:59| 86  10   2   0   0|1343M  924M  195M 5272M| 862k  858k|   0   640k|   0  61.0 |5135    11k|4.54 2.13 1.08|4.0   0 121|   0     0 |   0     0 |  9   32    0   54    0
Aug 01 16:58:00 ubuntu dstat.sh[91831]: 01-08 16:58:00| 81  14   5   0   0|1322M  945M  195M 5272M|1082k 1066k|   0   456k|   0  41.0 |6068    14k|4.54 2.13 1.08|6.0   0  89|   0     0 |   0     0 |  9   34    0   54    0
Aug 01 16:58:01 ubuntu dstat.sh[91831]: 01-08 16:58:01| 84  12   4   0   0|1296M  971M  195M 5272M| 994k  989k|   0   384k|   0  34.0 |5514    14k|4.54 2.13 1.08|4.0   0 113|   0     0 |   0     0 |  9   33    0   54    0
Aug 01 16:58:02 ubuntu dstat.sh[91831]: 01-08 16:58:02| 79  14   5   0   0|1285M  981M  195M 5272M| 862k  856k|   0   648k|   0  66.0 |4928    12k|4.54 2.13 1.08|4.0   0 182|   0     0 |   0     0 |  9   32    0   54    0
Aug 01 16:58:03 ubuntu dstat.sh[91831]: 01-08 16:58:03| 84  13   3   0   0|1354M  912M  195M 5273M| 463k  457k|   0   240k|   0  18.0 |3278  6812 |4.54 2.13 1.08|6.0   0  75|   0     0 |   0     0 |  9   33    0   54    0
Aug 01 16:58:04 ubuntu dstat.sh[91831]: 01-08 16:58:04| 60   8  31   0   0|1380M  886M  195M 5273M|1314k 1306k|   0   616k|   0  45.0 |7232    16k|4.58 2.18 1.10|5.0   0   0|   0     0 |   0     0 |  9   35    0   60    0
Aug 01 16:58:05 ubuntu dstat.sh[91831]: 01-08 16:58:05| 80  12   7   0   0|1262M 1003M  195M 5273M| 396k  391k|   0   260k|   0  20.0 |3290  6781 |4.58 2.18 1.10|5.0   0 145|   0     0 |   0     0 |  9   32    0   60    0
Aug 01 16:58:06 ubuntu dstat.sh[91831]: 01-08 16:58:06| 80  10   9   0   0|1378M  888M  195M 5273M| 569k  564k|   0   364k|   0  38.0 |3680  7917 |4.58 2.18 1.10|3.0   0   0|   0     0 |   0     0 |  9   35    0   60    0
Aug 01 16:58:07 ubuntu dstat.sh[91831]: 01-08 16:58:07| 76  13   9   0   0|1276M  989M  195M 5273M| 815k  809k|   0   544k|   0  61.0 |5573    13k|4.58 2.18 1.10|4.0   0 204|   0     0 |   0     0 |  9   33    0   60    0
Aug 01 16:58:08 ubuntu dstat.sh[91831]: 01-08 16:58:08| 87  11   2   0   0|1337M  928M  195M 5274M| 663k  657k|   0   484k|   0  50.0 |4556  9549 |4.58 2.18 1.10|4.0   0  52|   0     0 |   0     0 |  9   34    0   60    0
Aug 01 16:58:09 ubuntu dstat.sh[91831]: 01-08 16:58:09| 79  12   7   0   0|1263M 1001M  195M 5274M| 700k  695k|   0   480k|   0  38.0 |5229    12k|4.45 2.19 1.11|4.0   0 175|   0     0 |   0     0 |  9   33    0   59    0
Aug 01 16:58:10 ubuntu dstat.sh[91831]: 01-08 16:58:10| 85  11   3   0   0|1368M  896M  195M 5274M| 794k  789k|   0   462k|   0  42.8 |4498    11k|4.45 2.19 1.11|5.0   0 3.0|   0     0 |   0     0 |  9   33    0   60    0
Aug 01 16:58:11 ubuntu dstat.sh[91831]: 01-08 16:58:11| 74   9  16   0   0|1363M  900M  195M 5275M|1045k 1041k|   0   590k|   0  61.2 |5947    14k|4.45 2.19 1.11|8.0   0  62|   0     0 |   0     0 |  9   32    0   64    0
Aug 01 16:58:12 ubuntu dstat.sh[91831]: 01-08 16:58:12| 65  14  20   0   0|1274M  989M  195M 5275M| 293k  288k|   0   292k|   0  21.0 |3016  5877 |4.45 2.19 1.11|4.0   0 216|   0     0 |   0     0 |  9   33    0   64    0
Aug 01 16:58:13 ubuntu dstat.sh[91831]: 01-08 16:58:13| 64  10  26   0   0|1291M  972M  195M 5275M| 549k  542k|   0   296k|   0  25.0 |4362  7969 |4.45 2.19 1.11|7.0   0  45|   0     0 |   0     0 |  9   34    0   60    0
Aug 01 16:58:14 ubuntu dstat.sh[91831]: 01-08 16:58:14| 65  11  25   0   0|1257M 1007M  195M 5275M| 449k  435k|   0   291k|   0  21.9 |3351  6737 |4.50 2.24 1.13|9.0   0  81|   0     0 |   0     0 |  9   33    0   60    0
Aug 01 16:58:15 ubuntu dstat.sh[91831]: 01-08 16:58:15| 60  14  25   0   0|1270M  993M  195M 5275M| 374k  369k|   0   401k|   0  40.1 |3666  6747 |4.50 2.24 1.13|5.0   0 187|   0     0 |   0     0 |  9   32    0   59    0
Aug 01 16:58:16 ubuntu dstat.sh[91831]: 01-08 16:58:16| 65  10  24   0   0|1294M  969M  195M 5276M| 375k  371k|   0   316k|   0  32.0 |3447  5918 |4.50 2.24 1.13|6.0   0  63|   0     0 |   0     0 |  9   32    0   60    0
Aug 01 16:58:17 ubuntu dstat.sh[91831]: 01-08 16:58:17| 65  11  24   0   0|1298M  964M  195M 5276M| 802k  797k|   0   373k|   0  33.1 |5192  9959 |4.50 2.24 1.13|4.0   0  66|   0     0 |   0     0 |  9   34    0   62    0
Aug 01 16:58:18 ubuntu dstat.sh[91831]: 01-08 16:58:18| 66  10  24   0   0|1240M 1023M  195M 5276M| 907k  902k|   0   496k|   0  48.0 |4418    11k|4.50 2.24 1.13|7.0 1.0  63|   0     0 |   0     0 |  9   32    0   66    1
Aug 01 16:58:19 ubuntu dstat.sh[91831]: 01-08 16:58:19| 64  11  24   0   0|1291M  971M  195M 5276M|  73k   64k|   0  2711k|   0  57.0 |2201  2856 |4.38 2.25 1.14|5.0   0  98|   0     0 |   0     0 |  9   33    0   67    0
Aug 01 16:58:20 ubuntu dstat.sh[91831]: 01-08 16:58:20| 61  11  26   0   0|1285M  977M  195M 5276M| 926k  921k|   0   571k|   0  57.9 |4650    12k|4.38 2.25 1.14|4.0 1.0  72|   0     0 |   0     0 |  9   33    0   68    0
Aug 01 16:58:21 ubuntu dstat.sh[91831]: 01-08 16:58:21| 63  12  23   0   0|1289M  972M  195M 5276M| 509k  503k|   0   488k|   0  46.0 |4190  8041 |4.38 2.25 1.14|4.0   0 136|   0     0 |   0     0 |  9   32    0   69    0
Aug 01 16:58:22 ubuntu dstat.sh[91831]: 01-08 16:58:22| 66  10  25   0   1|1309M  953M  195M 5276M| 497k  491k|   0   372k|   0  28.0 |3321  7461 |4.38 2.25 1.14|7.0   0  51|   0     0 |   0     0 |  9   33    0   68    1
Aug 01 16:58:23 ubuntu dstat.sh[91831]: 01-08 16:58:23| 64  11  24   0   0|1251M 1010M  195M 5277M| 764k  757k|   0   444k|   0  30.0 |3530    10k|4.38 2.25 1.14|6.0   0 115|   0     0 |   0     0 |  9   33    0   69    0
Aug 01 16:58:24 ubuntu dstat.sh[91831]: 01-08 16:58:24| 68   9  24   1   0|1314M  948M  195M 5277M| 738k  734k|   0  8325k|   0   316 |3581  9460 |4.19 2.25 1.14|4.0   0 1.0|   0     0 |   0     0 |  9   33    0   70    0
Aug 01 16:58:25 ubuntu dstat.sh[91831]: 01-08 16:58:25| 60  12  26   0   0|1234M 1027M  195M 5277M| 786k  781k|   0   644k|   0  51.0 |5999    14k|4.19 2.25 1.14|5.0   0 224|   0     0 |   0     0 |  9   33    0   73    0
Aug 01 16:58:26 ubuntu dstat.sh[91831]: 01-08 16:58:26| 45   6  48   0   0|1240M 1021M  195M 5277M| 132k  125k|   0   228k|   0  18.0 |2017  3181 |4.19 2.25 1.14|2.0   0  51|   0     0 |   0     0 |  9   33    0   73    0
Aug 01 16:58:27 ubuntu dstat.sh[91831]: 01-08 16:58:27| 44   6  48   0   0|1232M 1029M  195M 5277M| 466k  461k|   0   476k|   0  45.0 |3522  6688 |4.19 2.25 1.14|6.0   0 6.0|   0     0 |   0     0 |  9   33    0   74    0
Aug 01 16:58:28 ubuntu dstat.sh[91831]: 01-08 16:58:28| 43   9  48   0   0|1206M 1055M  195M 5277M| 399k  393k|   0   292k|   0  22.0 |3368  6337 |4.19 2.25 1.14|2.0   0  87|   0     0 |   0     0 |  9   32    0   72    0
Aug 01 16:58:29 ubuntu dstat.sh[91831]: 01-08 16:58:29| 47   5  48   0   0|1251M 1009M  195M 5277M| 369k  364k|   0   448k|   0  28.0 |2176  4888 |3.93 2.23 1.14|5.0   0 1.0|   0     0 |   0     0 |  9   32    0   72    0
Aug 01 16:58:30 ubuntu dstat.sh[91831]: 01-08 16:58:30| 42  11  48   1   0|1193M 1067M  195M 5277M| 226k  211k|   0   488k|   0  46.0 |2359  4759 |3.93 2.23 1.14|8.0   0 106|   0     0 |   0     0 |  9   32    0   72    0
Aug 01 16:58:31 ubuntu dstat.sh[91831]: 01-08 16:58:31| 45   7  47   0   0|1257M 1004M  195M 5278M| 369k  364k|   0   312k|   0  28.0 |2194  5142 |3.93 2.23 1.14|3.0   0  38|   0     0 |   0     0 |  9   32    0   73    0
Aug 01 16:58:32 ubuntu dstat.sh[91831]: 01-08 16:58:32| 39  13  47   0   0|1227M 1034M  195M 5278M| 527k  522k|   0   517k|   0  39.1 |3397  8388 |3.93 2.23 1.14|3.0   0 265|   0     0 |   0     0 |  9   32    0   71    0
Aug 01 16:58:33 ubuntu dstat.sh[91831]: 01-08 16:58:33| 43   7  49   0   0|1238M 1023M  195M 5278M|6359  1765 |   0   180k|   0  11.0 |1389  1450 |3.93 2.23 1.14|2.0   0  19|   0     0 |   0     0 |  9   32    0   71    0
Aug 01 16:58:34 ubuntu dstat.sh[91831]: 01-08 16:58:34| 51  10  41   0   0|1218M 1043M  195M 5278M| 711k  707k|   0   524k|   0  38.0 |3484    15k|3.78 2.22 1.15|4.0   0  77|   0     0 |   0     0 |  9   32    0   73    0
Aug 01 16:58:35 ubuntu dstat.sh[91831]: 01-08 16:58:35| 42   9  47   0   0|1246M 1014M  195M 5278M|8202  4175 |   0   168k|   0  12.0 |1548  1892 |3.78 2.22 1.15|2.0   0  52|   0     0 |   0     0 |  9   33    0   73    0
Aug 01 16:58:36 ubuntu dstat.sh[91831]: 01-08 16:58:36| 46   7  47   0   0|1265M  995M  195M 5278M| 968k  964k|   0   441k|   0  42.1 |5302    13k|3.78 2.22 1.15|3.0   0   0|   0     0 |   0     0 |  9   33    0   74    0
Aug 01 16:58:37 ubuntu dstat.sh[91831]: 01-08 16:58:37| 32  19  48   0   0|1173M 1086M  195M 5278M| 140k  136k|   0   320k|   0  22.0 |3112  5588 |3.78 2.22 1.15|2.0   0 393|   0     0 |   0     0 |  9   32    0   74    0
Aug 01 16:58:38 ubuntu dstat.sh[91831]: 01-08 16:58:38| 23   3  74   0   0|1206M 1054M  195M 5278M| 105k  101k|   0   280k|   0  18.0 |1348  2279 |3.78 2.22 1.15|3.0   0   0|   0     0 |   0     0 |  9   33    0   72    0
Aug 01 16:58:39 ubuntu dstat.sh[91831]: 01-08 16:58:39| 19   7  72   0   0|1168M 1092M  195M 5278M| 118k  114k|   0   572k|   0  44.0 |2231  3573 |3.63 2.22 1.15|1.0   0 101|   0     0 |   0     0 |  9   32    0   72    0
Aug 01 16:58:40 ubuntu dstat.sh[91831]: 01-08 16:58:40| 22   4  73   0   0|1206M 1054M  195M 5278M|  30k   26k|   0   348k|   0  27.0 |1469  1981 |3.63 2.22 1.15|4.0   0 2.0|   0     0 |   0     0 |  9   33    0   69    0
Aug 01 16:58:41 ubuntu dstat.sh[91831]: 01-08 16:58:41| 20   8  71   0   0|1162M 1097M  195M 5278M| 193k  188k|   0   412k|   0  34.0 |2226  4465 |3.63 2.22 1.15|1.0   0 135|   0     0 |   0     0 |  9   32    0   69    0
Aug 01 16:58:42 ubuntu dstat.sh[91831]: 01-08 16:58:42| 23   2  74   0   0|1202M 1058M  195M 5278M|7055  1843 |   0   280k|   0  13.0 |1099  1250 |3.63 2.22 1.15|1.0   0 1.0|   0     0 |   0     0 |  9   32    0   63    0
Aug 01 16:58:43 ubuntu dstat.sh[91831]: 01-08 16:58:43| 24   4  72   1   0|1205M 1054M  195M 5278M| 502k  499k|   0  1737k|   0   112 |3455  7377 |3.63 2.22 1.15|2.0   0   0|   0     0 |   0     0 |  9   33    0   63    0
Aug 01 16:58:44 ubuntu dstat.sh[91831]: 01-08 16:58:44| 23   3  73   0   0|1177M 1082M  195M 5279M| 112k   98k|   0    80k|   0  6.00 |1801  2704 |3.34 2.18 1.15|2.0   0  19|   0     0 |   0     0 |  9   32    0   58    0
Aug 01 16:58:45 ubuntu dstat.sh[91831]: 01-08 16:58:45| 23   3  73   0   0|1203M 1057M  195M 5279M| 170k  165k|   0    64k|   0  6.00 |1750  2800 |3.34 2.18 1.15|1.0   0   0|   0     0 |   0     0 |  9   33    0   58    0
Aug 01 16:58:46 ubuntu dstat.sh[91831]: 01-08 16:58:46| 25   5  70   0   0|1159M 1100M  195M 5279M| 279k  273k|   0   324k|   0  29.0 |2611  4758 |3.34 2.18 1.15|2.0   0  50|   0     0 |   0     0 |  9   32    0   57    0
Aug 01 16:58:47 ubuntu dstat.sh[91831]: 01-08 16:58:47| 23   3  74   0   0|1201M 1058M  195M 5279M|6626  1998 |   0   124k|   0  12.0 |1138  1277 |3.34 2.18 1.15|2.0   0 1.0|   0     0 |   0     0 |  9   32    0   57    0
Aug 01 16:58:48 ubuntu dstat.sh[91831]: 01-08 16:58:48| 24   3  71   1   0|1204M 1055M  195M 5279M| 576k  569k|   0   480k|   0  40.0 |4006  8024 |3.34 2.18 1.15|3.0   0   0|   0     0 |   0     0 |  9   33    0   52    0
Aug 01 16:58:49 ubuntu dstat.sh[91831]: 01-08 16:58:49| 20   6  73   0   0|1175M 1084M  195M 5279M|  29k   20k|   0     0 |   0     0 |1544  1951 |3.16 2.16 1.14|5.0   0  80|   0     0 |   0     0 |  9   32    0   52    0
Aug 01 16:58:50 ubuntu dstat.sh[91831]: 01-08 16:58:50| 23   3  73   0   0|1205M 1054M  195M 5279M|  98k   87k|   0   974k|   0  34.9 |1412  2061 |3.16 2.16 1.14|3.0   0 2.0|   0     0 |   0     0 |  9   33    0   49    0
Aug 01 16:58:51 ubuntu dstat.sh[91831]: 01-08 16:58:51| 23   4  72   0   0|1157M 1102M  195M 5279M| 287k  280k|   0   104k|   0  9.01 |2179  4820 |3.16 2.16 1.14|2.0   0  35|   0     0 |   0     0 |  9   32    0   49    0
Aug 01 16:58:52 ubuntu dstat.sh[91831]: 01-08 16:58:52| 22   3  75   0   0|1200M 1060M  195M 5279M|7900  1984 |   0    44k|   0  4.00 | 905  1086 |3.16 2.16 1.14|1.0   0 1.0|   0     0 |   0     0 |  9   32    0   48    0
Aug 01 16:58:53 ubuntu dstat.sh[91831]: 01-08 16:58:53| 20   6  72   0   1|1155M 1104M  195M 5279M| 142k  137k|   0   345k|   0  27.0 |2046  3587 |3.16 2.16 1.14|1.0   0  92|   0     0 |   0     0 |  9   32    0   49    0
Aug 01 16:58:54 ubuntu dstat.sh[91831]: 01-08 16:58:54| 22   4  74   0   0|1198M 1061M  195M 5279M|6941  1675 |   0    36k|   0  4.00 | 915  1094 |2.98 2.14 1.14|1.0   0 1.0|   0     0 |   0     0 |  9   32    0   48    0
Aug 01 16:58:55 ubuntu dstat.sh[91831]: 01-08 16:58:55| 18   7  72   1   0|1153M 1106M  195M 5279M| 230k  225k|   0  4447k|   0   284 |2843  4516 |2.98 2.14 1.14|1.0   0 100|   0     0 |   0     0 |  9   32    0   48    0
Aug 01 16:58:56 ubuntu dstat.sh[91831]: 01-08 16:58:56| 22   3  73   0   0|1198M 1061M  195M 5279M|8258  1999 |   0    36k|   0  4.00 |1010  1181 |2.98 2.14 1.14|5.0   0 1.0|   0     0 |   0     0 |  9   32    0   41    0
Aug 01 16:58:57 ubuntu dstat.sh[91831]: 01-08 16:58:57| 19   9  71   0   0|1151M 1108M  195M 5279M| 211k  207k|   0   616k|   0  42.0 |2339  4817 |2.98 2.14 1.14|3.0   0 135|   0     0 |   0     0 |  9   32    0   41    0
Aug 01 16:58:58 ubuntu dstat.sh[91831]: 01-08 16:58:58| 23   3  74   0   0|1196M 1063M  195M 5279M|  16k 1890 |   0    52k|   0  7.00 |1096  1197 |2.98 2.14 1.14|3.0   0 1.0|   0     0 |   0     0 |  9   32    0   40    0
Aug 01 16:58:59 ubuntu dstat.sh[91831]: 01-08 16:58:59| 23   3  72   1   0|1206M 1053M  195M 5279M| 436k  432k|   0   184k|   0  18.0 |2382  6111 |2.82 2.13 1.14|2.0   0   0|   0     0 |   0     0 |  9   33    0   40    0
Aug 01 16:59:00 ubuntu dstat.sh[91831]: 01-08 16:59:00| 22   5  73   0   0|1172M 1087M  195M 5279M| 172k  168k|   0    68k|   0  7.01 |1941  3311 |2.82 2.13 1.14|1.0   0  21|   0     0 |   0     0 |  9   32    0   42    0
Aug 01 16:59:01 ubuntu dstat.sh[91831]: 01-08 16:59:01| 23   3  74   0   0|1205M 1054M  195M 5279M|  76k   71k|   0     0 |   0     0 |1190  1622 |2.82 2.13 1.14|3.0   0   0|   0     0 |   0     0 |  9   33    0   42    0
Aug 01 16:59:02 ubuntu dstat.sh[91831]: 01-08 16:59:02| 24   5  71   0   0|1157M 1102M  195M 5279M| 376k  370k|   0   356k|   0  30.0 |3033  6226 |2.82 2.13 1.14|3.0   0  50|   0     0 |   0     0 |  9   32    0   45    0
Aug 01 16:59:03 ubuntu dstat.sh[91831]: 01-08 16:59:03| 21   4  73   0   0|1202M 1057M  195M 5279M|8346  1617 |   0    36k|   0  3.99 |1039  1192 |2.82 2.13 1.14|3.0   0 1.0|   0     0 |   0     0 |  9   32    0   45    0
Aug 01 16:59:04 ubuntu dstat.sh[91831]: 01-08 16:59:04| 25   4  71   0   0|1207M 1052M  195M 5279M| 525k  520k|   0   216k|   0  21.0 |3816  7900 |2.68 2.11 1.14|2.0   0   0|   0     0 |   0     0 |  9   33    0   46    0
Aug 01 16:59:05 ubuntu dstat.sh[91831]: 01-08 16:59:05| 15  15  70   0   0|1147M 1112M  195M 5280M|  80k   74k|   0   336k|   0  24.0 |2652  4216 |2.68 2.11 1.14|3.0   0 257|   0     0 |   0     0 |  9   32    0   40    0
Aug 01 16:59:06 ubuntu dstat.sh[91831]: 01-08 16:59:06| 37  13  48   0   0|1234M 1024M  195M 5280M|  19k   13k|   0   520k|   0  25.0 |1988  2964 |2.68 2.11 1.14|2.0   0 197|   0     0 |   0     0 |  9   32    0   42    0
Aug 01 16:59:07 ubuntu dstat.sh[91831]: 01-08 16:59:07| 40   6  49   4   0|1319M  937M  195M 5281M|  22k   16k|   0  2989k|   0   182 |2308  3384 |2.68 2.11 1.14|1.0 2.0  10|   0     0 |   0     0 |  9   36    0   41    0
Aug 01 16:59:08 ubuntu dstat.sh[91831]: 01-08 16:59:08| 30   4  49  18   0|1238M 1017M  196M 5283M|  13k 7822 |   0  6218k|   0   576 |4296  7934 |2.68 2.11 1.14|1.0 1.0  34|   0     0 |   0     0 |  9   36    0   41    0
Aug 01 16:59:09 ubuntu dstat.sh[91831]: 01-08 16:59:09| 30   4  49  17   0|1298M  955M  196M 5284M|  14k 7971 |   0  6082k|   0   656 |4803  8715 |2.78 2.14 1.16|5.0   0  28|   0     0 |   0     0 |  9   36    0   41    0
Aug 01 16:59:10 ubuntu dstat.sh[91831]: 01-08 16:59:10| 37   7  42  16   0|1336M  914M  196M 5286M|  17k   13k|   0    10M|   0  1233 |8123    13k|2.78 2.14 1.16|3.0 1.0  60|   0     0 |   0     0 |  9   36    0   41    0
Aug 01 16:59:11 ubuntu dstat.sh[91831]: 01-08 16:59:11| 40   8  41  11   0|1279M  970M  197M 5287M|  42k   37k|   0    10M|   0  1578 |9357    17k|2.78 2.14 1.16|3.0   0  21|   0     0 |   0     0 |  9   38    0   38    0
Aug 01 16:59:12 ubuntu dstat.sh[91831]: 01-08 16:59:12| 43   6  49   0   0|1312M  937M  197M 5287M|7312  2369 |   0   596k|   0  34.0 |1398  1694 |2.78 2.14 1.16|3.0   0 7.0|   0     0 |   0     0 |  9   32    0   38    0
Aug 01 16:59:13 ubuntu dstat.sh[91831]: 01-08 16:59:13| 39   7  51   2   0|1272M  977M  197M 5287M| 200k  186k|   0  4731k|   0   787 |8294    14k|2.78 2.14 1.16|2.0 1.0 3.0|   0     0 |   0     0 |  9   36    0   34    0
Aug 01 16:59:14 ubuntu dstat.sh[91831]: 01-08 16:59:14| 39   6  44  10   0|1321M  927M  197M 5287M| 300k  296k|   0  7175k|   0  1267 |  12k   21k|2.72 2.14 1.16|2.0   0 1.0|   0     0 |   0     0 |  9   36    0   34    0
Aug 01 16:59:15 ubuntu dstat.sh[91831]: 01-08 16:59:15| 37   8  52   2   0|1181M 1066M  198M 5287M| 109k  104k|   0  2965k|   0   481 |5586  9003 |2.72 2.14 1.16|1.0   0  96|   0     0 |   0     0 |  9   32    0   34    0
Aug 01 16:59:16 ubuntu dstat.sh[91831]: 01-08 16:59:16| 22   4  74   0   0|1236M 1012M  198M 5287M|6689  1945 |   0   420k|   0  21.0 |1028  1104 |2.72 2.14 1.16|1.0   0 1.0|   0     0 |   0     0 |  9   32    0   34    0
Aug 01 16:59:17 ubuntu dstat.sh[91831]: 01-08 16:59:17| 23   3  72   1   0|1171M 1077M  198M 5287M|8361  2100 |   0  6887k|   0   415 |2145  2883 |2.72 2.14 1.16|1.0   0 2.0|   0     0 |   0     0 |  9   32    0   33    0
Aug 01 16:59:18 ubuntu dstat.sh[91831]: 01-08 16:59:18| 23   4  72   1   0|1237M 1010M  198M 5287M|6054  1674 |   0  6906k|   0   396 |1928  2733 |2.72 2.14 1.16|1.0   0 1.0|   0     0 |   0     0 |  9   32    0   33    0
Aug 01 16:59:19 ubuntu dstat.sh[91831]: 01-08 16:59:19| 23   3  72   1   0|1172M 1075M  198M 5287M|6733  2069 |   0  6725k|   0   396 |1944  2692 |2.58 2.12 1.16|4.0   0 2.0|   0     0 |   0     0 |  9   32    0   26    0
Aug 01 16:59:20 ubuntu dstat.sh[91831]: 01-08 16:59:20| 23   4  72   1   0|1233M 1014M  198M 5287M|8792  2040 |   0  6875k|   0   389 |2156  3079 |2.58 2.12 1.16|3.0   0 3.0|   0     0 |   0     0 |  9   32    0   26    0
Aug 01 16:59:21 ubuntu dstat.sh[91831]: 01-08 16:59:21| 23   3  74   0   0|1268M  980M  198M 5287M|8125  1715 |   0    28k|   0  4.00 | 966  1107 |2.58 2.12 1.16|2.0   0 1.0|   0     0 |   0     0 |  9   32    0   25    0
Aug 01 16:59:22 ubuntu dstat.sh[91831]: 01-08 16:59:22| 23   2  74   0   0|1212M 1035M  198M 5287M|6491  1944 |   0     0 |   0     0 | 994  1169 |2.58 2.12 1.16|2.0   0 2.0|   0     0 |   0     0 |  9   32    0   25    0
Aug 01 16:59:23 ubuntu dstat.sh[91831]: 01-08 16:59:23| 23   3  74   0   0|1272M  975M  198M 5287M|  16k 1944 |   0     0 |   0     0 | 988  1071 |2.58 2.12 1.16|2.0   0 1.0|   0     0 |   0     0 |  9   32    0   22    0
Aug 01 16:59:24 ubuntu dstat.sh[91831]: 01-08 16:59:24| 23   3  74   0   0|1205M 1042M  198M 5288M|7938  1608 |   0   504k|   0  30.0 |1228  1546 |2.45 2.10 1.16|3.0   0 2.0|   0     0 |   0     0 |  9   32    0   22    0
Aug 01 16:59:25 ubuntu dstat.sh[91831]: 01-08 16:59:25| 23   3  74   0   0|1227M 1020M  198M 5288M|9306  1944 |   0     0 |   0     0 | 983  1062 |2.45 2.10 1.16|2.0   0 2.0|   0     0 |   0     0 |  9   32    0   17    0
Aug 01 16:59:26 ubuntu dstat.sh[91831]: 01-08 16:59:26| 23   3  73   1   0|1269M  978M  198M 5288M|  11k 1999 |   0  3237k|   0   375 |1715  1197 |2.45 2.10 1.16|2.0   0 1.0|   0     0 |   0     0 |  9   32    0   17    0
