-- Logs begin at Mon 2022-07-04 08:35:34 UTC, end at Mon 2022-07-04 10:08:35 UTC. --
Jul 04 09:32:49 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Jul 04 09:32:49 ubuntu dstat.sh[86284]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ----swap--- ------tcp-sockets-------
Jul 04 09:32:49 ubuntu dstat.sh[86284]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Jul 04 09:39:03 ubuntu dstat.sh[86284]: 04-07 09:39:03| 37  16  36  10   0|2220M  175M  199M 5147M|9015  1620 |1056k 3348k|41.0   301 |6096  9569 |2.45 2.20 1.29|2.0   0 225|   0     0 |   0     0 | 20   32    0   10    0
Jul 04 09:39:04 ubuntu dstat.sh[86284]: 04-07 09:39:04| 40  21  28  10   0|2323M  128M  198M 5094M| 144k  130k| 608k 2830k|41.0   300 |5484  8818 |2.45 2.20 1.29|1.0 1.0 138|   0     0 |   0     0 | 20   40    0   15    0
Jul 04 09:39:05 ubuntu dstat.sh[86284]: 04-07 09:39:05| 33  20  40   6   0|2372M  120M  197M 5054M|7487  1953 |1826k 1025k|75.1   182 |4874  7510 |2.45 2.20 1.29|2.0   0 183|   0     0 |   0     0 | 20   40    0   15    0
Jul 04 09:39:06 ubuntu dstat.sh[86284]: 04-07 09:39:06| 42  23  32   1   0|2384M  138M  196M 5026M|  15k 2226 |1140k 1100k|67.0   187 |7374    12k|2.45 2.20 1.29|2.0   0 246|   0     0 |   0     0 | 18   32    0   19    0
Jul 04 09:39:07 ubuntu dstat.sh[86284]: 04-07 09:39:07| 21  21  56   2   0|2365M  155M  196M 5026M|  40k   33k| 444k  480k|49.0  3.00 |4714  8604 |2.45 2.20 1.29|2.0   0 213|   0     0 |   0     0 | 20   38    0   19    0
Jul 04 09:39:08 ubuntu dstat.sh[86284]: 04-07 09:39:08| 10   9  80   0   0|2365M  156M  196M 5026M|  32k   25k|4090B    0 |1.00     0 |3205  5588 |2.33 2.18 1.29|1.0   0  43|   0     0 |   0     0 | 20   40    0   19    0
Jul 04 09:39:09 ubuntu dstat.sh[86284]: 04-07 09:39:09|  2   0  97   0   0|2365M  155M  196M 5026M|8307  2375 |  52k    0 |2.99     0 |1105  1796 |2.33 2.18 1.29|1.0   0 2.0|   0     0 |   0     0 | 20   40    0   19    0
Jul 04 09:39:10 ubuntu dstat.sh[86284]: 04-07 09:39:10|  1   1  96   1   0|2365M  155M  196M 5027M|  14k 3405 | 869k 4102B|14.0  1.00 |1109  1680 |2.33 2.18 1.29|  0   0   0|   0     0 |   0     0 | 20   40    0   20    0
Jul 04 09:39:11 ubuntu dstat.sh[86284]: 04-07 09:39:11|  2   0  95   1   0|2365M  153M  196M 5028M|9779  1948 |1471k    0 |19.0     0 |1134  1767 |2.33 2.18 1.29|  0   0   0|   0     0 |   0     0 | 20   40    0   20    0
Jul 04 09:39:12 ubuntu dstat.sh[86284]: 04-07 09:39:12|  2   0  97   0   0|2365M  153M  196M 5028M|  14k 1620 |   0   108k|   0  2.00 |1081  1623 |2.33 2.18 1.29|1.0   0   0|   0     0 |   0     0 | 20   40    0   20    0
Jul 04 09:39:13 ubuntu dstat.sh[86284]: 04-07 09:39:13|  1   1  97   0   1|2365M  153M  196M 5028M|  23k   15k|   0     0 |   0     0 |1114  1701 |2.15 2.14 1.28|  0   0   0|   0     0 |   0     0 | 20   40    0   20    0
Jul 04 09:39:14 ubuntu dstat.sh[86284]: 04-07 09:39:14|  1   0  97   0   0|2365M  153M  196M 5028M|9708  1620 |   0   160k|   0  11.0 |1131  1697 |2.15 2.14 1.28|  0   0   0|   0     0 |   0     0 | 20   40    0   20    0
Jul 04 09:39:15 ubuntu dstat.sh[86284]: 04-07 09:39:15|  1   0  98   0   0|2365M  153M  196M 5028M|  18k 1619 |   0     0 |   0     0 |1150  1690 |2.15 2.14 1.28|  0   0 1.0|   0     0 |   0     0 | 20   40    0   20    0
Jul 04 09:39:16 ubuntu dstat.sh[86284]: 04-07 09:39:16|  2   0  98   0   0|2365M  153M  196M 5028M|8967  1999 |   0     0 |   0     0 |1110  1635 |2.15 2.14 1.28|  0   0   0|   0     0 |   0     0 | 20   40    0   20    0
Jul 04 09:39:17 ubuntu dstat.sh[86284]: 04-07 09:39:17|  1   1  97   0   0|2365M  153M  196M 5028M|  16k 1511 |  28k    0 |5.00     0 |1061  1667 |2.15 2.14 1.28|  0   0   0|   0     0 |   0     0 | 20   40    0   20    0
Jul 04 09:39:18 ubuntu dstat.sh[86284]: 04-07 09:39:18|  2   0  97   0   0|2365M  153M  196M 5028M|9623  1620 |   0     0 |   0     0 |1051  1624 |1.97 2.10 1.27|  0   0 1.0|   0     0 |   0     0 | 20   40    0   20    0
Jul 04 09:39:19 ubuntu dstat.sh[86284]: 04-07 09:39:19|  2   1  98   0   0|2365M  153M  196M 5028M|9405  1620 |   0    36k|   0  2.00 |1066  1693 |1.97 2.10 1.27|  0   0 2.0|   0     0 |   0     0 | 20   40    0   20    0
Jul 04 09:39:20 ubuntu dstat.sh[86284]: 04-07 09:39:20|  1   0  97   0   0|2365M  153M  196M 5028M|  13k 1621 |   0     0 |   0     0 |1061  1616 |1.97 2.10 1.27|  0   0   0|   0     0 |   0     0 | 20   40    0   20    0
Jul 04 09:39:21 ubuntu dstat.sh[86284]: 04-07 09:39:21|  2   0  97   0   0|2365M  153M  196M 5028M|  13k 4067 |   0     0 |   0     0 |1077  1667 |1.97 2.10 1.27|1.0   0   0|   0     0 |   0     0 | 20   40    0   20    0
Jul 04 09:39:22 ubuntu dstat.sh[86284]: 04-07 09:39:22|  1   0  97   0   0|2365M  153M  196M 5028M|  18k 1620 |   0     0 |   0     0 |1092  1661 |1.97 2.10 1.27|  0   0   0|   0     0 |   0     0 | 20   40    0   20    0
Jul 04 09:39:23 ubuntu dstat.sh[86284]: 04-07 09:39:23|  2   0  97   0   0|2365M  153M  196M 5028M|  10k 1620 |   0     0 |   0     0 |1074  1632 |1.82 2.07 1.27|1.0   0   0|   0     0 |   0     0 | 20   40    0   20    0
Jul 04 09:39:24 ubuntu dstat.sh[86284]: 04-07 09:39:24|  1   1  98   0   0|2365M  153M  196M 5028M|9155  1622 |   0    28k|   0  3.00 |1065  1649 |1.82 2.07 1.27|  0   0   0|   0     0 |   0     0 | 20   40    0   20    0
Jul 04 09:39:25 ubuntu dstat.sh[86284]: 04-07 09:39:25| 13   7  69  10   0|2367M  212M  195M 4971M|  17k 2759 |  20k 1914k|1.00   314 |2411    11k|1.82 2.07 1.27|  0   0  37|   0     0 |   0     0 | 20   40    0   21    0
Jul 04 09:39:26 ubuntu dstat.sh[86284]: 04-07 09:39:26|  1   0  97   1   1|2366M  213M  195M 4972M|  11k 1947 | 248k    0 |23.0     0 |1110  1608 |1.82 2.07 1.27|  0 1.0   0|   0     0 |   0     0 | 20   40    0   21    0
Jul 04 09:39:27 ubuntu dstat.sh[86284]: 04-07 09:39:27|  1   0  97   0   0|2366M  213M  195M 4972M|  13k 1511 |4093B    0 |1.00     0 |1094  1581 |1.82 2.07 1.27|  0   0   0|   0     0 |   0     0 | 20   40    0   20    0
Jul 04 09:39:28 ubuntu dstat.sh[86284]: 04-07 09:39:28|  1   0  98   0   0|2366M  213M  195M 4972M|  12k 1621 |   0     0 |   0     0 |1027  1598 |1.67 2.03 1.26|  0   0   0|   0     0 |   0     0 | 20   40    0   20    0
Jul 04 09:39:29 ubuntu dstat.sh[86284]: 04-07 09:39:29|  1   0  97   0   0|2366M  213M  195M 4972M|7532  1619 |   0   132k|   0  2.00 |1078  1699 |1.67 2.03 1.26|  0   0 2.0|   0     0 |   0     0 | 20   40    0   20    0
Jul 04 09:39:30 ubuntu dstat.sh[86284]: 04-07 09:39:30|  1   1  97   0   0|2366M  213M  195M 4972M|8828  1620 |   0     0 |   0     0 |1003  1608 |1.67 2.03 1.26|  0   0   0|   0     0 |   0     0 | 20   40    0   20    0
Jul 04 09:39:31 ubuntu dstat.sh[86284]: 04-07 09:39:31|  1   0  98   0   0|2366M  213M  195M 4972M|  13k 1855 |   0     0 |   0     0 |1017  1597 |1.67 2.03 1.26|  0   0   0|   0     0 |   0     0 | 20   40    0   18    0
Jul 04 09:39:32 ubuntu dstat.sh[86284]: 04-07 09:39:32|  1   1  97   0   0|2366M  213M  195M 4972M|  17k 1608 |   0     0 |   0     0 |1034  1612 |1.67 2.03 1.26|  0   0   0|   0     0 |   0     0 | 20   40    0   18    0
Jul 04 09:39:33 ubuntu dstat.sh[86284]: 04-07 09:39:33|  1   1  97   0   0|2366M  213M  195M 4972M|  10k 1766 |   0     0 |   0     0 |1074  1614 |1.54 2.00 1.25|  0   0   0|   0     0 |   0     0 | 20   40    0   14    0
Jul 04 09:39:34 ubuntu dstat.sh[86284]: 04-07 09:39:34|  0   0  97   0   0|2366M  213M  195M 4972M|8858  1620 |   0  4095B|   0  1.00 |1049  1643 |1.54 2.00 1.25|1.0   0   0|   0     0 |   0     0 | 20   40    0   14    0
Jul 04 09:39:35 ubuntu dstat.sh[86284]: 04-07 09:39:35|  2   0  97   0   0|2366M  213M  195M 4972M|9783  1620 |   0    52k|   0  2.00 |1052  1661 |1.54 2.00 1.25|2.0   0   0|   0     0 |   0     0 | 20   40    0   14    0
Jul 04 09:39:36 ubuntu dstat.sh[86284]: 04-07 09:39:36|  1   1  97   0   1|2366M  213M  195M 4972M|  19k 1746 |   0     0 |   0     0 |1088  1665 |1.54 2.00 1.25|1.0   0   0|   0     0 |   0     0 | 20   40    0   14    0
Jul 04 09:39:37 ubuntu dstat.sh[86284]: 04-07 09:39:37|  5   2  92   1   0|2348M  231M  195M 4972M|  10k 4706 |  12k    0 |2.00     0 |1397  3153 |1.54 2.00 1.25|1.0 1.0   0|   0     0 |   0     0 | 20   36    0   16    0
Jul 04 09:39:38 ubuntu dstat.sh[86284]: 04-07 09:39:38| 36  22  41   1   0|2237M  341M  195M 4972M|9095  1934 | 481k  244k|41.0  4.00 |3278  5692 |1.65 2.02 1.26|2.0   0 422|   0     0 |   0     0 | 20   32    0   18    0
Jul 04 09:39:39 ubuntu dstat.sh[86284]: 04-07 09:39:39| 28  18  46   8   0|2258M  320M  195M 4973M|8721  1620 | 160k   28k|33.0  7.00 |3601  6208 |1.65 2.02 1.26|5.0   0 386|   0     0 |   0     0 | 20   32    0   17    0
Jul 04 09:39:40 ubuntu dstat.sh[86284]: 04-07 09:39:40| 45  19  33   2   0|2328M  246M  195M 4975M| 146k  131k| 468k  164k|22.0  4.00 |4112  9248 |1.65 2.02 1.26|5.0   0 178|   0     0 |   0     0 | 20   40    0   23    0
Jul 04 09:39:41 ubuntu dstat.sh[86284]: 04-07 09:39:41| 45   9  44   1   0|2418M  156M  195M 4975M|9410  1819 |  40k    0 |4.00     0 |1958  2834 |1.65 2.02 1.26|2.0   0  73|   0     0 |   0     0 | 20   40    0   22    0
Jul 04 09:39:42 ubuntu dstat.sh[86284]: 04-07 09:39:42| 35   6  58   0   0|2474M  121M  194M 4956M|  12k 1862 |8191B    0 |1.00     0 |2059  5744 |1.65 2.02 1.26|1.0   0 5.0|   0     0 |   0     0 | 20   40    0   22    0
Jul 04 09:39:43 ubuntu dstat.sh[86284]: 04-07 09:39:43| 17   3  69  11   0|2492M  124M  193M 4936M|  11k 1765 | 380k    0 |32.0     0 |1349  2071 |1.60 2.00 1.26|  0 1.0 4.0|   0     0 |   0     0 | 20   40    0   21    0
Jul 04 09:39:44 ubuntu dstat.sh[86284]: 04-07 09:39:44| 14   3  68  15   0|2509M  121M  194M 4923M|  51k   44k| 894k 2152k|45.1  65.1 |1977  3095 |1.60 2.00 1.26|  0 3.0 5.0|   0     0 |   0     0 | 20   42    0   21    0
Jul 04 09:39:45 ubuntu dstat.sh[86284]: 04-07 09:39:45| 12   2  55  29   0|2508M  119M  194M 4924M| 187k  175k|   0  5451k|   0   394 |4388  7103 |1.60 2.00 1.26|  0 2.0 5.0|   0     0 |   0     0 | 20   44    0   21    0
Jul 04 09:39:46 ubuntu dstat.sh[86284]: 04-07 09:39:46|  5   2  52  41   0|2509M  124M  193M 4920M|  85k   79k|4096B   19M|1.00   894 |3771  4546 |1.60 2.00 1.26|2.0 1.0 4.0|   0     0 |   0     0 | 20   44    0   21    0
Jul 04 09:39:47 ubuntu dstat.sh[86284]: 04-07 09:39:47| 23   3  48  26   0|2502M  140M  193M 4912M| 483k  475k| 436k 6438k|69.0   144 |4306  7624 |1.60 2.00 1.26|2.0 1.0 4.0|   0     0 |   0     0 | 20   44    0   21    0
Jul 04 09:39:48 ubuntu dstat.sh[86284]: 04-07 09:39:48| 22   5  62  11   1|2524M  127M  192M 4902M| 229k  219k|  76k 5037k|17.0   222 |5039  8722 |1.55 1.98 1.26|3.0   0 7.0|   0     0 |   0     0 | 21   46    0   24    0
Jul 04 09:39:49 ubuntu dstat.sh[86284]: 04-07 09:39:49| 39  19  36   5   0|2647M  129M  190M 4782M| 398k  379k| 344k 4380k|45.0   318 |6499    11k|1.55 1.98 1.26|1.0   0 249|   0     0 |   0     0 | 21   69    0   35    0
Jul 04 09:39:50 ubuntu dstat.sh[86284]: 04-07 09:39:50| 11  20  63   7   0|2647M  128M  190M 4783M|9423  1621 | 752k  460k|93.0  29.0 |3127  4971 |1.55 1.98 1.26|1.0   0 346|   0     0 |   0     0 | 21   69    0   35    0
Jul 04 09:39:51 ubuntu dstat.sh[86284]: 04-07 09:39:51| 18  16  60   4   0|2649M  125M  190M 4783M|  12k 1905 | 372k  503k|18.0  29.0 |4406  9563 |1.55 1.98 1.26|1.0   0 192|   0     0 |   0     0 | 21   69    0   35    0
Jul 04 09:39:52 ubuntu dstat.sh[86284]: 04-07 09:39:52| 20  12  49  19   0|2685M  119M  190M 4756M|8430  1621 |1389k   11M|32.0   728 |4287  5770 |1.55 1.98 1.26|  0 3.0 138|   0     0 |   0     0 | 21   69    0   35    0
Jul 04 09:39:53 ubuntu dstat.sh[86284]: 04-07 09:39:53| 31   4  25  38   0|2744M  132M  186M 4689M|  11k 1619 |4978k  388k| 105  70.0 |1808  2180 |1.67 2.00 1.27|1.0 3.0   0|   0     0 |   0     0 | 21   69    0   35    0
Jul 04 09:39:54 ubuntu dstat.sh[86284]: 04-07 09:39:54| 18   3  49  28   0|2763M  128M  186M 4675M|9668  1968 | 432k 8185B|56.0  2.00 |1681  2245 |1.67 2.00 1.27|  0 2.0   0|   0     0 |   0     0 | 21   70    0   35    0
Jul 04 09:39:55 ubuntu dstat.sh[86284]: 04-07 09:39:55| 37   6  46  10   0|2794M  136M  185M 4638M|  65k   57k| 545k 1005k|57.1  65.1 |2459  3769 |1.67 2.00 1.27|  0 1.0 4.0|   0     0 |   0     0 | 21   73    0   35    0
Jul 04 09:39:56 ubuntu dstat.sh[86284]: 04-07 09:39:56|  9  19  71   1   0|2795M  134M  185M 4639M|  13k 1946 | 384k 1032k|3.00  65.0 |3238  5374 |1.67 2.00 1.27|2.0   0 367|   0     0 |   0     0 | 21   73    0   35    0
Jul 04 09:39:57 ubuntu dstat.sh[86284]: 04-07 09:39:57|  9  18  70   0   0|2795M  134M  185M 4639M|  11k 1619 |   0   132k|   0  12.0 |3436  5877 |1.67 2.00 1.27|1.0   0 405|   0     0 |   0     0 | 21   73    0   35    0
Jul 04 09:39:58 ubuntu dstat.sh[86284]: 04-07 09:39:58| 15  13  70   0   0|2810M  138M  184M 4621M|  13k 3642 |  16k 1835k|2.00   222 |2950  4125 |1.62 1.98 1.27|1.0   0 249|   0     0 |   0     0 | 21   73    0   35    0
Jul 04 09:39:59 ubuntu dstat.sh[86284]: 04-07 09:39:59| 30   5  62   1   0|2855M  119M  184M 4597M| 171k  163k|  12k  820k|3.00   123 |2137  3030 |1.62 1.98 1.27|1.0   0 7.0|   0     0 |   0     0 | 21   86    0   35    0
Jul 04 09:40:00 ubuntu dstat.sh[86284]: 04-07 09:40:00| 22   7  71   0   0|2826M  166M  183M 4579M| 234k  224k|   0   120k|   0  9.00 |2314  4321 |1.62 1.98 1.27|1.0   0  83|   0     0 |   0     0 | 21  103    0   36    0
Jul 04 09:40:01 ubuntu dstat.sh[86284]: 04-07 09:40:01| 23   3  73   0   0|2866M  127M  183M 4579M|  13k 1859 |   0     0 |   0     0 |1353  1807 |1.62 1.98 1.27|2.0   0 1.0|   0     0 |   0     0 | 21  103    0   36    0
Jul 04 09:40:02 ubuntu dstat.sh[86284]: 04-07 09:40:02| 27   4  66   2   0|2896M  129M  182M 4548M| 348k  342k|  16k 2793k|1.99   242 |3823  6825 |1.62 1.98 1.27|1.0   0 3.0|   0     0 |   0     0 | 21  108    0   36    0
Jul 04 09:40:03 ubuntu dstat.sh[86284]: 04-07 09:40:03| 20   9  68   3   0|2858M  165M  182M 4549M| 115k  102k|1192k  920k|16.0  90.0 |2934  5182 |1.57 1.97 1.27|1.0   0 153|   0     0 |   0     0 | 21  106    0   37    0
Jul 04 09:40:04 ubuntu dstat.sh[86284]: 04-07 09:40:04| 24   3  72   0   0|2900M  124M  182M 4549M|9424  1724 |   0   488k|   0  26.0 |1372  1936 |1.57 1.97 1.27|1.0   0 1.0|   0     0 |   0     0 | 21  106    0   37    0
Jul 04 09:40:05 ubuntu dstat.sh[86284]: 04-07 09:40:05| 27   3  68   2   0|2912M  127M  182M 4534M| 565k  557k|   0  2720k|   0   239 |3508  6221 |1.57 1.97 1.27|1.0   0 3.0|   0     0 |   0     0 | 21  112    0   38    0
Jul 04 09:40:06 ubuntu dstat.sh[86284]: 04-07 09:40:06| 20   8  70   0   0|2884M  155M  182M 4534M|  56k   44k|   0   644k|   0  61.0 |2303  3779 |1.57 1.97 1.27|1.0   0 114|   0     0 |   0     0 | 21  110    0   34    0
Jul 04 09:40:07 ubuntu dstat.sh[86284]: 04-07 09:40:07| 22   4  73   0   0|2858M  181M  182M 4534M|  87k   79k|   0   368k|   0  25.0 |1732  2564 |1.57 1.97 1.27|1.0   0  25|   0     0 |   0     0 | 21  110    0   35    0
Jul 04 09:40:08 ubuntu dstat.sh[86284]: 04-07 09:40:08| 22   5  72   0   0|2900M  139M  182M 4534M|9662  1909 |   0   296k|   0  17.0 |1584  2197 |1.52 1.95 1.27|1.0   0  32|   0     0 |   0     0 | 21  110    0   31    0
Jul 04 09:40:09 ubuntu dstat.sh[86284]: 04-07 09:40:09| 24   6  70   0   0|2885M  154M  182M 4534M|  89k   82k|   0  1725k|   0   216 |2405  3411 |1.52 1.95 1.27|2.0   0  76|   0     0 |   0     0 | 21  110    0   32    0
Jul 04 09:40:10 ubuntu dstat.sh[86284]: 04-07 09:40:10| 23   3  72   0   0|2914M  124M  182M 4534M|  51k   30k|   0   499k|   0  29.0 |1443  1988 |1.52 1.95 1.27|1.0   0   0|   0     0 |   0     0 | 21  114    0   33    0
Jul 04 09:40:11 ubuntu dstat.sh[86284]: 04-07 09:40:11| 22   5  70   1   0|2882M  182M  182M 4510M| 210k  197k|   0  1298k|   0   120 |2757  4556 |1.52 1.95 1.27|2.0   0  61|   0     0 |   0     0 | 21  112    0   34    0
Jul 04 09:40:12 ubuntu dstat.sh[86284]: 04-07 09:40:12| 22   6  72   0   0|2915M  148M  182M 4510M|  16k 1620 |   0   372k|   0  23.0 |1710  2476 |1.52 1.95 1.27|1.0   0  45|   0     0 |   0     0 | 21  112    0   33    0
Jul 04 09:40:13 ubuntu dstat.sh[86284]: 04-07 09:40:13| 22   5  70   0   0|2897M  167M  182M 4510M|  87k   80k|   0   124k|   0  12.0 |1877  3004 |1.48 1.93 1.26|2.0   0  75|   0     0 |   0     0 | 21  112    0   34    0
Jul 04 09:40:14 ubuntu dstat.sh[86284]: 04-07 09:40:14| 24   3  73   0   0|2936M  128M  182M 4510M|  33k   23k|   0     0 |   0     0 |1436  2017 |1.48 1.93 1.26|2.0   0 1.0|   0     0 |   0     0 | 21  113    0   34    0
Jul 04 09:40:15 ubuntu dstat.sh[86284]: 04-07 09:40:15| 26   6  63   4   0|2884M  180M  182M 4510M| 353k  344k|   0  7134k|   0   538 |5355  9300 |1.48 1.93 1.26|1.0   0  54|   0     0 |   0     0 | 21  112    0   35    0
Jul 04 09:40:16 ubuntu dstat.sh[86284]: 04-07 09:40:16| 21   5  72   0   0|2927M  136M  182M 4510M|8320  1745 |   0   328k|   0  24.0 |1456  2183 |1.48 1.93 1.26|1.0   0  22|   0     0 |   0     0 | 21  112    0   35    0
Jul 04 09:40:17 ubuntu dstat.sh[86284]: 04-07 09:40:17| 27   2  70   0   0|2942M  121M  182M 4510M| 450k  443k|   0   672k|   0  78.9 |2809  4716 |1.48 1.93 1.26|3.0   0   0|   0     0 |   0     0 | 21  114    0   35    0
Jul 04 09:40:18 ubuntu dstat.sh[86284]: 04-07 09:40:18| 34   2  61   2   0|2945M  118M  182M 4511M| 666k  649k|  16k 1332k|4.00   143 |3238  5836 |1.44 1.92 1.26|5.0   0 1.0|   0     0 |   0     0 | 21  114    0   36    0
Jul 04 09:40:19 ubuntu dstat.sh[86284]: 04-07 09:40:19| 23   5  71   0   0|2929M  133M  182M 4511M|  15k 7252 |   0   561k|   0  47.1 |1973  3249 |1.44 1.92 1.26|1.0   0  73|   0     0 |   0     0 | 21  114    0   36    0
Jul 04 09:40:20 ubuntu dstat.sh[86284]: 04-07 09:40:20| 24   3  68   2   0|2960M  124M  182M 4490M| 270k  253k|   0   929k|   0   110 |2534  4556 |1.44 1.92 1.26|3.0   0 3.0|   0     0 |   0     0 | 21  119    0   36    0
Jul 04 09:40:21 ubuntu dstat.sh[86284]: 04-07 09:40:21| 20   9  71   0   0|2931M  152M  182M 4490M|  10k 2066 |   0   549k|   0  38.1 |2138  3469 |1.44 1.92 1.26|1.0   0 148|   0     0 |   0     0 | 21  117    0   37    0
Jul 04 09:40:22 ubuntu dstat.sh[86284]: 04-07 09:40:22| 23   3  72   0   0|2958M  126M  182M 4490M|  39k   33k|   0   441k|   0  25.0 |1378  2056 |1.44 1.92 1.26|1.0   0   0|   0     0 |   0     0 | 21  120    0   37    0
Jul 04 09:40:23 ubuntu dstat.sh[86284]: 04-07 09:40:23| 28   1  67   2   0|2959M  124M  182M 4491M| 712k  705k|   0  2824k|   0   249 |3202  5841 |1.40 1.90 1.26|1.0   0   0|   0     0 |   0     0 | 21  119    0   37    0
Jul 04 09:40:24 ubuntu dstat.sh[86284]: 04-07 09:40:24| 30   2  65   1   0|2965M  118M  182M 4491M| 632k  622k|  76k  787k|5.00  67.0 |2255  3935 |1.40 1.90 1.26|1.0   0 3.0|   0     0 |   0     0 | 21  119    0   37    0
Jul 04 09:40:25 ubuntu dstat.sh[86284]: 04-07 09:40:25| 48  15  34   3   0|2931M  201M  182M 4442M| 583k  576k| 120k 1647k|7.99   156 |4497    15k|1.40 1.90 1.26|2.0   0 323|   0     0 |   0     0 | 21  117    0   39    0
Jul 04 09:40:26 ubuntu dstat.sh[86284]: 04-07 09:40:26| 26   4  69   1   0|2972M  160M  182M 4442M|  95k   87k|   0   528k|   0  38.0 |1797  3081 |1.40 1.90 1.26|4.0   0 1.0|   0     0 |   0     0 | 21  119    0   38    0
Jul 04 09:40:27 ubuntu dstat.sh[86284]: 04-07 09:40:27| 14  15  71   0   0|2919M  213M  182M 4442M|  73k   63k|   0   412k|   0  24.0 |2817  4699 |1.40 1.90 1.26|2.0   0 294|   0     0 |   0     0 | 21  117    0   39    0
Jul 04 09:40:28 ubuntu dstat.sh[86284]: 04-07 09:40:28| 14  20  65   0   0|2921M  211M  182M 4443M|  12k 1620 |   0   432k|   0  30.0 |3539  6361 |1.45 1.91 1.27|1.0   0 310|   0     0 |   0     0 | 21  117    0   39    0
Jul 04 09:40:29 ubuntu dstat.sh[86284]: 04-07 09:40:29| 27  18  54   0   0|2947M  184M  182M 4443M|  10k 4401 |   0  1081k|   0  63.1 |3985  7321 |1.45 1.91 1.27|2.0   0 175|   0     0 |   0     0 | 21  119    0   39    0
Jul 04 09:40:30 ubuntu dstat.sh[86284]: 04-07 09:40:30| 30  23  43   3   0|2982M  149M  182M 4443M|  11k 2395 |  48k 7221k|4.00   424 |3675  5728 |1.45 1.91 1.27|3.0   0 369|   0     0 |   0     0 | 21  119    0   39    0
Jul 04 09:40:31 ubuntu dstat.sh[86284]: 04-07 09:40:31| 38  20  41   0   0|3021M  135M  182M 4419M|  73k   59k|   0   372k|   0  20.0 |3842  6077 |1.45 1.91 1.27|2.0   0 203|   0     0 |   0     0 | 21  122    0   39    0
Jul 04 09:40:32 ubuntu dstat.sh[86284]: 04-07 09:40:32| 49  25  24   1   0|3145M  131M  182M 4302M|  86k   77k|  28k  945k|3.00  65.0 |6666    15k|1.45 1.91 1.27|3.0   0 257|   0     0 |   0     0 | 23  131    0   39    0
Jul 04 09:40:33 ubuntu dstat.sh[86284]: 04-07 09:40:33| 54  23  21   0   0|3215M  118M  182M 4246M|  10k 3095 |  36k  140k|2.00  12.0 |3175  6559 |1.58 1.92 1.28|3.0   0 534|   0     0 |   0     0 | 23  131    0   39    0
Jul 04 09:40:34 ubuntu dstat.sh[86284]: 04-07 09:40:34| 61  20  18   0   0|3280M  120M  182M 4179M|9131  1725 | 280k  248k|13.0  14.0 |6870    16k|1.58 1.92 1.28|8.0   0 110|   0     0 |   0     0 | 23  131    0   39    0
Jul 04 09:40:35 ubuntu dstat.sh[86284]: 04-07 09:40:35| 52  27  20   1   0|3364M  121M  182M 4097M|  73k   57k|  68k 1137k|7.00  39.0 |5160    29k|1.58 1.92 1.28|2.0   0 560|   0     0 |   0     0 | 23  147    0   39    0
Jul 04 09:40:36 ubuntu dstat.sh[86284]: 04-07 09:40:36| 33  20  42   3   0|3410M  120M  182M 4054M|  17k 4825 |  24k 9822k|2.00   753 |4604  5319 |1.58 1.92 1.28|1.0   0 411|   0     0 |   0     0 | 24  147    0   39    0
Jul 04 09:40:37 ubuntu dstat.sh[86284]: 04-07 09:40:37| 22  18  58   2   0|3415M  135M  182M 4033M|  17k   12k| 208k  504k|17.0  43.0 |5373    11k|1.58 1.92 1.28|4.0   0 161|   0     0 |   0     0 | 24  147    0   39    0
Jul 04 09:40:38 ubuntu dstat.sh[86284]: 04-07 09:40:38| 32  21  45   0   0|3464M  128M  182M 3992M|5653  1690 |4095B   16k|1.00  4.00 |3154  5200 |1.61 1.93 1.28|2.0   0 370|   0     0 |   0     0 | 24  147    0   35    0
Jul 04 09:40:39 ubuntu dstat.sh[86284]: 04-07 09:40:39| 37  22  39   0   0|3498M  134M  182M 3951M|  37k   30k|4093B  140k|1.00  6.99 |4330  7942 |1.61 1.93 1.28|2.0   0 223|   0     0 |   0     0 | 24  147    0   35    0
Jul 04 09:40:40 ubuntu dstat.sh[86284]: 04-07 09:40:40| 42  24  32   2   0|3594M  133M  182M 3859M|  68k   54k|1233k  608k|55.0  37.0 |5229  9952 |1.61 1.93 1.28|7.0   0 393|   0     0 |   0     0 | 24  159    0   30    0
Jul 04 09:40:41 ubuntu dstat.sh[86284]: 04-07 09:40:41| 33  22  44   1   0|3637M  129M  182M 3821M|  10k 1908 | 112k   28k|5.00  7.00 |3450  5953 |1.61 1.93 1.28|2.0   0 479|   0     0 |   0     0 | 24  159    0   30    0
Jul 04 09:40:42 ubuntu dstat.sh[86284]: 04-07 09:40:42| 36  26  36   1   0|3708M  134M  182M 3746M|  85k   73k| 136k  964k|10.0  68.0 |5197    12k|1.61 1.93 1.28|3.0   0 389|   0     0 |   0     0 | 24  173    0   30    0
