-- Logs begin at Tue 2022-05-10 20:07:36 UTC, end at Tue 2022-05-10 21:13:07 UTC. --
May 10 20:52:18 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
May 10 20:52:19 ubuntu dstat.sh[71205]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ----swap--- ------tcp-sockets-------
May 10 20:52:19 ubuntu dstat.sh[71205]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
May 10 20:56:53 ubuntu dstat.sh[71205]: 10-05 20:56:52| 28   7  45  18   0|1461M  828M  207M 5241M| 929k  125k|   0  7124k|   0   717 |6379    11k|2.79 2.14 1.24|3.0 2.0  66|   0     0 |   0     0 |  9   30    0   20    0
May 10 20:56:54 ubuntu dstat.sh[71205]: 10-05 20:56:54| 30   5  47  17   0|1494M  794M  207M 5242M|1601k  143k|   0    10M|   0   821 |6650    11k|2.80 2.15 1.25|4.0 3.0 6.0|   0     0 |   0     0 |  9   31    0   20    0
May 10 20:56:55 ubuntu dstat.sh[71205]: 10-05 20:56:55| 17   5  58  18   0|1433M  854M  207M 5243M|1325k  170k|   0  9272k|   0   853 |7442    12k|2.80 2.15 1.25|4.0   0  80|   0     0 |   0     0 |  9   30    0   20    0
May 10 20:56:56 ubuntu dstat.sh[71205]: 10-05 20:56:56|  9   3  67  20   0|1432M  854M  207M 5244M| 389k   15k|   0  8336k|   0   767 |5835    10k|2.80 2.15 1.25|  0 1.0  18|   0     0 |   0     0 |  9   30    0   20    0
May 10 20:56:57 ubuntu dstat.sh[71205]: 10-05 20:56:57| 10   2  66  20   0|1431M  853M  208M 5245M| 104k   13k|   0    14M|   0  1142 |6127    11k|2.80 2.15 1.25|1.0 1.0 9.0|   0     0 |   0     0 |  9   30    0   20    0
May 10 20:56:58 ubuntu dstat.sh[71205]: 10-05 20:56:58|  7   3  66  21   0|1431M  852M  208M 5246M| 320k 8761 |   0  8349k|   0   818 |6159    11k|2.80 2.15 1.25|  0 1.0 6.0|   0     0 |   0     0 |  9   30    0   20    0
May 10 20:56:59 ubuntu dstat.sh[71205]: 10-05 20:56:58| 13   6  61  17   0|1433M  849M  208M 5247M|  76k   11k|   0  9860k|   0   874 |6660    13k|2.66 2.13 1.25|  0 3.0  55|   0     0 |   0     0 |  9   30    0   21    0
May 10 20:57:00 ubuntu dstat.sh[71205]: 10-05 20:57:00|  8   2  67  21   0|1433M  848M  208M 5248M| 141k 7396 |   0  7968k|   0   753 |5301  9608 |2.66 2.13 1.25|2.0   0  36|   0     0 |   0     0 |  9   30    0   20    0
May 10 20:57:01 ubuntu dstat.sh[71205]: 10-05 20:57:01|  9   3  68  18   0|1433M  847M  208M 5249M| 729k   14k|   0  6914k|   0   771 |5463    11k|2.66 2.13 1.25|  0 1.0  24|   0     0 |   0     0 |  9   30    0   20    0
May 10 20:57:02 ubuntu dstat.sh[71205]: 10-05 20:57:02|  9   4  66  19   0|1433M  847M  208M 5250M|  38k 9033 |   0  8099k|   0   787 |6267    11k|2.66 2.13 1.25|2.0   0  18|   0     0 |   0     0 |  9   30    0   20    0
May 10 20:57:03 ubuntu dstat.sh[71205]: 10-05 20:57:03|  8   3  67  19   0|1433M  846M  208M 5250M|2246k   10k|   0  8066k|   0   764 |6320    10k|2.66 2.13 1.25|  0 1.0 6.0|   0     0 |   0     0 |  9   30    0   20    0
May 10 20:57:04 ubuntu dstat.sh[71205]: 10-05 20:57:04| 12   3  65  19   0|1434M  845M  208M 5251M| 136k   11k|   0  9850k|   0   911 |6607    11k|2.53 2.11 1.25|1.0 2.0 9.0|   0     0 |   0     0 |  9   30    0   20    0
May 10 20:57:05 ubuntu dstat.sh[71205]: 10-05 20:57:05| 14   5  70   9   0|1325M  953M  208M 5251M| 195k 5773 |   0  6606k|   0   586 |4685  7229 |2.53 2.11 1.25|1.0   0  75|   0     0 |   0     0 |  9   28    0   21    0
May 10 20:57:06 ubuntu dstat.sh[71205]: 10-05 20:57:06| 14  18  67   0   0|1321M  956M  208M 5251M| 686k 1619 |   0  2950k|   0   159 |3753  5404 |2.53 2.11 1.25|2.0   0 398|   0     0 |   0     0 |  9   28    0   21    0
May 10 20:57:07 ubuntu dstat.sh[71205]: 10-05 20:57:07| 13  22  63   1   0|1324M  954M  208M 5251M|  36k   13k|   0  4595k|   0   262 |4149  6432 |2.53 2.11 1.25|3.0   0 424|   0     0 |   0     0 |  9   28    0   23    0
May 10 20:57:08 ubuntu dstat.sh[71205]: 10-05 20:57:08| 62  12  25   1   0|1443M  835M  208M 5251M| 252k   25k|   0  5209k|   0   286 |3046  3767 |2.53 2.11 1.25|3.0   0 115|   0     0 |   0     0 |  9   28    0   27    0
May 10 20:57:09 ubuntu dstat.sh[71205]: 10-05 20:57:08| 67   8  24   0   0|1584M  693M  208M 5252M| 126k 1714 |   0  1504k|   0  62.0 |1736  1573 |2.56 2.13 1.26|3.0   0 3.0|   0     0 |   0     0 |  9   28    0   27    0
May 10 20:57:10 ubuntu dstat.sh[71205]: 10-05 20:57:10| 62   8  28   3   0|1680M  592M  209M 5255M| 491k   24k|   0  6107k|   0   275 |2638  2736 |2.56 2.13 1.26|1.0 1.0   0|   0     0 |   0     0 |  9   34    0   27    0
May 10 20:57:11 ubuntu dstat.sh[71205]: 10-05 20:57:10| 17   5  52  28   0|1676M  594M  209M 5258M| 612k   11k|   0    12M|   0   866 |7201    12k|2.56 2.13 1.26|1.0 2.0  54|   0     0 |   0     0 |  9   34    0   27    0
May 10 20:57:12 ubuntu dstat.sh[71205]: 10-05 20:57:12| 15   3  58  24   0|1676M  591M  209M 5261M| 402k 9247 |   0  9216k|   0   716 |6136  9910 |2.56 2.13 1.26|1.0 1.0  36|   0     0 |   0     0 |  9   34    0   27    0
May 10 20:57:13 ubuntu dstat.sh[71205]: 10-05 20:57:13| 11   2  57  27   0|1678M  587M  209M 5263M| 436k   11k|   0  8488k|   0   623 |6121    10k|2.56 2.13 1.26|3.0   0  33|   0     0 |   0     0 |  9   34    0   27    0
May 10 20:57:14 ubuntu dstat.sh[71205]: 10-05 20:57:14| 10   2  59  25   0|1678M  585M  209M 5264M| 132k 9316 |   0  6465k|   0   555 |5673  9504 |2.68 2.16 1.27|  0 1.0  45|   0     0 |   0     0 |  9   34    0   27    0
May 10 20:57:15 ubuntu dstat.sh[71205]: 10-05 20:57:15|  9   2  58  30   0|1679M  581M  209M 5266M|  37k 9162 |   0  8395k|   0   552 |5195  8773 |2.68 2.16 1.27|  0 3.0  29|   0     0 |   0     0 |  9   34    0   27    0
May 10 20:57:16 ubuntu dstat.sh[71205]: 10-05 20:57:16| 11   4  60  25   0|1680M  578M  209M 5268M| 251k   11k|   0  8217k|   0   641 |6031  9870 |2.68 2.16 1.27|5.0 1.0  45|   0     0 |   0     0 |  9   34    0   27    0
May 10 20:57:17 ubuntu dstat.sh[71205]: 10-05 20:57:17| 11   3  57  28   0|1685M  572M  209M 5270M| 486k 9793 |   0  8793k|   0   670 |6176    10k|2.68 2.16 1.27|  0 3.0  30|   0     0 |   0     0 |  9   34    0   27    0
May 10 20:57:18 ubuntu dstat.sh[71205]: 10-05 20:57:18|  7   4  52  35   0|1689M  566M  209M 5272M| 501k 7311 |   0  7201k|   0   533 |5023  8089 |2.68 2.16 1.27|1.0 1.0  30|   0     0 |   0     0 |  9   34    0   27    0
May 10 20:57:19 ubuntu dstat.sh[71205]: 10-05 20:57:19| 13   4  61  23   1|1689M  564M  209M 5273M| 803k 8222 |   0  6275k|   0   519 |5402  9208 |2.62 2.16 1.28|1.0 1.0  48|   0     0 |   0     0 |  9   34    0   21    0
May 10 20:57:20 ubuntu dstat.sh[71205]: 10-05 20:57:20| 12   3  57  26   0|1691M  560M  209M 5275M| 145k   10k|   0  9535k|   0   694 |6031    10k|2.62 2.16 1.28|  0 2.0  48|   0     0 |   0     0 |  9   34    0   21    0
May 10 20:57:21 ubuntu dstat.sh[71205]: 10-05 20:57:21| 11   3  60  23   0|1691M  557M  209M 5278M| 281k   11k|   0  9047k|   0   701 |6082    11k|2.62 2.16 1.28|2.0 2.0  24|   0     0 |   0     0 |  9   34    0   20    0
May 10 20:57:22 ubuntu dstat.sh[71205]: 10-05 20:57:22| 11   5  56  26   0|1692M  554M  209M 5280M| 207k   11k|   0  9514k|   0   752 |6083    11k|2.62 2.16 1.28|  0 2.0  18|   0     0 |   0     0 |  9   34    0   20    0
May 10 20:57:23 ubuntu dstat.sh[71205]: 10-05 20:57:23| 29   4  45  22   0|1588M  657M  209M 5282M|  34k   10k|   0  9964k|   0   748 |5707    10k|2.62 2.16 1.28|1.0 1.0  53|   0     0 |   0     0 |  9   32    0   20    0
May 10 20:57:24 ubuntu dstat.sh[71205]: 10-05 20:57:24| 30   6  46  17   0|1643M  600M  209M 5283M| 283k   11k|   0  8934k|   0   712 |5088  8791 |2.74 2.19 1.29|4.0 2.0  41|   0     0 |   0     0 |  9   32    0   20    0
May 10 20:57:25 ubuntu dstat.sh[71205]: 10-05 20:57:25| 32   4  43  20   0|1693M  547M  209M 5286M|  48k 7564 |   0  8984k|   0   650 |5376  8995 |2.74 2.19 1.29|3.0 1.0  41|   0     0 |   0     0 |  9   32    0   20    0
May 10 20:57:26 ubuntu dstat.sh[71205]: 10-05 20:57:26| 24   5  46  25   0|1580M  657M  209M 5288M|1431k   16k|   0    11M|   0   816 |6598    11k|2.74 2.19 1.29|1.0 2.0 111|   0     0 |   0     0 |  9   32    0   20    0
May 10 20:57:27 ubuntu dstat.sh[71205]: 10-05 20:57:27| 10   3  57  28   0|1581M  655M  210M 5290M| 318k 8931 |   0  8992k|   0   760 |6239    10k|2.74 2.19 1.29|  0 2.0  36|   0     0 |   0     0 |  9   32    0   20    0
May 10 20:57:28 ubuntu dstat.sh[71205]: 10-05 20:57:28| 10   3  58  27   0|1581M  653M  210M 5292M|2315k 9010 |   0    10M|   0   823 |6632    10k|2.74 2.19 1.29|  0 3.0  24|   0     0 |   0     0 |  9   32    0   20    0
May 10 20:57:29 ubuntu dstat.sh[71205]: 10-05 20:57:29| 10   3  59  26   1|1586M  645M  210M 5294M|  29k   10k|   0    11M|   0   884 |6354    11k|2.76 2.20 1.30|  0 2.0  18|   0     0 |   0     0 |  9   32    0   19    0
May 10 20:57:30 ubuntu dstat.sh[71205]: 10-05 20:57:30| 12   4  58  27   1|1588M  641M  210M 5296M| 366k 9291 |   0  9409k|   0   774 |5761    10k|2.76 2.20 1.30|  0 3.0  42|   0     0 |   0     0 |  9   32    0   19    0
May 10 20:57:31 ubuntu dstat.sh[71205]: 10-05 20:57:31| 20   4  54  19   0|1591M  637M  210M 5297M| 475k  155k|   0  9541k|   0   757 |5902  9961 |2.76 2.20 1.30|1.0 3.0 6.0|   0     0 |   0     0 |  9   32    0   19    0
May 10 20:57:32 ubuntu dstat.sh[71205]: 10-05 20:57:32| 10   3  59  27   0|1594M  632M  210M 5300M| 381k   15k|   0    13M|   0   872 |6501    11k|2.76 2.20 1.30|  0 3.0   0|   0     0 |   0     0 |  9   32    0   19    0
May 10 20:57:33 ubuntu dstat.sh[71205]: 10-05 20:57:33|  8   3  60  26   0|1596M  627M  210M 5303M| 180k   12k|   0    13M|   0   910 |6241    11k|2.76 2.20 1.30|1.0 3.0   0|   0     0 |   0     0 |  9   32    0   17    0
May 10 20:57:34 ubuntu dstat.sh[71205]: 10-05 20:57:34| 10   4  61  25   0|1598M  622M  210M 5306M| 128k   14k|   0    12M|   0   903 |6357    11k|2.86 2.23 1.32|  0 1.0   0|   0     0 |   0     0 |  9   32    0   17    0
May 10 20:57:35 ubuntu dstat.sh[71205]: 10-05 20:57:35|  9   4  62  24   1|1599M  617M  210M 5308M| 170k   12k|   0    12M|   0   880 |6291    11k|2.86 2.23 1.32|  0 2.0 2.0|   0     0 |   0     0 |  9   32    0   16    0
May 10 20:57:36 ubuntu dstat.sh[71205]: 10-05 20:57:36|  7   3  62  26   0|1602M  612M  210M 5311M|2458k   11k|   0    12M|   0   841 |6689    10k|2.86 2.23 1.32|  0 1.0 9.0|   0     0 |   0     0 |  9   32    0   16    0
May 10 20:57:37 ubuntu dstat.sh[71205]: 10-05 20:57:37| 27   3  51  18   0|1603M  611M  210M 5311M| 474k 6774 |   0  9708k|   0   790 |5610  9048 |2.86 2.23 1.32|3.0   0 9.0|   0     0 |   0     0 |  9   30    0   15    0
May 10 20:57:38 ubuntu dstat.sh[71205]: 10-05 20:57:38| 18  12  68   1   0|1370M  843M  210M 5311M| 190k 1819 |   0  4144k|   0   223 |2917  3829 |2.86 2.23 1.32|1.0   0 243|   0     0 |   0     0 |  9   28    0   15    0
May 10 20:57:39 ubuntu dstat.sh[71205]: 10-05 20:57:39| 22   4  73   1   0|1415M  798M  210M 5311M|3136k 1620 |   0  4652k|   0   264 |2661  2146 |2.71 2.21 1.31|2.0 1.0 2.0|   0     0 |   0     0 |  9   28    0   14    0
May 10 20:57:40 ubuntu dstat.sh[71205]: 10-05 20:57:40| 23   3  71   2   0|1469M  744M  210M 5311M|  55k 1620 |   0  7837k|   0   459 |2407  3043 |2.71 2.21 1.31|2.0   0   0|   0     0 |   0     0 |  9   28    0   14    0
May 10 20:57:41 ubuntu dstat.sh[71205]: 10-05 20:57:41| 23   4  71   2   0|1375M  838M  210M 5311M| 712k   78k|   0  5644k|   0   323 |2471  3034 |2.71 2.21 1.31|2.0 1.0  27|   0     0 |   0     0 |  9   28    0   14    0
May 10 20:57:42 ubuntu dstat.sh[71205]: 10-05 20:57:42| 23   3  72   1   0|1429M  784M  210M 5311M| 771k 1565 |   0  6274k|   0   344 |2599  2705 |2.71 2.21 1.31|1.0   0 2.0|   0     0 |   0     0 |  9   28    0   14    0
May 10 20:57:43 ubuntu dstat.sh[71205]: 10-05 20:57:43| 23   4  72   1   0|1479M  734M  210M 5311M| 466k 9776 |   0  6974k|   0   387 |2243  2498 |2.71 2.21 1.31|1.0 2.0   0|   0     0 |   0     0 |  9   30    0   10    0
May 10 20:57:44 ubuntu dstat.sh[71205]: 10-05 20:57:44| 17  21  58   1   0|1365M  848M  210M 5311M|1470k 1711 |   0  5580k|   0   321 |4296  6468 |2.49 2.17 1.31|2.0   0 566|   0     0 |   0     0 |  9   28    0   10    0
May 10 20:57:45 ubuntu dstat.sh[71205]: 10-05 20:57:45| 19  37  41   1   1|1375M  837M  210M 5312M|  20k 2660 | 508k 3776k|7.00   181 |5370    10k|2.49 2.17 1.31|4.0 1.0 1.0|   0     0 |   0     0 | 10    8    0    9   20
May 10 20:57:46 ubuntu dstat.sh[71205]: 10-05 20:57:46| 18  24  56   1   0|1356M  856M  210M 5312M| 863k 1619 |   0  9135k|   0   477 |5402  9758 |2.49 2.17 1.31|5.0   0 402|   0     0 |   0     0 | 10    8    0    9   20
May 10 20:57:47 ubuntu dstat.sh[71205]: 10-05 20:57:47| 28  21  49   1   0|1391M  820M  210M 5312M| 463k 1621 |   0  8036k|   0   390 |5402  8979 |2.49 2.17 1.31|4.0   0 316|   0     0 |   0     0 | 10    8    0    9   20
May 10 20:57:48 ubuntu dstat.sh[71205]: 10-05 20:57:48| 27  21  51   1   0|1414M  796M  210M 5313M|  13k 1620 |  28k 7874k|1.00   402 |4740  8308 |2.49 2.17 1.31|3.0   0 277|   0     0 |   0     0 | 12    8    0    9   20
May 10 20:57:49 ubuntu dstat.sh[71205]: 10-05 20:57:49| 26  19  54   0   0|1435M  776M  210M 5313M|  25k 1617 |   0  2504k|   0   140 |4404  7577 |2.37 2.16 1.30|2.0   0 240|   0     0 |   0     0 | 12    8    0    9   20
May 10 20:57:50 ubuntu dstat.sh[71205]: 10-05 20:57:50| 25  19  54   0   0|1478M  732M  210M 5314M|1814k 1622 |   0    28k|   0  7.01 |3949  5808 |2.37 2.16 1.30|2.0   0 322|   0     0 |   0     0 | 14    8    0    9   20
May 10 20:57:51 ubuntu dstat.sh[71205]: 10-05 20:57:51| 25  18  57   0   0|1493M  716M  210M 5313M|  18k 1620 |   0   572k|   0  6.00 |4002  6686 |2.37 2.16 1.30|2.0   0 158|   0     0 |   0     0 | 14    8    0    9   20
May 10 20:57:52 ubuntu dstat.sh[71205]: 10-05 20:57:52| 55   9  36   0   0|1650M  559M  210M 5313M|  29k 1620 |   0     0 |   0     0 |1918  2343 |2.37 2.16 1.30| 14   0  21|   0     0 |   0     0 | 16    8    0    9   20
May 10 20:57:53 ubuntu dstat.sh[71205]: 10-05 20:57:53| 89  11   0   0   0|1754M  456M  210M 5313M|  23k 1619 |   0    60k|   0  5.00 |1918  2080 |2.37 2.16 1.30| 14   0  13|   0     0 |   0     0 | 16    8    0    8   20
May 10 20:57:54 ubuntu dstat.sh[71205]: 10-05 20:57:53| 86  14   0   0   0|1998M  211M  210M 5314M|  34k 1459 |   0     0 |   0     0 |1934  2137 |3.22 2.34 1.37| 14   0 7.0|   0     0 |   0     0 | 16    8    0    8   20
May 10 20:57:55 ubuntu dstat.sh[71205]: 10-05 20:57:55| 38  18  40   1   0|2034M  207M  209M 5289M| 167k 1617 | 184k 5844k|9.98   427 |3806  5801 |3.22 2.34 1.37|2.0 1.0 268|   0     0 |   0     0 | 16    8    0    8   20
May 10 20:57:56 ubuntu dstat.sh[71205]: 10-05 20:57:56| 13  20  65   1   0|2021M  220M  209M 5289M|  16k 1620 | 228k  700k|13.0  10.0 |3693  6567 |3.22 2.34 1.37|2.0   0 273|   0     0 |   0     0 | 16    8    0    8   20
May 10 20:57:57 ubuntu dstat.sh[71205]: 10-05 20:57:57| 24  17  57   1   0|2045M  196M  209M 5289M| 308k 1620 | 208k    0 |11.0     0 |4267  6797 |3.22 2.34 1.37|1.0 1.0 174|   0     0 |   0     0 | 16    8    0    8   20
May 10 20:57:58 ubuntu dstat.sh[71205]: 10-05 20:57:58| 22   4  69   5   0|2077M  162M  209M 5290M| 106k 1764 |1045k    0 |41.1     0 |1793  2404 |3.22 2.34 1.37|2.0   0  16|   0     0 |   0     0 | 16    8    0    8   20
May 10 20:57:59 ubuntu dstat.sh[71205]: 10-05 20:57:59| 28   6  65   0   0|2101M  160M  208M 5272M|  71k 2859 | 116k    0 |5.99     0 |1874  5233 |3.04 2.31 1.36|  0   0  53|   0     0 |   0     0 | 17    8    0    9   20
May 10 20:58:00 ubuntu dstat.sh[71205]: 10-05 20:58:00| 15   6  77   1   1|2130M  131M  208M 5272M|  53k 4173 | 663k    0 |16.0     0 |1868  2552 |3.04 2.31 1.36|2.0   0  92|   0     0 |   0     0 | 17    8    0    9   20
May 10 20:58:01 ubuntu dstat.sh[71205]: 10-05 20:58:01| 22   4  73   1   0|2160M  121M  208M 5253M|  16k 1621 | 128k    0 |1.00     0 |1358  1740 |3.04 2.31 1.36|2.0   0   0|   0     0 |   0     0 | 17    8    0    9   20
May 10 20:58:02 ubuntu dstat.sh[71205]: 10-05 20:58:02| 20   2  70   7   0|2172M  127M  208M 5235M| 410k  298k| 700k 4347k|7.00   465 |3543  4271 |3.04 2.31 1.36|3.0   0   0|   0     0 |   0     0 | 17   10    0   14    0
May 10 20:58:03 ubuntu dstat.sh[71205]: 10-05 20:58:02| 13  17  69   2   0|2112M  186M  208M 5236M|  50k 1622 | 705k   12k|30.0  3.00 |3206  4956 |3.04 2.31 1.36|3.0   0 321|   0     0 |   0     0 | 17   10    0   14    0
May 10 20:58:04 ubuntu dstat.sh[71205]: 10-05 20:58:04| 10  16  65   6   0|2112M  186M  208M 5237M|  25k 1457 | 819k 8184B|56.9  2.00 |3148  4915 |2.88 2.29 1.36|1.0   0 341|   0     0 |   0     0 | 17   10    0   14    0
May 10 20:58:05 ubuntu dstat.sh[71205]: 10-05 20:58:05| 13  19  64   1   0|2110M  188M  208M 5237M|  14k 1608 | 310k   36k|18.9  8.93 |3697  7170 |2.88 2.29 1.36|7.0  12 329|   0     0 |   0     0 | 17   10    0   14    0
May 10 20:58:06 ubuntu dstat.sh[71205]: 10-05 20:58:06| 25  16  57   1   0|2136M  159M  208M 5238M|  16k 1629 | 410k 8239B|5.03  1.01 |3695  7504 |2.88 2.29 1.36|4.0   0 120|   0     0 |   0     0 | 17   10    0   13    0
May 10 20:58:07 ubuntu dstat.sh[71205]: 10-05 20:58:07| 48   8  41   2   0|2210M  125M  207M 5201M|  16k 1990 |1299k 3411k|44.1   367 |2961  3035 |2.88 2.29 1.36|4.0   0  69|   0     0 |   0     0 | 17   11    0   13    0
May 10 20:58:08 ubuntu dstat.sh[71205]: 10-05 20:58:08| 43   6  48   3   0|2284M  130M  205M 5126M|  34k 1621 | 712k  828k|25.0   150 |2142  2040 |2.88 2.29 1.36|3.0   0   0|   0     0 |   0     0 | 17   11    0    7    0
May 10 20:58:09 ubuntu dstat.sh[71205]: 10-05 20:58:09| 45   3  44   6   0|2325M  129M  205M 5088M|  26k 1619 |2282k  615k|63.9  94.9 |1994  1983 |2.81 2.29 1.37|1.0 2.0   0|   0     0 |   0     0 | 17   11    0    7    0
May 10 20:58:10 ubuntu dstat.sh[71205]: 10-05 20:58:10| 17   1  34  47   0|2331M  122M  205M 5088M|  56k 1552 | 368k   52k|33.0  6.00 |1527  1867 |2.81 2.29 1.37|  0 1.0   0|   0     0 |   0     0 | 17   11    0    7    0
May 10 20:58:11 ubuntu dstat.sh[71205]: 10-05 20:58:11| 46   7  45   1   0|2373M  126M  204M 5044M|  97k   57k| 433k 5899k|38.0   353 |4325    11k|2.81 2.29 1.37|3.0   0 5.0|   0     0 |   0     0 | 17   27    0    7    0
May 10 20:58:12 ubuntu dstat.sh[71205]: 10-05 20:58:12|  9  11  67  10   0|2377M  130M  204M 5037M|  30k 2738 |6618k  252k| 128  13.0 |2922  4608 |2.81 2.29 1.37|1.0   0 238|   0     0 |   0     0 | 17   26    0    7    0
May 10 20:58:13 ubuntu dstat.sh[71205]: 10-05 20:58:13| 14  10  71   3   0|2402M  121M  205M 5020M| 113k 1620 | 656k 1112k|23.0   191 |3360  4183 |2.81 2.29 1.37|2.0   0  50|   0     0 |   0     0 | 17   26    0    7    0
May 10 20:58:14 ubuntu dstat.sh[71205]: 10-05 20:58:14|  2   1  95   0   0|2392M  131M  205M 5020M|  50k 1715 |   0     0 |   0     0 |1535  2346 |2.58 2.25 1.36|  0   0  17|   0     0 |   0     0 | 17   26    0    7    0
May 10 20:58:15 ubuntu dstat.sh[71205]: 10-05 20:58:15|  2   1  95   1   0|2379M  144M  205M 5020M|  50k 1620 |4097B    0 |1.00     0 |1186  1710 |2.58 2.25 1.36|  0   0 2.0|   0     0 |   0     0 | 17   26    0    7    0
May 10 20:58:16 ubuntu dstat.sh[71205]: 10-05 20:58:16|  1   0  97   0   0|2379M  144M  205M 5020M|  23k 1620 |   0     0 |   0     0 |1095  1562 |2.58 2.25 1.36|  0   0   0|   0     0 |   0     0 | 17   26    0    7    0
May 10 20:58:17 ubuntu dstat.sh[71205]: 10-05 20:58:17|  1   0  97   0   0|2379M  144M  205M 5020M| 110k 1620 |   0     0 |   0     0 |1109  1522 |2.58 2.25 1.36|  0   0   0|   0     0 |   0     0 | 17   26    0    7    0
May 10 20:58:18 ubuntu dstat.sh[71205]: 10-05 20:58:18|  1   1  97   0   0|2379M  145M  205M 5020M| 223k 1620 |   0   144k|   0  3.00 |1218  1717 |2.58 2.25 1.36|2.0   0   0|   0     0 |   0     0 | 17   26    0    7    0
May 10 20:58:19 ubuntu dstat.sh[71205]: 10-05 20:58:19|  2   1  97   0   0|2379M  144M  205M 5020M|  90k 1750 |   0     0 |   0     0 |1108  1507 |2.38 2.21 1.35|  0   0   0|   0     0 |   0     0 | 17   26    0    7    0
May 10 20:58:20 ubuntu dstat.sh[71205]: 10-05 20:58:20|  1   1  97   0   0|2379M  144M  205M 5020M| 116k 1545 |   0     0 |   0     0 |1191  1655 |2.38 2.21 1.35|  0   0   0|   0     0 |   0     0 | 17   26    0    7    0
May 10 20:58:21 ubuntu dstat.sh[71205]: 10-05 20:58:21|  1   0  97   0   0|2379M  144M  205M 5020M|  33k 1709 |   0     0 |   0     0 |1173  1621 |2.38 2.21 1.35|  0   0   0|   0     0 |   0     0 | 17   26    0    7    0
May 10 20:58:22 ubuntu dstat.sh[71205]: 10-05 20:58:22|  1   1  96   2   1|2379M  144M  205M 5020M| 239k 3856 |  28k  248k|2.00  13.0 |1346  1727 |2.38 2.21 1.35|1.0   0   0|   0     0 |   0     0 | 17   27    0    7    0
May 10 20:58:23 ubuntu dstat.sh[71205]: 10-05 20:58:23| 14   5  76   4   0|2390M  130M  205M 5024M| 148k 3932 |3086k  436k|49.0  15.0 |1699  2010 |2.38 2.21 1.35|1.0   0  16|   0     0 |   0     0 | 17   26    0    8    0
May 10 20:58:24 ubuntu dstat.sh[71205]: 10-05 20:58:24| 17   7  69   6   0|2394M  124M  205M 5025M|  42k 1618 | 240k 4300k|7.99   263 |2556  3494 |2.35 2.21 1.35|1.0   0  47|   0     0 |   0     0 | 17   26    0    8    0
May 10 20:58:25 ubuntu dstat.sh[71205]: 10-05 20:58:25| 13   9  64  13   0|2391M  173M  204M 4981M|  89k 1620 |3848k 1904k|99.0  50.0 |2453  3370 |2.35 2.21 1.35|1.0 1.0  33|   0     0 |   0     0 | 17   26    0    8    0
May 10 20:58:26 ubuntu dstat.sh[71205]: 10-05 20:58:26| 13   7  72   6   0|2389M  211M  205M 4945M|  35k 3359 |3535k   12k|97.0  2.00 |2528  3837 |2.35 2.21 1.35|1.0   0 116|   0     0 |   0     0 | 17   26    0    9    0
May 10 20:58:27 ubuntu dstat.sh[71205]: 10-05 20:58:26| 16  15  65   3   0|2367M  232M  205M 4946M| 262k 1624 | 950k    0 |45.1     0 |3984  6939 |2.35 2.21 1.35|3.0   0 233|   0     0 |   0     0 | 17   26    0    9    0
May 10 20:58:28 ubuntu dstat.sh[71205]: 10-05 20:58:28| 12  11  73   2   0|2382M  215M  205M 4947M|2186k 1615 | 287k    0 |16.0     0 |3820  6077 |2.35 2.21 1.35|  0   0  78|   0     0 |   0     0 | 17   26    0    9    0
May 10 20:58:29 ubuntu dstat.sh[71205]: 10-05 20:58:29|  1   1  97   0   1|2382M  215M  205M 4947M| 170k 1620 |   0     0 |   0     0 |1180  1624 |2.16 2.17 1.35|  0   0 3.0|   0     0 |   0     0 | 17   26    0    9    0
May 10 20:58:30 ubuntu dstat.sh[71205]: 10-05 20:58:30|  1   1  97   0   0|2382M  215M  205M 4947M| 128k 1458 |   0   532k|   0  3.00 |1167  1645 |2.16 2.17 1.35|  0   0 3.0|   0     0 |   0     0 | 17   26    0    9    0
May 10 20:58:31 ubuntu dstat.sh[71205]: 10-05 20:58:31|  2   0  97   0   0|2382M  215M  205M 4947M|  37k 1620 |   0     0 |   0     0 |1169  1656 |2.16 2.17 1.35|  0   0 1.0|   0     0 |   0     0 | 17   26    0    9    0
May 10 20:58:32 ubuntu dstat.sh[71205]: 10-05 20:58:32|  5   6  89   0   0|2374M  223M  205M 4947M|  17k 1726 |   0     0 |   0     0 |2069  3499 |2.16 2.17 1.35|  0   0  65|   0     0 |   0     0 | 17   26    0    9    0
May 10 20:58:33 ubuntu dstat.sh[71205]: 10-05 20:58:33| 24  17  57   0   0|2365M  232M  205M 4947M|  20k 1662 | 224k    0 |5.00     0 |4992    11k|2.16 2.17 1.35|1.0   0 169|   0     0 |   0     0 | 17   26    0    9    0
May 10 20:58:34 ubuntu dstat.sh[71205]: 10-05 20:58:34| 16  22  61   0   0|2391M  206M  205M 4947M|  57k 1661 |8186B 4093B|1.00  1.00 |4819  9228 |2.07 2.15 1.35|1.0   0 329|   0     0 |   0     0 | 18   26    0    9    0
