-- Logs begin at Wed 2022-07-06 15:56:24 UTC, end at Wed 2022-07-06 17:09:03 UTC. --
Jul 06 16:54:59 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Jul 06 16:55:00 ubuntu dstat.sh[83352]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ----swap--- ------tcp-sockets-------
Jul 06 16:55:00 ubuntu dstat.sh[83352]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Jul 06 16:58:26 ubuntu dstat.sh[83352]: 06-07 16:58:26| 23   3  74   0   0|1213M 1150M  196M 5186M|  11k 1620 |   0   348k|   0  2.00 | 983  1040 |2.39 1.78 0.96|1.0   0  18|   0     0 |   0     0 |  9   32    0   10    0
Jul 06 16:58:27 ubuntu dstat.sh[83352]: 06-07 16:58:27| 22   3  74   0   0|1250M 1112M  196M 5186M|  13k 1511 |   0     0 |   0     0 | 927   913 |2.39 1.78 0.96|1.0   0 1.0|   0     0 |   0     0 |  9   32    0   10    0
Jul 06 16:58:28 ubuntu dstat.sh[83352]: 06-07 16:58:28| 23   2  74   0   0|1189M 1173M  196M 5186M|  13k 1566 |   0    16k|   0  1.00 | 923   902 |2.39 1.78 0.96|1.0   0 2.0|   0     0 |   0     0 |  9   32    0   10    0
Jul 06 16:58:29 ubuntu dstat.sh[83352]: 06-07 16:58:29| 23   4  74   0   0|1239M 1123M  196M 5186M|  17k 1691 |   0     0 |   0     0 | 943   880 |2.27 1.77 0.96|1.0   0 1.0|   0     0 |   0     0 |  9   32    0    9    0
Jul 06 16:58:30 ubuntu dstat.sh[83352]: 06-07 16:58:30| 23   2  73   0   0|1171M 1192M  196M 5186M|8528  1619 |   0   648k|   0  14.0 |1117  1288 |2.27 1.77 0.96|1.0   0 1.0|   0     0 |   0     0 |  9   32    0    9    0
Jul 06 16:58:31 ubuntu dstat.sh[83352]: 06-07 16:58:31| 23   3  74   0   0|1232M 1131M  196M 5186M|  11k 1620 |   0   396k|   0  22.0 | 941   991 |2.27 1.77 0.96|1.0   0 1.0|   0     0 |   0     0 |  9   32    0    8    0
Jul 06 16:58:32 ubuntu dstat.sh[83352]: 06-07 16:58:32| 28   6  66   0   0|1164M 1198M  196M 5186M|  12k 2763 |   0    12k|   0  1.00 |1722  4559 |2.27 1.77 0.96|1.0   0  36|   0     0 |   0     0 |  9   32    0    9    0
Jul 06 16:58:33 ubuntu dstat.sh[83352]: 06-07 16:58:33| 23   3  73   0   0|1223M 1140M  196M 5186M|  11k 1618 |   0     0 |   0     0 | 842   797 |2.27 1.77 0.96|1.0   0 1.0|   0     0 |   0     0 |  9   32    0    6    0
Jul 06 16:58:34 ubuntu dstat.sh[83352]: 06-07 16:58:34| 23   4  74   0   0|1259M 1104M  196M 5186M|  11k 1621 |   0    12k|   0  1.00 | 877   873 |2.17 1.76 0.96|1.0   0 1.0|   0     0 |   0     0 |  9   32    0    6    0
Jul 06 16:58:35 ubuntu dstat.sh[83352]: 06-07 16:58:35| 23   3  74   0   1|1206M 1157M  196M 5186M|7733  1622 |   0    12k|   0  1.00 | 833   814 |2.17 1.76 0.96|1.0   0 2.0|   0     0 |   0     0 |  9   32    0    6    0
Jul 06 16:58:36 ubuntu dstat.sh[83352]: 06-07 16:58:36| 22   4  74   0   0|1255M 1108M  196M 5186M|7761  1512 |   0   364k|   0  2.00 | 827   912 |2.17 1.76 0.96|1.0   0 3.0|   0     0 |   0     0 |  9   32    0    6    0
Jul 06 16:58:37 ubuntu dstat.sh[83352]: 06-07 16:58:37| 23   3  74   0   0|1194M 1168M  196M 5186M|  12k 1617 |   0    20k|   0  1.00 | 964   884 |2.17 1.76 0.96|1.0   0 2.0|   0     0 |   0     0 |  9   32    0    6    0
Jul 06 16:58:38 ubuntu dstat.sh[83352]: 06-07 16:58:38| 24   3  74   0   0|1248M 1115M  196M 5186M|  14k 1566 |   0     0 |   0     0 | 968   825 |2.17 1.76 0.96|1.0   0 1.0|   0     0 |   0     0 |  9   32    0    6    0
Jul 06 16:58:39 ubuntu dstat.sh[83352]: 06-07 16:58:39| 22   3  74   0   0|1186M 1176M  196M 5186M|  11k 1726 |   0    12k|   0  1.00 | 966   875 |2.08 1.74 0.96|1.0   0 2.0|   0     0 |   0     0 |  9   32    0    6    0
Jul 06 16:58:40 ubuntu dstat.sh[83352]: 06-07 16:58:40| 22   3  73   0   0|1236M 1126M  196M 5186M|  14k 1620 |   0   584k|   0  9.00 |1143  1364 |2.08 1.74 0.96|1.0   0   0|   0     0 |   0     0 |  9   32    0    6    0
Jul 06 16:58:41 ubuntu dstat.sh[83352]: 06-07 16:58:41| 23   2  74   0   0|1163M 1200M  196M 5186M|9457  1660 |   0   671k|   0  26.0 | 996  1031 |2.08 1.74 0.96|1.0   0 2.0|   0     0 |   0     0 |  9   32    0    6    0
Jul 06 16:58:42 ubuntu dstat.sh[83352]: 06-07 16:58:42| 22   3  74   0   0|1213M 1150M  196M 5186M|  11k 1620 |   0     0 |   0     0 | 988   941 |2.08 1.74 0.96|1.0   0 1.0|   0     0 |   0     0 |  9   32    0    6    0
Jul 06 16:58:43 ubuntu dstat.sh[83352]: 06-07 16:58:43| 23   2  74   0   0|1263M 1099M  196M 5186M|  13k 1620 |   0    76k|   0  1.00 | 972   858 |2.08 1.74 0.96|1.0   0 1.0|   0     0 |   0     0 |  9   32    0    6    0
Jul 06 16:58:44 ubuntu dstat.sh[83352]: 06-07 16:58:44| 23   3  74   0   0|1164M 1199M  196M 5186M|  11k 1620 |   0    12k|   0  1.00 | 892   916 |1.99 1.73 0.96|1.0   0 3.0|   0     0 |   0     0 |  9   32    0    6    0
Jul 06 16:58:45 ubuntu dstat.sh[83352]: 06-07 16:58:45| 23   3  74   0   0|1232M 1130M  196M 5186M|  11k 1620 |   0     0 |   0     0 | 941   891 |1.99 1.73 0.96|1.0   0 1.0|   0     0 |   0     0 |  9   32    0    6    0
Jul 06 16:58:46 ubuntu dstat.sh[83352]: 06-07 16:58:46| 22   3  73   0   0|1234M 1128M  196M 5186M|9390  1512 |   0   484k|   0  6.00 | 963   931 |1.99 1.73 0.96|1.0   0 3.0|   0     0 |   0     0 |  9   32    0    6    0
Jul 06 16:58:47 ubuntu dstat.sh[83352]: 06-07 16:58:47| 23   2  74   0   0|1222M 1140M  196M 5186M|  11k 1620 |   0     0 |   0     0 | 963   872 |1.99 1.73 0.96|1.0   0 2.0|   0     0 |   0     0 |  9   32    0    5    0
Jul 06 16:58:48 ubuntu dstat.sh[83352]: 06-07 16:58:48| 23   3  74   0   0|1199M 1164M  196M 5186M|7153  1620 |   0    16k|   0  1.00 | 928   873 |1.99 1.73 0.96|1.0   0 2.0|   0     0 |   0     0 |  9   32    0    5    0
Jul 06 16:58:49 ubuntu dstat.sh[83352]: 06-07 16:58:49| 22   3  74   0   0|1248M 1115M  196M 5186M|  11k 1566 |   0     0 |   0     0 | 890   867 |1.91 1.72 0.96|1.0   0 1.0|   0     0 |   0     0 |  9   32    0    3    0
Jul 06 16:58:50 ubuntu dstat.sh[83352]: 06-07 16:58:50| 20   7  73   1   0|1159M 1204M  196M 5186M|  16k 1623 |   0   449k|   0  11.0 |1353  2014 |1.91 1.72 0.96|1.0   0  79|   0     0 |   0     0 |  9   32    0    3    0
Jul 06 16:58:51 ubuntu dstat.sh[83352]: 06-07 16:58:51|  9  15  64  11   0|1161M 1202M  196M 5186M|9737  1712 |   0  1606k|   0   221 |2630  3399 |1.91 1.72 0.96|1.0   0 281|   0     0 |   0     0 |  9   32    0    3    0
Jul 06 16:58:52 ubuntu dstat.sh[83352]: 06-07 16:58:52| 23   3  74   0   0|1222M 1140M  196M 5186M|  15k 1620 |   0     0 |   0     0 | 942  1005 |1.91 1.72 0.96|1.0   0 1.0|   0     0 |   0     0 |  9   32    0    1    0
Jul 06 16:58:53 ubuntu dstat.sh[83352]: 06-07 16:58:53| 22   4  74   0   0|1161M 1201M  196M 5186M|  11k 1621 |   0     0 |   0     0 | 918   970 |1.91 1.72 0.96|1.0   0 9.0|   0     0 |   0     0 |  9   32    0    1    0
Jul 06 16:58:54 ubuntu dstat.sh[83352]: 06-07 16:58:54| 22   3  74   0   0|1215M 1148M  196M 5186M|  19k 1620 |   0     0 |   0     0 | 970   911 |1.84 1.71 0.96|1.0   0 1.0|   0     0 |   0     0 |  9   32    0    1    0
Jul 06 16:58:55 ubuntu dstat.sh[83352]: 06-07 16:58:55| 21   6  72   0   0|1160M 1203M  196M 5186M|9339  1511 |   0     0 |   0     0 |1194  1524 |1.84 1.71 0.96|2.0   0  80|   0     0 |   0     0 |  9   32    0    1    0
Jul 06 16:58:56 ubuntu dstat.sh[83352]: 06-07 16:58:56| 10  21  68   0   0|1159M 1203M  196M 5186M|  11k 1619 |   0   656k|   0  47.0 |2629  4068 |1.84 1.71 0.96|1.0   0 379|   0     0 |   0     0 |  9   32    0    1    0
Jul 06 16:58:57 ubuntu dstat.sh[83352]: 06-07 16:58:57| 10  21  67   0   0|1169M 1193M  196M 5186M|9412  1619 |   0   224k|   0  6.00 |2718  4236 |1.84 1.71 0.96|1.0   0 381|   0     0 |   0     0 |  9   32    0    1    0
Jul 06 16:58:58 ubuntu dstat.sh[83352]: 06-07 16:58:58| 10  20  68   0   1|1170M 1192M  196M 5186M|  14k 1621 |   0   176k|   0  6.00 |2478  3852 |1.84 1.71 0.96|2.0   0 390|   0     0 |   0     0 |  9   32    0    1    0
Jul 06 16:58:59 ubuntu dstat.sh[83352]: 06-07 16:58:59| 36  27  35   0   0|1237M 1125M  196M 5186M|  33k   25k|   0  1195k|   0  46.0 |3134  5995 |1.85 1.71 0.97|4.0   0 648|   0     0 |   0     0 |  9   34    0    4    0
Jul 06 16:59:00 ubuntu dstat.sh[83352]: 06-07 16:59:00| 74  22   1   3   0|1336M 1013M  197M 5198M|  22k   14k| 412k   13M|7.01   206 |2796  4919 |1.85 1.71 0.97|3.0 1.0 388|   0     0 |   0     0 |  9   32    0    7    0
Jul 06 16:59:01 ubuntu dstat.sh[83352]: 06-07 16:59:01| 63  15  10  13   0|1441M  899M  196M 5205M|  36k   27k|3170k   11M|26.0   550 |4915  9215 |1.85 1.71 0.97|4.0   0 116|   0     0 |   0     0 |  9   36    0    8    0
Jul 06 16:59:02 ubuntu dstat.sh[83352]: 06-07 16:59:02| 35   8  36  18   0|1429M  907M  196M 5208M|  31k   19k|   0  9638k|   0   631 |5471    10k|1.85 1.71 0.97|2.0 1.0  44|   0     0 |   0     0 |  9   38    0    8    0
Jul 06 16:59:03 ubuntu dstat.sh[83352]: 06-07 16:59:03| 33   5  41  21   0|1441M  892M  196M 5210M|  27k   16k|   0  7663k|   0   580 |5082  9322 |1.85 1.71 0.97|5.0   0  39|   0     0 |   0     0 |  9   38    0    8    0
Jul 06 16:59:04 ubuntu dstat.sh[83352]: 06-07 16:59:04| 35   9  35  20   0|1388M  943M  197M 5212M|  19k 8967 |   0  7875k|   0   591 |5421  9625 |2.34 1.82 1.01|3.0 1.0  78|   0     0 |   0     0 |  9   36    0    8    0
Jul 06 16:59:05 ubuntu dstat.sh[83352]: 06-07 16:59:05| 53   9  21  19   0|1433M  896M  197M 5215M|  25k   10k|   0  9519k|   0   696 |5306  9333 |2.34 1.82 1.01|2.0 1.0  29|   0     0 |   0     0 |  9   36    0    8    0
Jul 06 16:59:06 ubuntu dstat.sh[83352]: 06-07 16:59:06| 50   7  28  14   0|1459M  867M  197M 5217M| 304k  296k|   0  8964k|   0   667 |6769    12k|2.34 1.82 1.01|2.0 1.0  30|   0     0 |   0     0 |  9   36    0    8    0
Jul 06 16:59:07 ubuntu dstat.sh[83352]: 06-07 16:59:07| 50  10  21  18   0|1444M  879M  197M 5219M|  16k 9889 |   0  8959k|   0   667 |5669    10k|2.34 1.82 1.01|2.0 2.0 144|   0     0 |   0     0 |  9   36    0    8    0
Jul 06 16:59:08 ubuntu dstat.sh[83352]: 06-07 16:59:08| 51   8  25  16   0|1472M  849M  197M 5222M| 224k  218k|   0  9638k|   0   747 |6651    12k|2.34 1.82 1.01|2.0 3.0  31|   0     0 |   0     0 |  9   37    0    8    0
Jul 06 16:59:09 ubuntu dstat.sh[83352]: 06-07 16:59:09| 34   5  38  21   0|1439M  879M  197M 5224M| 623k  612k|   0  8616k|   0   678 |7302    16k|2.40 1.84 1.02|2.0 1.0  56|   0     0 |   0     0 |  9   37    0   10    0
Jul 06 16:59:10 ubuntu dstat.sh[83352]: 06-07 16:59:10| 31   7  41  21   1|1399M  916M  198M 5226M| 290k  282k|   0  7716k|   0   604 |5910    12k|2.40 1.84 1.02|1.0 1.0  28|   0     0 |   0     0 |  9   36    0   11    0
Jul 06 16:59:11 ubuntu dstat.sh[83352]: 06-07 16:59:11| 30   6  46  17   0|1435M  878M  198M 5228M|  31k   24k|   0  8434k|   0   652 |3959  8885 |2.40 1.84 1.02|5.0 1.0 4.0|   0     0 |   0     0 |  9   40    0   11    0
Jul 06 16:59:12 ubuntu dstat.sh[83352]: 06-07 16:59:12| 40  13  33  12   0|1354M  957M  198M 5230M| 502k  494k|   0  9092k|   0   732 |7912    15k|2.40 1.84 1.02|4.0 1.0 229|   0     0 |   0     0 |  9   39    0   13    0
Jul 06 16:59:13 ubuntu dstat.sh[83352]: 06-07 16:59:13| 43  17  24  14   0|1356M  952M  198M 5233M| 486k  475k| 256k   11M|2.00   778 |8771    20k|2.40 1.84 1.02|5.0 1.0 123|   0     0 |   0     0 |  9   38    0   13    0
Jul 06 16:59:14 ubuntu dstat.sh[83352]: 06-07 16:59:14| 33  15  30  20   0|1364M  942M  198M 5235M|  13k 6756 |1243k 8911k|22.0   744 |7016    12k|2.61 1.89 1.04|2.0 1.0 123|   0     0 |   0     0 |  9   38    0   13    0
Jul 06 16:59:15 ubuntu dstat.sh[83352]: 06-07 16:59:15| 34  10  31  24   0|1373M  932M  198M 5237M| 261k  251k| 512k 9554k|4.00   859 |6565    13k|2.61 1.89 1.04|  0 1.0  97|   0     0 |   0     0 |  9   39    0   17    0
Jul 06 16:59:16 ubuntu dstat.sh[83352]: 06-07 16:59:16| 29   7  43  19   0|1373M  929M  198M 5239M| 601k  582k|   0  9116k|   0   852 |7949    17k|2.61 1.89 1.04|3.0 2.0 8.0|   0     0 |   0     0 |  9   39    0   20    0
Jul 06 16:59:17 ubuntu dstat.sh[83352]: 06-07 16:59:17| 26   9  46  17   0|1318M  982M  198M 5241M| 275k  264k|   0  9768k|   0   785 |6746    14k|2.61 1.89 1.04|1.0 1.0 137|   0     0 |   0     0 |  9   38    0   21    0
Jul 06 16:59:18 ubuntu dstat.sh[83352]: 06-07 16:59:18| 31   6  44  20   0|1348M  949M  199M 5243M|  19k 8749 |   0    10M|   0   926 |6035    11k|2.61 1.89 1.04|1.0 1.0 1.0|   0     0 |   0     0 |  9   38    0   21    0
Jul 06 16:59:19 ubuntu dstat.sh[83352]: 06-07 16:59:19| 30   6  45  18   0|1364M  931M  199M 5245M| 346k  335k|   0  8679k|   0   880 |7182    14k|2.56 1.89 1.05|1.0 1.0  18|   0     0 |   0     0 |  9   39    0   21    0
Jul 06 16:59:20 ubuntu dstat.sh[83352]: 06-07 16:59:20| 33   6  43  18   0|1365M  928M  199M 5246M| 584k  577k|   0  7912k|   0   772 |8172    17k|2.56 1.89 1.05|2.0   0 3.0|   0     0 |   0     0 |  9   39    0   22    0
Jul 06 16:59:21 ubuntu dstat.sh[83352]: 06-07 16:59:21| 35   7  44  14   0|1332M  960M  199M 5247M| 214k  204k|   0  6579k|   0   694 |6332    12k|2.56 1.89 1.05|2.0 1.0  25|   0     0 |   0     0 |  9   38    0   22    0
Jul 06 16:59:22 ubuntu dstat.sh[83352]: 06-07 16:59:22| 30   5  47  19   0|1366M  923M  199M 5249M|  23k 9206 |   0    12M|   0   984 |5970  9967 |2.56 1.89 1.05|1.0 1.0  15|   0     0 |   0     0 |  9   38    0   22    0
Jul 06 16:59:23 ubuntu dstat.sh[83352]: 06-07 16:59:23| 32   6  44  17   0|1369M  919M  200M 5251M| 549k  541k|   0  7480k|   0   721 |8137    15k|2.56 1.89 1.05|1.0 1.0 6.0|   0     0 |   0     0 |  9   39    0   23    0
Jul 06 16:59:24 ubuntu dstat.sh[83352]: 06-07 16:59:24| 34   7  48  13   1|1370M  918M  200M 5251M| 427k  417k|   0  8681k|   0   973 |8723    17k|2.91 1.97 1.08|2.0 1.0 3.0|   0     0 |   0     0 |  9   38    0   25    0
Jul 06 16:59:25 ubuntu dstat.sh[83352]: 06-07 16:59:25| 33   6  44  16   0|1350M  939M  200M 5250M|  18k 8751 |   0  8019k|   0   834 |6316    11k|2.91 1.97 1.08|2.0 1.0  57|   0     0 |   0     0 |  9   38    0   25    0
Jul 06 16:59:26 ubuntu dstat.sh[83352]: 06-07 16:59:26| 32   5  53   8   0|1374M  914M  200M 5251M| 197k  182k|   0  8486k|   0   749 |6807    12k|2.91 1.97 1.08|2.0 1.0  17|   0     0 |   0     0 |  9   39    0   26    0
Jul 06 16:59:27 ubuntu dstat.sh[83352]: 06-07 16:59:27| 29   6  46  17   0|1374M  912M  200M 5251M| 540k  531k|   0  9774k|   0   959 |8426    16k|2.91 1.97 1.08|3.0 1.0  12|   0     0 |   0     0 |  9   39    0   28    0
Jul 06 16:59:28 ubuntu dstat.sh[83352]: 06-07 16:59:28| 32   7  44  16   0|1317M  969M  200M 5252M| 393k  376k|   0  8612k|   0   834 |8575    15k|2.91 1.97 1.08|1.0 1.0  87|   0     0 |   0     0 |  9   38    0   29    0
Jul 06 16:59:29 ubuntu dstat.sh[83352]: 06-07 16:59:29| 30   6  53   9   0|1354M  933M  200M 5252M|  26k   17k|   0  9061k|   0   946 |6484    11k|2.92 1.99 1.09|3.0 1.0  10|   0     0 |   0     0 |  9   38    0   29    0
Jul 06 16:59:30 ubuntu dstat.sh[83352]: 06-07 16:59:30| 35   4  45  14   0|1376M  909M  200M 5252M| 315k  309k|   0  7854k|   0   793 |7411    13k|2.92 1.99 1.09|2.0   0 9.0|   0     0 |   0     0 |  9   38    0   31    0
Jul 06 16:59:31 ubuntu dstat.sh[83352]: 06-07 16:59:31| 34   6  45  15   0|1357M  928M  200M 5253M|  18k 7169 |   0  7015k|   0   715 |5617  9919 |2.92 1.99 1.09|2.0   0  51|   0     0 |   0     0 |  9   38    0   31    0
Jul 06 16:59:32 ubuntu dstat.sh[83352]: 06-07 16:59:32| 37   8  43   9   0|1329M  954M  200M 5254M| 151k  143k|   0    11M|   0   712 |7028    15k|2.92 1.99 1.09|1.0 1.0 110|   0     0 |   0     0 |  9   38    0   31    0
Jul 06 16:59:33 ubuntu dstat.sh[83352]: 06-07 16:59:33| 32   6  42  18   0|1364M  919M  201M 5255M|  18k 6594 |   0  7420k|   0   694 |5570  9495 |2.92 1.99 1.09|2.0 1.0  16|   0     0 |   0     0 |  9   38    0   31    0
Jul 06 16:59:34 ubuntu dstat.sh[83352]: 06-07 16:59:34| 31   6  43  18   0|1376M  906M  201M 5256M| 389k  380k|   0  9195k|   0   866 |7993    14k|2.93 2.01 1.10|1.0 1.0  18|   0     0 |   0     0 |  9   38    0   33    0
Jul 06 16:59:35 ubuntu dstat.sh[83352]: 06-07 16:59:35| 30   5  52  12   0|1354M  926M  201M 5257M|  19k   12k|   0  9307k|   0   890 |6732    11k|2.93 2.01 1.10|1.0 1.0  60|   0     0 |   0     0 |  9   38    0   33    0
Jul 06 16:59:36 ubuntu dstat.sh[83352]: 06-07 16:59:36| 32   5  44  18   0|1378M  901M  201M 5258M| 292k  285k|   0  9954k|   0   871 |7679    14k|2.93 2.01 1.10|4.0 1.0  14|   0     0 |   0     0 |  9   39    0   33    0
Jul 06 16:59:37 ubuntu dstat.sh[83352]: 06-07 16:59:37| 14   5  60  18   0|1321M  956M  201M 5259M|  37k   30k|   0  9965k|   0   890 |6498    11k|2.93 2.01 1.10|  0 1.0  84|   0     0 |   0     0 |  9   38    0   33    0
Jul 06 16:59:38 ubuntu dstat.sh[83352]: 06-07 16:59:38|  9   3  66  20   0|1321M  954M  201M 5261M|  27k   16k|   0  9819k|   0   774 |5443  9995 |2.93 2.01 1.10|  0 1.0 9.0|   0     0 |   0     0 |  9   38    0   33    0
Jul 06 16:59:39 ubuntu dstat.sh[83352]: 06-07 16:59:39|  7   3  67  20   0|1322M  953M  201M 5262M|  17k 9835 |   0  8864k|   0   806 |5908    10k|2.85 2.01 1.10|1.0   0 6.0|   0     0 |   0     0 |  9   38    0   33    0
Jul 06 16:59:40 ubuntu dstat.sh[83352]: 06-07 16:59:40|  9   2  67  20   0|1322M  952M  201M 5263M|  15k 9102 |   0  9349k|   0   868 |6297    11k|2.85 2.01 1.10|  0 1.0  15|   0     0 |   0     0 |  9   38    0   33    0
Jul 06 16:59:41 ubuntu dstat.sh[83352]: 06-07 16:59:41|  7   3  65  22   0|1322M  951M  201M 5264M|  14k 7091 |   0  7559k|   0   743 |5736    10k|2.85 2.01 1.10|1.0 1.0  42|   0     0 |   0     0 |  9   38    0   33    0
Jul 06 16:59:42 ubuntu dstat.sh[83352]: 06-07 16:59:42|  8   2  68  19   0|1322M  949M  202M 5265M|  22k   14k|   0  6930k|   0   720 |5632  9963 |2.85 2.01 1.10|  0 1.0  18|   0     0 |   0     0 |  9   38    0   33    0
Jul 06 16:59:43 ubuntu dstat.sh[83352]: 06-07 16:59:43|  8   3  67  20   0|1322M  948M  202M 5265M|  23k   12k|   0  7516k|   0   754 |5783    10k|2.85 2.01 1.10|1.0 1.0  21|   0     0 |   0     0 |  9   38    0   33    0
Jul 06 16:59:44 ubuntu dstat.sh[83352]: 06-07 16:59:44|  9   2  66  20   0|1322M  947M  202M 5266M|  27k   11k|   0  7055k|   0   670 |5160  9691 |3.10 2.08 1.13|1.0 1.0 9.0|   0     0 |   0     0 |  9   38    0   33    0
Jul 06 16:59:45 ubuntu dstat.sh[83352]: 06-07 16:59:45| 12   2  67  17   0|1325M  944M  202M 5267M|  17k   11k|   0  8653k|   0   830 |5552    10k|3.10 2.08 1.13|1.0   0  12|   0     0 |   0     0 |  9   38    0   33    0
Jul 06 16:59:46 ubuntu dstat.sh[83352]: 06-07 16:59:46| 13   3  67  16   0|1326M  943M  202M 5267M|  18k 8157 |   0  7559k|   0   723 |5317  9219 |3.10 2.08 1.13|1.0   0  11|   0     0 |   0     0 |  9   36    0   34    0
Jul 06 16:59:47 ubuntu dstat.sh[83352]: 06-07 16:59:47| 14  15  69   1   0|1216M 1053M  202M 5267M|  13k 2979 |   0  3370k|   0   200 |2483  3324 |3.10 2.08 1.13|1.0   0 242|   0     0 |   0     0 |  9   32    0   34    0
Jul 06 16:59:48 ubuntu dstat.sh[83352]: 06-07 16:59:48| 11  20  67   0   0|1213M 1055M  202M 5267M|8023  1620 |   0  3059k|   0   163 |3024  4541 |3.10 2.08 1.13|1.0   0 399|   0     0 |   0     0 |  9   32    0   34    0
Jul 06 16:59:49 ubuntu dstat.sh[83352]: 06-07 16:59:49| 34  22  42   2   0|1262M 1006M  202M 5267M|  49k   37k|   0  8047k|   0   463 |4035  6214 |2.86 2.04 1.12|3.0   0 361|   0     0 |   0     0 |  9   32    0   40    0
Jul 06 16:59:50 ubuntu dstat.sh[83352]: 06-07 16:59:50| 66   9  24   0   0|1414M  854M  202M 5268M|6793  1623 |   0  1370k|   0  64.1 |1604  1501 |2.86 2.04 1.12|3.0   0 5.0|   0     0 |   0     0 |  9   32    0   40    0
Jul 06 16:59:51 ubuntu dstat.sh[83352]: 06-07 16:59:51| 66   9  25   0   0|1547M  718M  202M 5270M|  10k 1713 |   0  3347k|   0   149 |1675  1286 |2.86 2.04 1.12|3.0   0   0|   0     0 |   0     0 |  9   32    0   40    0
Jul 06 16:59:52 ubuntu dstat.sh[83352]: 06-07 16:59:52| 36   4  38  21   0|1565M  697M  202M 5273M|  44k   31k|   0    16M|   0  1070 |5989  8668 |2.86 2.04 1.12|  0 2.0  24|   0     0 |   0     0 |  9   38    0   40    0
Jul 06 16:59:53 ubuntu dstat.sh[83352]: 06-07 16:59:53| 16   3  57  23   0|1564M  695M  202M 5276M|  18k 8349 |   0  8244k|   0   626 |5858    10k|2.86 2.04 1.12|2.0 1.0  51|   0     0 |   0     0 |  9   38    0   40    0
Jul 06 16:59:54 ubuntu dstat.sh[83352]: 06-07 16:59:54| 10   3  56  27   0|1565M  692M  202M 5278M|  21k   10k|   0  9339k|   0   651 |5437    10k|2.87 2.06 1.13|  0 1.0  27|   0     0 |   0     0 |  9   38    0   40    0
Jul 06 16:59:55 ubuntu dstat.sh[83352]: 06-07 16:59:55| 12   2  58  26   0|1566M  689M  202M 5280M|  21k   11k|   0  8832k|   0   654 |5527    10k|2.87 2.06 1.13|1.0 1.0  36|   0     0 |   0     0 |  9   38    0   40    0
Jul 06 16:59:56 ubuntu dstat.sh[83352]: 06-07 16:59:56| 12   4  57  25   0|1567M  685M  202M 5282M|  18k 9676 |   0  7793k|   0   647 |5372  9950 |2.87 2.06 1.13|  0 1.0  53|   0     0 |   0     0 |  9   38    0   40    0
Jul 06 16:59:57 ubuntu dstat.sh[83352]: 06-07 16:59:57| 11   2  57  28   0|1569M  682M  202M 5284M|  28k   11k|   0  8896k|   0   685 |5741  9848 |2.87 2.06 1.13|  0 1.0  42|   0     0 |   0     0 |  9   38    0   40    0
Jul 06 16:59:58 ubuntu dstat.sh[83352]: 06-07 16:59:58| 11   5  56  27   0|1574M  674M  202M 5286M|  23k   10k|   0  8764k|   0   654 |6159    11k|2.87 2.06 1.13|  0 1.0  36|   0     0 |   0     0 |  9   38    0   40    0
Jul 06 16:59:59 ubuntu dstat.sh[83352]: 06-07 16:59:59| 12   3  57  26   0|1577M  669M  202M 5288M|  18k   10k|   0  8593k|   0   691 |5805    10k|2.80 2.06 1.14|  0 1.0  48|   0     0 |   0     0 |  9   38    0   38    0
Jul 06 17:00:00 ubuntu dstat.sh[83352]: 06-07 17:00:00| 12   3  56  27   0|1578M  666M  202M 5290M|  19k 9508 |   0  8255k|   0   660 |5946    10k|2.80 2.06 1.14|2.0 1.0  48|   0     0 |   0     0 |  9   38    0   38    0
Jul 06 17:00:01 ubuntu dstat.sh[83352]: 06-07 17:00:01| 11   3  60  24   1|1579M  662M  202M 5293M|  17k 9406 |   0  9749k|   0   661 |6103    11k|2.80 2.06 1.14|2.0 1.0  42|   0     0 |   0     0 |  9   38    0   34    0
Jul 06 17:00:02 ubuntu dstat.sh[83352]: 06-07 17:00:02| 12   3  56  26   0|1580M  659M  203M 5295M|  18k 9669 |   0  9876k|   0   727 |5935    11k|2.80 2.06 1.14|5.0   0  18|   0     0 |   0     0 |  9   38    0   34    0
Jul 06 17:00:03 ubuntu dstat.sh[83352]: 06-07 17:00:03| 12   3  55  29   0|1580M  656M  203M 5297M|  22k   11k|   0  9715k|   0   703 |5670    11k|2.80 2.06 1.14|  0 1.0  15|   0     0 |   0     0 |  9   38    0   33    0
Jul 06 17:00:04 ubuntu dstat.sh[83352]: 06-07 17:00:04| 29   8  38  24   0|1481M  754M  203M 5299M|  21k   15k|   0  9091k|   0   704 |5208    10k|2.89 2.09 1.16|1.0 1.0  96|   0     0 |   0     0 |  9   38    0   33    0
Jul 06 17:00:05 ubuntu dstat.sh[83352]: 06-07 17:00:05| 33   6  53  10   0|1525M  708M  203M 5301M|  22k   16k|   0  9674k|   0   757 |4826  9352 |2.89 2.09 1.16|1.0 1.0  41|   0     0 |   0     0 |  9   40    0   33    0
